x,y,ymin,ymax,iv
0.522593082,0,0,0,build_near_dest
4.395180939,0,0,0,build_near_dest
7.834802623,-0.0037219483470514736,-0.004397719429823469,-0.0030461772642794782,build_near_dest
11.10374096,-0.012104217668792265,-0.013393177753055263,-0.010815257584529267,build_near_dest
15.517357518000004,-0.016726938586367982,-0.018581701941626446,-0.01487217523110952,build_near_dest
21.61142381,-0.02129565507861127,-0.023733976155951433,-0.018857334001271108,build_near_dest
31.13241129,-0.03655266987946437,-0.040696383509629036,-0.03240895624929971,build_near_dest
39.264548198,-0.04394570021258471,-0.048767992640902494,-0.03912340778426693,build_near_dest
49.3128393,-0.04448416505456834,-0.04955878207729794,-0.03940954803183874,build_near_dest
58.73498742,-0.04772026728658863,-0.053308169336299976,-0.04213236523687729,build_near_dest
70.40602599,-0.05205621799227698,-0.057793908259696936,-0.04631852772485702,build_near_dest
82.534400074,-0.055943977175669096,-0.06172924467335623,-0.050158709677981965,build_near_dest
100.8074467,-0.05717660492207322,-0.06301397287199757,-0.05133923697214888,build_near_dest
119.72916460000002,-0.06343585367721075,-0.06938476060290968,-0.05748694675151181,build_near_dest
147.8776335599999,-0.08120928241402219,-0.08726356672289996,-0.07515499810514441,build_near_dest
188.3662345,-0.19375781491923225,-0.20331251756864144,-0.18420311226982305,build_near_dest
245.74650974000002,-0.25143074759221395,-0.26267886139049,-0.2401826337939379,build_near_dest
346.6499167399995,-0.276644056593878,-0.28860787493918916,-0.2646802382485668,build_near_dest
506.080824220001,-0.350468436148218,-0.36339766782766664,-0.33753920446876934,build_near_dest
940.6788757,-0.41140030650605874,-0.42524160947306755,-0.39755900353904994,build_near_dest
10646.34915,-0.48410453006906246,-0.4987010989540961,-0.4695079611840288,build_near_dest
