x_chr,y,ymin,ymax,iv
"Mesh Screen <= 1/8""",0,0,0,build_VENTSCREEN
"Mesh Screen > 1/8""",0.014627187400495432,0.011640954563906094,0.01761342023708477,build_VENTSCREEN
No Vents,-6.667368231571299e-4,-0.004194451377162924,0.002860977730848664,build_VENTSCREEN
Unscreened,-0.11327713855693736,-0.11766886832098918,-0.10888540879288554,build_VENTSCREEN
