inner_x;inner_y;level_name;class_name;Rel. area of Bare Soil (133);Rel. area of Bare Soil (267);Rel. area of Bare Soil (400);Rel. area of Buildings (13);Rel. area of Buildings (133);Rel. area of Buildings (267);Rel. area of Grass (133);Rel. area of Grass (267);Rel. area of Grass (400);Rel. area of Other Impervious (13);Rel. area of Other Impervious (133);Rel. area of Other Impervious (267);Rel. area of Roads (133);Rel. area of Roads (267);Rel. area of Roads (400);Rel. area of Shrub (133);Rel. area of Shrub (267);Rel. area of Shrub (400);Rel. area of Tree Canopy (133);Rel. area of Tree Canopy (267);Rel. area of Tree Canopy (400);Rel. area of Water (133);Rel. area of Water (267);Rel. area of Water (400);"ID_Parcel"  Parcels;"ID_Build"  Building_Centroids;Rel. area of Grass (13);Rel. area of Tree Canopy (13);Rel. area of Bare Soil (13);Rel. area of Buildings (400);Rel. area of Other Impervious (400);Rel. area of Roads (13);Rel. area of Shrub (13);Rel. area of Water (13)
1081;9294;Level 2;Building Centroid;0.0809813521491828;0.24484646576517;0.382805039154517;0;0.203380372957016;0.135371822582662;0.171376628986968;0.150283131776853;0.0868661265677723;0;0.391136870905033;0.30199531984066;0;0.0108608277808542;0.068420926975234;0;0.00857433772172701;0.0275732953460241;0.153088775289798;0.148027902324003;0.114371776914751;0;0;0;8474;9093;0;1;0;0.0651321862863691;0.207136945311008;0;0;0
3102;9314;Level 2;Building Centroid;0.0111419108647131;0.154994551722906;0.272887884382759;0;0.0510835913312693;0.0518792090173452;0.297051623587011;0.155539379432307;0.107698796714841;0;0;0.0167333559600579;0.00374397004823961;0.22053017988246;0.190171977462278;0;0.00249191690037691;0.00873217355319284;0.636960904312766;0.375462210392812;0.225655758578978;0;0;0;11167;9090;0;1;0;0.0255021646399694;0.0158488253644872;0;0;0
3955;6904;Level 2;Building Centroid;0.0718734250125999;0.0803710187385006;0.0821071019290762;0;0.142954856361149;0.165087261749522;0.360537115703074;0.245820010360658;0.228331715158846;0;0.0470696234430125;0.112748075239814;0;0.103695896822136;0.130984592856688;0;0;0.000688387343222767;0.377546979624163;0.292250942283989;0.222249633921182;0;0;0;1654;9420;0;1;0;0.199337874832877;0.136262892340994;0;0;0
5067;5499;Level 2;Building Centroid;0.154888760889913;0.256555795716404;0.316918810084676;0.0852272727272727;0.0384476924184607;0.0839257962522999;0.0843653250773994;0.0667458602025687;0.067839975806965;0;0.0398876808985528;0.122166449331023;0.00017999856001152;0.043072649648988;0.0704821098873114;0;0.0066942355442025;0.0422860826383141;0.682230542155663;0.420821350100927;0.336591567454001;0;0;0;1850;9545;0;0.895833333333333;0.0189393939393939;0.0809093875342204;0.0849561501241485;0;0;0
1062;3532;Level 2;Building Centroid;0.923932608539132;0.921844018506279;0.843443607945502;0;0.0704334365325077;0.026910916203712;0.00552595579235366;0.00137100087529698;0.000610794550200548;0;0;0;0;0;0.00772545680269943;7.1999424004608e-05;0.0292018720637359;0.0280308938689756;0;0.020658794948286;0.00920369898771248;0;0;0;1385;9591;0;0;1;0.0119950499777169;0;0;0;0
1352;3457;Level 2;Building Centroid;0.930862553099575;0.963889533949018;0.96027845864901;0;0.0380876952984376;0.00944963469748665;0;0;0.000610794550200548;0;0;0;0;0;0;0.0310497516019872;0.0266385023490113;0.027099780352709;0;0;0;0;0;0;1385;9595;0;0;0.84280303030303;0.0119950499777169;0;0;0.15719696969697;0
1015;3433;Level 2;Building Centroid;0.891154870761034;0.811235061896;0.725309575348571;0;0.0704334365325077;0.0223111412800772;0.00552595579235366;0.00137100087529698;0.000610794550200548;0;0;0;0;0.0130133438130794;0.0127311867320303;0.00104399164806682;0.0246065629409978;0.0232221302603935;0.0318057455540356;0.020658794948286;0.00920369898771248;0;0;0;1385;9596;0;0;1;0.0119950499777169;0;0;0;0
1079;3402;Level 2;Building Centroid;0.963406292749658;0.872345081366892;0.775645412873241;0;0.0334257325941392;0.0269243136064022;0.00311397508819929;0.00137100087529698;0.000610794550200548;0;0;0;0;0.0168405351815795;0.0144302699433374;0;0.0114592451010164;0.0222353090978545;0;0.020658794948286;0.00920369898771248;0;0;0;1385;9597;0;0;1;0.0119950499777169;0;0;0;0
1168;3328;Level 2;Building Centroid;0.999964000287998;0.929712759686322;0.824548768065194;0;0;0.0234186599024669;0;0.00131741126453618;0.000610794550200548;0;0;0;0;0.0227800503742341;0.0172176418157509;0;0.0107715117629196;0.0176215222512256;0;0.00163894892910094;0.0106341917616349;0;0;0;1385;9601;0;0;1;0.0119950499777169;0;0;0;0
1311;3253;Level 2;Building Centroid;0.987760097919217;0.963719833514943;0.917111001464315;0;0;0.00944963469748665;0;0;0.000445661170178901;0;0;0;0;0;0.017420576812886;0.0121859025127799;0.0235972919383362;0.0271952791748902;0;0.0032109108447509;0.00143049277392245;0;0;0;1385;9605;0;0;1;0.0080159323868339;0;0;0;0
