inner_x;inner_y;level_name;class_name;Rel. area of Bare Soil (133);Rel. area of Bare Soil (267);Rel. area of Bare Soil (400);Rel. area of Buildings (13);Rel. area of Buildings (133);Rel. area of Buildings (267);Rel. area of Grass (133);Rel. area of Grass (267);Rel. area of Grass (400);Rel. area of Other Impervious (13);Rel. area of Other Impervious (133);Rel. area of Other Impervious (267);Rel. area of Roads (133);Rel. area of Roads (267);Rel. area of Roads (400);Rel. area of Shrub (133);Rel. area of Shrub (267);Rel. area of Shrub (400);Rel. area of Tree Canopy (133);Rel. area of Tree Canopy (267);Rel. area of Tree Canopy (400);Rel. area of Water (133);Rel. area of Water (267);Rel. area of Water (400);"ID_Parcel"  Parcels;"ID_Build"  Building_Centroids;Rel. area of Grass (13);Rel. area of Tree Canopy (13);Rel. area of Bare Soil (13);Rel. area of Buildings (400);Rel. area of Other Impervious (400);Rel. area of Roads (13);Rel. area of Shrub (13);Rel. area of Water (13)
6528;6301;Level 2;Building Centroid;0.578857369141047;0.382486915203373;0.436612656777233;0.0416666666666667;0.00626394988840089;0.00155409871206302;0.102581179350565;0.0510173094442757;0.0267197746227797;0;0.00300597595219238;0.00361283292545685;0.00646194830441357;0.0460781336524892;0.0374534443241867;0.144466844265246;0.386470409603258;0.378720474947476;0.158362733098135;0.128775834658188;0.116007194244604;0;0;0;10480;4152;0;0.867424242424242;0.0909090909090909;0.00069236646081365;0.00379209906411154;0;0;0
6790;6337;Level 2;Building Centroid;0.518161854705162;0.603164466515425;0.59018868975616;0;0;0.00154963291116629;0.0276477788177695;0.0328191707900895;0.0621279525052524;0;0.0234358125134999;0.0209714010110573;0.204784361725106;0.11614208392133;0.0642428535048068;0.00773993808049536;0.0960057876779622;0.143737664735468;0.218230254157967;0.129342991372073;0.117568997899026;0;0;0;10480;4151;0.0643939393939394;0.178030303030303;0.757575757575758;0.00624721461768638;0.0158826478640097;0;0;0
7550;7151;Level 2;Building Centroid;0.31859745122039;0.517237991461389;0.539872747819444;1;0.136186910504716;0.0343241456922885;0.184966520267838;0.139556278022901;0.0903060737250907;0;0.0859493124055008;0.0409960522320073;0.039797681618547;0.0179078615958986;0.0134454383395938;0;0.0266161733445276;0.160254981855224;0.234466124271006;0.223352566049195;0.159859059654931;0;0;0;13360;4132;0;0;0;0.0167620328515948;0.019493697077736;0;0;0
7502;7112;Level 2;Building Centroid;0.180808553531572;0.525816794984012;0.564606942764373;0.933712121212121;0.137860897112823;0.0359541630195959;0.196864425084599;0.130562155016881;0.110848268288024;0.0662878787878788;0.0843293253653971;0.0424653007270324;0.0454676362589099;0.0200514460263304;0.014730693321449;0;0.0182160018577732;0.122930858852741;0.354633162934697;0.226920740965685;0.150621538167696;0;0;0;13360;4133;0;0;0;0.0167620328515948;0.019493697077736;0;0;0
7435;7108;Level 2;Building Centroid;0.374919000647995;0.554464907736553;0.553568870567263;0.744318181818182;0.0921952624379005;0.0342035690680767;0.174724602203182;0.105919865668709;0.130513067422168;0;0.083015335877313;0.0351949768671514;0.00926992584059328;0.0176756399492685;0.0134335009868212;0.00187198502411981;0.038727425376467;0.11659411408926;0.263967888256894;0.21380468373198;0.148389253199211;0;0;0;13360;4135;0.0113636363636364;0.244318181818182;0;0.0167620328515948;0.0207331922072961;0;0;0
7632;6879;Level 2;Building Centroid;0.490100079199366;0.364632643218235;0.348741803017763;0.926136363636364;0.0137878896968824;0.0111868312463157;0.109475124199006;0.155610832246655;0.130554848156873;0.0265151515151515;0.0409316725466196;0.0314928279237598;0.0806213550291598;0.0446669405691217;0.0302233876615522;0.0498776009791922;0.166324288597917;0.229171308970523;0.215206278349773;0.226081170397099;0.225046953587572;0;0;0;13360;4142;0;0;0;0.0167620328515948;0.019493697077736;0.0473484848484848;0;0
7077;6425;Level 2;Building Centroid;0.556123551011592;0.49013058001822;0.53724255109187;1;0.0502555979552164;0.012468516103678;0.0656454748362013;0.0886684768046301;0.0796519863755014;0;0.0892612859097127;0.0320376556331613;0.0717834257325941;0.113726085636198;0.0933600464760935;0.0150478796169631;0.104486343580858;0.111809225186223;0.151882784937721;0.158482342223254;0.157531275864264;0;0;0;10480;4150;0;0;0;0.00555484815687273;0.0148480772903801;0;0;0
7652;6039;Level 2;Building Centroid;0.56422348621211;0.470512316678873;0.32491285732476;1;0.0357117143062856;0.0162063914542434;0.0509935920512636;0.0702917061145746;0.0910243044502451;0;0.0534775721794226;0.0199844590128794;0.123029015767874;0.140632536039013;0.0979957184694722;0.00295197638418893;0.100431396366624;0.24270229833832;0.169612643098855;0.181936728532895;0.217882552365187;0;0;0;12666;4159;0;0;0;0.015122636404151;0.0103536639714777;0;0;0
7272;5977;Level 2;Building Centroid;0.249892000863993;0.515366820885658;0.499401142802572;1;0.102221182230542;0.0254907915185509;0.138526891784866;0.0750254550651114;0.0778036862545362;0;0.0131218950248398;0.00325556885371823;0.0680394556843545;0.0787499330129866;0.074900919971987;0;0.00891373858987871;0.0805691729801999;0.428180574555404;0.2931932262732;0.245849780352709;0;0;0;12666;4160;0;0;0;0.0200169510409372;0.00145038836187687;0;0;0
7618;5899;Level 2;Building Centroid;0.471380228958168;0.429069684357193;0.332367734131279;1;0.0444236446108431;0.0198147585788035;0.104939160486716;0.175045997749236;0.156482778379067;0;0.0164158686730506;0.0180284382201104;0.0553495572035424;0.0627355709973027;0.0929422391290507;0;0.00501956020792769;0.0997146972687337;0.307491540067679;0.290277058287633;0.288235340930795;0;0;0;12666;4162;0;0;0;0.0198955879544152;0.0103536639714777;0;0;0
