inner_x;inner_y;level_name;class_name;Rel. area of Bare Soil (133);Rel. area of Bare Soil (267);Rel. area of Bare Soil (400);Rel. area of Buildings (13);Rel. area of Buildings (133);Rel. area of Buildings (267);Rel. area of Grass (133);Rel. area of Grass (267);Rel. area of Grass (400);Rel. area of Other Impervious (13);Rel. area of Other Impervious (133);Rel. area of Other Impervious (267);Rel. area of Roads (133);Rel. area of Roads (267);Rel. area of Roads (400);Rel. area of Shrub (133);Rel. area of Shrub (267);Rel. area of Shrub (400);Rel. area of Tree Canopy (133);Rel. area of Tree Canopy (267);Rel. area of Tree Canopy (400);Rel. area of Water (133);Rel. area of Water (267);Rel. area of Water (400);"ID_Parcel"  Parcels;"ID_Build"  Building_Centroids;Rel. area of Grass (13);Rel. area of Tree Canopy (13);Rel. area of Bare Soil (13);Rel. area of Buildings (400);Rel. area of Other Impervious (400);Rel. area of Roads (13);Rel. area of Shrub (13);Rel. area of Water (13)
5724;8748;Level 2;Building Centroid;0.260817913456692;0.266639574141226;0.338290650665308;0.166666666666667;0.101159190726474;0.0286436469516443;0.0428576571387429;0.0539468748325325;0.0421885942573375;0.0435606060606061;0.175804593563251;0.284520640931745;0.0730794153646771;0.0967873028348904;0.0811441554720825;0;0.0239098980011075;0.0457200611192462;0.346263229894161;0.245543130705061;0.241375262621761;0;0;0;6197;5342;0.0113636363636364;0.778409090909091;0;0.0141079614184758;0.237169335328198;0;0;0
5188;8340;Level 2;Building Centroid;0.16421268629851;0.261762919561994;0.225669685490546;0.200757575757576;0.0120599035207718;0.0162108572551401;0.00914392684858521;0.0724933459566639;0.0595892754822691;0;0;0.017081688430003;0.124361005111959;0.119482502992087;0.0943369198446553;0.180520555835553;0.101083403297547;0.0773719519959254;0.509701922384621;0.411880816705668;0.407411902336538;0;0;0;12707;5359;0;0.712121212121212;0;0.0109127299929968;0.124703555739479;0;0.0871212121212121;0
1975;7577;Level 2;Building Centroid;0.566653466772266;0.39175791786499;0.361737601069587;0.234848484848485;0.0260097919216646;0.0468953752165913;0.0209878320973432;0.0261874564584413;0.0460184949385624;0.0606060606060606;0.0528115775073799;0.0814383451528197;0.00980992152062784;0.0451045890570015;0.0290077672375374;0.0750053999568003;0.0692958325146032;0.0677544247787611;0.248722010223918;0.339307086332863;0.378945295091361;0;0;0;5782;5395;0;0.704545454545455;0;0.0511555357483924;0.0653649646654358;0;0;0
6347;7244;Level 2;Building Centroid;0.0766973864209086;0.201416552044444;0.283587731584644;0.517045454545455;0.0875872993016056;0.0217305871635019;0.174508603931169;0.354133545310016;0.397072165276628;0.0700757575757576;0.272013823889409;0.101565709794395;0.103157174742602;0.0544068523248959;0.037950834023047;0;0;0;0.277197782417741;0.191082688769404;0.149115442159547;0.00883792929656563;0.0756640645933442;0.0708780320876043;6197;5432;0.0435606060606061;0.369318181818182;0;0.0160438021264404;0.0453460240657032;0;0;0
6589;6944;Level 2;Building Centroid;0.475142198862409;0.444378449831193;0.401685952123257;0.0625;0.0018359853121175;0.000455511691466748;0.201382388940888;0.174121576963613;0.210206834532374;0;0.00421196630426957;0.0418222253979029;0.0968212254301966;0.0379905682285061;0.0265208187432355;0;0;0.0291350990004457;0.220606235150119;0.261959414801451;0.237445884000764;0;0.0392722530858684;0.0494047240084039;9354;5448;0;0.835227272727273;0.102272727272727;0.00570804418412173;0.0398906538486025;0;0;0
9074;8885;Level 2;Building Centroid;0.475412196702426;0.436898233329165;0.464030766537213;0;3.5999712002304e-05;8.93160179346564e-06;0;0.0267412157696361;0.11208975297638;0;0;0;0;0;0;0;0;0;0.524551803585571;0.499334595666387;0.379681431845674;0;0.0370170236330183;0.0430102820398548;81;5334;0;1;0;0.00118577704208315;0;0;0;0
7663;8803;Level 2;Building Centroid;0.413024695802434;0.386416819992497;0.365601324250334;0.115530303030303;0.00124199006407949;0.000308140261874565;0.0599035207718338;0.126274986156017;0.113544120455848;0;0;0.00417105803754845;0;0;0;0;0;0;0.525829793361653;0.482828995552062;0.51261778188069;0;0;0;6197;5338;0;0.873106060606061;0.0113636363636364;0.000539170433564653;0.00769760297956325;0;0;0
7248;8685;Level 2;Building Centroid;0.042983656130751;0.0490434254479198;0.0740255141019927;0;0;0;0.0552235582115343;0.142847573283793;0.138644394219138;0;0.0229858161134711;0.0480966756578125;0;0;0.000101467498567518;0;0;0;0.878806969544244;0.756823743770208;0.744795314191125;0;0.00318858184026723;0.00338821862863691;6197;5345;0;1;0;0.015257926402241;0.0237871649582988;0;0;0
6820;7746;Level 2;Building Centroid;0.425336597307222;0.4147076686733;0.445205561214745;0.255681818181818;0.0398156814745482;0.0195870027330701;0.0206998344013248;0.184209821189332;0.261111685872541;0;0;0.00282238616673514;0;0.0129686858041121;0.0108411058763609;0;0;0;0.514147886816905;0.365699969632554;0.258334261794105;0;0;0.00332455274718278;6197;5388;0;0.744318181818182;0;0.0140562328897944;0.00712262048768065;0;0;0
3371;10450;Level 2;Building Centroid;0.42125062999496;0.480680945320734;0.45635902782199;0.393939393939394;0.393566851465188;0.214903270752577;0;0.0103338632750397;0.0165789934424142;0;0.183940528475772;0.220458727068112;0;0;0;0;0;0.0160975202139174;0.00124199006407949;0.0736097961808471;0.0827835519195263;0;0;0;12277;5235;0;0;0.606060606060606;0.19076884510091;0.237400124148469;0;0;0
