polygon_id,min_dist_tree
1,1062.43896484375
2,962.37945556640625
3,1059.142822265625
4,1072.6007080078125
5,1103.67822265625
6,646.72442626953125
7,472.18621826171875
8,751.60064697265625
9,430.0143127441406
10,628.45703125
11,367.1600341796875
12,294.6307067871094
13,804.17523193359375
14,1042.1290283203125
15,705.3194580078125
16,230.49905395507812
17,856.29541015625
18,171.40248107910156
19,129.3070526123047
20,762.66888427734375
21,831.41448974609375
22,248.5896453857422
23,668.11907958984375
24,6.75
25,203.93380737304688
26,399.8280944824219
27,116.42647552490234
28,0.75
29,1109.79345703125
30,357.27484130859375
31,26.537708282470703
32,30.372684478759766
33,132.23204040527344
34,451.6531982421875
35,163.9500732421875
36,78.01441955566406
37,86.35102844238281
38,921.70330810546875
39,163.5068817138672
40,990.19146728515625
41,1051.7391357421875
42,560.135009765625
43,102.2341079711914
44,807.6343994140625
45,138.2707977294922
46,201.75
47,226.10975646972656
48,872.25384521484375
49,184.3780059814453
50,644.2779541015625
51,909.23541259765625
52,96.572509765625
53,510.8072509765625
54,779.66314697265625
55,910.80047607421875
56,841.9146728515625
57,516.9725341796875
58,719.72259521484375
59,815.6473388671875
60,424.2594299316406
61,332.2398376464844
62,767.62530517578125
63,87.30012512207031
64,494.8692932128906
65,302.830078125
66,397.43206787109375
67,737.56768798828125
68,94.65760803222656
69,522.73223876953125
70,713.1439208984375
71,697.568115234375
72,169.6144561767578
73,656.15228271484375
74,674.2950439453125
75,91.1951904296875
76,272.2923583984375
77,10.090217590332031
78,611.4984130859375
79,193.89059448242188
80,522.763427734375
81,488.23675537109375
82,532.02972412109375
83,28.082468032836914
84,498.6061706542969
85,551.2296142578125
86,52.633758544921875
87,555.40625
88,441.2709655761719
89,549.2222900390625
90,267.6575622558594
91,453.3183898925781
92,436.39044189453125
93,519.72186279296875
94,427.14459228515625
95,439.29901123046875
96,28.50986671447754
97,481.02197265625
98,425.8738708496094
99,328.5
100,332.25
101,330.1440124511719
102,365.5201721191406
103,326.1293029785156
104,323.837646484375
105,32.94882583618164
106,294.75
107,246.33018493652344
108,149.408203125
109,284.0956115722656
110,257.4598388671875
111,182.99539184570312
112,208.09628295898438
113,171.1331787109375
114,147.0172119140625
115,172.2617950439453
116,153.35986328125
117,261.2423400878906
118,167.1844024658203
119,233.4464569091797
120,130.71533203125
121,217.32147216796875
122,126.75
123,179.46170043945312
124,180.9615020751953
125,137.09417724609375
126,181.50155639648438
127,217.62539672851562
128,20.374616622924805
129,210
130,165.97891235351562
131,168.27098083496094
132,96.5259017944336
133,134.9020538330078
134,39
135,151.29379272460938
136,103.6439208984375
137,71.39196014404297
138,53.075416564941406
139,109.54109191894531
140,105
141,22.261232376098633
142,27.577163696289062
143,31.5
144,108.76034545898438
145,77.21722412109375
146,65.40499114990234
147,193.10569763183594
148,73.13557434082031
149,34.89717102050781
150,278.62274169921875
151,208.5013427734375
152,16.51703643798828
153,49.85102844238281
154,40.30508804321289
155,271.4502868652344
156,38.41874694824219
157,63.47145080566406
158,99
159,15.75
160,229.19342041015625
161,184.96435546875
162,157.00816345214844
163,27.760133743286133
164,38.44801712036133
165,0.75
166,35.559810638427734
167,34.15589141845703
168,34.5
169,11.858541488647461
170,177.75
171,64.27722930908203
172,223.5805206298828
173,95.91207122802734
174,219.7960662841797
175,12.903488159179688
176,181.91481018066406
177,190.12759399414062
178,193.58863830566406
179,69.1994400024414
180,212.33612060546875
181,104.45214080810547
182,56.8072395324707
183,101.51354217529297
184,90.46131896972656
185,78.40998077392578
186,114.1208267211914
187,52.32828903198242
188,133.6705322265625
189,72.95075225830078
190,135.8514862060547
191,90.56075286865234
192,96.23701477050781
193,32.31098937988281
194,36.28015899658203
195,82.110443115234375
196,147.0172119140625
197,49.5
198,88.5
199,50.756771087646484
200,56.389827728271484
201,15.186342239379883
202,66.40782928466797
203,25.211605072021484
204,95.25
205,218.71470642089844
206,3.75
207,103.6439208984375
208,55.26131057739258
209,125.43175506591797
210,111.16710662841797
211,234.7991180419922
212,24.931156158447266
213,124.5
214,229.22654724121094
215,85.86763000488281
216,132.7838897705078
217,83.959808349609375
218,150.91595458984375
219,124.88119506835938
220,199.3279266357422
221,179.13699340820312
222,111.26573181152344
223,206.2390899658203
224,0.75
225,107.38365936279297
226,153.73536682128906
227,110.25
228,147.28480529785156
229,60
230,212.20228576660156
231,223.9538116455078
232,0.75
233,42.22040557861328
234,120.75
235,192
236,175.50160217285156
237,110.25
238,23.15302276611328
239,0.75
240,29.25
241,70.03570556640625
242,230.70883178710938
243,171.4500732421875
244,180.11245727539062
245,139.9508819580078
246,280.65338134765625
247,267.85186767578125
248,296.1123046875
249,278.02752685546875
250,169.3821563720703
251,222.8522491455078
252,12.837931632995605
253,253.12693786621094
254,64.86958312988281
255,315.0544738769531
256,249
257,319.63818359375
258,170.21034240722656
259,382.9269714355469
260,121.58792877197266
261,78.7642822265625
262,209.3091278076172
263,347.0968933105469
264,38.19849395751953
265,93.857940673828125
266,119.25942993164062
267,68.41463470458984
268,330.2130126953125
269,373.5346374511719
270,125.6535415649414
271,433.42279052734375
272,133.5
273,11.25
