variable_name,variable_number,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
damage_binary,1,11134,0.11702892042392671,0.32146918033785005,0,0.021329142343960484,0,0,1,1,2.3824161472234113,3.676236903898496,0.003046588050952815
damage_severity,2,11134,1.4844620082629782,1.2805789725487198,1,1.1057476425684778,0,1,5,4,2.3356103126977605,3.528200901562922,0.012136145032528984
build_Mean_elev_30m,3,11134,723.0266755756944,462.7530644730796,793.2610410007942,693.2979820057948,410.28659985200005,12.074819497637167,2817.769025977278,2805.694206479641,0.4807138217685501,0.41594902625433106,4.3855462451605005
build_Mean_elev_100m,4,11134,722.5245992074351,461.784855330638,794.5803168837479,692.5805949680828,404.16670343477404,11.467531518560353,2769.5911144876327,2758.1235829690722,0.46818087375159956,0.35775010120538875,4.376370452939654
build_Mean_slope_30m_DEM,5,11134,9.95722643454724,5.654620787477673,9.004851168902668,9.496790050376577,5.7707213270669895,0.8546943367855862,34.36501461021909,33.51032027343351,0.7178885355726933,0.08901684530441045,0.05358927442342603
build_Mean_slope_100m_DEM,6,11134,11.828101166800645,5.691054857761034,10.972047765598148,11.433698451248434,5.773185817117523,1.2789705310500128,34.82424699685746,33.54527646580745,0.6064100637514744,-0.12541942113777127,0.05393456289884444
build_Mean_aspect_30m_DEM,7,11134,180.7586697140301,47.30010386462455,183.25334895278348,181.474325414985,49.8881098384665,41.01040531683733,322.8735451247025,281.8631398078652,-0.14797346123357186,-0.34130754633707605,0.4482667081533145
build_Mean_aspect_100m_DEM,8,11134,181.02104447039625,36.40902142890213,182.1349862124882,181.39636194415593,39.15226089854245,58.76369717504269,295.16044626507863,236.39674909003594,-0.1048904829601938,-0.3100384849005433,0.3450510855056236
build_Mean_distroad,9,11046,821.160796338432,730.0384731619496,600.74951171875,720.4592311334058,668.2812260742187,0,3666.8984503495067,3666.8984503495067,1.0887731209018945,0.569369712346731,6.946135143821568
build_Mean_builddens,10,11046,1.5374468086685882,0.9698127067271758,1.4181910313873232,1.4753425368303499,1.0965149376083771,0.0031830989755690098,4.414015639769404,4.410832540793835,0.49307786831030187,-0.6543625441746967,0.00922752755200062
build_Mean_distall_road,11,11122,28.21659954384408,27.171564430661608,28.66491917868065,24.244147433241654,20.402781636845297,0,430.6807465986772,430.6807465986772,2.450863063242532,13.238942853818102,0.2576458780077381
build_min_dist_tree,12,11134,288.65856389189315,302.88987773847504,180.10387420654297,234.5344491906374,183.13423939933776,0.75,2377.105712890625,2376.355712890625,2.050577871144046,5.9353253171531755,2.870510576792447
build_min_dist_shrub,13,11134,288.65856389189315,302.88987773847504,180.10387420654297,234.5344491906374,183.13423939933776,0.75,2377.105712890625,2376.355712890625,2.050577871144046,5.9353253171531755,2.870510576792447
build_has_tree_overhang,14,11087,0.7088482005952917,0.4543138184118993,1,0.7610190508398151,0,0,1,1,-0.9193176826998859,-1.1549591462474598,0.004314683289814487
build_overhang_ht,15,11087,14.121119153703123,12.585634012220213,13.3650207519531,12.783385466226385,16.084319540469775,-0.04443359375,90.205115288496,90.249548882246,0.7430547268137959,0.44846486980274713,0.1195275656683066
build_perc_overhang,16,11087,0.09550076568800257,0.21692189273233328,0.0088948187680676,0.035572782707948274,0.013187458305537022,0,1,1,3.118726648151911,9.179308393528483,0.0020601382300869386
build_dist_angle,17,11134,4.151204437703709,104.12689605961853,0,4.504707827106804,132.9347666207393,-179.9891069274135,180,359.9891069274135,-0.008459869872359286,-1.1423184033461722,0.9868185714868308
build_dist_to_build_ft,18,11134,42.33715375337528,104.21758347497371,16.21918810793893,24.1073700033973,15.423532445086561,0,3916.0347419129203,3916.0347419129203,14.233061885351441,368.110400841647,0.9876780230700355
build_dist_to_build_ft_jod,19,11087,101.23738996307036,146.40120912115876,75.68438058581401,82.32422963881662,37.231981220694,0,8639.6352529455,8639.6352529455,25.085151018672494,1165.6401127696233,1.3903932150067204
build_p_tree_10,20,11134,27.033243025478786,22.793563634176955,22.044570030975642,24.19943716526137,21.363148196644538,0,100,100,1.0450458435300856,0.7313956637909915,0.21601634885663068
build_p_tree_100,21,11134,30.63056278499943,17.40261594475107,27.66561657715959,29.11372064385424,16.261021943289304,0,99.01383108767014,99.01383108767014,0.8308133097406663,0.5644838604518032,0.16492592458437016
build_p_tree_200,22,11134,29.148563135899586,15.150219623313951,26.510281501891946,27.74623865182403,13.969529376781455,0,95.055492042287,95.055492042287,0.9243096745464022,0.9281026269047703,0.1435797920820612
build_p_tree_300,23,11134,28.695152421436244,14.015751237759025,26.541400719416004,27.43064888433339,12.657393915997975,0,92.33869250509865,92.33869250509865,0.9243191432324392,1.0176972705537963,0.1328283482765213
build_p_grass_10,24,11134,29.685389840568494,19.25170955595095,28.83317348281443,28.94689876329158,21.283815448051996,0,97.50245821042282,97.50245821042282,0.3174579758626873,-0.510487356231379,0.18244992640331362
build_p_grass_100,25,11134,16.98724260786713,9.258297683425951,16.33634603434327,16.55190125865541,9.333611316445703,0,76.05044814681636,76.05044814681636,0.5313000541104533,0.3935182286836372,0.08774159645676183
build_p_grass_200,26,11134,15.24938194492819,7.8744841298453805,14.950075098275464,15.018266660959437,8.159648558097313,0,64.26253155427335,64.26253155427335,0.41501428284702313,0.48255541123699386,0.07462708939062758
build_p_grass_300,27,11134,14.309673026749396,7.401436864185255,14.107245942603523,14.135234742091106,7.83155464252109,0,60.0454194541884,60.0454194541884,0.35158867593590093,0.26527558280639063,0.07014398421214228
build_p_soil_10,28,11134,20.881880588189684,21.08793845957487,15.244986901643248,17.550610105818865,19.57124655473714,0,100,100,1.3478752791286486,1.6873495149721567,0.19985200840294892
