var1,var2,value
build_p_building_200,build_p_road_10,0.06665825268256291
build_p_road_10,build_p_building_200,0.06665825268256291
build_perc_overhang,parcel_Shrub_P,0.06656820600072895
parcel_Shrub_P,build_perc_overhang,0.06656820600072895
build_perc_overhang,build_Mean_distall_road,0.0663153428391789
build_Mean_distall_road,build_perc_overhang,0.0663153428391789
parcel_Road_P,build_p_road_100,0.06610152193270277
build_p_road_100,parcel_Road_P,0.06610152193270277
damage_severity,build_overhang_ht,0.06565321381105284
build_overhang_ht,damage_severity,0.06565321381105284
build_p_otherpaved_100,build_p_road_200,0.06553547190827987
build_p_road_200,build_p_otherpaved_100,0.06553547190827987
damage_binary,build_overhang_ht,0.06494470062679586
build_overhang_ht,damage_binary,0.06494470062679586
build_p_tree_10,build_Mean_slope_30m_DEM,0.06425650648849957
build_Mean_slope_30m_DEM,build_p_tree_10,0.06425650648849957
build_p_shrub_100,build_Mean_elev_30m,0.06407140254528958
build_Mean_elev_30m,build_p_shrub_100,0.06407140254528958
parcel_year_built,build_p_road_300,0.06314740855437764
build_p_road_300,parcel_year_built,0.06314740855437764
build_p_shrub_100,build_Mean_elev_100m,0.06290508877543388
build_Mean_elev_100m,build_p_shrub_100,0.06290508877543388
damage_severity,build_p_soil_10,0.06252041229817917
build_p_soil_10,damage_severity,0.06252041229817917
build_perc_overhang,build_Mean_distroad,0.06107674021318502
build_Mean_distroad,build_perc_overhang,0.06107674021318502
damage_binary,build_p_soil_10,0.060572562774448585
build_p_soil_10,damage_binary,0.060572562774448585
build_p_otherpaved_10,build_p_road_300,0.06020018105579387
build_p_road_300,build_p_otherpaved_10,0.06020018105579387
damage_binary,parcel_area,0.06003758709043196
parcel_area,damage_binary,0.06003758709043196
parcel_year_built,build_p_otherpaved_10,0.05996193049385447
build_p_otherpaved_10,parcel_year_built,0.05996193049385447
damage_severity,parcel_area,0.05986102978559566
parcel_area,damage_severity,0.05986102978559566
build_min_dist_tree,build_Mean_aspect_100m_DEM,0.05895511768906875
build_Mean_aspect_100m_DEM,build_min_dist_tree,0.05895511768906875
build_p_soil_10,parcel_area,0.05884806850261548
parcel_area,build_p_soil_10,0.05884806850261548
parcel_Road_P,parcel_Water_P,0.05882931302215288
parcel_Water_P,parcel_Road_P,0.05882931302215288
build_perc_overhang,build_p_water_200,0.05863866680559667
build_p_water_200,build_perc_overhang,0.05863866680559667
build_p_otherpaved_100,build_Mean_aspect_100m_DEM,0.057545697163821255
build_Mean_aspect_100m_DEM,build_p_otherpaved_100,0.057545697163821255
build_p_soil_100,parcel_area,0.05741985385458541
parcel_area,build_p_soil_100,0.05741985385458541
build_perc_overhang,build_Mean_slope_30m_DEM,0.05727345267196198
build_Mean_slope_30m_DEM,build_perc_overhang,0.05727345267196198
build_p_soil_300,build_Mean_elev_30m,0.057104577974620714
build_Mean_elev_30m,build_p_soil_300,0.057104577974620714
build_p_soil_300,parcel_area,0.05695313448733517
parcel_area,build_p_soil_300,0.05695313448733517
parcel_Paved_P,parcel_Road_P,0.05615139119376061
parcel_Road_P,parcel_Paved_P,0.05615139119376061
build_p_road_10,build_p_road_200,0.05599904405182294
build_p_road_200,build_p_road_10,0.05599904405182294
build_p_soil_200,parcel_area,0.05584095457367458
parcel_area,build_p_soil_200,0.05584095457367458
build_area,build_p_building_300,0.055085572463081545
build_p_building_300,build_area,0.055085572463081545
parcel_year_built,build_p_road_200,0.05486705189163286
build_p_road_200,parcel_year_built,0.05486705189163286
build_Mean_builddens,build_Mean_aspect_100m_DEM,0.054652711790969505
build_Mean_aspect_100m_DEM,build_Mean_builddens,0.054652711790969505
build_has_tree_overhang,parcel_Water_P,0.05464392564575709
parcel_Water_P,build_has_tree_overhang,0.05464392564575709
build_Mean_builddens,build_Mean_aspect_30m_DEM,0.054550126056395566
build_Mean_aspect_30m_DEM,build_Mean_builddens,0.054550126056395566
build_p_otherpaved_200,build_p_road_100,0.054330657364631975
build_p_road_100,build_p_otherpaved_200,0.054330657364631975
build_has_tree_overhang,build_Mean_distroad,0.053939543746513975
build_Mean_distroad,build_has_tree_overhang,0.053939543746513975
build_p_building_300,build_p_road_10,0.05367875459034113
build_p_road_10,build_p_building_300,0.05367875459034113
parcel_Road_P,build_p_building_10,0.05364852483314476
build_p_building_10,parcel_Road_P,0.05364852483314476
build_near_dest,build_p_building_10,0.053623456986556066
build_p_building_10,build_near_dest,0.053623456986556066
build_p_soil_300,build_Mean_elev_100m,0.05360567957909094
build_Mean_elev_100m,build_p_soil_300,0.05360567957909094
build_p_road_10,build_p_road_300,0.0528129560425529
build_p_road_300,build_p_road_10,0.0528129560425529
parcel_Water_P,build_p_road_10,0.05203087773019809
build_p_road_10,parcel_Water_P,0.05203087773019809
build_p_tree_200,build_p_water_200,0.05202239051485338
build_p_water_200,build_p_tree_200,0.05202239051485338
build_p_otherpaved_10,build_p_road_200,0.05186005681429551
build_p_road_200,build_p_otherpaved_10,0.05186005681429551
build_area,parcel_Grass_P,0.05120562502532047
parcel_Grass_P,build_area,0.05120562502532047
build_has_tree_overhang,build_p_grass_300,0.05089182435906521
build_p_grass_300,build_has_tree_overhang,0.05089182435906521
build_p_tree_200,build_Mean_elev_100m,0.0508111454073764
build_Mean_elev_100m,build_p_tree_200,0.0508111454073764
build_p_otherpaved_300,build_Mean_aspect_30m_DEM,0.05043801498417807
build_Mean_aspect_30m_DEM,build_p_otherpaved_300,0.05043801498417807
parcel_Road_P,build_p_road_200,0.04975262262875243
build_p_road_200,parcel_Road_P,0.04975262262875243
build_p_shrub_100,build_Mean_distroad,0.04938168380093616
build_Mean_distroad,build_p_shrub_100,0.04938168380093616
build_has_tree_overhang,build_p_water_300,0.04716711634851998
build_p_water_300,build_has_tree_overhang,0.04716711634851998
parcel_year_built,build_p_building_300,0.04714194194966953
build_p_building_300,parcel_year_built,0.04714194194966953
build_near_build,build_Mean_distroad,0.04671760772314039
build_Mean_distroad,build_near_build,0.04671760772314039
parcel_Road_P,build_p_soil_300,0.0466965212638453
build_p_soil_300,parcel_Road_P,0.0466965212638453
build_p_tree_300,build_p_water_300,0.04641807498028988
build_p_water_300,build_p_tree_300,0.04641807498028988
build_p_soil_300,build_Mean_aspect_100m_DEM,0.045819808315420804
build_Mean_aspect_100m_DEM,build_p_soil_300,0.045819808315420804
build_p_road_10,parcel_area,0.04581918778980011
parcel_area,build_p_road_10,0.04581918778980011
build_p_tree_200,build_Mean_elev_30m,0.045807792040925326
build_Mean_elev_30m,build_p_tree_200,0.045807792040925326
build_p_soil_200,build_Mean_distroad,0.04518416771344787
build_Mean_distroad,build_p_soil_200,0.04518416771344787
parcel_Road_P,build_p_building_200,0.04503040347671583
build_p_building_200,parcel_Road_P,0.04503040347671583
build_p_grass_100,build_p_otherpaved_100,0.04444289015678383
build_p_otherpaved_100,build_p_grass_100,0.04444289015678383
damage_severity,build_has_tree_overhang,0.04389542833188167
build_has_tree_overhang,damage_severity,0.04389542833188167
build_p_otherpaved_200,build_Mean_aspect_30m_DEM,0.043892786337139195
build_Mean_aspect_30m_DEM,build_p_otherpaved_200,0.043892786337139195
build_area,parcel_year_built,0.043401456884281236
parcel_year_built,build_area,0.043401456884281236
damage_binary,build_has_tree_overhang,0.04322199406797658
build_has_tree_overhang,damage_binary,0.04322199406797658
build_p_soil_300,build_Mean_distroad,0.04268774490972081
build_Mean_distroad,build_p_soil_300,0.04268774490972081
parcel_Road_P,build_p_road_300,0.042190733294471656
build_p_road_300,parcel_Road_P,0.042190733294471656
build_min_dist_shrub,build_p_water_300,0.04217244635263344
build_p_water_300,build_min_dist_shrub,0.04217244635263344
build_p_road_10,build_p_water_300,0.041785827285905554
build_p_water_300,build_p_road_10,0.041785827285905554
parcel_year_built,build_near_dest,0.04150506889295279
build_near_dest,parcel_year_built,0.04150506889295279
build_p_road_10,build_p_water_200,0.04150480031481786
build_p_water_200,build_p_road_10,0.04150480031481786
build_p_soil_200,build_Mean_aspect_100m_DEM,0.040820257844021865
build_Mean_aspect_100m_DEM,build_p_soil_200,0.040820257844021865
parcel_Soil_P,build_Mean_aspect_100m_DEM,0.040633300183894175
build_Mean_aspect_100m_DEM,parcel_Soil_P,0.040633300183894175
build_p_building_10,build_p_road_10,0.040521309905258
build_p_road_10,build_p_building_10,0.040521309905258
build_p_otherpaved_100,build_Mean_aspect_30m_DEM,0.04022317197408632
build_Mean_aspect_30m_DEM,build_p_otherpaved_100,0.04022317197408632
build_Mean_distall_road,build_Mean_aspect_30m_DEM,0.03980526684442238
build_Mean_aspect_30m_DEM,build_Mean_distall_road,0.03980526684442238
ID_Build,build_min_dist_shrub,0.03976234623121401
build_min_dist_shrub,ID_Build,0.03976234623121401
parcel_Grass_P,build_Mean_aspect_30m_DEM,0.03930956904996637
build_Mean_aspect_30m_DEM,parcel_Grass_P,0.03930956904996637
build_has_tree_overhang,build_p_grass_200,0.039175371735879753
build_p_grass_200,build_has_tree_overhang,0.039175371735879753
parcel_year_built,build_p_building_200,0.03863684446059954
build_p_building_200,parcel_year_built,0.03863684446059954
build_p_soil_100,build_Mean_aspect_100m_DEM,0.03857067347157148
build_Mean_aspect_100m_DEM,build_p_soil_100,0.03857067347157148
parcel_year_built,build_p_road_100,0.03806956950842062
build_p_road_100,parcel_year_built,0.03806956950842062
build_p_otherpaved_100,build_p_road_10,0.03799275594754019
build_p_road_10,build_p_otherpaved_100,0.03799275594754019
build_p_road_10,build_p_water_100,0.03705708448177679
build_p_water_100,build_p_road_10,0.03705708448177679
build_has_tree_overhang,build_p_water_200,0.03697851910839093
build_p_water_200,build_has_tree_overhang,0.03697851910839093
parcel_area,build_Mean_distroad,0.036627013039799226
build_Mean_distroad,parcel_area,0.036627013039799226
parcel_Paved_P,build_Mean_aspect_30m_DEM,0.03615046956652005
build_Mean_aspect_30m_DEM,parcel_Paved_P,0.03615046956652005
damage_severity,build_Mean_distall_road,0.03584795947646364
build_Mean_distall_road,damage_severity,0.03584795947646364
build_p_tree_300,build_p_water_200,0.035781168207049685
build_p_water_200,build_p_tree_300,0.035781168207049685
build_min_dist_tree,build_Mean_elev_30m,0.03576246435118525
build_Mean_elev_30m,build_min_dist_tree,0.03576246435118525
parcel_Paved_P,build_Mean_aspect_100m_DEM,0.03560766501634634
build_Mean_aspect_100m_DEM,parcel_Paved_P,0.03560766501634634
build_min_dist_tree,build_Mean_elev_100m,0.03543224711551242
build_Mean_elev_100m,build_min_dist_tree,0.03543224711551242
damage_severity,build_p_shrub_100,0.03543211159542754
build_p_shrub_100,damage_severity,0.03543211159542754
parcel_Road_P,build_Mean_slope_30m_DEM,0.03535973400818495
build_Mean_slope_30m_DEM,parcel_Road_P,0.03535973400818495
parcel_year_built,build_min_dist_shrub,0.035203955290132205
build_min_dist_shrub,parcel_year_built,0.035203955290132205
build_perc_overhang,parcel_area,0.03512513371037889
parcel_area,build_perc_overhang,0.03512513371037889
damage_severity,parcel_Road_P,0.035026878764911146
parcel_Road_P,damage_severity,0.035026878764911146
build_min_dist_shrub,parcel_Water_P,0.034828680607094986
parcel_Water_P,build_min_dist_shrub,0.034828680607094986
parcel_Road_P,build_p_soil_200,0.034782249054314644
build_p_soil_200,parcel_Road_P,0.034782249054314644
damage_binary,build_p_shrub_100,0.03433848805703498
build_p_shrub_100,damage_binary,0.03433848805703498
damage_binary,build_Mean_distall_road,0.034041615290120286
build_Mean_distall_road,damage_binary,0.034041615290120286
build_near_dest,build_Mean_elev_100m,0.033872196975272995
build_Mean_elev_100m,build_near_dest,0.033872196975272995
build_p_grass_300,build_Mean_aspect_30m_DEM,0.0338676636975391
build_Mean_aspect_30m_DEM,build_p_grass_300,0.0338676636975391
parcel_Paved_P,build_p_grass_10,0.03255048995238328
build_p_grass_10,parcel_Paved_P,0.03255048995238328
build_p_soil_300,build_Mean_aspect_30m_DEM,0.03243891238304481
build_Mean_aspect_30m_DEM,build_p_soil_300,0.03243891238304481
build_area,build_near_dest,0.03216805333171105
build_near_dest,build_area,0.03216805333171105
build_p_tree_10,build_p_water_100,0.032154022339557525
build_p_water_100,build_p_tree_10,0.032154022339557525
build_area,build_p_road_100,0.03194496210398169
build_p_road_100,build_area,0.03194496210398169
build_overhang_ht,build_p_water_100,0.031886746921126974
build_p_water_100,build_overhang_ht,0.031886746921126974
parcel_Can_P,build_Mean_distall_road,0.03187030103312132
build_Mean_distall_road,parcel_Can_P,0.03187030103312132
damage_binary,build_perc_overhang,0.03171367193026017
build_perc_overhang,damage_binary,0.03171367193026017
build_Mean_distall_road,build_Mean_aspect_100m_DEM,0.03159814050614099
build_Mean_aspect_100m_DEM,build_Mean_distall_road,0.03159814050614099
build_p_tree_100,build_p_water_100,0.03156789245626783
build_p_water_100,build_p_tree_100,0.03156789245626783
damage_binary,parcel_Road_P,0.0315313633659101
parcel_Road_P,damage_binary,0.0315313633659101
build_min_dist_shrub,build_p_water_200,0.03137507977862983
build_p_water_200,build_min_dist_shrub,0.03137507977862983
build_near_dest,parcel_area,0.031186090721936097
parcel_area,build_near_dest,0.031186090721936097
build_near_build,parcel_Can_P,0.03111654343178132
parcel_Can_P,build_near_build,0.03111654343178132
build_near_dest,build_Mean_elev_30m,0.03074074388647147
build_Mean_elev_30m,build_near_dest,0.03074074388647147
parcel_year_built,parcel_Build_P,0.03014627827928776
parcel_Build_P,parcel_year_built,0.03014627827928776
build_p_soil_200,build_Mean_aspect_30m_DEM,0.02998623733550736
build_Mean_aspect_30m_DEM,build_p_soil_200,0.02998623733550736
build_p_soil_100,build_Mean_distroad,0.02971830760717185
build_Mean_distroad,build_p_soil_100,0.02971830760717185
build_perc_overhang,build_p_shrub_300,0.029417127116438773
build_p_shrub_300,build_perc_overhang,0.029417127116438773
build_p_soil_100,build_Mean_aspect_30m_DEM,0.02876723243748342
build_Mean_aspect_30m_DEM,build_p_soil_100,0.02876723243748342
damage_severity,parcel_Water_P,0.028666906607627517
parcel_Water_P,damage_severity,0.028666906607627517
build_perc_overhang,build_p_shrub_100,0.028583893209877757
build_p_shrub_100,build_perc_overhang,0.028583893209877757
build_min_dist_tree,build_Mean_aspect_30m_DEM,0.02857014298839583
build_Mean_aspect_30m_DEM,build_min_dist_tree,0.02857014298839583
parcel_Water_P,build_Mean_elev_100m,0.028347175230134296
build_Mean_elev_100m,parcel_Water_P,0.028347175230134296
build_min_dist_shrub,build_p_road_10,0.027976020991268703
build_p_road_10,build_min_dist_shrub,0.027976020991268703
build_perc_overhang,build_p_shrub_200,0.02793893840091218
build_p_shrub_200,build_perc_overhang,0.02793893840091218
damage_severity,build_perc_overhang,0.02793071634818634
build_perc_overhang,damage_severity,0.02793071634818634
parcel_Soil_P,build_Mean_elev_30m,0.027858858736138477
build_Mean_elev_30m,parcel_Soil_P,0.027858858736138477
build_p_grass_300,build_Mean_aspect_100m_DEM,0.027623890298298242
build_Mean_aspect_100m_DEM,build_p_grass_300,0.027623890298298242
build_min_dist_tree,build_p_water_10,0.027584994795719537
build_p_water_10,build_min_dist_tree,0.027584994795719537
build_p_grass_200,build_Mean_aspect_30m_DEM,0.027361046297533526
build_Mean_aspect_30m_DEM,build_p_grass_200,0.027361046297533526
build_p_otherpaved_10,build_Mean_distall_road,0.027353090082222514
build_Mean_distall_road,build_p_otherpaved_10,0.027353090082222514
damage_binary,parcel_Water_P,0.027242949452246232
parcel_Water_P,damage_binary,0.027242949452246232
parcel_Grass_P,build_Mean_aspect_100m_DEM,0.02715376526745823
build_Mean_aspect_100m_DEM,parcel_Grass_P,0.02715376526745823
build_p_otherpaved_200,build_p_road_10,0.026973492513911342
build_p_road_10,build_p_otherpaved_200,0.026973492513911342
parcel_Water_P,build_Mean_elev_30m,0.026969455016454407
build_Mean_elev_30m,parcel_Water_P,0.026969455016454407
ID_Build,build_p_building_10,0.02680644327502504
build_p_building_10,ID_Build,0.02680644327502504
ID_Build,build_p_water_300,0.02651684852023599
build_p_water_300,ID_Build,0.02651684852023599
build_p_tree_200,build_p_water_100,0.02651177681230878
build_p_water_100,build_p_tree_200,0.02651177681230878
build_perc_overhang,build_p_water_100,0.02644788095185487
build_p_water_100,build_perc_overhang,0.02644788095185487
build_near_build,build_near_dest,0.026378155302378303
build_near_dest,build_near_build,0.026378155302378303
parcel_Paved_P,build_p_road_10,0.02582044687564322
build_p_road_10,parcel_Paved_P,0.02582044687564322
ID_Build,build_p_water_100,0.025551989261233064
build_p_water_100,ID_Build,0.025551989261233064
parcel_Soil_P,build_Mean_elev_100m,0.02540623079730365
build_Mean_elev_100m,parcel_Soil_P,0.02540623079730365
ID_Build,build_p_water_200,0.025085087108505214
build_p_water_200,ID_Build,0.025085087108505214
build_near_build,build_p_otherpaved_10,0.024821666393360135
build_p_otherpaved_10,build_near_build,0.024821666393360135
build_p_water_300,build_Mean_slope_30m_DEM,0.024706684973246976
build_Mean_slope_30m_DEM,build_p_water_300,0.024706684973246976
parcel_Shrub_P,build_p_otherpaved_10,0.024643522872248493
build_p_otherpaved_10,parcel_Shrub_P,0.024643522872248493
parcel_year_built,parcel_area,0.024422218386720162
parcel_area,parcel_year_built,0.024422218386720162
build_area,build_near_build,0.02416857397499499
build_near_build,build_area,0.02416857397499499
parcel_Road_P,build_p_building_300,0.023910189810158525
build_p_building_300,parcel_Road_P,0.023910189810158525
build_p_otherpaved_10,build_p_road_100,0.023760561451608896
build_p_road_100,build_p_otherpaved_10,0.023760561451608896
build_p_building_10,parcel_area,0.02309361272908786
parcel_area,build_p_building_10,0.02309361272908786
build_p_water_300,build_Mean_elev_100m,0.0230500948233337
build_Mean_elev_100m,build_p_water_300,0.0230500948233337
parcel_year_built,build_p_building_100,0.022909669812902548
build_p_building_100,parcel_year_built,0.022909669812902548
build_min_dist_shrub,build_overhang_ht,0.022416506951534645
build_overhang_ht,build_min_dist_shrub,0.022416506951534645
build_p_water_200,build_Mean_elev_100m,0.022157459824510544
build_Mean_elev_100m,build_p_water_200,0.022157459824510544
build_p_tree_100,build_Mean_distall_road,0.02205775265624063
build_Mean_distall_road,build_p_tree_100,0.02205775265624063
build_p_tree_300,build_p_water_100,0.021256659005178723
build_p_water_100,build_p_tree_300,0.021256659005178723
build_p_water_300,build_Mean_elev_30m,0.021187934042392526
build_Mean_elev_30m,build_p_water_300,0.021187934042392526
build_area,build_p_building_200,0.021011813117830454
build_p_building_200,build_area,0.021011813117830454
parcel_Road_P,build_p_water_300,0.02095222154719293
build_p_water_300,parcel_Road_P,0.02095222154719293
damage_binary,build_Mean_elev_30m,0.02060439041467397
build_Mean_elev_30m,damage_binary,0.02060439041467397
build_area,build_Mean_distall_road,0.020529132080348064
build_Mean_distall_road,build_area,0.020529132080348064
build_has_tree_overhang,build_min_dist_shrub,0.020388137392374366
build_min_dist_shrub,build_has_tree_overhang,0.020388137392374366
build_p_water_200,build_Mean_elev_30m,0.020366378986978198
build_Mean_elev_30m,build_p_water_200,0.020366378986978198
build_p_otherpaved_100,parcel_area,0.020306893408540323
parcel_area,build_p_otherpaved_100,0.020306893408540323
parcel_year_built,build_p_building_10,0.02026975508817198
build_p_building_10,parcel_year_built,0.02026975508817198
build_p_soil_10,build_Mean_distroad,0.020235088014816386
build_Mean_distroad,build_p_soil_10,0.020235088014816386
build_p_otherpaved_10,build_p_shrub_300,0.020166484347859646
build_p_shrub_300,build_p_otherpaved_10,0.020166484347859646
ID_Build,parcel_Water_P,0.020100469616555768
parcel_Water_P,ID_Build,0.020100469616555768
build_near_build,build_p_tree_300,0.019602879252158985
build_p_tree_300,build_near_build,0.019602879252158985
build_p_tree_300,build_Mean_distall_road,0.019498983596030042
build_Mean_distall_road,build_p_tree_300,0.019498983596030042
build_p_otherpaved_300,build_p_road_10,0.019158600135627944
build_p_road_10,build_p_otherpaved_300,0.019158600135627944
parcel_year_built,parcel_Road_P,0.019130362968310777
parcel_Road_P,parcel_year_built,0.019130362968310777
parcel_year_built,build_Mean_distall_road,0.01892303498990547
build_Mean_distall_road,parcel_year_built,0.01892303498990547
build_p_shrub_10,build_Mean_elev_100m,0.018922988138279032
build_Mean_elev_100m,build_p_shrub_10,0.018922988138279032
build_p_soil_10,build_Mean_aspect_100m_DEM,0.018825841605879693
build_Mean_aspect_100m_DEM,build_p_soil_10,0.018825841605879693
build_p_shrub_10,build_Mean_elev_30m,0.01880325014786523
build_Mean_elev_30m,build_p_shrub_10,0.01880325014786523
damage_binary,build_Mean_elev_100m,0.018067511301304188
build_Mean_elev_100m,damage_binary,0.018067511301304188
parcel_Road_P,build_p_soil_100,0.018061028500541487
build_p_soil_100,parcel_Road_P,0.018061028500541487
parcel_Road_P,build_p_otherpaved_10,0.01787232490895081
build_p_otherpaved_10,parcel_Road_P,0.01787232490895081
build_p_grass_200,build_Mean_aspect_100m_DEM,0.017747165689750145
build_Mean_aspect_100m_DEM,build_p_grass_200,0.017747165689750145
build_p_tree_200,build_Mean_distall_road,0.017733997712812016
build_Mean_distall_road,build_p_tree_200,0.017733997712812016
damage_severity,build_Mean_elev_30m,0.01752329753087308
build_Mean_elev_30m,damage_severity,0.01752329753087308
build_p_water_10,parcel_area,0.01719751394609201
parcel_area,build_p_water_10,0.01719751394609201
damage_binary,build_p_shrub_10,0.017147605974105525
build_p_shrub_10,damage_binary,0.017147605974105525
parcel_Can_P,build_p_water_300,0.016917969118603247
build_p_water_300,parcel_Can_P,0.016917969118603247
build_p_otherpaved_10,build_Mean_aspect_100m_DEM,0.01639191959500794
build_Mean_aspect_100m_DEM,build_p_otherpaved_10,0.01639191959500794
damage_severity,build_p_shrub_10,0.01631209412490148
build_p_shrub_10,damage_severity,0.01631209412490148
build_p_water_100,build_Mean_elev_100m,0.016310602035091257
build_Mean_elev_100m,build_p_water_100,0.016310602035091257
build_p_water_200,build_Mean_aspect_30m_DEM,0.016270235267907395
build_Mean_aspect_30m_DEM,build_p_water_200,0.016270235267907395
build_min_dist_shrub,build_p_tree_300,0.01616914272671804
build_p_tree_300,build_min_dist_shrub,0.01616914272671804
parcel_year_built,build_Mean_slope_30m_DEM,0.01614305786907833
build_Mean_slope_30m_DEM,parcel_year_built,0.01614305786907833
parcel_Can_P,parcel_Water_P,0.016063161664702452
parcel_Water_P,parcel_Can_P,0.016063161664702452
parcel_Road_P,build_p_water_200,0.015900646861648632
build_p_water_200,parcel_Road_P,0.015900646861648632
build_p_water_100,build_Mean_aspect_30m_DEM,0.015596681921374254
build_Mean_aspect_30m_DEM,build_p_water_100,0.015596681921374254
damage_binary,build_p_water_10,0.015563134328821407
build_p_water_10,damage_binary,0.015563134328821407
build_Mean_distall_road,build_Mean_elev_30m,0.015534310203464841
build_Mean_elev_30m,build_Mean_distall_road,0.015534310203464841
damage_severity,build_p_water_10,0.015401347317535034
build_p_water_10,damage_severity,0.015401347317535034
parcel_Build_P,build_Mean_aspect_100m_DEM,0.015135511162884556
build_Mean_aspect_100m_DEM,parcel_Build_P,0.015135511162884556
build_p_tree_100,build_Mean_elev_100m,0.014996177292690068
build_Mean_elev_100m,build_p_tree_100,0.014996177292690068
build_p_water_100,build_Mean_elev_30m,0.014923624021052535
build_Mean_elev_30m,build_p_water_100,0.014923624021052535
damage_severity,build_Mean_elev_100m,0.014858825805726554
build_Mean_elev_100m,damage_severity,0.014858825805726554
build_has_tree_overhang,build_p_water_100,0.014842092879741801
build_p_water_100,build_has_tree_overhang,0.014842092879741801
build_Mean_distall_road,build_Mean_elev_100m,0.014633976230436331
build_Mean_elev_100m,build_Mean_distall_road,0.014633976230436331
build_perc_overhang,build_Mean_elev_100m,0.014530214640996249
build_Mean_elev_100m,build_perc_overhang,0.014530214640996249
parcel_year_built,parcel_Shrub_P,0.014430653167105203
parcel_Shrub_P,parcel_year_built,0.014430653167105203
parcel_Can_P,build_p_shrub_10,0.014342763937163779
build_p_shrub_10,parcel_Can_P,0.014342763937163779
build_p_shrub_10,build_p_tree_300,0.014127199045361126
build_p_tree_300,build_p_shrub_10,0.014127199045361126
parcel_Can_P,build_p_water_200,0.013861582968476978
build_p_water_200,parcel_Can_P,0.013861582968476978
build_p_grass_100,build_Mean_aspect_30m_DEM,0.013795359667695866
build_Mean_aspect_30m_DEM,build_p_grass_100,0.013795359667695866
parcel_year_built,build_Mean_builddens,0.013517770111817033
build_Mean_builddens,parcel_year_built,0.013517770111817033
build_p_soil_10,build_Mean_aspect_30m_DEM,0.01346778066687101
build_Mean_aspect_30m_DEM,build_p_soil_10,0.01346778066687101
parcel_Build_P,build_Mean_aspect_30m_DEM,0.013359137710691563
build_Mean_aspect_30m_DEM,parcel_Build_P,0.013359137710691563
build_p_water_200,build_Mean_slope_30m_DEM,0.01261780561103714
build_Mean_slope_30m_DEM,build_p_water_200,0.01261780561103714
build_perc_overhang,build_p_shrub_10,0.012595320622189215
build_p_shrub_10,build_perc_overhang,0.012595320622189215
build_area,build_min_dist_shrub,0.012424218970360822
build_min_dist_shrub,build_area,0.012424218970360822
build_p_grass_10,build_p_otherpaved_100,0.012089537335061459
build_p_otherpaved_100,build_p_grass_10,0.012089537335061459
parcel_Shrub_P,build_p_road_10,0.01206841644104821
build_p_road_10,parcel_Shrub_P,0.01206841644104821
parcel_year_built,build_near_build,0.011810781160924103
build_near_build,parcel_year_built,0.011810781160924103
build_p_road_10,build_p_tree_300,0.011597914136963315
build_p_tree_300,build_p_road_10,0.011597914136963315
parcel_Soil_P,build_Mean_aspect_30m_DEM,0.01153782980602448
build_Mean_aspect_30m_DEM,parcel_Soil_P,0.01153782980602448
parcel_year_built,build_min_dist_tree,0.011176028608156136
build_min_dist_tree,parcel_year_built,0.011176028608156136
build_min_dist_shrub,build_p_water_100,0.011078475336369643
build_p_water_100,build_min_dist_shrub,0.011078475336369643
build_p_grass_10,build_p_water_100,0.010840988468135157
build_p_water_100,build_p_grass_10,0.010840988468135157
build_p_water_10,build_Mean_distroad,0.010682051076147041
build_Mean_distroad,build_p_water_10,0.010682051076147041
parcel_Build_P,build_p_road_10,0.010662365919057015
build_p_road_10,parcel_Build_P,0.010662365919057015
build_perc_overhang,build_Mean_elev_30m,0.01064088235520608
build_Mean_elev_30m,build_perc_overhang,0.01064088235520608
build_p_otherpaved_10,parcel_area,0.01053285522566884
parcel_area,build_p_otherpaved_10,0.01053285522566884
build_p_tree_200,parcel_area,0.01034995901482879
parcel_area,build_p_tree_200,0.01034995901482879
build_p_tree_100,build_Mean_elev_30m,0.010226630627269502
build_Mean_elev_30m,build_p_tree_100,0.010226630627269502
ID_Build,build_min_dist_tree,0.01019583942026655
build_min_dist_tree,ID_Build,0.01019583942026655
parcel_Road_P,parcel_area,0.01018596832411984
parcel_area,parcel_Road_P,0.01018596832411984
parcel_year_built,parcel_Soil_P,0.009991706523234015
parcel_Soil_P,parcel_year_built,0.009991706523234015
build_p_grass_10,build_Mean_aspect_30m_DEM,0.009836000578945372
build_Mean_aspect_30m_DEM,build_p_grass_10,0.009836000578945372
build_p_water_300,build_Mean_aspect_30m_DEM,0.0097854257498178
build_Mean_aspect_30m_DEM,build_p_water_300,0.0097854257498178
build_p_otherpaved_10,build_p_shrub_200,0.00978041549964601
build_p_shrub_200,build_p_otherpaved_10,0.00978041549964601
build_p_otherpaved_10,build_p_soil_300,0.009584638811305137
build_p_soil_300,build_p_otherpaved_10,0.009584638811305137
build_p_tree_300,parcel_area,0.009580987655253862
parcel_area,build_p_tree_300,0.009580987655253862
damage_severity,parcel_year_built,0.009411186711001626
parcel_year_built,damage_severity,0.009411186711001626
build_has_tree_overhang,build_Mean_builddens,0.009300450358418597
build_Mean_builddens,build_has_tree_overhang,0.009300450358418597
parcel_year_built,build_p_soil_200,0.009186590224635064
build_p_soil_200,parcel_year_built,0.009186590224635064
parcel_year_built,build_p_soil_300,0.009102743621511178
build_p_soil_300,parcel_year_built,0.009102743621511178
parcel_Water_P,build_p_building_10,0.008864172649551067
