var1,var2,value
ID_Build,parcel_area,-0.017161419341466592
parcel_area,ID_Build,-0.017161419341466592
build_has_tree_overhang,build_Mean_aspect_100m_DEM,-0.01724429734333955
build_Mean_aspect_100m_DEM,build_has_tree_overhang,-0.01724429734333955
parcel_year_built,build_p_water_100,-0.017250068803776865
build_p_water_100,parcel_year_built,-0.017250068803776865
build_min_dist_tree,parcel_Water_P,-0.017272306117512442
parcel_Water_P,build_min_dist_tree,-0.017272306117512442
damage_severity,build_p_water_300,-0.017293368736612157
build_p_water_300,damage_severity,-0.017293368736612157
build_overhang_ht,build_Mean_elev_30m,-0.017355693223947914
build_Mean_elev_30m,build_overhang_ht,-0.017355693223947914
build_p_tree_10,build_Mean_elev_100m,-0.017371107166054982
build_Mean_elev_100m,build_p_tree_10,-0.017371107166054982
build_p_shrub_10,build_Mean_aspect_30m_DEM,-0.017449889754303626
build_Mean_aspect_30m_DEM,build_p_shrub_10,-0.017449889754303626
build_p_road_100,parcel_area,-0.017748173507372324
parcel_area,build_p_road_100,-0.017748173507372324
build_p_road_10,build_p_shrub_10,-0.01778080223227525
build_p_shrub_10,build_p_road_10,-0.01778080223227525
build_near_dest,build_p_road_10,-0.01812015251069052
build_p_road_10,build_near_dest,-0.01812015251069052
build_overhang_ht,build_Mean_aspect_30m_DEM,-0.01844410261700492
build_Mean_aspect_30m_DEM,build_overhang_ht,-0.01844410261700492
parcel_Shrub_P,build_p_water_100,-0.018448080393776434
build_p_water_100,parcel_Shrub_P,-0.018448080393776434
damage_binary,build_area,-0.018546408828290267
build_area,damage_binary,-0.018546408828290267
build_min_dist_tree,build_Mean_slope_30m_DEM,-0.01858151601449903
build_Mean_slope_30m_DEM,build_min_dist_tree,-0.01858151601449903
build_p_water_300,build_Mean_builddens,-0.018624376682719032
build_Mean_builddens,build_p_water_300,-0.018624376682719032
damage_binary,build_p_water_100,-0.01864672088122744
build_p_water_100,damage_binary,-0.01864672088122744
parcel_Shrub_P,build_p_tree_10,-0.018707957510260106
build_p_tree_10,parcel_Shrub_P,-0.018707957510260106
ID_Build,build_overhang_ht,-0.018845778568298797
build_overhang_ht,ID_Build,-0.018845778568298797
build_area,build_p_road_10,-0.019132359267026864
build_p_road_10,build_area,-0.019132359267026864
parcel_year_built,build_p_shrub_300,-0.019204359813524963
build_p_shrub_300,parcel_year_built,-0.019204359813524963
parcel_Shrub_P,build_p_tree_300,-0.01927270221759153
build_p_tree_300,parcel_Shrub_P,-0.01927270221759153
damage_severity,build_p_water_100,-0.019319151703154392
build_p_water_100,damage_severity,-0.019319151703154392
parcel_Shrub_P,build_p_tree_200,-0.019553887329023894
build_p_tree_200,parcel_Shrub_P,-0.019553887329023894
build_p_grass_100,build_p_water_200,-0.01968449584534436
build_p_water_200,build_p_grass_100,-0.01968449584534436
build_p_road_200,build_Mean_aspect_30m_DEM,-0.01974151974811935
build_Mean_aspect_30m_DEM,build_p_road_200,-0.01974151974811935
build_area,build_Mean_elev_30m,-0.020063067825163226
build_Mean_elev_30m,build_area,-0.020063067825163226
parcel_Road_P,build_p_otherpaved_200,-0.02018316592954014
build_p_otherpaved_200,parcel_Road_P,-0.02018316592954014
ID_Build,build_Mean_aspect_30m_DEM,-0.020192521981207294
build_Mean_aspect_30m_DEM,ID_Build,-0.020192521981207294
build_p_tree_10,build_Mean_elev_30m,-0.020294048740934267
build_Mean_elev_30m,build_p_tree_10,-0.020294048740934267
build_p_road_300,parcel_area,-0.020295657993044083
parcel_area,build_p_road_300,-0.020295657993044083
build_perc_overhang,build_Mean_aspect_30m_DEM,-0.02031171345406071
build_Mean_aspect_30m_DEM,build_perc_overhang,-0.02031171345406071
build_near_build,parcel_Water_P,-0.020421940092094745
parcel_Water_P,build_near_build,-0.020421940092094745
parcel_Water_P,build_p_road_100,-0.020425874583134128
build_p_road_100,parcel_Water_P,-0.020425874583134128
ID_Build,build_has_tree_overhang,-0.020505628609836415
build_has_tree_overhang,ID_Build,-0.020505628609836415
parcel_Shrub_P,build_p_water_200,-0.020801170350424062
build_p_water_200,parcel_Shrub_P,-0.020801170350424062
build_near_build,build_p_water_300,-0.020997641843402193
build_p_water_300,build_near_build,-0.020997641843402193
parcel_Grass_P,build_p_building_10,-0.021022426257107648
build_p_building_10,parcel_Grass_P,-0.021022426257107648
build_p_shrub_10,build_p_tree_10,-0.02122889409102971
build_p_tree_10,build_p_shrub_10,-0.02122889409102971
build_min_dist_tree,build_Mean_distroad,-0.021258613657560273
build_Mean_distroad,build_min_dist_tree,-0.021258613657560273
build_area,build_Mean_elev_100m,-0.021374463282686114
build_Mean_elev_100m,build_area,-0.021374463282686114
build_p_road_100,build_Mean_elev_100m,-0.02140786399906737
build_Mean_elev_100m,build_p_road_100,-0.02140786399906737
build_near_dest,build_p_shrub_100,-0.021698102949717208
build_p_shrub_100,build_near_dest,-0.021698102949717208
parcel_Water_P,build_Mean_aspect_30m_DEM,-0.021759148582985145
build_Mean_aspect_30m_DEM,parcel_Water_P,-0.021759148582985145
build_p_otherpaved_10,build_p_shrub_100,-0.02181987914296778
build_p_shrub_100,build_p_otherpaved_10,-0.02181987914296778
parcel_area,build_Mean_elev_100m,-0.021828311064073656
build_Mean_elev_100m,parcel_area,-0.021828311064073656
build_p_otherpaved_10,build_p_water_100,-0.02195978318489007
build_p_water_100,build_p_otherpaved_10,-0.02195978318489007
build_p_road_100,build_Mean_elev_30m,-0.021993753150165544
build_Mean_elev_30m,build_p_road_100,-0.021993753150165544
build_p_grass_100,build_p_water_300,-0.022197117604158906
build_p_water_300,build_p_grass_100,-0.022197117604158906
build_p_shrub_100,build_p_water_100,-0.022396320827947198
build_p_water_100,build_p_shrub_100,-0.022396320827947198
parcel_Can_P,build_p_road_10,-0.022453605786063802
build_p_road_10,parcel_Can_P,-0.022453605786063802
build_area,build_p_water_200,-0.022499076842115155
build_p_water_200,build_area,-0.022499076842115155
build_p_otherpaved_300,parcel_area,-0.02251317714780905
parcel_area,build_p_otherpaved_300,-0.02251317714780905
parcel_Shrub_P,build_p_water_300,-0.022855962140979624
build_p_water_300,parcel_Shrub_P,-0.022855962140979624
parcel_Water_P,build_p_shrub_100,-0.022914197189740207
build_p_shrub_100,parcel_Water_P,-0.022914197189740207
build_p_shrub_200,build_p_water_100,-0.02302843597038361
build_p_water_100,build_p_shrub_200,-0.02302843597038361
parcel_area,build_Mean_elev_30m,-0.0234997506297103
build_Mean_elev_30m,parcel_area,-0.0234997506297103
build_p_road_100,build_Mean_aspect_30m_DEM,-0.023579631278035928
build_Mean_aspect_30m_DEM,build_p_road_100,-0.023579631278035928
build_p_building_100,build_p_water_100,-0.023717771350746358
build_p_water_100,build_p_building_100,-0.023717771350746358
parcel_Can_P,build_p_shrub_100,-0.024047637707205777
build_p_shrub_100,parcel_Can_P,-0.024047637707205777
build_p_building_10,build_Mean_elev_100m,-0.024090344046421564
build_Mean_elev_100m,build_p_building_10,-0.024090344046421564
build_overhang_ht,build_p_building_300,-0.024346098634976995
build_p_building_300,build_overhang_ht,-0.024346098634976995
build_overhang_ht,build_Mean_aspect_100m_DEM,-0.024591645322321283
build_Mean_aspect_100m_DEM,build_overhang_ht,-0.024591645322321283
build_p_road_100,build_p_water_300,-0.024593553972084847
build_p_water_300,build_p_road_100,-0.024593553972084847
parcel_Water_P,build_p_shrub_200,-0.024660757314893606
build_p_shrub_200,parcel_Water_P,-0.024660757314893606
build_p_shrub_100,build_p_water_200,-0.024912703637662088
build_p_water_200,build_p_shrub_100,-0.024912703637662088
build_near_dest,build_p_water_100,-0.02505600059233607
build_p_water_100,build_near_dest,-0.02505600059233607
build_overhang_ht,build_Mean_slope_30m_DEM,-0.025058349593603566
build_Mean_slope_30m_DEM,build_overhang_ht,-0.025058349593603566
build_perc_overhang,build_Mean_aspect_100m_DEM,-0.025118131247105113
build_Mean_aspect_100m_DEM,build_perc_overhang,-0.025118131247105113
build_p_building_100,build_p_water_300,-0.025392391309479605
build_p_water_300,build_p_building_100,-0.025392391309479605
parcel_Grass_P,build_p_water_100,-0.025479331472405255
build_p_water_100,parcel_Grass_P,-0.025479331472405255
build_p_tree_10,build_Mean_aspect_100m_DEM,-0.02549378187806127
build_Mean_aspect_100m_DEM,build_p_tree_10,-0.02549378187806127
parcel_Road_P,build_p_otherpaved_300,-0.025570588587642894
build_p_otherpaved_300,parcel_Road_P,-0.025570588587642894
build_p_building_10,build_Mean_elev_30m,-0.02563542419226363
build_Mean_elev_30m,build_p_building_10,-0.02563542419226363
build_min_dist_shrub,parcel_Road_P,-0.02573327461561513
parcel_Road_P,build_min_dist_shrub,-0.02573327461561513
build_area,build_p_water_300,-0.02597929031663988
build_p_water_300,build_area,-0.02597929031663988
build_p_road_200,build_Mean_aspect_100m_DEM,-0.02603411102401078
build_Mean_aspect_100m_DEM,build_p_road_200,-0.02603411102401078
build_Mean_distall_road,build_Mean_distroad,-0.02604137711245245
build_Mean_distroad,build_Mean_distall_road,-0.02604137711245245
parcel_Paved_P,build_p_water_100,-0.026213480041780514
build_p_water_100,parcel_Paved_P,-0.026213480041780514
parcel_Can_P,parcel_area,-0.026247234348242526
parcel_area,parcel_Can_P,-0.026247234348242526
build_p_shrub_100,build_p_water_300,-0.026325830536913945
build_p_water_300,build_p_shrub_100,-0.026325830536913945
build_p_road_100,build_Mean_aspect_100m_DEM,-0.02641900858712908
build_Mean_aspect_100m_DEM,build_p_road_100,-0.02641900858712908
build_min_dist_tree,parcel_Road_P,-0.026692128587936514
parcel_Road_P,build_min_dist_tree,-0.026692128587936514
build_p_shrub_300,build_p_water_100,-0.027168667158320937
build_p_water_100,build_p_shrub_300,-0.027168667158320937
build_p_shrub_200,build_p_water_200,-0.02718757918682981
build_p_water_200,build_p_shrub_200,-0.02718757918682981
build_has_tree_overhang,build_Mean_elev_100m,-0.027199452892663737
build_Mean_elev_100m,build_has_tree_overhang,-0.027199452892663737
build_p_road_10,build_Mean_aspect_30m_DEM,-0.027210263658008133
build_Mean_aspect_30m_DEM,build_p_road_10,-0.027210263658008133
build_overhang_ht,build_p_grass_300,-0.027235299693980742
build_p_grass_300,build_overhang_ht,-0.027235299693980742
damage_binary,build_Mean_aspect_30m_DEM,-0.0273662000607179
build_Mean_aspect_30m_DEM,damage_binary,-0.0273662000607179
build_overhang_ht,build_p_building_200,-0.027682320491743264
build_p_building_200,build_overhang_ht,-0.027682320491743264
build_has_tree_overhang,build_p_road_200,-0.02775057128528441
build_p_road_200,build_has_tree_overhang,-0.02775057128528441
build_p_shrub_200,build_Mean_aspect_30m_DEM,-0.027954176674995616
build_Mean_aspect_30m_DEM,build_p_shrub_200,-0.027954176674995616
parcel_Road_P,build_Mean_aspect_30m_DEM,-0.028170919872287894
build_Mean_aspect_30m_DEM,parcel_Road_P,-0.028170919872287894
build_p_road_200,build_p_water_100,-0.028203468543522913
build_p_water_100,build_p_road_200,-0.028203468543522913
build_p_building_100,build_p_water_200,-0.028346666407443648
build_p_water_200,build_p_building_100,-0.028346666407443648
build_near_build,build_p_tree_10,-0.028421420265287708
build_p_tree_10,build_near_build,-0.028421420265287708
build_has_tree_overhang,build_Mean_elev_30m,-0.028563756805636727
build_Mean_elev_30m,build_has_tree_overhang,-0.028563756805636727
build_p_otherpaved_200,build_Mean_distall_road,-0.028698531582977995
build_Mean_distall_road,build_p_otherpaved_200,-0.028698531582977995
parcel_Grass_P,build_p_otherpaved_10,-0.028712965110257106
build_p_otherpaved_10,parcel_Grass_P,-0.028712965110257106
damage_severity,build_Mean_aspect_30m_DEM,-0.028893542733242985
build_Mean_aspect_30m_DEM,damage_severity,-0.028893542733242985
build_p_shrub_200,build_p_water_300,-0.029187647801907385
build_p_water_300,build_p_shrub_200,-0.029187647801907385
build_p_road_100,build_p_water_200,-0.029714176198070073
build_p_water_200,build_p_road_100,-0.029714176198070073
build_perc_overhang,build_p_soil_300,-0.02978671224984029
build_p_soil_300,build_perc_overhang,-0.02978671224984029
parcel_Road_P,build_p_soil_10,-0.02992179679697327
build_p_soil_10,parcel_Road_P,-0.02992179679697327
parcel_Water_P,build_p_grass_10,-0.03021727402975134
build_p_grass_10,parcel_Water_P,-0.03021727402975134
build_p_shrub_100,build_Mean_aspect_30m_DEM,-0.03041214867319729
build_Mean_aspect_30m_DEM,build_p_shrub_100,-0.03041214867319729
build_p_grass_200,build_p_water_100,-0.030895599729382304
build_p_water_100,build_p_grass_200,-0.030895599729382304
parcel_Build_P,build_p_water_100,-0.032157498841480066
build_p_water_100,parcel_Build_P,-0.032157498841480066
build_p_shrub_300,build_Mean_aspect_30m_DEM,-0.03316948311179746
build_Mean_aspect_30m_DEM,build_p_shrub_300,-0.03316948311179746
parcel_year_built,build_has_tree_overhang,-0.03336706541105613
build_has_tree_overhang,parcel_year_built,-0.03336706541105613
build_near_dest,build_p_shrub_200,-0.03345348123028527
build_p_shrub_200,build_near_dest,-0.03345348123028527
parcel_Shrub_P,build_p_building_10,-0.033454073424422574
build_p_building_10,parcel_Shrub_P,-0.033454073424422574
build_p_grass_100,build_Mean_distall_road,-0.03361036923604244
build_Mean_distall_road,build_p_grass_100,-0.03361036923604244
build_min_dist_tree,build_p_building_200,-0.03369681498384126
build_p_building_200,build_min_dist_tree,-0.03369681498384126
build_has_tree_overhang,parcel_Grass_P,-0.0336970940197495
parcel_Grass_P,build_has_tree_overhang,-0.0336970940197495
build_perc_overhang,parcel_Road_P,-0.03397815129618197
parcel_Road_P,build_perc_overhang,-0.03397815129618197
build_p_road_10,build_p_soil_200,-0.03402894767039494
build_p_soil_200,build_p_road_10,-0.03402894767039494
parcel_Water_P,build_p_shrub_300,-0.03417278411021505
build_p_shrub_300,parcel_Water_P,-0.03417278411021505
parcel_Can_P,build_Mean_aspect_30m_DEM,-0.03432089709885363
build_Mean_aspect_30m_DEM,parcel_Can_P,-0.03432089709885363
parcel_Soil_P,build_p_water_100,-0.034442669218335394
build_p_water_100,parcel_Soil_P,-0.034442669218335394
build_p_shrub_300,build_p_water_200,-0.03484014416369824
build_p_water_200,build_p_shrub_300,-0.03484014416369824
build_p_soil_10,build_p_water_100,-0.03495426363525044
build_p_water_100,build_p_soil_10,-0.03495426363525044
build_min_dist_shrub,build_min_dist_tree,-0.034956961747457466
build_min_dist_tree,build_min_dist_shrub,-0.034956961747457466
parcel_Water_P,build_p_road_200,-0.034979821168367245
build_p_road_200,parcel_Water_P,-0.034979821168367245
parcel_year_built,build_Mean_elev_30m,-0.03574688397182077
build_Mean_elev_30m,parcel_year_built,-0.03574688397182077
build_p_otherpaved_10,build_p_water_200,-0.035821470792568394
build_p_water_200,build_p_otherpaved_10,-0.035821470792568394
damage_binary,build_Mean_aspect_100m_DEM,-0.03594536220171942
build_Mean_aspect_100m_DEM,damage_binary,-0.03594536220171942
build_p_grass_200,build_p_water_300,-0.03599798275525413
build_p_water_300,build_p_grass_200,-0.03599798275525413
build_p_shrub_200,build_Mean_aspect_100m_DEM,-0.036020339950754265
build_Mean_aspect_100m_DEM,build_p_shrub_200,-0.036020339950754265
parcel_Water_P,build_Mean_aspect_100m_DEM,-0.03607361349618957
build_Mean_aspect_100m_DEM,parcel_Water_P,-0.03607361349618957
build_p_building_10,build_p_shrub_10,-0.03619783828488124
build_p_shrub_10,build_p_building_10,-0.03619783828488124
parcel_Water_P,build_p_otherpaved_10,-0.036275437032687555
build_p_otherpaved_10,parcel_Water_P,-0.036275437032687555
parcel_Shrub_P,parcel_Water_P,-0.036459483826688795
parcel_Water_P,parcel_Shrub_P,-0.036459483826688795
build_p_road_300,build_p_water_100,-0.03649538911639176
build_p_water_100,build_p_road_300,-0.03649538911639176
build_p_road_10,build_p_soil_300,-0.03667751520636414
build_p_soil_300,build_p_road_10,-0.03667751520636414
build_has_tree_overhang,build_p_shrub_10,-0.03668407195272986
build_p_shrub_10,build_has_tree_overhang,-0.03668407195272986
build_min_dist_shrub,build_perc_overhang,-0.03670502068257411
build_perc_overhang,build_min_dist_shrub,-0.03670502068257411
build_p_grass_200,build_p_water_200,-0.036835579524365905
build_p_water_200,build_p_grass_200,-0.036835579524365905
parcel_year_built,build_Mean_elev_100m,-0.037003086848685356
build_Mean_elev_100m,parcel_year_built,-0.037003086848685356
build_p_grass_300,build_p_water_100,-0.03711455005994995
build_p_water_100,build_p_grass_300,-0.03711455005994995
damage_binary,build_p_building_10,-0.037145281391328354
build_p_building_10,damage_binary,-0.037145281391328354
build_p_building_10,build_p_soil_10,-0.03761201831830372
build_p_soil_10,build_p_building_10,-0.03761201831830372
build_Mean_aspect_30m_DEM,build_Mean_slope_30m_DEM,-0.03765593490047365
build_Mean_slope_30m_DEM,build_Mean_aspect_30m_DEM,-0.03765593490047365
damage_severity,build_Mean_aspect_100m_DEM,-0.03817242376436712
build_Mean_aspect_100m_DEM,damage_severity,-0.03817242376436712
build_p_shrub_300,build_p_water_300,-0.03820640199581155
build_p_water_300,build_p_shrub_300,-0.03820640199581155
build_p_otherpaved_10,build_p_water_300,-0.03827505844869319
build_p_water_300,build_p_otherpaved_10,-0.03827505844869319
parcel_Road_P,build_p_grass_100,-0.03835142454941695
build_p_grass_100,parcel_Road_P,-0.03835142454941695
build_has_tree_overhang,build_p_building_100,-0.03835944411665106
build_p_building_100,build_has_tree_overhang,-0.03835944411665106
parcel_Water_P,build_p_building_200,-0.03840511192814586
build_p_building_200,parcel_Water_P,-0.03840511192814586
parcel_Water_P,build_p_grass_300,-0.03862495893933787
build_p_grass_300,parcel_Water_P,-0.03862495893933787
build_p_road_200,build_p_water_300,-0.03864568683566153
build_p_water_300,build_p_road_200,-0.03864568683566153
parcel_Shrub_P,build_Mean_aspect_30m_DEM,-0.03881739590305867
build_Mean_aspect_30m_DEM,parcel_Shrub_P,-0.03881739590305867
damage_severity,build_p_building_10,-0.0390105169363251
build_p_building_10,damage_severity,-0.0390105169363251
build_p_otherpaved_100,build_p_water_100,-0.03919745780885839
build_p_water_100,build_p_otherpaved_100,-0.03919745780885839
build_p_tree_100,build_Mean_aspect_30m_DEM,-0.03934390961750247
build_Mean_aspect_30m_DEM,build_p_tree_100,-0.03934390961750247
parcel_Shrub_P,build_Mean_aspect_100m_DEM,-0.03948839835236201
build_Mean_aspect_100m_DEM,parcel_Shrub_P,-0.03948839835236201
build_area,parcel_Water_P,-0.03955402059251094
parcel_Water_P,build_area,-0.03955402059251094
build_perc_overhang,build_p_soil_200,-0.03971764945629157
build_p_soil_200,build_perc_overhang,-0.03971764945629157
parcel_Road_P,build_Mean_aspect_100m_DEM,-0.03994701904648469
build_Mean_aspect_100m_DEM,parcel_Road_P,-0.03994701904648469
build_p_shrub_100,build_Mean_aspect_100m_DEM,-0.040253148035315246
build_Mean_aspect_100m_DEM,build_p_shrub_100,-0.040253148035315246
build_p_road_10,build_p_soil_100,-0.0402877294123367
build_p_soil_100,build_p_road_10,-0.0402877294123367
parcel_year_built,build_p_water_300,-0.04064319544177246
build_p_water_300,parcel_year_built,-0.04064319544177246
build_area,build_p_shrub_10,-0.040698251566142735
build_p_shrub_10,build_area,-0.040698251566142735
parcel_Road_P,build_p_tree_300,-0.040710153181783566
build_p_tree_300,parcel_Road_P,-0.040710153181783566
build_p_road_10,build_p_tree_100,-0.04086281835687475
build_p_tree_100,build_p_road_10,-0.04086281835687475
build_p_otherpaved_10,build_p_road_10,-0.04092459570896738
build_p_road_10,build_p_otherpaved_10,-0.04092459570896738
ID_Build,build_p_shrub_10,-0.04102451712200825
build_p_shrub_10,ID_Build,-0.04102451712200825
parcel_Water_P,build_p_grass_200,-0.04129952979784282
build_p_grass_200,parcel_Water_P,-0.04129952979784282
build_overhang_ht,parcel_Build_P,-0.04130134832617572
parcel_Build_P,build_overhang_ht,-0.04130134832617572
build_p_water_100,build_Mean_distall_road,-0.04135977616078837
build_Mean_distall_road,build_p_water_100,-0.04135977616078837
parcel_Grass_P,build_p_water_200,-0.04139257149595224
build_p_water_200,parcel_Grass_P,-0.04139257149595224
damage_binary,build_min_dist_tree,-0.04146341864323985
build_min_dist_tree,damage_binary,-0.04146341864323985
build_overhang_ht,build_p_building_100,-0.041899908508621235
build_p_building_100,build_overhang_ht,-0.041899908508621235
build_min_dist_tree,build_p_building_300,-0.04202903655922005
build_p_building_300,build_min_dist_tree,-0.04202903655922005
build_near_dest,build_Mean_aspect_30m_DEM,-0.042186656566335974
build_Mean_aspect_30m_DEM,build_near_dest,-0.042186656566335974
damage_severity,build_min_dist_tree,-0.04220222944462108
build_min_dist_tree,damage_severity,-0.04220222944462108
build_p_otherpaved_100,build_Mean_elev_30m,-0.04227742522945313
build_Mean_elev_30m,build_p_otherpaved_100,-0.04227742522945313
build_p_otherpaved_100,build_Mean_elev_100m,-0.04228061145880251
build_Mean_elev_100m,build_p_otherpaved_100,-0.04228061145880251
build_p_building_200,build_p_water_100,-0.0425347282809516
build_p_water_100,build_p_building_200,-0.0425347282809516
build_area,parcel_area,-0.04299564313788993
parcel_area,build_area,-0.04299564313788993
parcel_Road_P,parcel_Shrub_P,-0.04300434290889296
parcel_Shrub_P,parcel_Road_P,-0.04300434290889296
build_area,build_p_building_10,-0.04329230136881199
build_p_building_10,build_area,-0.04329230136881199
parcel_Soil_P,build_p_water_200,-0.04331650472096892
build_p_water_200,parcel_Soil_P,-0.04331650472096892
parcel_Water_P,build_p_building_300,-0.043398964977171016
build_p_building_300,parcel_Water_P,-0.043398964977171016
build_overhang_ht,build_p_shrub_10,-0.04368928527700398
build_p_shrub_10,build_overhang_ht,-0.04368928527700398
build_near_dest,build_p_shrub_300,-0.04397274133943406
build_p_shrub_300,build_near_dest,-0.04397274133943406
parcel_Shrub_P,build_near_dest,-0.044020415301145144
build_near_dest,parcel_Shrub_P,-0.044020415301145144
build_area,build_p_shrub_300,-0.04416830630886565
build_p_shrub_300,build_area,-0.04416830630886565
build_p_grass_300,build_p_water_200,-0.044584977769867216
build_p_water_200,build_p_grass_300,-0.044584977769867216
build_p_building_300,build_p_water_100,-0.04472303424181485
build_p_water_100,build_p_building_300,-0.04472303424181485
build_p_road_200,build_p_water_200,-0.044738618585512285
build_p_water_200,build_p_road_200,-0.044738618585512285
build_p_shrub_300,build_Mean_aspect_100m_DEM,-0.04485602890826807
build_Mean_aspect_100m_DEM,build_p_shrub_300,-0.04485602890826807
build_overhang_ht,build_p_road_300,-0.045178397837060895
build_p_road_300,build_overhang_ht,-0.045178397837060895
build_near_dest,build_p_water_200,-0.04520156253822172
build_p_water_200,build_near_dest,-0.04520156253822172
build_p_grass_300,build_p_water_300,-0.045293176630710696
build_p_water_300,build_p_grass_300,-0.045293176630710696
build_overhang_ht,build_p_grass_200,-0.045519325784200045
build_p_grass_200,build_overhang_ht,-0.045519325784200045
build_perc_overhang,build_p_soil_100,-0.04591805199146161
build_p_soil_100,build_perc_overhang,-0.04591805199146161
build_p_shrub_100,build_p_tree_300,-0.04638977605796843
build_p_tree_300,build_p_shrub_100,-0.04638977605796843
parcel_Water_P,build_p_road_300,-0.046513919967712265
build_p_road_300,parcel_Water_P,-0.046513919967712265
build_p_otherpaved_300,build_Mean_distall_road,-0.04663691657187492
build_Mean_distall_road,build_p_otherpaved_300,-0.04663691657187492
build_overhang_ht,build_p_road_100,-0.04680934087739155
build_p_road_100,build_overhang_ht,-0.04680934087739155
parcel_Grass_P,build_p_water_300,-0.04703701882799601
build_p_water_300,parcel_Grass_P,-0.04703701882799601
build_p_building_10,build_p_grass_100,-0.047117577076809726
build_p_grass_100,build_p_building_10,-0.047117577076809726
parcel_Paved_P,build_p_water_200,-0.047361417035254885
build_p_water_200,parcel_Paved_P,-0.047361417035254885
parcel_year_built,build_p_water_200,-0.048069576828341426
build_p_water_200,parcel_year_built,-0.048069576828341426
build_p_soil_10,build_p_water_200,-0.04816297366400834
build_p_water_200,build_p_soil_10,-0.04816297366400834
build_min_dist_shrub,parcel_area,-0.04844904235514413
parcel_area,build_min_dist_shrub,-0.04844904235514413
build_p_otherpaved_200,build_p_water_100,-0.048544113096903686
build_p_water_100,build_p_otherpaved_200,-0.048544113096903686
build_area,build_p_building_100,-0.0488363123466481
build_p_building_100,build_area,-0.0488363123466481
build_Mean_aspect_100m_DEM,build_Mean_slope_30m_DEM,-0.048874182820033446
build_Mean_slope_30m_DEM,build_Mean_aspect_100m_DEM,-0.048874182820033446
build_near_dest,build_Mean_aspect_100m_DEM,-0.04898836701225469
build_Mean_aspect_100m_DEM,build_near_dest,-0.04898836701225469
parcel_Soil_P,build_p_water_300,-0.04922877455548228
build_p_water_300,parcel_Soil_P,-0.04922877455548228
build_has_tree_overhang,parcel_area,-0.04935849482892896
parcel_area,build_has_tree_overhang,-0.04935849482892896
parcel_Can_P,build_p_shrub_200,-0.04944000769052404
build_p_shrub_200,parcel_Can_P,-0.04944000769052404
build_min_dist_tree,build_Mean_builddens,-0.04951569366279577
build_Mean_builddens,build_min_dist_tree,-0.04951569366279577
parcel_Water_P,build_Mean_builddens,-0.049520012258849756
build_Mean_builddens,parcel_Water_P,-0.049520012258849756
build_p_road_10,build_p_tree_10,-0.04963055461609074
build_p_tree_10,build_p_road_10,-0.04963055461609074
parcel_Water_P,build_p_grass_100,-0.05064320989106223
build_p_grass_100,parcel_Water_P,-0.05064320989106223
build_p_otherpaved_300,build_p_water_100,-0.05068768853497921
build_p_water_100,build_p_otherpaved_300,-0.05068768853497921
build_min_dist_tree,parcel_Build_P,-0.050851452449405046
parcel_Build_P,build_min_dist_tree,-0.050851452449405046
parcel_Can_P,build_Mean_aspect_100m_DEM,-0.050919498264165766
build_Mean_aspect_100m_DEM,parcel_Can_P,-0.050919498264165766
build_p_otherpaved_100,build_p_water_200,-0.05153670034019823
build_p_water_200,build_p_otherpaved_100,-0.05153670034019823
parcel_Road_P,build_p_tree_10,-0.05164196070041853
build_p_tree_10,parcel_Road_P,-0.05164196070041853
build_p_road_200,build_Mean_elev_100m,-0.05186643995806558
build_Mean_elev_100m,build_p_road_200,-0.05186643995806558
build_area,build_p_shrub_200,-0.05205736712736799
build_p_shrub_200,build_area,-0.05205736712736799
parcel_Road_P,build_p_tree_200,-0.05209281095100145
build_p_tree_200,parcel_Road_P,-0.05209281095100145
build_p_tree_200,build_Mean_aspect_30m_DEM,-0.05227913102530233
build_Mean_aspect_30m_DEM,build_p_tree_200,-0.05227913102530233
build_p_road_200,build_Mean_elev_30m,-0.052309015297459446
build_Mean_elev_30m,build_p_road_200,-0.052309015297459446
build_p_road_300,build_p_water_300,-0.052512414631124084
build_p_water_300,build_p_road_300,-0.052512414631124084
build_p_tree_300,build_Mean_aspect_30m_DEM,-0.053021828954927644
build_Mean_aspect_30m_DEM,build_p_tree_300,-0.053021828954927644
parcel_Water_P,build_p_soil_10,-0.05314854045564945
build_p_soil_10,parcel_Water_P,-0.05314854045564945
build_p_otherpaved_10,build_p_shrub_10,-0.05338303456143067
build_p_shrub_10,build_p_otherpaved_10,-0.05338303456143067
build_p_grass_10,build_Mean_distroad,-0.05342213529071506
build_Mean_distroad,build_p_grass_10,-0.05342213529071506
build_near_dest,build_p_water_300,-0.05345804917500802
build_p_water_300,build_near_dest,-0.05345804917500802
build_p_building_100,parcel_area,-0.053722397500035685
parcel_area,build_p_building_100,-0.053722397500035685
build_p_shrub_300,build_p_tree_10,-0.05384244951705963
build_p_tree_10,build_p_shrub_300,-0.05384244951705963
build_p_road_300,build_p_water_200,-0.053925951328359395
build_p_water_200,build_p_road_300,-0.053925951328359395
build_area,build_Mean_distroad,-0.05396942905679436
build_Mean_distroad,build_area,-0.05396942905679436
build_p_tree_100,build_Mean_aspect_100m_DEM,-0.054011335829346294
build_Mean_aspect_100m_DEM,build_p_tree_100,-0.054011335829346294
build_near_dest,build_p_soil_10,-0.0540403922831219
build_p_soil_10,build_near_dest,-0.0540403922831219
