polygon_id,a_tree,a_grass,a_soil,a_water,a_building,a_road,a_other_paved,a_shrub,a_total,p_tree,p_grass,p_soil,p_water,p_building,p_road,p_other_paved,p_shrub,Impervious Surface (%)
44,1958.625,1440.5625,335.8125,0,133.875,0,62.4375,0,3931.3125,49.82114751752754,36.64329660895693,8.541994562884533,0,3.4053512662755763,0,1.5882100443554155,0,4.993561310630992
45,1011.375,268.3125,1452.9375,0,38.8125,0,0,0,2771.4375,36.49279480414045,9.681347676070631,52.42541100060889,0,1.4004465191800284,0,0,0,1.4004465191800284
46,330.75,719.4375,116.4375,0,30.375,0,609.75,0,1806.75,18.306351183063512,39.81942714819427,6.444582814445828,0,1.6811955168119552,0,33.74844333748443,0,35.429638854296385
47,0,167.625,140.625,0,43.875,0,1045.125,0,1397.25,0,11.996779388083736,10.064412238325282,0,3.140096618357488,0,74.7987117552335,0,77.93880837359099
48,1536.1875,0,0,0,0,0,0,0,1536.1875,100,0,0,0,0,0,0,0,0
49,632.25,281.8125,1137.375,0,65.8125,0,278.4375,0,2395.6875,26.3911716365344,11.763324724113641,47.47593331768021,0,2.747123737966659,0,11.622446583705095,0,14.369570321671754
50,1348.875,129.9375,387,0,7.3125,0,0,0,1873.125,72.01201201201202,6.936936936936937,20.66066066066066,0,0.39039039039039036,0,0,0,0.39039039039039036
51,450.5625,684.5625,205.875,0,39.375,0,0,0,1380.375,32.640586797066014,49.59250203748981,14.91442542787286,0,2.852485737571312,0,0,0,2.852485737571312
52,523.125,1780.875,397.6875,0,152.4375,0,1524.375,0,4378.5,11.947584789311408,40.673175745118186,9.082733812949641,0,3.4815005138746145,0,34.815005138746145,0,38.29650565262076
53,2856.375,2196,394.3125,0,133.3125,0,0,0,5580,51.189516129032256,39.35483870967742,7.066532258064516,0,2.3891129032258065,0,0,0,2.3891129032258065
54,714.9375,485.4375,173.8125,0,2.8125,0,0,0,1377,51.91993464052288,35.25326797385621,12.622549019607842,0,0.20424836601307192,0,0,0,0.20424836601307192
55,698.0625,353.8125,118.6875,0,77.625,0,598.5,0,1846.6875,37.80079195857448,19.15930551325008,6.427048431312824,0,4.203472433749619,0,32.40938166311301,0,36.61285409686263
56,1003.5,1527.1875,438.1875,0,105.75,0,62.4375,0,3137.0625,31.988524296216603,48.68208714362561,13.96808319885243,0,3.3709879863726018,0,1.9903173749327596,0,5.361305361305361
57,1332,293.0625,620.4375,0,7.3125,0,0,0,2252.8125,59.126092384519346,13.008739076154807,27.54057428214732,0,0.32459425717852686,0,0,0,0.32459425717852686
58,966.375,244.6875,0,0,0,0,0,0,1211.0625,79.79563399907106,20.204366000928935,0,0,0,0,0,0,0
59,316.6875,683.4375,259.875,0,18,0,280.125,0,1558.125,20.32490974729242,43.86281588447653,16.678700361010833,0,1.1552346570397112,0,17.978339350180505,0,19.133574007220215
60,678.9375,1074.375,969.1875,0,124.875,0,0,0,2847.375,23.84433030422758,37.73212169103121,34.037929672066376,0,4.385618332674833,0,0,0,4.385618332674833
61,840.9375,576,0,0,20.8125,0,0,0,1437.75,58.48982785602503,40.062597809076685,0,0,1.4475743348982786,0,0,0,1.4475743348982786
62,117,315,189.5625,0,77.625,0,468.5625,0,1167.75,10.01926782273603,26.97495183044316,16.233140655105974,0,6.6473988439306355,0,40.1252408477842,0,46.772639691714836
63,1511.4375,877.5,1834.875,0,253.6875,0,810.5625,0,5288.0625,28.58206573768748,16.593979363897457,34.69843633655994,0,4.797361982767791,0,15.328156579087333,0,20.12551856185512
64,762.75,129.9375,147.9375,0,88.875,0,93.375,0,1222.875,62.37350505979761,10.625574977000921,12.097516099356026,0,7.267709291628336,0,7.635694572217111,0,14.903403863845446
65,498.9375,615.375,261,0,12.375,0,0,0,1387.6875,35.95460072963113,44.34535873530604,18.808269152817186,0,0.8917713822456425,0,0,0,0.8917713822456425
66,812.25,361.6875,1364.0625,0,68.0625,0,293.625,0,2899.6875,28.01163918525703,12.473326867119301,47.041707080504366,0,2.347235693501455,0,10.126091173617848,0,12.473326867119301
67,151.875,669.375,327.9375,0,103.5,0,15.75,0,1268.4375,11.973392461197339,52.77161862527716,25.853658536585368,0,8.159645232815965,0,1.2416851441241685,0,9.401330376940132
68,0,346.5,943.875,0,203.0625,0,1399.5,0,2892.9375,0,11.977445070970251,32.62687147579234,0,7.0192494652926305,0,48.37643398794478,0,55.39568345323741
69,68.625,171.5625,859.5,0,27,0,0,0,1126.6875,6.0908637044433345,15.227159261108337,76.2855716425362,0,2.3964053919121318,0,0,0,2.3964053919121318
70,705.375,603.5625,0,0,41.0625,0,0,0,1350,52.25,44.708333333333336,0,0,3.041666666666667,0,0,0,3.041666666666667
71,616.5,157.5,0,0,0,0,0,0,774,79.65116279069767,20.348837209302324,0,0,0,0,0,0,0
72,331.3125,6.75,565.875,0,87.75,0,615.9375,0,1607.625,20.608817354793562,0.4198740377886634,35.19944016794961,0,5.458362491252624,0,38.313505948215536,0,43.77186843946816
73,780.75,874.6875,83.8125,0,14.625,0,0,0,1753.875,44.5157152020526,49.871712636305325,4.778704297626684,0,0.8338678640153944,0,0,0,0.8338678640153944
74,329.0625,0,688.5,0,9.5625,0,70.3125,0,1097.4375,29.98462327011789,0,62.737057919015896,0,0.8713480266529985,0,6.406970784213224,0,7.278318810866223
75,1096.875,644.0625,792.5625,0,169.3125,0,1662.1875,0,4365,25.128865979381445,14.755154639175258,18.15721649484536,0,3.8788659793814433,0,38.079896907216494,0,41.95876288659794
76,275.0625,207.5625,0,0,31.5,0,687.375,0,1201.5,22.89325842696629,17.275280898876407,0,0,2.6217228464419478,0,57.20973782771536,0,59.8314606741573
77,1169.4375,295.3125,938.8125,0,42.1875,0,0,0,2445.75,47.81508739650414,12.074517019319227,38.38546458141675,0,1.7249310027598896,0,0,0,1.7249310027598896
78,547.875,915.75,400.5,0,47.25,0,486,0,2397.375,22.85312060065697,38.19802909432192,16.70577193805725,0,1.9709056780854057,0,20.272172688878463,0,22.243078366963868
79,1245.375,940.5,165.9375,0,52.3125,0,145.125,0,2549.25,48.852603706972644,36.89320388349515,6.509267431597529,0,2.05207413945278,0,5.692850838481906,0,7.744924977934686
80,362.8125,1155.9375,164.8125,0,0,0,0,0,1683.5625,21.550283995990647,68.6602071500167,9.78950885399265,0,0,0,0,0,0
81,113.625,856.6875,599.0625,0,17.4375,0,0,0,1586.8125,7.160581354129741,53.98794753633464,37.75257001063453,0,1.098901098901099,0,0,0,1.098901098901099
82,325.6875,901.125,1209.375,0,104.0625,0,803.25,0,3343.5,9.740915208613728,26.951547779273216,36.17092866756393,0,3.1123822341857337,0,24.024226110363394,0,27.136608344549124
83,452.8125,1482.1875,767.8125,0,67.5,0,81.5625,0,2851.875,15.877712031558186,51.972386587771204,26.923076923076923,0,2.366863905325444,0,2.8599605522682445,0,5.226824457593689
84,542.25,288.5625,275.0625,0,6.75,0,0,0,1112.625,48.7360970677452,25.935288169868553,24.721941354903944,0,0.6066734074823054,0,0,0,0.6066734074823054
85,7.3125,272.8125,765,0,14.0625,0,856.6875,0,1915.875,0.38167938931297707,14.239577216676452,39.92953611274222,0,0.7339988256018791,0,44.71520845566647,0,45.44920728126835
86,461.25,364.5,0,0,276.1875,0,317.25,0,1419.1875,32.50099088386841,25.68370986920333,0,0,19.460959175584623,0,22.35434007134364,0,41.81529924692826
87,509.0625,1941.75,0,0,60.1875,0,567.5625,0,3078.5625,16.535720811255253,63.07326877398136,0,0,1.9550520738169195,0,18.435958340946463,0,20.391010414763382
88,590.625,610.875,0,0,0,0,0,0,1201.5,49.157303370786515,50.84269662921348,0,0,0,0,0,0,0
89,600.75,0,1020.375,0,0,0,0,0,1621.125,37.05759888965996,0,62.94240111034004,0,0,0,0,0,0
90,949.5,711.5625,296.4375,0,39.375,0,177.1875,0,2174.0625,43.67399741267788,32.72962483829237,13.635187580853817,0,1.8111254851228977,0,8.15006468305304,0,9.961190168175937
91,1042.3125,0,99.5625,0,0,0,0,0,1141.875,91.2807881773399,0,8.719211822660098,0,0,0,0,0,0
92,1080.5625,484.875,283.5,0,12.375,0,0,0,1861.3125,58.05379268661227,26.05016621335751,15.231187669990934,0,0.6648534300392868,0,0,0,0.6648534300392868
93,525.9375,212.625,1090.6875,0,0,0,0,0,1829.25,28.75153751537515,11.623616236162361,59.62484624846248,0,0,0,0,0,0
94,1236.375,98.4375,10.6875,0,0,0,0,0,1345.5,91.88963210702342,7.316053511705686,0.794314381270903,0,0,0,0,0,0
95,25.3125,826.3125,60.1875,0,137.8125,0,2183.0625,0,3232.6875,0.7830172263789804,25.561162345571603,1.861840960501131,0,4.263093788063337,0,67.53088567948495,0,71.79397946754828
96,0,1197.5625,115.875,0,358.3125,0,1812.9375,0,3484.6875,0,34.36642453591606,3.325262308313156,0,10.282485875706215,0,52.02582728006456,0,62.308313155770776
97,224.4375,641.8125,939.9375,0,36.5625,0,0,0,1842.75,12.179487179487179,34.82905982905983,51.007326007326,0,1.984126984126984,0,0,0,1.984126984126984
98,338.0625,730.6875,1447.3125,0,30.9375,0,221.0625,0,2768.0625,12.21296484454379,26.397073765494817,52.28612070717333,0,1.1176590123958545,0,7.986181670392196,0,9.103840682788052
99,1374.1875,714.375,0,0,30.9375,0,695.8125,0,2815.3125,48.81118881118881,25.374625374625374,0,0,1.098901098901099,0,24.715284715284717,0,25.814185814185812
100,1345.5,1919.8125,328.5,0,61.3125,0,620.4375,0,4275.5625,31.469543481120905,44.901986580713064,7.683199579002762,0,1.4340218392316801,0,14.511248519931588,0,15.945270359163269
101,1152,1476,1149.75,0,72,0,330.75,0,4180.5,27.556512378902042,35.30678148546825,27.502691065662,0,1.7222820236813776,0,7.911733046286329,0,9.634015069967706
102,716.0625,459.5625,721.6875,0,21.375,0,731.8125,0,2650.5,27.016129032258064,17.338709677419356,27.228353140916806,0,0.8064516129032258,0,27.610356536502543,0,28.41680814940577
103,674.4375,2043,238.5,0,29.8125,0,124.875,0,3110.625,21.681735985533454,65.67811934900543,7.6672694394213385,0,0.9584086799276673,0,4.014466546112116,0,4.972875226039783
104,657,1190.25,135.5625,0,51.1875,0,1247.0625,0,3281.0625,20.024001371506944,36.276358649065656,4.131664666552375,0,1.5600891479513115,0,38.00788616492371,0,39.56797531287502
105,507.9375,2116.125,538.3125,0,105.75,0,715.5,0,3983.625,12.750635413724936,53.120587404687946,13.513131883648688,0,2.6546173397345383,0,17.9610279582039,0,20.615645297938435
106,918.5625,1369.125,335.8125,0,77.625,0,1275.75,0,3976.875,23.097595473833096,34.42715700141443,8.444130127298443,0,1.9519094766619518,0,32.07920792079208,0,34.03111739745403
107,1089.5625,895.5,0,0,41.625,0,351.5625,0,2378.25,45.81362346263009,37.65373699148534,0,0,1.7502365184484387,0,14.782403027436139,0,16.532639545884578
108,180,582.1875,786.9375,0,209.25,0,855,0,2613.375,6.887645286267757,22.277227722772277,30.11192423590185,0,8.006887645286268,0,32.71631510977185,0,40.72320275505811
109,421.3125,623.8125,1124.4375,0,41.625,0,349.875,0,2561.0625,16.450691851526468,24.357566439710084,43.9051175049418,0,1.6253019986821875,0,13.661322205139466,0,15.286624203821656
110,385.875,516.9375,843.75,0,52.875,0,861.1875,0,2660.625,14.503171247357294,19.429175475687106,31.712473572938688,0,1.9873150105708246,0,32.367864693446094,0,34.35517970401691
111,246.9375,1026.5625,1392.75,0,16.875,0,163.6875,0,2846.8125,8.674175064216557,36.06006718039913,48.923137719818214,0,0.5927682276229994,0,5.749851807943094,0,6.342620035566093
112,365.625,627.75,1304.4375,0,69.75,0,554.625,0,2922.1875,12.512030798845045,21.482194417709337,44.6390760346487,0,2.386910490856593,0,18.979788257940328,0,21.36669874879692
113,285.1875,11.25,2383.875,0,71.4375,0,0,0,2751.75,10.36385936222404,0.4088307440719542,86.6312346688471,0,2.5960752248569094,0,0,0,2.5960752248569094
114,182.25,843.1875,123.75,0,142.875,0,503.4375,0,1795.5,10.150375939849624,46.96115288220552,6.8922305764411025,0,7.957393483709272,0,28.038847117794486,0,35.99624060150376
115,394.875,428.0625,792,0,92.25,0,924.1875,0,2631.375,15.006412997007267,16.267635741769986,30.098332620778113,0,3.5057716973065416,0,35.12184694313809,0,38.62761864044463
116,1316.8125,1187.4375,560.25,0,57.9375,0,416.8125,0,3539.25,37.20597584233948,33.55054036872219,15.82962492053401,0,1.6369993642720915,0,11.776859504132231,0,13.413858868404324
117,773.4375,1098,525.9375,0,79.875,0,210.9375,0,2688.1875,28.77170956267002,40.84536513915045,19.56476250261561,0,2.9713329148357395,0,7.846829880728186,0,10.818162795563925
118,1276.3125,723.9375,357.1875,0,45.5625,0,387.5625,0,2790.5625,45.73674662366458,25.942350332594234,12.799838742189074,0,1.6327353356178191,0,13.888328965934289,0,15.521064301552107
119,596.8125,306.5625,446.0625,0,19.125,0,24.75,0,1393.3125,42.834073475979004,22.002422285022206,32.01453371013322,0,1.3726281792490918,0,1.7763423496164714,0,3.148970528865563
120,365.0625,1239.75,1011.375,0,45.5625,0,514.6875,0,3176.4375,11.492828050292191,39.02957322472109,31.839914999114573,0,1.4343899415618913,0,16.20329378431025,0,17.637683725872144
121,929.8125,1514.8125,572.0625,0,50.0625,0,0,0,3066.75,30.319148936170215,49.3947175348496,18.653705062362434,0,1.6324284666177549,0,0,0,1.6324284666177549
122,1184.0625,931.5,552.9375,0,31.5,0,857.25,0,3557.25,33.28589500316256,26.185958254269448,15.543959519291587,0,0.8855154965211892,0,24.09867172675522,0,24.984187223276408
123,1430.4375,77.0625,0,0,0,0,0,0,1507.5,94.88805970149254,5.111940298507463,0,0,0,0,0,0,0
124,302.625,1658.8125,373.5,0,36.5625,0,773.4375,0,3144.9375,9.622607762475408,52.745483813271335,11.876229654802362,0,1.1625827222321587,0,24.593096047218744,0,25.755678769450903
125,186.75,353.25,35.4375,0,20.25,0,792.5625,0,1388.25,13.452188006482983,25.44570502431118,2.5526742301458674,0,1.4586709886547813,0,57.090761750405186,0,58.54943273905997
126,689.625,50.625,363.375,0,12.375,0,27,0,1143,60.33464566929134,4.429133858267717,31.791338582677163,0,1.0826771653543308,0,2.3622047244094486,0,3.4448818897637796
127,113.625,1497.375,338.0625,0,35.4375,0,1139.625,0,3124.125,3.6370183651422394,47.92942023766655,10.821029888368743,0,1.1343176089305007,0,36.47821389989197,0,37.61253150882247
128,937.6875,1702.6875,626.625,0,63.5625,0,0,0,3330.5625,28.154028035804764,51.123121094409726,18.814389461239656,0,1.9084614085458536,0,0,0,1.9084614085458536
129,78.75,350.4375,1279.125,0,18,0,0,0,1726.3125,4.561746497230368,20.299771912675137,74.09579667644184,0,1.0426849136526557,0,0,0,1.0426849136526557
130,422.4375,461.25,482.625,0,19.125,0,0,0,1385.4375,30.491270807957775,33.29273244011368,34.835566382460414,0,1.3804303694681284,0,0,0,1.3804303694681284
131,614.25,1272.9375,1257.1875,0,104.625,0,174.375,0,3423.375,17.942819585934934,37.183700295760765,36.72362799868551,0,3.056194544857049,0,5.093657574761748,0,8.149852119618798
132,0,422.4375,1221.1875,0,13.5,0,0,0,1657.125,0,25.492192803801768,73.69314324507808,0,0.8146639511201629,0,0,0,0.8146639511201629
133,850.5,165.375,372.375,0,25.3125,0,521.4375,0,1935,43.95348837209303,8.546511627906977,19.244186046511626,0,1.308139534883721,0,26.94767441860465,0,28.255813953488374
134,74.25,262.125,1080,0,25.3125,0,0,0,1441.6875,5.150214592274678,18.181818181818183,74.91221225126804,0,1.7557549746390948,0,0,0,1.7557549746390948
135,420.75,1183.5,0,0,41.625,0,506.8125,0,2152.6875,19.545335772145283,54.97778939116802,0,0,1.9336294747844267,0,23.543245361902272,0,25.476874836686697
136,760.5,445.5,1387.125,0,82.125,0,230.625,0,2905.875,26.171118854045684,15.33101045296167,47.73519163763066,0,2.8261711188540457,0,7.936507936507936,0,10.762679055361982
137,1994.0625,1187.4375,304.875,0,31.5,0,561.375,0,4079.25,48.8830667402096,29.109211252068395,7.473800330943188,0,0.7722007722007722,0,13.761720904578048,0,14.533921676778819
138,93.375,663.75,291.9375,0,3.375,0,0,0,1052.4375,8.872260823089258,63.067878140032064,27.73917691074292,0,0.3206841261357563,0,0,0,0.3206841261357563
139,1457.4375,768.9375,792.5625,0,51.75,0,0,0,3070.6875,47.46290529400989,25.04121633998901,25.810588019783843,0,1.685290346217256,0,0,0,1.685290346217256
140,113.625,10.125,965.8125,0,14.0625,0,0,0,1103.625,10.295616717635065,0.9174311926605505,87.51274209989806,0,1.27420998980632,0,0,0,1.27420998980632
141,0,260.4375,1126.125,0,21.375,0,0,0,1407.9375,0,18.497802636835797,79.98401917698762,0,1.5181781861765882,0,0,0,1.5181781861765882
142,38.8125,263.8125,741.9375,0,18.5625,0,163.6875,0,1226.8125,3.1636863823933976,21.50389729481889,60.47684548372306,0,1.5130674002751032,0,13.342503438789546,0,14.855570839064649
143,1193.625,2513.25,277.875,0,163.6875,0,844.3125,0,4992.75,23.907165389815233,50.33799008562415,5.565570076611086,0,3.2785038305543037,0,16.910770617395222,0,20.189274447949526
144,1507.5,803.25,603.5625,0,83.25,0,362.25,0,3359.8125,44.868575255315584,23.907584128578605,17.964172107818516,0,2.4778168424577265,0,10.781851665829565,0,13.259668508287293
145,335.8125,887.625,779.0625,0,42.1875,0,365.0625,0,2409.75,13.935574229691877,36.83473389355743,32.3295985060691,0,1.7507002801120448,0,15.14939309056956,0,16.900093370681606
146,1051.875,402.1875,321.75,0,55.125,0,0,0,1830.9375,57.45007680491552,21.96620583717358,17.572964669738862,0,3.010752688172043,0,0,0,3.010752688172043
147,790.3125,1558.125,153.5625,0,21.9375,0,888.1875,0,3412.125,23.161885921529837,45.66435872073854,4.500494559841741,0,0.6429277942631058,0,26.030333003626772,0,26.67326079788988
148,719.4375,212.625,63,0,0.5625,0,0,0,995.625,72.25988700564972,21.35593220338983,6.3276836158192085,0,0.05649717514124294,0,0,0,0.05649717514124294
149,31.5,352.125,692.4375,0,5.0625,0,0,0,1081.125,2.91363163371488,32.57023933402706,64.04786680541103,0,0.46826222684703434,0,0,0,0.46826222684703434
150,302.0625,0,169.3125,0,0,0,0,0,471.375,64.08114558472555,0,35.91885441527447,0,0,0,0,0,0
151,1030.5,437.625,276.75,0,2.8125,0,54.5625,0,1802.25,57.17852684144818,24.28214731585518,15.355805243445692,0,0.1560549313358302,0,3.027465667915106,0,3.1835205992509366
152,876.9375,689.625,975.375,0,74.8125,0,254.8125,0,2871.5625,30.538687561214495,24.015670910871695,33.966699314397644,0,2.605288932419197,0,8.873653281096963,0,11.478942213516161
153,1042.875,1313.4375,1128.9375,0,224.4375,0,2212.875,0,5922.5625,17.608509829993352,22.176844904549338,19.061639281983094,0,3.789533668914427,0,37.363472314559786,0,41.153005983474216
154,0,411.1875,0,0,93.9375,1007.4375,2169,0,3681.5625,0,11.168831168831169,0,0,2.5515660809778455,27.364400305576776,58.91520244461421,0,88.83116883116882
155,636.1875,153.5625,0,0,6.1875,0,335.8125,0,1131.75,56.21272365805169,13.568588469184892,0,0,0.5467196819085487,0,29.67196819085487,0,30.218687872763418
156,445.5,1247.0625,892.6875,0,70.875,0,805.5,0,3461.625,12.86967825804355,36.02534936626584,25.788105297367565,0,2.0474488137796554,0,23.269418264543386,0,25.316867078323043
157,1298.8125,1035.5625,415.6875,0,43.875,0,789.1875,0,3583.125,36.24803767660911,28.901098901098898,11.601255886970172,0,1.2244897959183674,0,22.025117739403456,0,23.24960753532182
158,610.875,703.125,125.4375,0,16.875,0,0,0,1456.3125,41.946697566628046,48.28118964851294,8.613364233294709,0,1.1587485515643106,0,0,0,1.1587485515643106
159,0,342.5625,78.1875,0,0,0,0,0,420.75,0,81.41711229946524,18.58288770053476,0,0,0,0,0,0
160,233.4375,92.8125,0,0,29.25,0,274.5,0,630,37.05357142857143,14.732142857142858,0,0,4.642857142857143,0,43.57142857142857,0,48.214285714285715
161,226.125,425.8125,0,0,17.4375,0,237.375,0,906.75,24.937965260545905,46.960297766749385,0,0,1.9230769230769231,0,26.178660049627787,0,28.101736972704717
