Variable,Importance,Model,n_tree
build_near_dest,100,cf_no_dins,500
build_area,12.649756151056014,cf_no_dins,500
build_p_building_300,10.316313129318095,cf_no_dins,500
build_Mean_distroad,10.036334135599507,cf_no_dins,500
build_Mean_elev_100m,9.498087249614043,cf_no_dins,500
build_Mean_elev_30m,9.47500866296692,cf_no_dins,500
build_p_building_200,9.114937381047493,cf_no_dins,500
parcel_Can_P,8.95869145563509,cf_no_dins,500
build_p_otherpaved_300,8.390003674831105,cf_no_dins,500
build_Mean_slope_100m_DEM,8.139390390666751,cf_no_dins,500
parcel_Build_P,8.040686155146817,cf_no_dins,500
build_p_building_100,7.696711117750042,cf_no_dins,500
parcel_Grass_P,6.946696296885517,cf_no_dins,500
build_p_otherpaved_200,6.766146266312203,cf_no_dins,500
build_p_tree_300,6.232525795969119,cf_no_dins,500
build_Mean_builddens,5.937267854823721,cf_no_dins,500
build_p_grass_300,5.635268041361259,cf_no_dins,500
parcel_Paved_P,5.536845961002963,cf_no_dins,500
build_p_tree_100,5.512642090161607,cf_no_dins,500
build_Mean_slope_30m_DEM,5.334028098710388,cf_no_dins,500
parcel_area,5.213082470498939,cf_no_dins,500
build_p_road_300,5.163213304797595,cf_no_dins,500
build_Mean_aspect_100m_DEM,5.131449958475471,cf_no_dins,500
parcel_Road_P,4.8645971609835135,cf_no_dins,500
build_p_soil_200,4.831972711044204,cf_no_dins,500
build_p_tree_200,4.274853643173023,cf_no_dins,500
build_p_soil_300,4.218655402223857,cf_no_dins,500
build_p_grass_200,3.9269384918700827,cf_no_dins,500
parcel_Shrub_P,3.778679010976648,cf_no_dins,500
parcel_Soil_P,3.718471587548074,cf_no_dins,500
parcel_year_built,3.4232245962386054,cf_no_dins,500
build_p_road_200,3.111055839934109,cf_no_dins,500
build_near_build,2.993393233042386,cf_no_dins,500
build_p_otherpaved_100,2.8611557030613888,cf_no_dins,500
parcel_Water_P,2.712677908917777,cf_no_dins,500
build_p_soil_100,2.711341681714365,cf_no_dins,500
build_min_dist_shrub,2.447352525276678,cf_no_dins,500
build_overhang_ht,2.411026569087629,cf_no_dins,500
build_p_road_100,2.3617486194495405,cf_no_dins,500
build_p_shrub_300,2.2464406133001464,cf_no_dins,500
build_p_grass_100,1.9130595174379188,cf_no_dins,500
build_perc_overhang,1.8113230429515588,cf_no_dins,500
build_p_shrub_200,1.8091788318312443,cf_no_dins,500
build_Mean_aspect_30m_DEM,1.7430529759533124,cf_no_dins,500
build_p_otherpaved_10,1.34301966603837,cf_no_dins,500
build_p_shrub_100,1.1905701231120887,cf_no_dins,500
build_p_tree_10,1.156398225508175,cf_no_dins,500
build_Mean_distall_road,1.106938747462882,cf_no_dins,500
build_has_tree_overhang,1.0830862249636901,cf_no_dins,500
build_p_building_10,1.0793029440889106,cf_no_dins,500
build_min_dist_tree,1.026676621361065,cf_no_dins,500
build_p_soil_10,0.723197133762486,cf_no_dins,500
build_p_road_10,0.6258437168723409,cf_no_dins,500
build_p_grass_10,0.5587523901103858,cf_no_dins,500
build_p_water_300,0.5259680632438898,cf_no_dins,500
build_p_water_200,0.2756917580885264,cf_no_dins,500
build_p_shrub_10,0.062115658713903864,cf_no_dins,500
build_p_water_100,0.05965008488628506,cf_no_dins,500
build_p_water_10,0,cf_no_dins,500
build_WINDOWPANE,100,cf_dins,500
build_EAVES,95.46543889163509,cf_dins,500
build_near_dest,63.98425462215801,cf_dins,500
build_p_otherpaved_200,31.79794348751403,cf_dins,500
build_VENTSCREEN,27.388987604056208,cf_dins,500
build_p_otherpaved_300,24.901833275824167,cf_dins,500
build_Mean_distroad,22.723606182835702,cf_dins,500
build_Mean_elev_30m,18.925127897395722,cf_dins,500
build_FENCEATTAC,17.985092008125882,cf_dins,500
build_area,16.24755288710508,cf_dins,500
build_ROOFCONSTR,15.90064612558771,cf_dins,500
build_p_building_300,15.53715845825741,cf_dins,500
build_Mean_builddens,14.627050835970703,cf_dins,500
build_min_dist_shrub,14.138991512354007,cf_dins,500
build_p_tree_200,14.022990016403464,cf_dins,500
build_p_tree_300,13.16567772288734,cf_dins,500
build_Mean_elev_100m,11.926870528257306,cf_dins,500
parcel_year_built,11.814518231112277,cf_dins,500
build_PATIOCOVER,10.764042508594898,cf_dins,500
build_p_building_200,10.51631014568256,cf_dins,500
build_p_building_100,10.502158921743918,cf_dins,500
build_p_otherpaved_100,10.189216506789958,cf_dins,500
parcel_Build_P,9.772096303399728,cf_dins,500
build_DECKPORCHO,9.562681197100135,cf_dins,500
parcel_Paved_P,9.398329222443415,cf_dins,500
build_p_tree_100,9.024056750510406,cf_dins,500
build_p_grass_100,8.882600152179032,cf_dins,500
build_p_grass_10,7.46087978277485,cf_dins,500
build_p_road_300,6.838054684981435,cf_dins,500
build_p_shrub_300,6.321892328317736,cf_dins,500
build_p_grass_300,6.255421891298274,cf_dins,500
build_Mean_slope_100m_DEM,5.891853395811284,cf_dins,500
parcel_area,5.617669200895584,cf_dins,500
parcel_Shrub_P,5.0782589734105645,cf_dins,500
parcel_Grass_P,4.992166988074246,cf_dins,500
build_p_road_100,4.920327495995069,cf_dins,500
build_PROPANETAN,4.642959906337177,cf_dins,500
build_VEGCLEARAN,4.495913697639,cf_dins,500
build_near_build,4.042646823832002,cf_dins,500
parcel_Can_P,4.024660994393478,cf_dins,500
parcel_Road_P,4.023604764418037,cf_dins,500
build_p_shrub_200,3.92982888631413,cf_dins,500
build_perc_overhang,3.799833195757865,cf_dins,500
build_p_soil_200,3.6163049678590844,cf_dins,500
build_Mean_aspect_100m_DEM,3.1737445043225474,cf_dins,500
build_p_soil_100,3.1584388406332162,cf_dins,500
parcel_Soil_P,2.916608842452024,cf_dins,500
build_p_tree_10,2.9144941609265476,cf_dins,500
build_EXTERIORSI,2.712837935023856,cf_dins,500
build_p_soil_300,2.645486093495495,cf_dins,500
build_p_building_10,2.6419729962569893,cf_dins,500
build_p_grass_200,2.4303823226328887,cf_dins,500
build_p_shrub_100,2.4161937736517114,cf_dins,500
build_has_tree_overhang,2.160220230393159,cf_dins,500
build_p_water_300,2.0527090108336186,cf_dins,500
build_p_road_10,1.9768266670343684,cf_dins,500
build_p_otherpaved_10,1.8496771324720236,cf_dins,500
build_Mean_aspect_30m_DEM,1.8218943165751265,cf_dins,500
build_Mean_slope_30m_DEM,1.6736237781696368,cf_dins,500
build_Mean_distall_road,1.5494289855222414,cf_dins,500
parcel_Water_P,1.419311238647362,cf_dins,500
build_p_soil_10,0.7168298080247035,cf_dins,500
build_p_shrub_10,0.39805217580961433,cf_dins,500
build_p_water_100,0.19023355836944542,cf_dins,500
build_min_dist_tree,0.12550778965539164,cf_dins,500
build_p_water_10,0,cf_dins,500
build_p_water_200,-0.19182082737408843,cf_dins,500
build_overhang_ht,-0.3586858642499656,cf_dins,500
build_p_road_200,-0.5524405073606153,cf_dins,500
build_WINDOWPANE,100,cf_dins_binary,500
build_EAVES,63.2890427386778,cf_dins_binary,500
build_near_dest,46.01285614283446,cf_dins_binary,500
build_p_otherpaved_200,27.412759553419026,cf_dins_binary,500
build_VENTSCREEN,24.52371145482079,cf_dins_binary,500
build_min_dist_shrub,22.340745487681986,cf_dins_binary,500
build_Mean_distroad,21.76794421192878,cf_dins_binary,500
build_p_otherpaved_300,21.237867316341738,cf_dins_binary,500
build_p_tree_300,18.025130378267697,cf_dins_binary,500
build_p_grass_100,17.25064317791348,cf_dins_binary,500
build_p_building_300,15.973075645075943,cf_dins_binary,500
build_Mean_builddens,14.546533127452141,cf_dins_binary,500
build_FENCEATTAC,13.756570330239338,cf_dins_binary,500
build_ROOFCONSTR,13.472637442062066,cf_dins_binary,500
build_PATIOCOVER,11.832698817537201,cf_dins_binary,500
build_p_building_100,10.579735973667159,cf_dins_binary,500
build_p_tree_200,10.202249229831747,cf_dins_binary,500
parcel_Paved_P,9.871202531002647,cf_dins_binary,500
parcel_Build_P,9.761833724163067,cf_dins_binary,500
parcel_Can_P,9.409394842808647,cf_dins_binary,500
build_Mean_elev_100m,9.159908826994197,cf_dins_binary,500
build_p_building_200,9.008829550931758,cf_dins_binary,500
parcel_Grass_P,8.804018096634367,cf_dins_binary,500
build_Mean_elev_30m,8.70397648259969,cf_dins_binary,500
build_p_grass_200,8.474501195016847,cf_dins_binary,500
build_p_shrub_300,7.511055726462717,cf_dins_binary,500
build_Mean_slope_100m_DEM,7.454153380038783,cf_dins_binary,500
build_area,6.65811363899647,cf_dins_binary,500
build_DECKPORCHO,6.463273165654192,cf_dins_binary,500
parcel_year_built,5.632739001445227,cf_dins_binary,500
