polygon_id,a_tree,a_grass,a_soil,a_water,a_building,a_road,a_otherpaved,a_shrub,a_total,p_tree,p_grass,p_soil,p_water,p_building,p_road,p_otherpaved,p_shrub,Impervious Surface (%)
99,19699.875,13214.25,2685.375,0,8878.5,6926.0625,4669.875,0,56073.9375,35.13196304432875,23.565760831402287,4.788989537251598,0,15.833559039794556,12.351660697984693,8.328066849238116,0,36.51328658701736
100,18753.75,23521.5,2068.875,0,6271.875,7147.6875,8053.3125,0,65817,28.49377820319978,35.73772733488308,3.143374811978668,0,9.52926295637905,10.859941200601668,12.235915492957746,0,32.62511964993847
101,25206.75,11815.875,17096.625,0,2638.125,5555.25,2151,0,64463.625,39.10228442784594,18.329523044973037,26.521352157903006,0,4.092424215982269,8.617650651821085,3.3367655014746687,0,16.046840369278023
102,15122.8125,6372.5625,17601.1875,0,2536.875,7708.5,5591.8125,0,54933.75,27.529182879377434,11.60045054269916,32.04075363506041,0,4.618062666393611,14.032357157485153,10.17919311898423,0,28.829612942862994
103,12749.625,19782,9536.0625,0,3587.0625,8066.25,4167.5625,0,57888.5625,22.02442840068796,34.17255351607669,16.473137504494087,0,6.196496069495593,13.934099676425719,7.199284832819955,0,27.329880578741268
104,12988.6875,18806.625,6340.5,0,7701.1875,8164.125,5392.125,0,59393.25,21.868962382088874,31.664583096564,10.675455544190628,0,12.966435579800734,13.745880213660644,9.078683183695118,0,35.7909989771565
105,9518.625,16343.4375,14139.5625,0,7740,0,11991.375,4622.0625,64355.0625,14.79079443050809,25.39572935695618,21.971173596482792,0,12.027025845868769,0,18.633149489987677,7.182127280196488,33.03262015971071
106,23618.25,12174.75,10393.875,0,2578.5,10535.0625,5152.5,0,64452.9375,36.64417932852168,18.8893640417863,16.126301458331515,0,4.000593456271872,16.3453566410375,7.994205074051125,0,28.340155171360497
107,16674.1875,7792.3125,8112.375,0,3727.6875,8079.75,6697.125,0,51083.4375,32.6410835214447,15.254087981060396,15.88063645873479,0,7.297252656499477,15.816770357319825,13.110169024940813,0,36.224192038760116
108,18704.25,11504.25,5331.375,0,4120.875,3042.5625,10319.0625,0,53022.375,35.27614521228066,21.696972268782755,10.05495321550572,0,7.771954764380132,5.738261441514077,19.461713097536652,0,32.97192930343086
109,14738.625,10791.5625,17808.75,0,581.0625,1529.4375,6044.0625,0,51493.5,28.62230184392205,20.95713536659967,34.58446211657782,0,1.1284191208599144,2.9701564275102683,11.737525124530281,0,15.836100672900463
110,8829,12080.8125,14222.25,0,3695.625,7152.75,7443.5625,0,53424,16.526280323450134,22.613081199460915,26.621462264150942,0,6.91753706199461,13.388645552560646,13.932993598382748,0,34.239176212938006
111,13069.125,11657.8125,10553.0625,0,6023.8125,7023.375,7653.375,0,55980.5625,23.345826508978003,20.824750555159213,18.85129771605993,0,10.76054300097467,12.54609579887662,13.671486419951567,0,36.978125219802855
112,5193,11346.75,18271.125,0,5191.875,7648.875,8510.625,0,56162.25,9.246424422098473,20.203517487280156,32.532751091703055,0,9.244421297223669,13.619246023797125,15.153639677897521,0,38.01730699891831
113,11977.875,5070.9375,18630.5625,0,7499.25,7293.375,4797,0,55269,21.671958964338057,9.175012212994627,33.70888291809152,0,13.568637029799707,13.196140693698094,8.679368181078,0,35.444145904575805
114,18955.6875,9382.5,3371.0625,0,3995.4375,2717.4375,7767,0,46189.125,41.039286845117765,20.31322308010814,7.298390043110797,0,8.650169276859,5.883284214628444,16.81564654017585,0,31.349100031663298
115,11655.5625,5681.8125,16336.6875,0,6021.5625,7531.875,6883.875,0,54111.375,21.539948855485562,10.500218299756751,30.19085635876006,0,11.128089981080688,13.919208299548846,12.721678205368095,0,37.76897648599763
116,17013.375,7815.375,18678.9375,0,6629.0625,7200,4072.5,0,61409.25,27.704906019858573,12.726706481515407,30.41713992598835,0,10.794892463268969,11.724618033928113,6.631737075440588,0,29.151247572637672
117,11506.5,6312.9375,8233.875,0,6125.625,2617.3125,4241.8125,0,39038.0625,29.475079609803895,16.171236725695596,21.091915102087867,0,15.691416550193802,6.704514344173715,10.86583766804513,0,33.26176856241265
118,15913.6875,9493.875,7711.3125,0,6646.5,5447.8125,10933.3125,0,56146.5,28.343151398573376,16.909112767492186,13.734271058748096,0,11.837781517993108,9.702853249979963,19.472830007213275,0,41.01346477518634
119,13079.8125,10113.75,10015.875,0,5154.75,0,3888.5625,0,42252.75,30.956121199211882,23.936311837691036,23.70467011022951,0,12.199797646307045,0,9.20309920656052,0,21.402896852867563
120,17087.0625,9964.125,11979,0,8448.1875,5807.8125,4447.125,0,57733.3125,29.596539259721155,17.258883248730964,20.748852752905872,0,14.633124506756822,10.059725050420413,7.7028751814647745,0,32.39572473864201
121,25755.75,12153.375,13928.625,0,3719.25,0,477.5625,0,56034.5625,45.96404228193983,21.68906913478623,24.857203087826374,0,6.637421323669655,0,0.8522641717779094,0,7.489685495447564
122,20990.25,14654.25,9678.375,0,5910.1875,6216.75,4651.875,0,62101.6875,33.79980616468755,23.597184859107088,15.584721429671294,0,9.516951532114163,10.010597538110378,7.49073847630952,0,27.018287546534058
123,18744.75,11469.9375,4879.125,0,4998.9375,0,2597.0625,0,42689.8125,43.90918793564624,26.868090601241224,11.429249074354683,0,11.709907369586128,0,6.083565019171728,0,17.793472388757856
124,17513.4375,15293.25,3504.9375,0,5166,5663.25,9629.4375,0,56770.3125,30.849640822392864,26.93881595243993,6.173891503591776,0,9.099826603913797,9.975724547931632,16.962100569729998,0,36.03765172157543
125,9721.6875,4571.4375,14301,0,6424.875,0,7303.5,0,42322.5,22.970494417862838,10.801435406698564,33.790536948431686,0,15.180754917597023,0,17.25677830940989,0,32.43753322700691
126,16346.8125,2876.625,2102.0625,0,4503.9375,5447.8125,8478.5625,0,39755.8125,41.11804405959506,7.2357343973286925,5.287434384594706,0,11.329003777749481,13.703184911640278,21.326598469091785,0,46.35878715848154
127,16427.25,18623.8125,3610.6875,0,5276.25,3217.5,10399.5,0,57555,28.541829554339326,32.35828772478499,6.273455824863175,0,9.16731821735731,5.590304925723221,18.068803752931977,0,32.826426896012514
128,10272.9375,17920.125,17715.375,0,819.5625,0,6027.1875,6915.375,59670.5625,17.216089591915612,30.03176817714765,29.688634156917825,0,1.3734787567990498,0,10.100772051545517,11.589257265674343,12.978344546685575
129,10744.3125,11604.375,14250.375,0,8295.1875,0,661.5,0,45555.75,23.58497555193362,25.47290956684941,31.281177458388896,0,18.208870449943202,0,1.4520669728848719,0,19.660937422828074
130,16679.8125,7095.9375,8963.4375,0,8193.9375,0,1215.5625,0,42148.6875,39.573741175214536,16.835488649557593,21.266231599738425,0,19.440551974483192,0,2.883986601006259,0,22.32453857548945
131,13816.6875,15354,17915.625,0,8308.125,1086.1875,4371.1875,0,60851.8125,22.70546583965761,25.231787467300173,29.441399136632125,0,13.653044434789843,1.7849714829776024,7.183331638642645,0,22.62134755641009
132,6550.875,11679.75,22563.5625,0,325.6875,0,3708,11.8125,44839.6875,14.60954650943988,26.047795270651697,50.32051684124694,0,0.7263375776202723,0,8.269459951075707,0.026343849965502104,8.998167992571586
133,17875.125,9275.0625,8923.5,0,5883.75,0,5567.625,0,47525.0625,37.611996827989444,19.51615003136503,18.776408763270958,0,12.38030986282238,0,11.71513451455219,0,24.09544437737457
134,15207.1875,3912.1875,20835.5625,0,1949.0625,0,0,1056.9375,42960.9375,35.39770867430442,9.106382978723405,48.49885433715221,0,4.5368248772504085,0,0,2.460229132569558,4.651256443298969
135,9015.1875,14982.1875,12131.4375,0,8430.75,0,4399.875,0,48959.4375,18.41358471489792,30.601224738335688,24.77854754765105,0,17.21986695619205,0,8.986776042923287,0,26.20664299911534
136,26582.0625,10165.5,7660.125,0,5127.1875,0,6631.875,0,56166.75,47.327044025157235,18.098786203581298,13.638184513079358,0,9.128510195088731,0,11.807475063093378,0,20.93598525818211
