polygon_id,a_tree,a_grass,a_soil,a_water,a_building,a_road,a_other_paved,a_shrub,a_total,p_tree,p_grass,p_soil,p_water,p_building,p_road,p_other_paved,p_shrub,Impervious Surface (%)
1,14568.75,24475.5,47553.75,0,9369.5625,5197.5,12139.3125,0,113304.375,12.858064836419599,21.601548925184925,41.969915106985056,0,8.26937397607109,4.587201509209154,10.71389564613017,0,23.570471131410415
2,28004.0625,31948.875,50330.25,0,12360.9375,8824.5,15179.625,0,146648.25,19.096076836921,21.7860594995167,34.32038909431241,0,8.428970342298664,6.017460146984366,10.35104407996686,0,24.79747456924989
3,22560.1875,34584.75,52095.9375,0,10888.875,5217.1875,17302.5,0,142649.4375,15.815125453964724,24.244575096904956,36.52025441740701,0,7.633310856904011,3.6573488065804676,12.129385368238834,0,23.420045031723312
4,29909.8125,39908.25,61661.25,0,20624.625,4609.125,17130.375,0,173843.4375,17.205028231220982,22.956431703094918,35.46941482907573,0,11.863907718690848,2.65130801960816,9.853909498309363,0,24.369125236608372
5,26575.3125,36828,59047.875,0,12986.4375,4609.125,15888.9375,0,155935.6875,17.042482658115063,23.617428819813938,37.866812880791,0,8.328072751146205,2.9557858588336297,10.189417031300163,0,21.473275641279997
6,40779.5625,27201.375,26683.875,0,12667.5,14802.1875,22254.75,0,144389.25,28.242796814859833,18.838919794929332,18.480513611643527,0,8.773160051735154,10.251585557789102,15.413024169043055,0,34.437769778567315
7,64320.1875,30449.8125,10090.125,0,10599.75,19680.1875,13584.375,0,148724.4375,43.247894280991986,20.473980612634694,6.784443208938007,0,7.127107137318976,13.232652165855393,9.133922594260946,0,29.493681897435316
8,71195.625,71307.5625,71503.3125,0,33124.5,13950,41189.625,0,302270.625,23.55360366228111,23.59063587472319,23.655395723616877,0,10.958557418538437,4.615069691274169,13.626737629566222,0,29.200364739378827
9,82909.6875,38205.5625,13524.1875,0,14828.625,22371.75,17339.625,0,189179.4375,43.82595095727568,20.19540971518112,7.148867592969769,0,7.838391527091838,11.825677407461368,9.165702800020219,0,28.829771734573427
10,95178.9375,55679.0625,45327.9375,0,31254.75,18462.9375,40025.8125,0,285929.4375,33.28756155091586,19.47300809137569,15.852840440746855,0,10.93093116723947,6.457165677458446,13.998493072263676,0,31.386589916961594
11,81504,44539.875,13636.6875,0,15319.125,22849.875,17881.3125,0,195730.875,41.640849968100326,22.755671531126602,6.967060000114953,0,7.8266267393940785,11.674129081576936,9.135662679687096,0,28.636418500658113
12,63271.125,41664.9375,9883.125,0,15241.5,19760.625,14342.625,45,164208.9375,38.530865593110605,25.373124102943546,6.018627944657397,0,9.281772497919,12.03383037540207,8.734375374665584,0.027404111301798054,30.05821543479974
13,75451.5,77626.6875,74901.375,0,29931.1875,11666.25,46056.375,0,315633.375,23.90479143721731,24.59394146769175,23.730499032302905,0,9.482896889468675,3.696139547980311,14.59173162533905,0,27.770768062788036
14,43364.8125,50808.9375,59756.625,0,24125.625,0,24348.9375,0,202404.9375,21.424779966150776,25.102617617714984,29.52330399548677,0,11.919484424632675,0,12.029813996014797,0,23.949298420647473
15,95994.5625,63109.125,59932.125,0,30155.0625,15832.125,40239.5625,0,305262.5625,31.44655594640761,20.673719201973874,19.632975792765286,0,9.878401810244911,5.186395891569573,13.181951357038745,0,28.246749058853226
16,57252.9375,40277.25,13971.9375,0,18035.4375,18358.875,14625,187.3125,162708.75,35.18737468021848,24.754200373366523,8.587084284035123,0,11.084491460969371,11.283274562677176,8.988453294613842,0.11512134411947729,31.39235862345852
17,75151.6875,87038.4375,83933.4375,0,31679.4375,3063.375,50502.9375,0,331369.3125,22.679133119787608,26.266293895274323,25.329272909059735,0,9.560160312068728,0.9244594729935953,15.240680290816005,0,25.725300075878334
18,73257.75,48124.6875,21531.375,0,23013,20329.875,18969.75,1882.6875,207109.125,35.37157042211443,23.23639168481833,10.39614985578255,0,11.111533593703319,9.816020902024476,9.159301889764635,0.9090316517922618,30.36286443358449
19,65165.625,47834.4375,26530.875,0,24024.375,19167.1875,22946.625,3385.6875,209054.8125,31.1715498058673,22.88128980527535,12.69087024724676,0,11.491902392823414,9.168498572593252,10.97636774087657,1.6195214353173524,32.157567403469045
20,114118.3125,91714.5,97690.5,0,24582.9375,9307.6875,48690.5625,0,386104.5,29.556328014825002,23.753802403235394,25.301569911772592,0,6.366912973042273,2.4106653768604094,12.610721320264332,0,21.38829967016701
21,92325.375,83432.8125,69851.8125,0,32649.1875,0,36973.6875,0,315232.875,29.287990664044795,26.467040437961938,22.15879688944245,0,10.357164524797739,0,11.729007483753083,0,22.08617200855082
22,102022.875,62242.875,24013.125,0,28823.0625,22492.6875,24959.25,239.0625,264792.9375,38.5293036752538,23.506244383878254,9.068642550181309,0,10.885132651999074,8.494443889765753,9.425950040680371,0.0902828082414396,28.831556521332374
23,133084.6875,100832.625,53646.1875,0,34959.375,13505.0625,41979.9375,0,378007.875,35.206855809551584,26.674741895258137,14.19181743237492,0,9.248319231444583,3.5726934260298147,11.10557220534096,0,23.92658486281536
24,81474.1875,52265.8125,41572.6875,0,27815.0625,21417.1875,29143.125,10224.5625,263912.625,30.871652123501104,19.804210768620862,15.752443635464578,0,10.539496736846143,8.115256896103398,11.042717262957769,3.874222576506145,30.89438826077991
25,114776.4375,67577.0625,36885.9375,0,35079.1875,23949.5625,29930.625,3436.3125,311635.125,36.830391792324434,21.68467450516048,11.836258027717511,0,11.256493471331257,7.685129364027883,9.604381085091099,1.1026717543473317,28.864282207446855
26,147735,93426.1875,44305.875,0,32104.125,23190.75,34016.0625,0,374778,39.419336247058254,24.928407617309446,11.821898563949858,0,8.566171173334613,6.187863215023294,9.076323183324527,0,23.830357571682438
27,85233.9375,56883.375,40124.8125,0,31908.375,21392.4375,25376.625,8884.125,269803.6875,31.591094358189604,21.083245943404684,14.871854744387065,0,11.82651552899921,7.928889963744473,9.405588646745237,3.2928108145297306,30.15390519060831
28,67674.375,42154.3125,36980.4375,0,26700.1875,11703.9375,27730.6875,10478.8125,223422.75,30.28983172035972,18.867511253889766,16.551777963524305,0,11.950523167403498,5.238471686522523,12.411756412451282,4.690127795848901,31.057382180697207
29,65356.875,54063,45322.3125,0,13113.5625,5619.9375,15971.0625,0,199446.75,32.769084981329605,27.10648330945478,22.724016560811343,0,6.574969258711912,2.8177633879719775,8.007682501720383,0,17.400415148404274
30,156909.9375,90136.6875,37720.125,0,31525.3125,24224.625,30768.1875,0,371284.875,42.26133302629147,24.276961861158497,10.159348667246409,0,8.49086903957507,6.524538603949326,8.286948801779227,0,23.302356445303623
31,104569.875,59066.4375,45408.9375,0,27961.875,19008.5625,31875.1875,10474.875,298365.75,35.0475465096111,19.796654776897146,15.219219196573333,0,9.371677211610246,6.370892939286765,10.683259556433672,3.5107498095877294,27.38733035564257
32,101327.625,51995.8125,41883.75,0,26585.4375,16334.4375,31825.6875,10478.8125,280431.5625,36.13274629170887,18.541355344051187,14.935462194987414,0,9.480187345174459,5.824750022565666,11.348825080985668,3.7366737205267326,27.688387134415187
33,110711.25,62396.4375,41623.875,0,25700.625,18992.25,26210.8125,9964.125,295599.375,37.45314075850126,21.108447032406616,14.081178283952731,0,8.694411143460638,6.42499666990162,8.86700538524481,3.370820726532321,24.82315733089666
34,168350.625,84288.375,48379.5,3.375,27328.5,21225.9375,20952.5625,0,370528.875,45.43522417787278,22.74812590516731,13.056877146214314,9.108601859976501e-4,7.375538546084972,5.72855151977022,5.654771844704411,0,18.759032779120467
35,142714.6875,68133.9375,49237.3125,0,30484.6875,21749.0625,31911.1875,9813.375,354044.25,40.30984474398328,19.244469441319836,13.907106950614223,0,8.610417341900058,6.143035086715855,9.01333307912782,2.7717933563389323,24.44433187464663
36,109566.5625,53433.5625,44492.625,0,35043.75,17366.0625,35623.6875,10417.5,305943.75,35.81264938407796,17.465159036587607,14.542746828461114,0,11.454311454311455,5.676227247655819,11.643868358154071,3.4050376907519766,29.78872435189767
37,86290.875,57285,34974,0,34818.75,12954.9375,32348.8125,9078.75,267751.125,32.228015848672904,21.394868088789543,13.062129991050458,0,13.004147041398987,4.8384250486342495,12.08167192574821,3.3907420557056485,30.974509744227618
38,128047.5,81531.5625,69501.9375,0,18933.1875,8263.125,19012.5,0,325289.8125,39.36412856458577,25.06428402211336,21.36615867734868,0,5.820405918798948,2.5402347944726977,5.844788022680544,0,14.205428735952191
39,94336.3125,49113.5625,36924.1875,0,38284.875,14055.75,31077,8422.3125,272214,34.655202340805396,18.042261786682538,13.564396945050586,0,14.064256430602393,5.163492693248694,11.416385637770283,3.094004165840111,31.622537385678612
