Variable,Importance,Model,n_tree
build_near_dest,100,cf_no_dins,500
build_area,16.55061474982655,cf_no_dins,500
parcel_Build_P,12.394040113723413,cf_no_dins,500
build_Mean_distroad,9.439838854496257,cf_no_dins,500
build_Mean_elev_30m,8.520608381681987,cf_no_dins,500
build_p_otherpaved_300,8.44646322654469,cf_no_dins,500
build_Mean_builddens,8.186233938179214,cf_no_dins,500
build_p_grass_300,6.047587338352526,cf_no_dins,500
build_p_tree_100,5.975737034543696,cf_no_dins,500
build_near_build,5.468860496401382,cf_no_dins,500
parcel_area,5.40016226134251,cf_no_dins,500
build_Mean_slope_30m_DEM,5.2847402929448135,cf_no_dins,500
build_p_road_300,4.771583768686929,cf_no_dins,500
build_p_soil_200,4.581954325354917,cf_no_dins,500
build_Mean_aspect_100m_DEM,4.442667898189706,cf_no_dins,500
parcel_year_built,3.185493602665078,cf_no_dins,500
build_min_dist_shrub,2.6358753428220427,cf_no_dins,500
build_p_shrub_300,2.5206539898242024,cf_no_dins,500
build_overhang_ht,2.089782287911091,cf_no_dins,500
build_min_dist_tree,0.6459538061293562,cf_no_dins,500
build_p_water_100,0.12146883145050015,cf_no_dins,500
build_WINDOWPANE,100,cf_dins,500
build_EAVES,87.86198202906583,cf_dins,500
build_near_dest,50.68331378132096,cf_dins,500
build_p_otherpaved_300,35.15644204616854,cf_dins,500
build_VENTSCREEN,24.775999582846115,cf_dins,500
build_Mean_distroad,20.72909237824219,cf_dins,500
build_ROOFCONSTR,18.576081981833724,cf_dins,500
build_FENCEATTAC,17.31735092879667,cf_dins,500
build_Mean_elev_30m,15.125599921333619,cf_dins,500
parcel_Build_P,12.956504597341677,cf_dins,500
build_Mean_builddens,11.337276909586107,cf_dins,500
build_area,10.74635826720105,cf_dins,500
build_PATIOCOVER,10.7139379278944,cf_dins,500
build_p_tree_100,9.771620448494618,cf_dins,500
build_DECKPORCHO,8.564180721453232,cf_dins,500
parcel_year_built,7.886516988667139,cf_dins,500
build_min_dist_shrub,7.460495415633284,cf_dins,500
parcel_area,6.1620521603398934,cf_dins,500
build_VEGCLEARAN,5.8266060564266144,cf_dins,500
build_p_soil_200,5.751542333097509,cf_dins,500
build_PROPANETAN,5.554726844093476,cf_dins,500
build_EXTERIORSI,4.346010733852234,cf_dins,500
build_p_shrub_300,4.238738324513899,cf_dins,500
build_p_road_300,3.5635585792188085,cf_dins,500
build_p_grass_300,3.378583402217153,cf_dins,500
build_near_build,3.280717792818754,cf_dins,500
build_Mean_slope_30m_DEM,3.132137757233809,cf_dins,500
build_Mean_aspect_100m_DEM,2.7323612190005147,cf_dins,500
build_p_water_100,0.008905797582635069,cf_dins,500
build_overhang_ht,-0.013417124707308447,cf_dins,500
build_min_dist_tree,-0.7199383154149386,cf_dins,500
build_WINDOWPANE,100,cf_dins_binary,500
build_EAVES,73.42623366954221,cf_dins_binary,500
build_p_otherpaved_300,43.48824851281723,cf_dins_binary,500
build_near_dest,42.869914441480994,cf_dins_binary,500
build_Mean_distroad,26.21507202745204,cf_dins_binary,500
build_VENTSCREEN,22.06111858899687,cf_dins_binary,500
build_min_dist_shrub,17.730683933660572,cf_dins_binary,500
build_Mean_elev_30m,17.69391873784372,cf_dins_binary,500
build_PATIOCOVER,17.474162747955926,cf_dins_binary,500
build_Mean_builddens,16.922327396862695,cf_dins_binary,500
build_ROOFCONSTR,15.747060608977428,cf_dins_binary,500
parcel_Build_P,13.11277380232346,cf_dins_binary,500
build_FENCEATTAC,12.53461796487805,cf_dins_binary,500
build_p_tree_100,11.33852930874948,cf_dins_binary,500
build_DECKPORCHO,10.102982108081141,cf_dins_binary,500
build_area,9.514114719941887,cf_dins_binary,500
parcel_year_built,8.608942071909151,cf_dins_binary,500
build_Mean_aspect_100m_DEM,6.160378573781446,cf_dins_binary,500
build_p_shrub_300,5.676360381017872,cf_dins_binary,500
build_Mean_slope_30m_DEM,5.664800847063197,cf_dins_binary,500
build_p_grass_300,5.214198292552989,cf_dins_binary,500
build_PROPANETAN,4.546507252971856,cf_dins_binary,500
parcel_area,3.917479329152481,cf_dins_binary,500
build_VEGCLEARAN,3.7015044366517036,cf_dins_binary,500
build_p_road_300,3.4874503200005726,cf_dins_binary,500
build_EXTERIORSI,3.2911349129309575,cf_dins_binary,500
build_near_build,3.1254745105725084,cf_dins_binary,500
build_p_soil_200,2.809339986288488,cf_dins_binary,500
build_overhang_ht,1.4581118102883817,cf_dins_binary,500
build_min_dist_tree,1.2748533584263892,cf_dins_binary,500
build_p_water_100,0.29831371539213974,cf_dins_binary,500
