ID_Build,ID_Parcel,Shape_Leng,Shape_Area,Fragment,damage_bin
1,2913,105.18019353600,649.36002236400,1,0
2,2913,234.89914333400,1947.72403452000,1,0
3,3305,286.81569397700,3370.67520167000,0,0
4,3416,83.98672681510,438.78054265500,0,0
5,3416,275.56451306100,3093.54490504000,1,0
6,12350,18.11157846210,11.90832970880,1,0
7,6629,43.03821946080,61.80646737730,1,0
8,2741,355.69234286000,4519.92690359000,0,0
9,8086,180.22459243600,1690.47330983000,0,0
10,2912,234.62251835300,2859.07898970000,0,0
11,8086,217.84026113700,2128.96325769000,0,0
12,10202,110.65866549600,712.78860262200,1,0
13,8651,161.56271145600,1399.79660130000,0,0
14,3111,88.69061946960,434.77132407600,0,0
15,2912,150.84773724800,1053.61860135000,0,0
16,10202,127.68626544000,572.43747204700,1,0
17,8651,535.56315592500,5742.25241789000,0,0
18,7898,262.30307349600,2266.00841946000,0,0
19,3299,276.60520009900,3031.17102527000,0,0
20,11034,577.59212483200,8468.49004777000,0,0
21,11034,132.93380502700,1071.98133398000,0,0
22,3299,138.98837898300,1134.30538418000,0,0
23,13221,353.25274010600,5610.11578093000,0,0
24,2804,447.43027327300,4814.19874620000,0,0
25,12357,240.01258189000,3087.10261365000,0,0
26,3253,388.24526576400,3651.97563619000,0,0
27,2804,89.36755460190,499.08955567500,0,0
28,10265,93.73711967010,443.96894905300,0,0
29,12889,305.90978662000,3312.98219046000,1,0
30,12060,313.62136208100,3988.55060936000,0,0
31,10265,359.98627231600,4151.23171007000,0,0
32,10265,217.88406184900,2905.93431380000,0,0
33,9749,106.53109288200,692.65299310500,0,0
34,11808,337.12395306400,4448.44998800000,0,0
35,9749,288.02886329300,3688.78808556000,0,0
36,11945,322.16612718800,5132.74489113000,0,0
37,7116,370.10264971300,3152.43132156000,0,0
38,7273,221.14744131100,2394.74383879000,0,1
39,7116,116.42147272000,499.51904082600,0,0
40,7273,108.17703351100,729.29359452800,0,0
41,3129,244.37943437100,3347.19655813000,0,0
42,6650,143.92215922300,1211.94957828000,0,0
43,3220,248.03173225400,2723.42926620000,0,0
44,11360,372.83738217200,4134.26867738000,0,1
45,3261,251.59541287100,3534.53705858000,0,0
46,7116,149.96028357000,1117.05963999000,0,0
47,3223,108.76913306600,730.58666480100,0,0
48,11360,124.98423124200,829.89742872400,0,0
49,3261,218.23340120800,2303.49451219000,0,0
50,6650,161.14391014600,1201.15512788000,0,0
51,2951,107.70626244300,718.32004567900,0,0
52,3099,426.34180905700,6447.01682123000,0,0
53,2955,566.80085146500,8829.51326785000,0,0
54,12216,107.89209500800,717.94677919700,0,0
55,3542,236.22771674400,1432.95681675000,0,0
56,2951,302.34659868000,3776.52151525000,0,1
57,2955,197.64752904800,2292.50815464000,0,0
58,2955,90.50236948110,509.39355558200,0,0
59,2951,128.16354453700,878.63368011100,0,1
60,13114,259.91325706300,2546.11148660000,0,0
61,3099,112.45346034600,790.36047022300,0,0
62,12216,85.72872753010,420.62878064200,0,0
63,3625,528.59922214400,8042.65805408000,0,0
64,13114,91.49153934140,523.08341492600,0,0
65,3625,108.21955836600,732.35164122600,0,0
66,11935,261.91942473100,3137.79758366000,0,0
67,12216,96.14011739170,509.94585544100,0,0
68,5594,281.51901338200,3155.39165858000,0,0
69,7310,82.30268617260,387.53949030800,0,0
70,12216,103.88892024400,673.40868759200,0,0
71,3027,46.51182957340,132.61163943500,0,0
