OBJECTID,IN_FID,Near_exp_dist,Near_exp_rank
10097,5049,89.621537,1
10098,5049,230.665347,2
10099,5050,0.000000,1
10100,5050,30.143939,2
10101,5051,201.844453,1
10102,5051,986.809337,2
10103,5052,0.000000,1
10104,5052,776.688463,2
10105,5053,56.611223,1
10106,5053,217.122249,2
10107,5054,0.000000,1
10108,5054,87.814124,2
10109,5055,358.898842,1
10110,5055,388.513114,2
10111,5056,339.119814,1
10112,5056,352.733063,2
10113,5057,338.253569,1
10114,5057,343.200524,2
10115,5058,152.979150,1
10116,5058,819.403122,2
10117,5059,338.363543,1
10118,5059,385.027826,2
10119,5060,400.889015,1
10120,5060,422.214793,2
10121,5061,459.486948,1
10122,5061,784.150830,2
10123,5062,0.000000,1
10124,5062,263.702833,2
10125,5063,637.929622,1
10126,5063,893.466353,2
10127,5064,10.304440,1
10128,5064,770.821164,2
10129,5065,450.105379,1
10130,5065,772.812600,2
10131,5066,77.254990,1
10132,5066,127.732743,2
10133,5067,433.729663,1
10134,5067,762.075914,2
10135,5068,56.726202,1
10136,5068,358.879319,2
10137,5069,198.249096,1
10138,5069,213.037130,2
10139,5070,259.284252,1
10140,5070,263.920858,2
10141,5071,34.570019,1
10142,5071,276.599642,2
10143,5072,0.000000,1
10144,5072,87.814124,2
10145,5073,419.744114,1
10146,5073,642.996219,2
10147,5074,0.000000,1
10148,5074,263.702833,2
10149,5075,346.030557,1
10150,5075,674.169592,2
10151,5076,91.052946,1
10152,5076,140.675929,2
10153,5077,459.990658,1
10154,5077,484.557786,2
10155,5078,408.161016,1
10156,5078,419.686596,2
10157,5079,1191.279039,1
10158,5079,1388.721235,2
10159,5080,0.000000,1
10160,5080,781.598395,2
10161,5081,26.929855,1
10162,5081,261.572167,2
10163,5082,0.000000,1
10164,5082,53.632170,2
10165,5083,0.000000,1
10166,5083,1072.943833,2
10167,5084,0.000000,1
10168,5084,616.991169,2
10169,5085,560.334726,1
10170,5085,771.914334,2
10171,5086,0.000000,1
10172,5086,335.748765,2
10173,5087,256.592116,1
10174,5087,589.361366,2
10175,5088,0.000000,1
10176,5088,53.632170,2
10177,5089,444.174113,1
10178,5089,451.617990,2
10179,5090,581.801766,1
10180,5090,661.423792,2
10181,5091,410.399520,1
10182,5091,651.755757,2
10183,5092,0.000000,1
10184,5092,2.981593,2
10185,5093,393.516133,1
10186,5093,437.683110,2
10187,5094,119.889335,1
10188,5094,588.187006,2
10189,5095,361.974062,1
10190,5095,385.315549,2
10191,5096,368.567057,1
10192,5096,378.350517,2
10193,5097,305.336982,1
10194,5097,364.511477,2
10195,5098,11091.489350,1
10196,5098,11105.848400,2
10197,5099,1423.996587,1
10198,5099,1666.859706,2
10199,5100,38.962820,1
10200,5100,293.152838,2
10201,5101,0.000000,1
10202,5101,2.981593,2
10203,5102,495.745119,1
10204,5102,576.128534,2
10205,5103,206.264897,1
10206,5103,393.320301,2
10207,5104,391.218534,1
10208,5104,447.735560,2
10209,5105,526.155012,1
10210,5105,560.339450,2
10211,5106,0.000000,1
10212,5106,178.107572,2
10213,5107,247.500727,1
10214,5107,350.248856,2
10215,5108,0.000000,1
10216,5108,318.957041,2
10217,5109,103.858212,1
10218,5109,181.749559,2
10219,5110,368.768707,1
10220,5110,381.820398,2
10221,5111,135.420157,1
10222,5111,145.066037,2
10223,5112,11165.130350,1
10224,5112,11180.151280,2
10225,5113,487.941067,1
10226,5113,542.267547,2
10227,5114,4.018691,1
10228,5114,224.361014,2
10229,5115,101.253903,1
10230,5115,182.617854,2
10231,5116,68.875793,1
10232,5116,129.135855,2
10233,5117,493.609542,1
10234,5117,516.246262,2
10235,5118,0.000000,1
10236,5118,23.464425,2
10237,5119,9.516401,1
10238,5119,340.998982,2
10239,5120,95.719157,1
10240,5120,179.202970,2
10241,5121,138.037744,1
10242,5121,384.764041,2
10243,5122,52.881099,1
10244,5122,298.749340,2
10245,5123,242.713680,1
10246,5123,416.003766,2
10247,5124,0.000000,1
10248,5124,200.577793,2
10249,5125,202.170015,1
10250,5125,390.324798,2
10251,5126,0.000000,1
10252,5126,23.464425,2
10253,5127,67.129673,1
10254,5127,324.825749,2
10255,5128,0.000000,1
10256,5128,152.782036,2
10257,5129,589.026220,1
10258,5129,601.336398,2
10259,5130,0.000000,1
10260,5130,296.058656,2
10261,5131,1.856591,1
10262,5131,176.208063,2
10263,5132,388.104190,1
10264,5132,406.767294,2
10265,5133,70.484362,1
10266,5133,262.188675,2
10267,5134,500.187297,1
10268,5134,540.579753,2
10269,5135,31.764235,1
10270,5135,135.186274,2
10271,5136,613.421281,1
10272,5136,669.873525,2
10273,5137,0.000000,1
10274,5137,56.370738,2
10275,5138,0.000000,1
10276,5138,151.422900,2
10277,5139,112.483306,1
10278,5139,116.336149,2
10279,5140,159.807732,1
10280,5140,473.475309,2
10281,5141,172.389925,1
10282,5141,212.754452,2
10283,5142,18.400473,1
10284,5142,200.981981,2
10285,5143,367.917987,1
10286,5143,422.519900,2
10287,5144,700.289437,1
10288,5144,768.647446,2
10289,5145,0.000000,1
10290,5145,56.370738,2
10291,5146,140.283958,1
10292,5146,236.000153,2
10293,5147,2.061623,1
10294,5147,182.352083,2
10295,5148,230.166181,1
10296,5148,373.040222,2
10297,5149,551.386184,1
10298,5149,708.394495,2
10299,5150,0.000000,1
10300,5150,152.782036,2
10301,5151,270.776880,1
10302,5151,455.847804,2
10303,5152,36.960201,1
10304,5152,168.947238,2
10305,5153,0.000000,1
10306,5153,185.679665,2
10307,5154,86.983259,1
10308,5154,208.339183,2
10309,5155,13.391902,1
10310,5155,109.112535,2
10311,5156,1222.031545,1
10312,5156,1736.123706,2
10313,5157,148.963979,1
10314,5157,288.728704,2
10315,5158,137.136771,1
10316,5158,211.532971,2
10317,5159,102.742871,1
10318,5159,128.452918,2
10319,5160,718.952731,1
10320,5160,782.981125,2
10321,5161,111.039015,1
10322,5161,515.115916,2
10323,5162,364.440911,1
10324,5162,414.876117,2
10325,5163,0.000000,1
10326,5163,151.422900,2
10327,5164,18.082921,1
10328,5164,95.808017,2
10329,5165,0.000000,1
10330,5165,622.624380,2
10331,5166,0.000000,1
10332,5166,398.707843,2
10333,5167,4.751953,1
10334,5167,159.805174,2
10335,5168,332.543477,1
10336,5168,494.160180,2
10337,5169,20.533195,1
10338,5169,172.928529,2
10339,5170,173.142928,1
10340,5170,325.943124,2
10341,5171,0.000000,1
10342,5171,76.389361,2
10343,5172,0.000000,1
10344,5172,10.240360,2
10345,5173,387.156514,1
10346,5173,532.848536,2
10347,5174,0.000000,1
10348,5174,93.925541,2
10349,5175,1013.137521,1
10350,5175,1094.090178,2
10351,5176,58.305870,1
10352,5176,121.221706,2
10353,5177,961.586396,1
10354,5177,974.064606,2
10355,5178,553.260467,1
10356,5178,644.999684,2
10357,5179,954.661686,1
10358,5179,957.144455,2
10359,5180,0.000000,1
10360,5180,17.998738,2
10361,5181,0.000000,1
10362,5181,170.559329,2
10363,5182,905.334541,1
10364,5182,945.216215,2
10365,5183,627.100655,1
10366,5183,704.586372,2
10367,5184,0.000000,1
10368,5184,76.389361,2
10369,5185,0.000000,1
10370,5185,10.240360,2
10371,5186,176.623742,1
10372,5186,243.446943,2
10373,5187,86.270968,1
10374,5187,203.014262,2
10375,5188,0.000000,1
10376,5188,11.059001,2
10377,5189,1016.503785,1
10378,5189,1022.630536,2
10379,5190,636.708726,1
10380,5190,735.196932,2
10381,5191,1086.988676,1
10382,5191,1092.024878,2
10383,5192,546.049819,1
10384,5192,736.569168,2
10385,5193,117.138195,1
10386,5193,260.435437,2
10387,5194,0.000000,1
10388,5194,185.679665,2
10389,5195,55.473475,1
10390,5195,267.505640,2
10391,5196,0.000000,1
10392,5196,11.059001,2
10393,5197,113.025723,1
10394,5197,197.410038,2
10395,5198,0.000000,1
10396,5198,166.376766,2
10397,5199,612.953691,1
10398,5199,665.642540,2
10399,5200,975.560463,1
10400,5200,1019.673452,2
10401,5201,0.000000,1
10402,5201,166.376766,2
10403,5202,1027.787599,1
10404,5202,1098.027978,2
10405,5203,96.794654,1
10406,5203,116.420822,2
10407,5204,28.200302,1
10408,5204,130.216278,2
10409,5205,0.000000,1
10410,5205,170.559329,2
10411,5206,0.000000,1
10412,5206,137.399194,2
10413,5207,97.901482,1
10414,5207,312.949036,2
10415,5208,141.607972,1
10416,5208,341.648193,2
10417,5209,214.357447,1
10418,5209,297.025056,2
10419,5210,0.000000,1
10420,5210,19.842580,2
10421,5211,0.000000,1
10422,5211,16.685769,2
10423,5212,1103.135158,1
10424,5212,1158.047485,2
10425,5213,1117.313864,1
10426,5213,1153.061527,2
10427,5214,353.196240,1
10428,5214,445.953655,2
10429,5215,219.367609,1
10430,5215,350.995859,2
10431,5216,1134.352547,1
10432,5216,1141.755655,2
10433,5217,1147.309935,1
10434,5217,1205.442964,2
10435,5218,955.794450,1
10436,5218,1039.819839,2
10437,5219,0.000000,1
10438,5219,16.685769,2
10439,5220,109.092171,1
10440,5220,361.316172,2
10441,5221,4.617396,1
10442,5221,32.785934,2
10443,5222,867.861464,1
10444,5222,995.807416,2
10445,5223,0.000000,1
10446,5223,96.180923,2
10447,5224,333.405762,1
10448,5224,647.092204,2
10449,5225,665.732510,1
10450,5225,939.608417,2
10451,5226,0.000000,1
10452,5226,862.301021,2
10453,5227,0.000000,1
10454,5227,77.233899,2
10455,5228,1068.175080,1
10456,5228,1214.826261,2
10457,5229,1047.022638,1
10458,5229,1188.913900,2
10459,5230,1097.084109,1
10460,5230,1168.994886,2
10461,5231,1139.493087,1
10462,5231,1177.704189,2
10463,5232,377.578972,1
10464,5232,416.564725,2
10465,5233,1050.882240,1
10466,5233,1362.491590,2
10467,5234,1046.025406,1
10468,5234,1227.604567,2
10469,5235,1023.991374,1
10470,5235,1196.652181,2
10471,5236,80.061591,1
10472,5236,269.574532,2
10473,5237,1027.104460,1
10474,5237,1211.036328,2
10475,5238,1152.436719,1
10476,5238,1244.069822,2
10477,5239,996.379115,1
10478,5239,1167.932164,2
10479,5240,1300.389088,1
10480,5240,1374.458000,2
10481,5241,0.000000,1
10482,5241,96.180923,2
10483,5242,1003.269974,1
10484,5242,1185.823736,2
10485,5243,10760.304440,1
10486,5243,10777.621840,2
10487,5244,1064.076885,1
10488,5244,1275.919829,2
10489,5245,971.726309,1
10490,5245,1144.826938,2
10491,5246,952.338981,1
10492,5246,1120.547558,2
10493,5247,1013.692755,1
10494,5247,1206.350070,2
10495,5248,979.393145,1
10496,5248,1163.255742,2
10497,5249,395.930272,1
10498,5249,741.980994,2
10499,5250,1026.743874,1
10500,5250,1229.051197,2
10501,5251,295.070520,1
10502,5251,586.839819,2
10503,5252,952.848280,1
10504,5252,1126.888287,2
10505,5253,6.514397,1
10506,5253,1862.982134,2
10507,5254,94.776801,1
10508,5254,282.709469,2
10509,5255,1041.065877,1
10510,5255,1252.488724,2
10511,5256,0.000000,1
10512,5256,111.079810,2
10513,5257,992.483248,1
10514,5257,1189.399836,2
10515,5258,961.952002,1
10516,5258,1147.207280,2
10517,5259,1004.904717,1
10518,5259,1210.171283,2
10519,5260,369.694412,1
10520,5260,711.201194,2
10521,5261,977.219295,1
10522,5261,1175.424035,2
10523,5262,1018.157657,1
10524,5262,1231.288211,2
10525,5263,0.000000,1
10526,5263,1880.215521,2
10527,5264,917.943862,1
10528,5264,1094.199233,2
10529,5265,1042.921799,1
10530,5265,1266.326513,2
10531,5266,987.525902,1
10532,5266,1193.516466,2
10533,5267,927.190624,1
10534,5267,1114.786732,2
10535,5268,901.525439,1
10536,5268,1079.107205,2
10537,5269,768.692259,1
10538,5269,817.707976,2
10539,5270,942.606800,1
10540,5270,1144.582008,2
10541,5271,873.629728,1
10542,5271,1046.932565,2
10543,5272,909.558893,1
10544,5272,1098.666181,2
10545,5273,88.529872,1
10546,5273,1900.785366,2
10547,5274,615.526348,1
10548,5274,619.012643,2
10549,5275,721.013399,1
10550,5275,793.805176,2
10551,5276,953.910975,1
10552,5276,1163.731500,2
10553,5277,878.306810,1
10554,5277,1057.633796,2
10555,5278,925.831542,1
10556,5278,1129.463724,2
10557,5279,997.877188,1
10558,5279,1225.519783,2
10559,5280,886.787975,1
10560,5280,1077.433100,2
10561,5281,970.405266,1
10562,5281,1189.302973,2
10563,5282,936.906908,1
10564,5282,1147.254049,2
10565,5283,278.075955,1
10566,5283,1859.434988,2
10567,5284,762.003067,1
10568,5284,792.125155,2
10569,5285,67.648760,1
10570,5285,1910.799121,2
10571,5286,951.995198,1
10572,5286,1171.543661,2
10573,5287,900.799400,1
10574,5287,1104.721580,2
10575,5288,199.632569,1
10576,5288,370.010425,2
10577,5289,200.608392,1
10578,5289,378.085543,2
10579,5290,190.091173,1
10580,5290,258.812916,2
10581,5291,1172.989389,1
10582,5291,1349.921700,2
10583,5292,914.375989,1
10584,5292,1128.273591,2
10585,5293,612.720698,1
10586,5293,643.207764,2
10587,5294,930.718200,1
10588,5294,1153.424528,2
10589,5295,952.372112,1
10590,5295,1184.326103,2
10591,5296,1334.353716,1
10592,5296,1334.400300,2
10593,5297,1057.155991,1
10594,5297,1296.932114,2
10595,5298,256.711805,1
10596,5298,585.697150,2
10597,5299,1140.217636,1
10598,5299,1383.533647,2
10599,5300,468.155719,1
10600,5300,563.469475,2
10601,5301,1180.725737,1
10602,5301,1364.293514,2
10603,5302,1296.771032,1
10604,5302,1324.731903,2
10605,5303,643.770034,1
10606,5303,722.894461,2
10607,5304,1225.860489,1
10608,5304,1379.684541,2
10609,5305,707.247034,1
10610,5305,726.733196,2
10611,5306,846.671842,1
10612,5306,1070.798867,2
10613,5307,1651.651950,1
10614,5307,2042.794930,2
10615,5308,10231.445970,1
10616,5308,10248.313510,2
10617,5309,645.834121,1
10618,5309,710.592948,2
10619,5310,344.486663,1
10620,5310,495.885112,2
10621,5311,764.866438,1
10622,5311,979.008443,2
10623,5312,3942.395339,1
10624,5312,3999.650182,2
10643,5313,367.237331,1
10644,5313,557.486764,2
10645,5314,1038.332642,1
10646,5314,1560.594711,2
10647,5315,208.330657,1
10648,5315,474.724945,2
10649,5316,108.413794,1
10650,5316,328.844554,2
10651,5317,10729.711390,1
10652,5317,10748.071250,2
10653,5318,711.324468,1
10654,5318,747.282407,2
10655,5319,10639.431840,1
10656,5319,10657.578340,2
10657,5320,769.225950,1
10658,5320,1000.332937,2
10659,5321,364.860444,1
10660,5321,696.183646,2
10661,5322,0.000000,1
10662,5322,669.362217,2
10663,5323,773.370683,1
10664,5323,795.354412,2
10665,5324,1207.579770,1
10666,5324,1379.908606,2
10667,5325,477.725881,1
10668,5325,668.593608,2
10669,5326,10506.056680,1
10670,5326,10524.028820,2
10671,5327,563.902940,1
10672,5327,601.756325,2
10673,5328,515.806029,1
10674,5328,706.620816,2
10675,5329,483.021332,1
10676,5329,672.946059,2
10677,5330,157.839999,1
10678,5330,361.082774,2
10679,5331,33.853009,1
10680,5331,380.236108,2
10681,5332,0.000000,1
10682,5332,325.855329,2
10683,5333,0.000000,1
10684,5333,1056.903617,2
10685,5334,376.820605,1
10686,5334,640.111961,2
10687,5335,575.372799,1
10688,5335,804.601950,2
10689,5336,164.512134,1
10690,5336,781.779949,2
10691,5337,27.406069,1
10692,5337,331.614019,2
10693,5338,479.801952,1
10694,5338,483.005300,2
10695,5339,609.568212,1
10696,5339,800.417495,2
10697,5340,0.000000,1
10698,5340,312.332649,2
10699,5341,507.383521,1
10700,5341,760.310364,2
10701,5342,672.200729,1
10702,5342,863.011841,2
10703,5343,734.843969,1
10704,5343,925.479794,2
10705,5344,1800.210873,1
10706,5344,1814.790779,2
10707,5345,653.695220,1
10708,5345,697.290870,2
10709,5346,784.772332,1
10710,5346,975.323581,2
10711,5347,1803.484509,1
10712,5347,1811.197027,2
10713,5348,0.000000,1
10714,5348,38.525180,2
10715,5349,0.000000,1
10716,5349,38.525180,2
10717,5350,594.298338,1
10718,5350,746.374213,2
10719,5351,0.000000,1
10720,5351,10.754407,2
10721,5352,0.000000,1
10722,5352,22.235231,2
10723,5353,159.656882,1
10724,5353,180.115807,2
10725,5354,47.742775,1
10726,5354,103.239542,2
10625,5355,0.000000,1
10626,5355,0.000000,1
10627,5356,0.000000,1
10628,5356,0.000000,1
10727,5357,0.000000,1
10728,5357,10.754407,2
10729,5358,44.811827,1
10730,5358,155.777137,2
10731,5359,1613.717853,1
10732,5359,1620.105837,2
10733,5360,0.000000,1
10734,5360,312.332649,2
10735,5361,173.631241,1
10736,5361,174.524371,2
10737,5362,117.763816,1
10738,5362,206.546959,2
10739,5363,461.931539,1
10740,5363,487.291787,2
10741,5364,426.719197,1
10742,5364,442.554101,2
10743,5365,220.970791,1
10744,5365,311.498974,2
10745,5366,58.067894,1
10746,5366,328.436256,2
10747,5367,157.921811,1
10748,5367,415.501466,2
10749,5368,848.399459,1
10750,5368,1263.402435,2
10751,5369,0.000000,1
10752,5369,198.640054,2
10753,5370,145.264967,1
10754,5370,273.282886,2
10755,5371,9072.223635,1
10756,5371,9088.789378,2
10757,5372,157.695321,1
10758,5372,232.879553,2
10759,5373,138.131126,1
10760,5373,138.131126,1
10761,5374,106.513681,1
10762,5374,244.572370,2
10763,5375,36.661598,1
10764,5375,198.013521,2
10765,5376,0.000000,1
10766,5376,198.640054,2
10767,5377,62.861057,1
10768,5377,168.104967,2
10769,5378,983.987777,1
10770,5378,1305.168085,2
10771,5379,16.153057,1
10772,5379,153.233242,2
10773,5380,48.699604,1
10774,5380,187.315754,2
10775,5381,867.822320,1
10776,5381,1152.828319,2
10777,5382,417.315680,1
10778,5382,515.856811,2
10779,5383,32.825838,1
10780,5383,91.057620,2
10781,5384,245.709949,1
10782,5384,348.109664,2
10783,5385,0.000000,1
10784,5385,121.411580,2
10785,5386,1546.775663,1
10786,5386,1580.038298,2
10787,5387,1560.269077,1
10788,5387,1615.571612,2
10789,5388,49.957971,1
10790,5388,123.313675,2
10791,5389,1117.776928,1
10792,5389,1121.942662,2
10629,5390,0.000000,1
10630,5390,0.000000,1
10631,5391,0.000000,1
10632,5391,0.000000,1
10793,5392,515.742206,1
10794,5392,552.597493,2
10795,5393,0.000000,1
10796,5393,121.411580,2
10797,5394,457.694254,1
10798,5394,918.138678,2
10799,5395,2.736850,1
10800,5395,189.612768,2
10801,5396,23.415432,1
10802,5396,707.854881,2
10803,5397,0.000000,1
10804,5397,264.391196,2
10805,5398,568.152131,1
10806,5398,1017.591774,2
10807,5399,0.000000,1
10808,5399,719.747733,2
10809,5400,708.947551,1
10810,5400,874.650405,2
10811,5401,228.798113,1
10812,5401,681.965978,2
10813,5402,534.994520,1
10814,5402,972.626637,2
10815,5403,195.819542,1
10816,5403,483.080260,2
10817,5404,0.000000,1
10818,5404,390.591052,2
10819,5405,62.360805,1
10820,5405,614.831859,2
10821,5406,20.985974,1
10822,5406,503.949591,2
10823,5407,110.876416,1
10824,5407,649.438680,2
10825,5408,0.000000,1
10826,5408,264.391196,2
10827,5409,316.080696,1
10828,5409,352.797827,2
10829,5410,8167.564187,1
10830,5410,8184.209144,2
10831,5411,337.719029,1
10832,5411,780.334550,2
10833,5412,268.362269,1
10834,5412,672.755464,2
10835,5413,994.875841,1
10836,5413,1132.316187,2
10837,5414,641.277812,1
10838,5414,706.769854,2
10839,5415,310.747067,1
10840,5415,736.452731,2
10841,5416,860.668354,1
10842,5416,977.611286,2
10843,5417,540.456521,1
10844,5417,544.093084,2
10845,5418,658.363022,1
10846,5418,967.033918,2
10847,5419,9157.151695,1
10848,5419,9177.311794,2
10849,5420,512.629487,1
10850,5420,512.878261,2
10851,5421,9561.421217,1
10852,5421,9582.506425,2
10853,5422,0.000000,1
10854,5422,313.285194,2
10855,5423,1.025549,1
10856,5423,569.608820,2
10857,5424,9559.135959,1
10858,5424,9580.468756,2
10859,5425,0.000000,1
10860,5425,520.050287,2
10861,5426,517.704143,1
10862,5426,718.668369,2
10863,5427,75.144128,1
10864,5427,496.082969,2
10865,5428,31.990616,1
10866,5428,506.510118,2
10867,5429,118.595231,1
10868,5429,238.376918,2
10869,5430,404.368767,1
10870,5430,538.298077,2
10871,5431,0.000000,1
10872,5431,174.968849,2
10873,5432,0.000000,1
10874,5432,393.913102,2
10875,5433,9233.383291,1
10876,5433,9254.670748,2
10877,5434,146.941779,1
10878,5434,370.788542,2
10879,5435,20.232316,1
10880,5435,191.591173,2
10881,5436,124.969296,1
10882,5436,733.245483,2
10883,5437,131.781508,1
10884,5437,538.811621,2
10885,5438,164.908738,1
10886,5438,1070.220032,2
10887,5439,0.000000,1
10888,5439,153.070724,2
10889,5440,197.926322,1
10890,5440,848.455499,2
10891,5441,0.000000,1
10892,5441,417.665029,2
10893,5442,226.442752,1
10894,5442,421.347362,2
10895,5443,119.126449,1
10896,5443,249.269251,2
10897,5444,0.000000,1
10898,5444,63.040711,2
10899,5445,2.285587,1
10900,5445,685.645480,2
10901,5446,0.000000,1
10902,5446,174.968849,2
10903,5447,449.645336,1
10904,5447,530.196697,2
10905,5448,0.000000,1
10906,5448,46.054371,2
10907,5449,66.547292,1
10908,5449,263.685133,2
10909,5450,0.000000,1
10910,5450,665.098059,2
10911,5451,176.799855,1
10912,5451,482.438457,2
10913,5452,56.954492,1
10914,5452,285.589425,2
10915,5453,69.066289,1
10916,5453,296.440500,2
10917,5454,79.106473,1
10918,5454,303.309946,2
10919,5455,14.521371,1
10920,5455,1165.227083,2
10921,5456,82.843272,1
10922,5456,310.423345,2
10923,5457,8.604557,1
10924,5457,629.709237,2
10925,5458,0.000000,1
10926,5458,99.821992,2
10927,5459,0.000000,1
10928,5459,46.054371,2
10929,5460,0.000000,1
10930,5460,16.361272,2
10931,5461,21.093402,1
10932,5461,701.276551,2
10933,5462,0.000000,1
10934,5462,92.942827,2
10935,5463,0.000000,1
10936,5463,1199.921231,2
10937,5464,4.689592,1
10938,5464,20.997275,2
10939,5465,28.363201,1
10940,5465,109.316202,2
10941,5466,0.000000,1
10942,5466,16.361272,2
10943,5467,6.459654,1
10944,5467,37.368702,2
10945,5468,0.000000,1
10946,5468,58.984699,2
10947,5469,18.071524,1
10948,5469,120.991884,2
10949,5470,28.100560,1
10950,5470,54.478884,2
10951,5471,0.000000,1
10952,5471,58.984699,2
10953,5472,136.164860,1
10954,5472,536.950975,2
10955,5473,0.000000,1
10956,5473,28.246689,2
10957,5474,0.000000,1
10958,5474,48.722189,2
10959,5475,0.000000,1
10960,5475,87.218839,2
10961,5476,0.000000,1
10962,5476,92.942827,2
10963,5477,190.923366,1
10964,5477,853.470225,2
10965,5478,0.000000,1
10966,5478,64.637189,2
10967,5479,83.406787,1
10968,5479,165.337433,2
10969,5480,17.681540,1
10970,5480,38.024167,2
10971,5481,0.000000,1
10972,5481,63.112022,2
10973,5482,0.000000,1
10974,5482,509.920432,2
10975,5483,0.000000,1
10976,5483,64.637189,2
10977,5484,10.321906,1
10978,5484,96.062894,2
10979,5485,55.388225,1
10980,5485,193.516512,2
10981,5486,0.000000,1
10982,5486,48.722189,2
10983,5487,52.882600,1
10984,5487,84.588493,2
10985,5488,0.000000,1
10986,5488,213.565635,2
10987,5489,295.105808,1
10988,5489,644.537385,2
10989,5490,83.311055,1
10990,5490,221.571237,2
10991,5491,145.503085,1
10992,5491,168.840026,2
10993,5492,0.000000,1
10994,5492,2612.241916,2
10995,5493,82.865258,1
10996,5493,221.441186,2
10997,5494,0.000000,1
10998,5494,90.900602,2
10999,5495,186.121602,1
11000,5495,270.467576,2
11001,5496,172.401059,1
11002,5496,237.029425,2
11003,5497,80.235213,1
11004,5497,224.052806,2
11005,5498,1.474416,1
11006,5498,66.946591,2
11007,5499,359.284599,1
11008,5499,856.673102,2
11009,5500,0.000000,1
11010,5500,62.060108,2
11011,5501,94.174440,1
11012,5501,2671.896933,2
11013,5502,19.152498,1
11014,5502,101.970308,2
11015,5503,0.000000,1
11016,5503,58.716211,2
11017,5504,0.000000,1
11018,5504,224.765507,2
11019,5505,0.000000,1
11020,5505,9.560675,2
11021,5506,17.646239,1
11022,5506,120.203728,2
11023,5507,0.000000,1
11024,5507,21.494106,2
11025,5508,0.000000,1
11026,5508,62.060108,2
11027,5509,165.760649,1
11028,5509,2808.787514,2
11029,5510,0.000000,1
11030,5510,8.974044,2
11031,5511,0.000000,1
11032,5511,8.974044,2
11033,5512,0.000000,1
11034,5512,21.494106,2
11035,5513,616.719113,1
11036,5513,3106.673290,2
11037,5514,83.238997,1
11038,5514,144.140867,2
11039,5515,79.106213,1
11040,5515,138.182948,2
11041,5516,107.368602,1
11042,5516,108.592148,2
11043,5517,73.923742,1
11044,5517,140.110115,2
11045,5518,106.714432,1
11046,5518,107.709941,2
11047,5519,116.431422,1
11048,5519,158.630938,2
11049,5520,314.003864,1
11050,5520,2971.222918,2
11051,5521,109.552020,1
11052,5521,143.719713,2
11053,5522,93.700019,1
11054,5522,185.537073,2
11055,5523,745.823791,1
11056,5523,3182.626825,2
11057,5524,576.774709,1
11058,5524,3137.588315,2
11059,5525,148.476837,1
11060,5525,154.841457,2
11061,5526,0.000000,1
11062,5526,1290.814070,2
11063,5527,709.558520,1
11064,5527,3268.183862,2
11065,5528,0.000000,1
11066,5528,620.258404,2
11067,5529,235.986601,1
11068,5529,259.719019,2
11069,5530,9.476967,1
11070,5530,109.678549,2
11071,5531,0.000000,1
11072,5531,95.770716,2
11073,5532,30.899915,1
11074,5532,147.164261,2
11075,5533,0.000000,1
11076,5533,54.371063,2
11077,5534,50.421358,1
11078,5534,165.193026,2
11079,5535,0.000000,1
11080,5535,95.770716,2
11081,5536,5094.175262,1
11082,5536,5104.874392,2
11083,5537,0.000000,1
11084,5537,54.371063,2
11085,5538,655.384597,1
11086,5538,667.412639,2
11087,5539,556.520384,1
11088,5539,1398.073384,2
11089,5540,745.988586,1
11090,5540,756.474491,2
11091,5541,543.479371,1
11092,5541,1348.469852,2
11093,5542,30.890408,1
11094,5542,173.438989,2
11095,5543,57.403445,1
11096,5543,76.598847,2
11097,5544,13.635033,1
11098,5544,63.166220,2
11099,5545,64.452298,1
11100,5545,68.328317,2
11101,5546,8073.298115,1
11102,5546,8095.801719,2
11103,5547,743.364343,1
11104,5547,764.830720,2
11105,5548,640.060559,1
11106,5548,673.085787,2
11107,5549,0.000000,1
11108,5549,73.032791,2
11109,5550,0.000000,1
11110,5550,32.625082,2
11111,5551,35.766568,1
11112,5551,64.628191,2
11113,5552,681.006582,1
11114,5552,717.447023,2
11115,5553,417.354481,1
11116,5553,1366.922165,2
11117,5554,0.000000,1
11118,5554,67.286421,2
11119,5555,0.000000,1
11120,5555,7.509523,2
11121,5556,0.000000,1
11122,5556,32.625082,2
11123,5557,832.697629,1
11124,5557,849.230271,2
11125,5558,772.475426,1
11126,5558,956.931142,2
11127,5559,357.367573,1
11128,5559,1369.827162,2
11129,5560,0.000000,1
11130,5560,1.584735,2
11131,5561,0.000000,1
11132,5561,709.955659,2
11133,5562,0.000000,1
11134,5562,32.876242,2
11135,5563,641.926777,1
11136,5563,726.017807,2
11137,5564,620.123247,1
11138,5564,660.784442,2
11139,5565,0.000000,1
11140,5565,1.584735,2
11141,5566,1232.670226,1
11142,5566,1324.492568,2
11143,5567,806.867260,1
11144,5567,849.209480,2
11145,5568,0.000000,1
11146,5568,2.503977,2
11147,5569,9.791507,1
11148,5569,14.416545,2
11149,5570,0.000000,1
11150,5570,32.876242,2
11151,5571,694.950182,1
11152,5571,1038.817541,2
11153,5572,0.000000,1
11154,5572,26.315802,2
11155,5573,259.681856,1
11156,5573,1267.866462,2
11157,5574,0.000000,1
11158,5574,37.209514,2
11159,5575,104.702826,1
11160,5575,108.617909,2
11161,5576,712.071233,1
11162,5576,758.800426,2
11163,5577,0.000000,1
11164,5577,53.363720,2
11165,5578,5327.410401,1
11166,5578,5345.592757,2
