OBJECTID,IN_FID,Near_exp_dist,Near_exp_rank
5335,2668,21.531429,1
5336,2668,44.855807,2
5337,2669,438.786160,1
5338,2669,497.070726,2
5339,2670,2519.532289,1
5340,2670,2867.482709,2
5341,2671,562.664911,1
5342,2671,565.863651,2
5343,2672,0.000000,1
5344,2672,64.886097,2
5345,2673,2478.508447,1
5346,2673,2821.337582,2
5347,2674,59.424530,1
5348,2674,136.780312,2
5349,2675,101.854552,1
5350,2675,989.972566,2
5351,2676,292.776356,1
5352,2676,349.443892,2
5353,2677,1173.022662,1
5354,2677,1211.899913,2
5355,2678,1088.380362,1
5356,2678,1122.636193,2
5357,2679,697.712942,1
5358,2679,778.488005,2
5359,2680,538.611007,1
5360,2680,577.888420,2
5361,2681,1187.009760,1
5362,2681,1227.486745,2
5363,2682,1098.567391,1
5364,2682,1134.383692,2
5365,2683,187.499696,1
5366,2683,896.189091,2
5367,2684,1118.666402,1
5368,2684,1156.514672,2
5369,2685,367.073907,1
5370,2685,686.506121,2
5371,2686,1136.648227,1
5372,2686,1176.504449,2
5373,2687,206.220877,1
5374,2687,852.162320,2
5375,2688,0.000000,1
5376,2688,113.273903,2
5377,2689,40.409465,1
5378,2689,103.176011,2
5379,2690,380.448413,1
5380,2690,411.541436,2
5381,2691,693.611350,1
5382,2691,733.455887,2
5383,2692,206.415537,1
5384,2692,868.109264,2
5385,2693,1146.876949,1
5386,2693,1188.095308,2
5387,2694,677.815992,1
5388,2694,842.338864,2
5389,2695,186.578841,1
5390,2695,196.864713,2
5391,2696,22.294616,1
5392,2696,23.798152,2
5393,2697,421.034577,1
5394,2697,438.477226,2
5395,2698,0.000000,1
5396,2698,8.287374,2
5397,2699,15.494665,1
5398,2699,76.011186,2
5399,2700,293.322814,1
5400,2700,608.223695,2
5401,2701,0.000000,1
5402,2701,39.041483,2
5403,2702,311.261772,1
5404,2702,325.097184,2
5405,2703,602.634799,1
5406,2703,662.940255,2
5407,2704,143.299911,1
5408,2704,143.882776,2
5409,2705,42.409734,1
5410,2705,85.214662,2
5411,2706,0.000000,1
5412,2706,105.028252,2
5413,2707,1203.264190,1
5414,2707,1248.645054,2
5415,2708,470.362725,1
5416,2708,490.081846,2
5417,2709,250.616748,1
5418,2709,449.104716,2
5419,2710,1256.755858,1
5420,2710,1305.627008,2
5421,2711,0.000000,1
5422,2711,17.253619,2
5423,2712,193.072870,1
5424,2712,217.489133,2
5425,2713,0.000000,1
5426,2713,8.287374,2
5427,2714,54.035085,1
5428,2714,249.330687,2
5429,2715,1810.521441,1
5430,2715,1953.079802,2
5431,2716,0.000000,1
5432,2716,17.253619,2
5433,2717,151.865955,1
5434,2717,348.969293,2
5435,2718,699.947901,1
5436,2718,735.798180,2
5437,2719,1433.162741,1
5438,2719,1470.264491,2
5439,2720,555.393816,1
5440,2720,583.087768,2
5441,2721,1841.533811,1
5442,2721,1985.689854,2
5443,2722,1726.946043,1
5444,2722,1807.345003,2
5445,2723,0.000000,1
5446,2723,107.049278,2
5447,2724,1773.271438,1
5448,2724,1890.548852,2
5449,2725,0.000000,1
5450,2725,105.028252,2
5451,2726,0.000000,1
5452,2726,113.273903,2
5453,2727,1278.173794,1
5454,2727,1328.336773,2
5455,2728,0.000000,1
5456,2728,76.270105,2
5457,2729,658.693739,1
5458,2729,682.628708,2
5459,2730,0.000000,1
5460,2730,39.041483,2
5461,2731,29.184244,1
5462,2731,69.893392,2
5463,2732,377.577108,1
5464,2732,480.646029,2
5465,2733,1361.996820,1
5466,2733,1386.093041,2
5467,2734,1827.479298,1
5468,2734,2014.289777,2
5469,2735,23.129253,1
5470,2735,43.728275,2
5471,2736,457.444453,1
5472,2736,888.554703,2
5473,2737,346.880435,1
5474,2737,367.280772,2
5475,2738,570.054487,1
5476,2738,708.017621,2
5477,2739,277.314782,1
5478,2739,411.219257,2
5479,2740,13.030873,1
5480,2740,204.839417,2
5481,2741,224.300289,1
5482,2741,862.773542,2
5483,2742,259.486667,1
5484,2742,561.856776,2
5485,2743,1371.852896,1
5486,2743,1508.401530,2
5487,2744,11.766134,1
5488,2744,333.750382,2
5489,2745,109.693782,1
5490,2745,225.178524,2
5491,2746,0.000000,1
5492,2746,15.552632,2
5493,2747,221.287244,1
5494,2747,278.151492,2
5495,2748,715.491200,1
5496,2748,722.042319,2
5497,2749,611.079657,1
5498,2749,625.327787,2
5499,2750,1356.161305,1
5500,2750,1451.015146,2
5501,2751,0.000000,1
5502,2751,15.552632,2
5503,2752,209.434010,1
5504,2752,313.000147,2
5505,2753,296.343749,1
5506,2753,340.420334,2
5507,2754,74.136988,1
5508,2754,124.601201,2
5509,2755,685.543188,1
5510,2755,706.352348,2
5511,2756,49.424193,1
5512,2756,150.990115,2
5513,2757,1758.319388,1
5514,2757,2258.029030,2
5515,2758,466.368014,1
5516,2758,498.094124,2
5517,2759,17.803491,1
5518,2759,77.114135,2
5519,2760,0.000000,1
5520,2760,18.466218,2
5521,2761,645.192836,1
5522,2761,693.347773,2
5523,2762,0.000000,1
5524,2762,216.126600,2
5525,2763,1315.243619,1
5526,2763,1478.038930,2
5527,2764,556.758786,1
5528,2764,589.511466,2
5529,2765,211.976241,1
5530,2765,326.365820,2
5531,2766,1301.991157,1
5532,2766,1459.802422,2
5533,2767,1304.484337,1
5534,2767,1465.049783,2
5535,2768,720.816648,1
5536,2768,754.623707,2
5537,2769,1297.269307,1
5538,2769,1451.134271,2
5539,2770,443.740984,1
5540,2770,855.947697,2
5541,2771,104.034442,1
5542,2771,217.130402,2
5543,2772,0.000000,1
5544,2772,52.519987,2
5545,2773,217.648480,1
5546,2773,397.254195,2
5547,2774,417.703581,1
5548,2774,469.521875,2
5549,2775,681.840418,1
5550,2775,712.396149,2
5551,2776,1283.467635,1
5552,2776,1446.434947,2
5553,2777,1626.849901,1
5554,2777,2116.650156,2
5555,2778,1286.220525,1
5556,2778,1451.665174,2
5557,2779,652.995949,1
5558,2779,724.016194,2
5559,2780,0.000000,1
5560,2780,52.519987,2
5561,2781,1584.491785,1
5562,2781,2058.534221,2
5563,2782,0.000000,1
5564,2782,18.466218,2
5565,2783,448.057529,1
5566,2783,785.886165,2
5567,2784,0.000000,1
5568,2784,18.787283,2
5569,2785,114.057483,1
5570,2785,135.807906,2
5571,2786,410.841930,1
5572,2786,477.456792,2
5573,2787,0.000000,1
5574,2787,819.131807,2
5575,2788,642.883658,1
5576,2788,681.407328,2
5577,2789,428.280987,1
5578,2789,660.115152,2
5579,2790,259.600527,1
5580,2790,372.887771,2
5581,2791,201.168034,1
5582,2791,315.776042,2
5583,2792,157.853685,1
5584,2792,244.059007,2
5585,2793,562.538888,1
5586,2793,724.517890,2
5587,2794,1510.628647,1
5588,2794,1960.041098,2
5589,2795,581.014439,1
5590,2795,619.334109,2
5591,2796,745.564036,1
5592,2796,791.229391,2
5593,2797,0.000000,1
5594,2797,18.787283,2
5595,2798,1728.735864,1
5596,2798,2196.178446,2
5597,2799,563.961148,1
5598,2799,577.363843,2
5599,2800,462.525245,1
5600,2800,670.707396,2
5601,2801,112.644532,1
5602,2801,128.675687,2
5603,2802,809.296095,1
5604,2802,860.879855,2
5605,2803,499.838153,1
5606,2803,562.708527,2
5607,2804,1808.896945,1
5608,2804,2261.970092,2
5609,2805,479.755913,1
5610,2805,512.235704,2
5611,2806,218.239560,1
5612,2806,232.524944,2
5613,2807,0.000000,1
5614,2807,78.481496,2
5627,2808,1569.937932,1
5628,2808,2015.336448,2
5629,2809,337.713614,1
5630,2809,384.994292,2
5631,2810,262.005713,1
5632,2810,283.540676,2
5633,2811,884.536552,1
5634,2811,941.813883,2
5635,2812,280.544902,1
5636,2812,323.623832,2
5637,2813,471.800638,1
5638,2813,730.332839,2
5639,2814,830.086427,1
5640,2814,887.189496,2
5641,2815,304.811981,1
5642,2815,335.353524,2
5643,2816,249.553327,1
5644,2816,311.061655,2
5645,2817,576.591103,1
5646,2817,626.916298,2
5647,2818,229.141968,1
5648,2818,296.441242,2
5649,2819,0.000000,1
5650,2819,30.299680,2
5651,2820,59.685567,1
5652,2820,59.685567,1
5653,2821,1635.430980,1
5654,2821,2068.777746,2
5655,2822,220.884459,1
5656,2822,346.187848,2
5657,2823,459.559500,1
5658,2823,606.854317,2
5659,2824,892.092819,1
5660,2824,894.537263,2
5661,2825,932.124813,1
5662,2825,984.058459,2
5663,2826,1383.647485,1
5664,2826,1655.043958,2
5665,2827,259.051257,1
5666,2827,313.503955,2
5667,2828,955.708451,1
5668,2828,1049.204120,2
5669,2829,388.057009,1
5670,2829,740.737934,2
5671,2830,175.100852,1
5672,2830,397.660747,2
5673,2831,201.487924,1
5674,2831,378.555907,2
5675,2832,1725.819676,1
5676,2832,2152.665070,2
5677,2833,0.000000,1
5678,2833,37.592545,2
5679,2834,524.906455,1
5680,2834,579.921486,2
5681,2835,288.574516,1
5682,2835,360.078232,2
5683,2836,259.043705,1
5684,2836,381.116506,2
5685,2837,781.468887,1
5686,2837,818.034334,2
5687,2838,446.184346,1
5688,2838,498.649700,2
5689,2839,942.916653,1
5690,2839,1050.363411,2
5615,2840,0.000000,1
5616,2840,0.000000,1
5617,2841,0.000000,1
5618,2841,0.000000,1
5691,2842,0.000000,1
5692,2842,30.299680,2
5693,2843,385.321175,1
5694,2843,580.726005,2
5695,2844,137.095725,1
5696,2844,426.317417,2
5697,2845,0.000000,1
5698,2845,154.238726,2
5699,2846,1825.113248,1
5700,2846,2245.565393,2
5701,2847,56.288308,1
5702,2847,289.809290,2
5703,2848,224.268447,1
5704,2848,250.895578,2
5705,2849,628.027615,1
5706,2849,685.720968,2
5707,2850,287.092510,1
5708,2850,311.713258,2
5709,2851,311.306695,1
5710,2851,692.102358,2
5711,2852,1038.745442,1
5712,2852,1209.791199,2
5713,2853,928.936656,1
5714,2853,946.359881,2
5715,2854,268.050031,1
5716,2854,268.050031,1
5717,2855,156.618746,1
5718,2855,279.625546,2
5719,2856,924.212114,1
5720,2856,1094.859827,2
5721,2857,832.709267,1
5722,2857,837.812616,2
5723,2858,803.919893,1
5724,2858,806.271967,2
5725,2859,1050.964359,1
5726,2859,1171.256638,2
5727,2860,768.442929,1
5728,2860,853.320213,2
5729,2861,799.405245,1
5730,2861,799.427143,2
5731,2862,722.702011,1
5732,2862,746.586907,2
5733,2863,0.000000,1
5734,2863,43.737505,2
5735,2864,773.850683,1
5736,2864,782.449230,2
5737,2865,805.302788,1
5738,2865,812.205225,2
5739,2866,98.210214,1
5740,2866,118.397361,2
5741,2867,952.090933,1
5742,2867,1137.714388,2
5743,2868,0.000000,1
5744,2868,39.192797,2
5745,2869,279.776118,1
5746,2869,292.713937,2
5747,2870,775.404531,1
5748,2870,776.659958,2
5749,2871,334.607292,1
5750,2871,515.913143,2
5751,2872,703.948027,1
5752,2872,1067.238409,2
5753,2873,692.090069,1
5754,2873,741.005435,2
5755,2874,9.997599,1
5756,2874,307.162711,2
5757,2875,150.842110,1
5758,2875,216.085858,2
5759,2876,751.462824,1
5760,2876,754.166920,2
5761,2877,399.394846,1
5762,2877,1162.039341,2
5763,2878,0.000000,1
5764,2878,210.595938,2
5765,2879,735.158049,1
5766,2879,740.626982,2
5767,2880,730.565874,1
5768,2880,751.420613,2
5769,2881,14.404539,1
5770,2881,22.019611,2
5771,2882,16.732574,1
5772,2882,326.841162,2
5773,2883,0.000000,1
5774,2883,40.233499,2
5775,2884,713.615097,1
5776,2884,730.012947,2
5777,2885,806.477612,1
5778,2885,865.704139,2
5779,2886,723.529551,1
5780,2886,975.856145,2
5781,2887,712.231336,1
5782,2887,720.522458,2
5783,2888,2016.532874,1
5784,2888,2068.774685,2
5785,2889,703.539046,1
5786,2889,715.451415,2
5787,2890,1862.416167,1
5788,2890,2246.910594,2
5789,2891,728.054158,1
5790,2891,766.023476,2
5791,2892,206.424240,1
5792,2892,646.177453,2
5793,2893,802.996200,1
5794,2893,869.094207,2
5795,2894,690.528013,1
5796,2894,712.923170,2
5797,2895,766.516016,1
5798,2895,867.364487,2
5799,2896,163.165187,1
5800,2896,169.993488,2
5801,2897,310.867243,1
5802,2897,440.487735,2
5803,2898,730.102026,1
5804,2898,781.329601,2
5805,2899,720.484508,1
5806,2899,806.514249,2
5807,2900,172.799090,1
5808,2900,721.090086,2
5809,2901,735.439349,1
5810,2901,791.820861,2
5811,2902,799.563462,1
5812,2902,813.184575,2
5813,2903,1158.436238,1
5814,2903,1542.920612,2
5815,2904,851.430216,1
5816,2904,1042.065201,2
5817,2905,148.940216,1
5818,2905,162.640414,2
5819,2906,212.951067,1
5820,2906,254.701416,2
5821,2907,311.043919,1
5822,2907,378.276265,2
5823,2908,257.170520,1
5824,2908,367.408772,2
5825,2909,750.844584,1
5826,2909,768.946397,2
5827,2910,0.000000,1
5828,2910,39.192797,2
5829,2911,1234.682734,1
5830,2911,1659.933875,2
5831,2912,0.000000,1
5832,2912,170.982252,2
5833,2913,751.405739,1
5834,2913,839.469623,2
5835,2914,731.100133,1
5836,2914,796.696313,2
5837,2915,1162.293937,1
5838,2915,1588.465689,2
5839,2916,705.928691,1
5840,2916,720.268724,2
5841,2917,648.126642,1
5842,2917,651.841308,2
5843,2918,0.000000,1
5844,2918,40.233499,2
5845,2919,131.728541,1
5846,2919,206.702171,2
5847,2920,860.084734,1
5848,2920,942.205510,2
5849,2921,799.355807,1
5850,2921,872.079967,2
5851,2922,15.334493,1
5852,2922,98.010823,2
5853,2923,841.806471,1
5854,2923,1038.645530,2
5855,2924,784.785771,1
5856,2924,862.508738,2
5857,2925,102.773025,1
5858,2925,778.648174,2
5859,2926,133.403209,1
5860,2926,590.377115,2
5861,2927,0.000000,1
5862,2927,12.969644,2
5863,2928,323.454790,1
5864,2928,399.738260,2
5865,2929,2311.751131,1
5866,2929,2361.081710,2
5867,2930,644.670117,1
5868,2930,654.894079,2
5869,2931,2291.614556,1
5870,2931,2341.602182,2
5871,2932,115.846057,1
5872,2932,164.369066,2
5873,2933,0.000000,1
5874,2933,21.487477,2
5875,2934,954.941708,1
5876,2934,1041.918858,2
5877,2935,875.577737,1
5878,2935,959.486451,2
5879,2936,0.000000,1
5880,2936,12.969644,2
5881,2937,1008.842940,1
5882,2937,1018.960554,2
5883,2938,822.361732,1
5884,2938,905.053856,2
5885,2939,5.665735,1
5886,2939,61.668084,2
5887,2940,586.544717,1
5888,2940,586.945843,2
5889,2941,129.127908,1
5890,2941,198.962980,2
5891,2942,998.236651,1
5892,2942,1038.637351,2
5893,2943,184.399758,1
5894,2943,201.760694,2
5895,2944,570.368797,1
5896,2944,577.361262,2
5897,2945,43.917661,1
5898,2945,120.774715,2
5899,2946,589.823496,1
5900,2946,596.075626,2
5901,2947,871.628807,1
5902,2947,957.888719,2
5903,2948,39.363622,1
5904,2948,45.969032,2
5905,2949,964.093026,1
5906,2949,1064.935386,2
5907,2950,0.000000,1
5908,2950,21.487477,2
5909,2951,546.777473,1
5910,2951,556.992683,2
5911,2952,665.547000,1
5912,2952,843.574644,2
5913,2953,947.680049,1
5914,2953,1123.719830,2
5915,2954,542.747651,1
5916,2954,572.111502,2
5917,2955,140.138706,1
5918,2955,209.660559,2
5919,2956,91.953011,1
5920,2956,804.179610,2
5921,2957,589.854317,1
5922,2957,603.896436,2
5923,2958,943.717637,1
5924,2958,1205.298051,2
5925,2959,6.712781,1
5926,2959,23.713138,2
5927,2960,0.000000,1
5928,2960,43.375453,2
5929,2961,28.114184,1
5930,2961,629.050474,2
5931,2962,1937.494770,1
5932,2962,2284.212136,2
5933,2963,73.923724,1
5934,2963,114.243357,2
5935,2964,343.260367,1
5936,2964,357.065217,2
5937,2965,532.397327,1
5938,2965,533.834663,2
5939,2966,914.277635,1
5940,2966,1179.686913,2
5941,2967,365.136276,1
5942,2967,774.093027,2
5943,2968,314.132061,1
5944,2968,383.942280,2
5945,2969,524.534608,1
5946,2969,570.818306,2
5947,2970,400.579593,1
5948,2970,430.733138,2
5949,2971,154.146009,1
5950,2971,485.035825,2
5951,2972,1047.773590,1
5952,2972,1283.114448,2
5953,2973,111.172947,1
5954,2973,124.498254,2
5955,2974,610.475190,1
5956,2974,788.867493,2
5957,2975,101.591317,1
5958,2975,1079.612605,2
5959,2976,0.000000,1
5960,2976,210.595938,2
5961,2977,101.906362,1
5962,2977,1118.071739,2
5963,2978,187.448169,1
5964,2978,960.144664,2
5965,2979,1060.578327,1
5966,2979,1269.615765,2
5967,2980,532.512788,1
5968,2980,593.459766,2
5969,2981,578.549938,1
5970,2981,649.659559,2
5971,2982,492.167091,1
5972,2982,493.904863,2
5973,2983,0.000000,1
5974,2983,85.778206,2
5619,2984,0.000000,1
5620,2984,0.000000,1
5621,2985,0.000000,1
5622,2985,0.000000,1
5975,2986,871.515683,1
5976,2986,1136.888142,2
5977,2987,38.147234,1
5978,2987,518.827771,2
5979,2988,614.327097,1
5980,2988,694.181354,2
5981,2989,172.431530,1
5982,2989,174.443008,2
5983,2990,647.909710,1
5984,2990,729.668745,2
5985,2991,0.000000,1
5986,2991,43.375453,2
5987,2992,463.874636,1
5988,2992,466.763850,2
5989,2993,556.146892,1
5990,2993,712.423848,2
5991,2994,950.485454,1
5992,2994,1194.312233,2
5993,2995,388.603930,1
5994,2995,642.723529,2
5995,2996,1068.403643,1
5996,2996,1228.857600,2
5997,2997,268.380073,1
5998,2997,348.675655,2
5999,2998,0.000000,1
6000,2998,637.817680,2
6001,2999,0.000000,1
6002,2999,4.916181,2
6003,3000,847.695560,1
6004,3000,1112.875555,2
6005,3001,76.438396,1
6006,3001,80.198537,2
6007,3002,535.331486,1
6008,3002,610.344170,2
6009,3003,433.062826,1
6010,3003,476.517906,2
6011,3004,669.338225,1
6012,3004,754.875679,2
6013,3005,117.487843,1
6014,3005,237.482105,2
6015,3006,827.563906,1
6016,3006,1092.760884,2
6017,3007,857.409285,1
6018,3007,933.205712,2
6019,3008,442.439216,1
6020,3008,834.385140,2
6021,3009,346.149545,1
6022,3009,647.817734,2
6023,3010,217.229755,1
6024,3010,357.429455,2
6025,3011,589.693782,1
6026,3011,779.904367,2
6027,3012,565.789520,1
6028,3012,647.824230,2
6029,3013,492.333439,1
6030,3013,563.013683,2
6031,3014,179.944887,1
6032,3014,260.134920,2
6033,3015,402.129417,1
6034,3015,416.154061,2
6035,3016,713.915372,1
6036,3016,802.589436,2
6037,3017,623.802240,1
6038,3017,634.843939,2
6039,3018,248.658885,1
6040,3018,715.496897,2
6041,3019,391.574883,1
6042,3019,421.579540,2
6043,3020,782.552165,1
6044,3020,1047.603883,2
6045,3021,29.136607,1
6046,3021,542.184020,2
6047,3022,409.419750,1
6048,3022,844.930278,2
6049,3023,511.831550,1
6050,3023,591.555130,2
6051,3024,552.587260,1
6052,3024,644.202979,2
6053,3025,0.000000,1
6054,3025,4.916181,2
6055,3026,775.523381,1
6056,3026,1040.670376,2
6057,3027,1008.205956,1
6058,3027,1596.914374,2
6059,3028,786.859621,1
6060,3028,1046.194103,2
6061,3029,708.318584,1
6062,3029,798.600012,2
6063,3030,778.391301,1
6064,3030,1014.484041,2
6065,3031,98.494540,1
6066,3031,361.356852,2
6067,3032,342.530671,1
6068,3032,767.803680,2
6069,3033,294.159001,1
6070,3033,334.138952,2
6071,3034,107.876488,1
6072,3034,187.917851,2
6073,3035,903.171921,1
6074,3035,1135.158662,2
6075,3036,526.921078,1
6076,3036,612.336523,2
6077,3037,201.317167,1
6078,3037,232.927917,2
6079,3038,364.429516,1
6080,3038,420.412028,2
6081,3039,193.443522,1
6082,3039,385.536163,2
6083,3040,839.159032,1
6084,3040,1079.684441,2
6085,3041,1139.955954,1
6086,3041,1139.955954,1
6087,3042,1118.417928,1
6088,3042,1118.417928,1
6089,3043,371.841299,1
6090,3043,674.908301,2
6091,3044,423.888886,1
6092,3044,788.632329,2
6093,3045,1106.457134,1
6094,3045,1106.457134,1
6095,3046,438.226581,1
6096,3046,619.013281,2
6097,3047,104.859692,1
6098,3047,319.387866,2
6099,3048,757.767714,1
6100,3048,818.406297,2
6101,3049,457.383222,1
6102,3049,645.117393,2
6103,3050,0.000000,1
6104,3050,129.071371,2
6105,3051,153.741045,1
6106,3051,456.327712,2
6107,3052,89.129642,1
6108,3052,148.807558,2
6109,3053,1958.805320,1
6110,3053,2263.959930,2
6111,3054,558.907184,1
6112,3054,647.470275,2
6113,3055,0.000000,1
6114,3055,109.697362,2
6115,3056,931.555691,1
6116,3056,1556.356341,2
6117,3057,1904.816952,1
6118,3057,2203.183100,2
6119,3058,246.636149,1
6120,3058,317.238863,2
6121,3059,349.058537,1
