OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK
4940,2470,399,371.7197156,2
4941,2471,384,614.1888735,1
4942,2471,401,848.1760888,2
4943,2472,438,589.6427486,1
4944,2472,390,5985.169142,2
4945,2473,438,183.2639508,1
4946,2473,390,6731.895019,2
4947,2474,438,210.2277494,1
4948,2474,390,6590.181777,2
4949,2475,384,694.0338093,1
4950,2475,401,926.4943969,2
4951,2476,414,0,1
4952,2476,424,60.55437499,2
4953,2477,479,1215.148604,1
4954,2477,467,1324.001414,2
4955,2478,381,320.3761056,1
4956,2478,372,437.8780482,2
4957,2479,479,1206.890321,1
4958,2479,467,1325.317533,2
4959,2480,415,0,1
4960,2480,366,158.1055908,2
4961,2481,438,240.7603225,1
4962,2481,390,6501.733221,2
4963,2482,381,324.0195655,1
4964,2482,372,374.641965,2
4965,2483,372,364.7392907,1
4966,2483,381,372.6453259,2
4967,2484,413,456.1159801,1
4968,2484,451,756.5436536,2
4969,2485,415,6.296314112,1
4970,2485,366,119.70534,2
4971,2486,386,4114.012039,1
4972,2486,397,4118.872674,2
4973,2487,479,1205.063435,1
4974,2487,467,1293.035317,2
4975,2488,438,558.2526263,1
4976,2488,390,6156.171315,2
4977,2489,458,522.8917349,1
4978,2489,462,820.6838247,2
4979,2490,438,274.8805119,1
4980,2490,390,7015.765988,2
4981,2491,441,208.8721182,1
4982,2491,449,412.2602858,2
4983,2492,479,1180.181825,1
4984,2492,467,1306.631277,2
4985,2493,412,35.14809998,1
4986,2493,404,114.2991902,2
4987,2494,417,487.9896518,1
4988,2494,340,664.1558835,2
4989,2495,375,688.221848,1
4990,2495,340,772.2741536,2
4991,2496,438,578.4612926,1
4992,2496,390,6096.16671,2
4993,2497,416,0.3899872,1
4994,2497,422,111.3304754,2
4995,2498,417,22.32934232,1
4996,2498,448,370.1242424,2
4997,2499,434,65.25263289,1
4998,2499,432,72.23776055,2
4999,2500,479,1161.190553,1
5000,2500,467,1296.254103,2
5001,2501,416,0,1
5002,2501,422,21.47551173,2
5003,2502,441,355.3706883,1
5004,2502,381,457.0143506,2
5005,2503,417,0,1
5006,2503,448,458.8002099,2
5007,2504,418,0,1
5008,2504,427,54.52388634,2
5009,2505,413,62.75915642,1
5010,2505,399,360.9498937,2
5011,2506,419,0,1
5012,2506,425,21.61142381,2
5013,2507,458,470.9921451,1
5014,2507,462,738.0452848,2
5015,2508,416,75.29665681,1
5016,2508,424,129.1377557,2
5017,2509,424,17.78072417,1
5018,2509,414,153.1099491,2
5019,2510,417,143.8042937,1
5020,2510,448,295.3029514,2
5021,2511,438,166.6482248,1
5022,2511,390,6491.930471,2
5023,2512,434,13.55399579,1
5024,2512,433,86.31469747,2
5025,2513,479,1135.750623,1
5026,2513,482,1280.265496,2
5027,2514,417,43.44396779,1
5028,2514,448,549.3608615,2
5029,2515,420,24.84548262,1
5030,2515,410,93.42712041,2
5031,2516,381,430.089081,1
5032,2516,372,440.2798311,2
5033,2517,420,0,1
5034,2517,422,74.51405962,2
5035,2518,479,1127.161663,1
5036,2518,482,1280.460117,2
5037,2519,421,0,1
5038,2519,431,129.8451796,2
5039,2520,479,1115.838195,1
5040,2520,482,1264.379144,2
5041,2521,422,0,1
5042,2521,416,21.47551173,2
5043,2522,423,0,1
5044,2522,430,20.5185743,2
5045,2523,381,394.1956296,1
5046,2523,372,500.224397,2
5047,2524,424,72.37772947,1
5048,2524,414,213.6569992,2
5049,2525,424,0,1
5050,2525,414,60.55437499,2
5051,2526,441,120.2734144,1
5052,2526,449,320.020653,2
5053,2527,417,209.5900889,1
5054,2527,448,684.7360795,2
5055,2528,425,0,1
5056,2528,419,21.61142381,2
5057,2529,426,0,1
5058,2529,423,28.65378229,2
5059,2530,386,4401.666876,1
5060,2530,397,4405.197232,2
5061,2531,381,422.4109537,1
5062,2531,372,484.570945,2
5063,2532,427,0,1
5064,2532,418,54.52388634,2
5065,2533,417,239.9571798,1
5066,2533,448,714.3356477,2
5067,2534,438,320.4505865,1
5068,2534,390,6184.389832,2
5069,2535,397,1814.033256,1
5070,2535,386,1818.625298,2
5071,2536,390,1412.601423,1
5072,2536,397,1512.241092,2
5073,2537,441,426.5166671,1
5074,2537,381,488.3492222,2
5075,2538,413,385.2429285,1
5076,2538,451,629.5137487,2
5077,2539,428,0,1
5078,2539,424,83.30807994,2
5079,2540,438,296.5822654,1
5080,2540,390,6394.297994,2
5081,2541,438,205.940518,1
5082,2541,390,6993.133861,2
5083,2542,438,78.06522969,1
5084,2542,390,6637.020818,2
5085,2543,441,284.8326744,1
5086,2543,449,478.6744874,2
5087,2544,479,1086.983627,1
5088,2544,482,1242.604509,2
5089,2545,429,0,1
5090,2545,366,95.40490698,2
5091,2546,413,92.84917429,1
5092,2546,451,342.8272024,2
5093,2547,438,102.952027,1
5094,2547,390,6516.117867,2
5095,2548,430,0,1
5096,2548,423,20.5185743,2
5097,2549,479,1073.158634,1
5098,2549,482,1232.94339,2
5099,2550,431,0,1
5100,2550,411,76.01861391,2
5101,2551,381,470.3351545,1
5102,2551,441,510.3493336,2
5103,2552,432,0,1
5104,2552,433,20.12781735,2
5105,2553,438,193.1213029,1
5106,2553,390,6990.596167,2
5107,2554,434,8.39132331,1
5108,2554,433,13.05806597,2
5109,2555,479,1087.614042,1
5110,2555,482,1254.845156,2
5111,2556,479,1073.42769,1
5112,2556,482,1236.690836,2
5113,2557,381,501.1915934,1
5114,2557,372,527.7021131,2
5115,2558,433,0,1
5116,2558,432,20.12781735,2
5117,2559,434,0,1
5118,2559,433,49.36609284,2
5119,2560,413,165.5134429,1
5120,2560,451,318.9762193,2
5121,2561,413,270.9597672,1
5122,2561,451,443.148783,2
5123,2562,435,0,1
5124,2562,426,60.30897311,2
5125,2563,441,23.17348405,1
5126,2563,449,207.1429779,2
5127,2564,479,1076.485047,1
5128,2564,482,1252.648937,2
5129,2565,436,0,1
5130,2565,430,63.8405075,2
5131,2566,479,1082.98616,1
5132,2566,482,1260.875539,2
5133,2567,441,29.70345894,1
5134,2567,449,237.8733402,2
5135,2568,479,1055.325497,1
5136,2568,482,1227.266401,2
5137,2569,438,668.8363503,1
5138,2569,390,5884.755445,2
5139,2570,439,51.39712688,1
5140,2570,446,111.2776262,2
5141,2571,381,506.0280829,1
5142,2571,372,591.492233,2
5143,2572,441,248.0794604,1
5144,2572,449,408.292532,2
5145,2573,438,39.99411017,1
5146,2573,390,6838.673794,2
5147,2574,417,73.23402289,1
5148,2574,448,481.3298903,2
5149,2575,438,804.4765388,1
5150,2575,390,5871.667791,2
5151,2576,479,1065.904865,1
5152,2576,482,1247.268503,2
5153,2577,437,0,1
5154,2577,367,77.20377476,2
5155,2578,479,1035.634612,1
5156,2578,482,1211.328416,2
5157,2579,438,0,1
5158,2579,390,6711.815017,2
5159,2580,453,371.9961585,1
5160,2580,399,401.1387866,2
5161,2581,438,851.7302339,1
5162,2581,390,5764.590658,2
5163,2582,441,382.8233137,1
5164,2582,449,534.596095,2
5165,2583,390,1403.652456,1
5166,2583,397,1491.889811,2
5167,2584,458,706.6993481,1
5168,2584,464,1025.961989,2
5169,2585,441,445.7806646,1
5170,2585,449,574.6302155,2
5171,2586,440,16.50067944,1
5172,2586,399,957.5862893,2
5173,2587,458,409.5187346,1
5174,2587,464,738.9402582,2
5175,2588,439,0,1
5176,2588,418,101.7037442,2
5177,2589,479,1097.913113,1
5178,2589,482,1291.560088,2
5179,2590,381,592.1331347,1
5180,2590,372,620.348878,2
5181,2591,440,0,1
5182,2591,399,982.3267299,2
5183,2592,416,146.3081809,1
5184,2592,422,149.1572353,2
5185,2593,424,195.9179485,1
5186,2593,416,200.2062929,2
5187,2594,441,38.56907468,1
5188,2594,449,95.0656023,2
5189,2595,479,1027.516005,1
5190,2595,482,1213.368391,2
5191,2596,479,1033.689143,1
5192,2596,482,1222.720756,2
5193,2597,441,0,1
5194,2597,449,127.3565932,2
5195,2598,381,606.7100761,1
5196,2598,441,612.4956356,2
5197,2599,463,532.6304739,1
5198,2599,403,586.2820363,2
5199,2600,446,103.0164974,1
5200,2600,450,113.7142293,2
5201,2601,441,209.579796,1
5202,2601,449,337.1497608,2
5203,2602,479,1098.71762,1
5204,2602,482,1298.84075,2
5205,2603,417,208.9203009,1
5206,2603,448,225.9993521,2
5207,2604,458,705.7249415,1
5208,2604,464,1022.102237,2
5209,2605,417,139.2169791,1
5210,2605,448,418.9105283,2
5211,2606,442,0,1
5212,2606,443,96.42989276,2
5213,2607,441,495.4345155,1
5214,2607,449,607.4394664,2
5215,2608,479,1103.307992,1
5216,2608,482,1306.045497,2
5217,2609,479,1019.916111,1
5218,2609,482,1214.2771,2
5219,2610,500,2594.504938,1
5220,2610,488,2946.054883,2
5221,2611,463,657.3962999,1
5222,2611,403,777.9433996,2
5223,2612,424,174.0552183,1
5224,2612,442,227.4149648,2
5225,2613,463,585.3093481,1
5226,2613,403,719.3546636,2
5227,2614,443,0,1
5228,2614,445,56.77784347,2
5229,2615,444,0,1
5230,2615,445,62.81801372,2
5231,2616,381,658.4971134,1
5232,2616,372,705.7387065,2
5233,2617,463,385.1014697,1
5234,2617,403,535.6633614,2
5235,2618,440,73.90495876,1
5236,2618,462,1014.786503,2
5237,2619,479,1046.302575,1
5238,2619,482,1247.382751,2
5239,2620,445,0,1
5240,2620,443,56.77784347,2
5241,2621,413,629.1621115,1
5242,2621,451,644.3606082,2
5243,2622,479,1063.911717,1
5244,2622,482,1267.441104,2
5245,2623,447,1.465134055,1
5246,2623,444,46.84437164,2
5247,2624,397,2804.408306,1
5248,2624,386,2812.35121,2
5249,2625,441,26.9851303,1
5250,2625,449,40.08878809,2
5251,2626,446,0,1
5252,2626,450,59.06541591,2
5253,2627,441,179.9319129,1
5254,2627,449,268.5530611,2
5255,2628,479,1138.381762,1
5256,2628,482,1348.086722,2
5257,2629,479,1075.994358,1
5258,2629,482,1281.705604,2
5259,2630,441,334.1189235,1
5260,2630,449,422.8076583,2
5261,2631,449,21.5314287,1
5262,2631,441,112.9867788,2
5263,2632,440,438.7861603,1
5264,2632,453,497.0707257,2
5265,2633,500,2519.532289,1
5266,2633,488,2867.482709,2
5267,2634,413,562.664911,1
5268,2634,451,565.8636508,2
5269,2635,447,0,1
5270,2635,444,64.88609732,2
5271,2636,500,2478.508447,1
5272,2636,488,2821.337582,2
5273,2637,417,210.7905258,1
5274,2637,448,322.0532888,2
5275,2638,440,101.8545521,1
5276,2638,462,989.9725655,2
5277,2639,451,292.7763557,1
5278,2639,413,349.443892,2
5279,2640,479,1173.022662,1
5280,2640,482,1384.573393,2
5281,2641,479,1088.380362,1
5282,2641,482,1296.370677,2
5283,2642,463,697.7129419,1
5284,2642,413,778.4880053,2
5285,2643,441,577.8884195,1
5286,2643,449,663.6948231,2
5287,2644,479,1187.00976,1
5288,2644,482,1399.565101,2
5289,2645,479,1098.567391,1
5290,2645,482,1307.856569,2
5291,2646,440,187.4996963,1
5292,2646,453,896.189091,2
5293,2647,479,1118.666402,1
5294,2647,482,1329.495085,2
5295,2648,458,367.0739067,1
5296,2648,464,686.5061212,2
5297,2649,479,1136.648227,1
5298,2649,482,1348.815829,2
5299,2650,440,206.220877,1
5300,2650,453,852.1623202,2
5301,2651,448,0,1
5302,2651,417,458.8002099,2
5303,2652,451,40.40946471,1
5304,2652,453,103.176011,2
5305,2653,441,411.5414355,1
5306,2653,449,488.5871864,2
5307,2654,441,733.4558874,1
5308,2654,381,749.1591279,2
5309,2655,440,206.4155365,1
5310,2655,453,868.1092639,2
5311,2656,479,1146.876949,1
5312,2656,482,1359.842035,2
5313,2657,463,677.8159921,1
5314,2657,413,842.3388644,2
5315,2658,441,186.5788409,1
5316,2658,449,234.1504324,2
5317,2659,448,22.29461594,1
5318,2659,417,419.7468657,2
5319,2660,441,438.4772255,1
5320,2660,449,492.9417575,2
5321,2661,449,0,1
5322,2661,441,127.3565932,2
5323,2662,449,76.01118624,1
5324,2662,441,240.581957,2
5325,2663,440,293.3228142,1
5326,2663,453,608.2236945,2
5327,2664,450,0,1
5328,2664,454,39.04148314,2
5329,2665,441,325.0971836,1
5330,2665,449,386.4944584,2
5331,2666,451,602.6347987,1
5332,2666,413,674.0535176,2
5333,2667,460,143.8827756,1
5334,2667,459,174.7975067,2
5335,2668,452,42.40973393,1
5336,2668,447,85.21466181,2
5337,2669,451,0,1
5338,2669,453,105.0282518,2
5339,2670,479,1203.26419,1
5340,2670,482,1418.057864,2
5341,2671,441,490.0818455,1
5342,2671,449,538.7890633,2
5343,2672,438,997.3142172,1
5344,2672,390,5632.318047,2
5345,2673,479,1256.755858,1
5346,2673,482,1472.253046,2
5347,2674,438,579.4348058,1
5348,2674,390,6027.500869,2
5349,2675,441,226.0383968,1
5350,2675,449,240.2116884,2
5351,2676,449,8.287373688,1
5352,2676,441,161.2075309,2
5353,2677,453,54.0350845,1
5354,2677,451,249.3306869,2
5355,2678,500,1810.521441,1
5356,2678,488,1953.079802,2
5357,2679,438,490.7562747,1
5358,2679,390,6224.232683,2
5359,2680,438,902.1570419,1
5360,2680,390,5800.592175,2
5361,2681,441,735.7981802,1
5362,2681,449,798.5065242,2
5363,2682,493,1433.162741,1
5364,2682,479,1473.799154,2
5365,2683,441,583.0877677,1
5366,2683,449,636.0030514,2
5367,2684,500,1841.533811,1
5368,2684,488,1985.689854,2
5369,2685,500,1726.946043,1
5370,2685,488,1807.345003,2
5371,2686,452,0,1
5372,2686,444,107.0492776,2
5373,2687,500,1773.271438,1
5374,2687,488,1890.548852,2
5375,2688,453,0,1
5376,2688,451,105.0282518,2
5377,2689,448,113.2739028,1
5378,2689,417,458.3556501,2
5379,2690,479,1278.173794,1
5380,2690,493,1435.152258,2
5381,2691,449,76.27010505,1
5382,2691,441,261.9627081,2
5383,2692,451,682.6287082,1
5384,2692,413,787.985547,2
5385,2693,454,0,1
5386,2693,450,39.04148314,2
5387,2694,455,29.18424412,1
5388,2694,456,69.89339161,2
5389,2695,451,377.5771079,1
5390,2695,453,512.3270596,2
5391,2696,479,1361.99682,1
5392,2696,493,1410.521007,2
5393,2697,500,1827.479298,1
5394,2697,488,2014.289777,2
5395,2698,459,23.12925252,1
5396,2698,454,43.72827514,2
5397,2699,463,457.4444532,1
5398,2699,403,888.5547029,2
5399,2700,441,367.2807715,1
5400,2700,449,396.7824297,2
5401,2701,463,570.0544871,1
5402,2701,401,708.0176214,2
5403,2702,451,277.314782,1
5404,2702,453,411.2192567,2
5405,2703,452,13.03087264,1
5406,2703,444,204.8394166,2
5407,2704,440,224.3002888,1
5408,2704,453,862.7735416,2
5409,2705,458,259.4866667,1
5410,2705,464,561.8567761,2
5411,2706,493,1371.852896,1
5412,2706,497,1520.613302,2
5413,2707,458,11.76613365,1
5414,2707,464,333.7503817,2
5415,2708,449,225.1785235,1
5416,2708,441,404.6729136,2
5417,2709,455,0,1
5418,2709,456,15.55263161,2
5419,2710,449,283.3564059,1
5420,2710,441,302.9358313,2
5421,2711,441,736.4633571,1
5422,2711,484,747.3611228,2
5423,2712,441,635.834873,1
5424,2712,449,667.7427442,2
5425,2713,493,1356.161305,1
5426,2713,498,1494.985099,2
5427,2714,456,0,1
5428,2714,455,15.55263161,2
5429,2715,448,209.4340098,1
5430,2715,425,663.3159209,2
5431,2716,441,350.9784082,1
5432,2716,449,353.8269085,2
5433,2717,452,74.13698824,1
5434,2717,455,124.6012006,2
5435,2718,479,685.5431882,1
5436,2718,482,879.0934814,2
5437,2719,448,150.9901146,1
5438,2719,417,579.4246494,2
5439,2720,438,1758.319388,1
5440,2720,390,8555.004133,2
5441,2721,441,498.0941237,1
5442,2721,449,521.8114844,2
5443,2722,449,94.62386945,1
5444,2722,441,297.5120273,2
5445,2723,457,0,1
5446,2723,461,18.46621782,2
5447,2724,463,693.3477727,1
5448,2724,481,759.9769643,2
5449,2725,458,0,1
5450,2725,464,216.1265995,2
5451,2726,493,1315.243619,1
5452,2726,497,1478.03893,2
5453,2727,441,592.7030343,1
5454,2727,449,616.5284959,2
5455,2728,449,326.3658197,1
5456,2728,441,507.3716394,2
5457,2729,493,1301.991157,1
5458,2729,497,1459.802422,2
5459,2730,493,1304.484337,1
5460,2730,497,1465.049783,2
5461,2731,479,720.8166481,1
5462,2731,482,928.319596,2
5463,2732,493,1297.269307,1
5464,2732,497,1451.134271,2
5465,2733,463,443.7409838,1
5466,2733,481,905.9565173,2
5467,2734,449,217.1304017,1
5468,2734,441,407.4557719,2
5469,2735,459,0,1
5470,2735,460,52.5199866,2
5471,2736,438,967.457786,1
5472,2736,390,5760.455152,2
5473,2737,441,475.9194043,1
5474,2737,449,479.4961465,2
5475,2738,479,681.8404182,1
5476,2738,482,886.3570817,2
5477,2739,493,1283.467635,1
5478,2739,497,1446.434947,2
5479,2740,438,1626.849901,1
5480,2740,390,8416.980495,2
5481,2741,493,1286.220525,1
5482,2741,497,1451.665174,2
5483,2742,484,652.9959493,1
5484,2742,441,751.0338605,2
5485,2743,460,0,1
5486,2743,459,52.5199866,2
5487,2744,438,1584.491785,1
5488,2744,390,8362.475621,2
5489,2745,461,0,1
5490,2745,457,18.46621782,2
5491,2746,463,448.0575289,1
5492,2746,401,785.8861646,2
5493,2747,462,0,1
5494,2747,464,18.78728253,2
5495,2748,449,184.9447377,1
5496,2748,441,378.3452786,2
5497,2749,449,477.8979968,1
5498,2749,441,498.9027111,2
5499,2750,463,0,1
5500,2750,403,819.1318069,2
5501,2751,479,642.8836583,1
5502,2751,482,853.945019,2
5503,2752,458,428.280987,1
5504,2752,464,660.115152,2
5505,2753,449,372.8877712,1
5506,2753,477,456.9662542,2
5507,2754,449,316.4108358,1
5508,2754,477,424.2853185,2
5509,2755,449,266.0131694,1
5510,2755,477,372.9059633,2
5511,2756,484,562.5388878,1
5512,2756,441,769.9975114,2
5513,2757,438,1510.628647,1
5514,2757,390,8265.314079,2
5515,2758,479,581.014439,1
5516,2758,482,791.8799254,2
5517,2759,479,745.5640358,1
5518,2759,482,960.2994553,2
5519,2760,464,0,1
5520,2760,462,18.78728253,2
5521,2761,438,1728.735864,1
5522,2761,390,8501.193387,2
5523,2762,484,563.961148,1
5524,2762,449,642.9270424,2
5525,2763,458,462.5252454,1
5526,2763,464,670.7073962,2
5527,2764,469,112.6445317,1
5528,2764,471,128.6756873,2
5529,2765,479,809.296095,1
5530,2765,482,1024.64832,2
5531,2766,484,562.7085271,1
5532,2766,449,569.402376,2
5533,2767,438,1808.896945,1
5534,2767,390,8567.087581,2
5535,2768,479,479.7559127,1
5536,2768,482,685.9632228,2
5537,2769,449,288.5845694,1
5538,2769,477,292.8252508,2
5539,2770,465,0,1
5540,2770,460,78.48149565,2
5541,2771,466,0,1
5542,2771,470,37.5925449,2
5543,2772,467,0,1
5544,2772,482,85.77820619,2
5545,2773,468,0,1
5546,2773,489,20.27440626,2
5547,2774,438,1569.937932,1
5548,2774,390,8320.308268,2
5549,2775,477,384.994292,1
5550,2775,449,452.9953766,2
5551,2776,477,283.5406764,1
5552,2776,449,369.1210495,2
5553,2777,479,884.5365522,1
5554,2777,482,1094.347979,2
5555,2778,477,323.6238317,1
5556,2778,449,394.0625651,2
5557,2779,484,471.8006381,1
5558,2779,477,793.014659,2
5559,2780,479,830.0864273,1
5560,2780,482,1040.305162,2
5561,2781,479,335.3535243,1
5562,2781,467,429.8073821,2
5563,2782,477,249.5533269,1
5564,2782,449,380.4258197,2
5565,2783,479,576.5911025,1
5566,2783,482,792.1142741,2
5567,2784,477,229.1419683,1
5568,2784,449,375.2943304,2
5569,2785,469,0,1
5570,2785,471,30.29968003,2
5571,2786,466,59.68556724,1
5572,2786,470,73.33081658,2
5573,2787,438,1635.43098,1
5574,2787,390,8372.033226,2
5575,2788,477,220.8844589,1
5576,2788,449,420.4570857,2
5577,2789,484,459.5595003,1
5578,2789,477,639.8002695,2
5579,2790,479,892.0928192,1
5580,2790,482,1095.833865,2
5581,2791,479,984.0584588,1
5582,2791,493,1132.085595,2
5583,2792,500,1383.647485,1
5584,2792,488,1655.043958,2
5585,2793,479,313.5039552,1
5586,2793,467,369.2885462,2
5587,2794,479,1049.20412,1
5588,2794,493,1091.828131,2
5589,2795,484,388.0570093,1
5590,2795,477,740.737934,2
5591,2796,477,175.1008521,1
5592,2796,485,473.1535748,2
5593,2797,477,201.4879241,1
5594,2797,485,378.555907,2
5595,2798,438,1725.819676,1
5596,2798,557,8426.825477,2
5597,2799,470,0,1
5598,2799,466,37.5925449,2
5599,2800,479,524.9064549,1
5600,2800,482,738.6333934,2
5601,2801,477,288.5745155,1
5602,2801,485,360.0782318,2
5603,2802,477,259.0437046,1
5604,2802,449,454.7367446,2
5605,2803,479,781.4688872,1
5606,2803,482,984.7156502,2
5607,2804,479,446.1843455,1
5608,2804,482,661.6419415,2
5609,2805,493,1050.363411,1
5610,2805,479,1071.203543,2
5611,2806,471,0,1
5612,2806,469,30.29968003,2
5613,2807,484,385.3211754,1
5614,2807,477,580.7260047,2
5615,2808,477,137.095725,1
5616,2808,485,443.0549895,2
5617,2809,472,0,1
5618,2809,475,154.238726,2
5619,2810,438,1825.113248,1
5620,2810,557,8479.085157,2
5621,2811,481,289.8092902,1
5622,2811,451,591.4672676,2
5623,2812,479,224.2684467,1
5624,2812,482,424.5506054,2
5625,2813,479,628.0276152,1
5626,2813,482,838.33772,2
5627,2814,477,287.0925099,1
5628,2814,485,311.7132584,2
5629,2815,484,311.3066952,1
5630,2815,477,692.102358,2
5631,2816,493,1038.745442,1
5632,2816,497,1230.655739,2
5633,2817,491,928.936656,1
5634,2817,505,2082.875197,2
5635,2818,467,268.0500314,1
5636,2818,482,347.0812145,2
5637,2819,477,156.6187463,1
5638,2819,485,279.6255464,2
5639,2820,493,924.2121141,1
5640,2820,497,1094.859827,2
5641,2821,491,1117.599277,1
5642,2821,505,1859.874763,2
5643,2822,491,1220.281059,1
5644,2822,505,1758.45906,2
5645,2823,493,1050.964359,1
5646,2823,497,1248.248362,2
5647,2824,479,853.3202127,1
5648,2824,489,1033.61719,2
5649,2825,491,1191.148563,1
5650,2825,505,1780.419976,2
5651,2826,479,746.5869066,1
5652,2826,489,939.8776641,2
5653,2827,473,0,1
5654,2827,474,43.73750492,2
5655,2828,491,1298.515576,1
5656,2828,505,1669.480725,2
5657,2829,491,1080.781594,1
5658,2829,505,1856.90491,2
5659,2830,479,118.3973606,1
5660,2830,467,222.0140783,2
5661,2831,493,952.0909328,1
5662,2831,497,1137.714388,2
5663,2832,474,0,1
5664,2832,476,39.19279657,2
5665,2833,485,279.776118,1
5666,2833,477,292.713937,2
5667,2834,491,1133.908794,1
5668,2834,505,1775.168906,2
5669,2835,484,334.6072916,1
5670,2835,477,515.9131425,2
5671,2836,491,703.9480274,1
5672,2836,505,2284.564256,2
5673,2837,479,741.0054353,1
5674,2837,489,924.8364862,2
5675,2838,477,9.997598935,1
5676,2838,485,307.1627109,2
5677,2839,477,150.8421098,1
5678,2839,485,216.0858583,2
5679,2840,491,1205.416841,1
5680,2840,505,1718.052261,2
5681,2841,488,399.3948464,1
5682,2841,500,1162.039341,2
5683,2842,481,210.595938,1
5684,2842,451,545.8807441,2
5685,2843,491,1243.161034,1
5686,2843,505,1679.020727,2
5687,2844,491,1396.427388,1
5688,2844,505,1557.240382,2
5689,2845,476,14.40453949,1
5690,2845,474,22.01961089,2
5691,2846,477,16.73257408,1
5692,2846,485,326.8411622,2
5693,2847,475,0,1
5694,2847,480,117.279385,2
5695,2848,491,1345.754356,1
5696,2848,505,1564.512132,2
5697,2849,505,1317.641419,1
5698,2849,504,1542.653194,2
5699,2850,491,723.5295509,1
5700,2850,505,2179.475062,2
5701,2851,491,1273.649127,1
5702,2851,505,1632.058401,2
5703,2852,397,2016.532874,1
5704,2852,386,2068.774685,2
5705,2853,491,1296.922096,1
5706,2853,505,1591.248949,2
5707,2854,438,1862.416167,1
5708,2854,557,8390.200536,2
5709,2855,505,1414.393534,1
5710,2855,491,1512.728985,2
5711,2856,484,206.4242399,1
5712,2856,477,646.1774531,2
5713,2857,505,1284.118357,1
5714,2857,504,1510.424241,2
5715,2858,491,1376.597009,1
5716,2858,505,1525.88386,2
5717,2859,491,766.5160161,1
5718,2859,505,2054.85741,2
5719,2860,477,163.1651865,1
5720,2860,485,169.9934879,2
5721,2861,484,310.8672426,1
5722,2861,477,440.4877348,2
5723,2862,505,1358.269948,1
5724,2862,504,1570.76861,2
5725,2863,491,720.4845083,1
5726,2863,493,1436.915405,2
5727,2864,484,172.7990903,1
5728,2864,477,721.0900864,2
5729,2865,505,1326.980334,1
5730,2865,504,1542.444696,2
5731,2866,491,813.1845751,1
5732,2866,505,1971.253464,2
5733,2867,500,1158.436238,1
5734,2867,488,1542.920612,2
5735,2868,493,851.430216,1
5736,2868,497,1042.065201,2
5737,2869,481,148.9402158,1
5738,2869,451,748.4590322,2
5739,2870,485,212.9510666,1
5740,2870,486,254.7014164,2
5741,2871,479,311.0439192,1
5742,2871,482,503.7816654,2
5743,2872,471,257.1705196,1
5744,2872,469,367.4087716,2
5745,2873,491,866.2233378,1
5746,2873,505,1908.202071,2
5747,2874,476,0,1
5748,2874,474,39.19279657,2
5749,2875,500,1234.682734,1
5750,2875,488,1659.933875,2
5751,2876,477,0,1
5752,2876,485,170.9822524,2
5753,2877,493,839.4696227,1
5754,2877,498,892.6940667,2
5755,2878,505,1255.75831,1
5756,2878,504,1475.899132,2
5757,2879,500,1162.293937,1
5758,2879,488,1588.465689,2
5759,2880,491,923.6076427,1
5760,2880,505,1838.396515,2
5761,2881,491,1086.077962,1
5762,2881,505,1699.796922,2
5763,2882,475,40.23349946,1
5764,2882,480,44.8081627,2
5765,2883,481,206.7021705,1
5766,2883,451,681.8560124,2
5767,2884,505,1138.986064,1
5768,2884,504,1378.431081,2
5769,2885,505,1154.470371,1
5770,2885,504,1390.030673,2
5771,2886,479,98.01082331,1
5772,2886,482,101.1132402,2
5773,2887,493,841.8064712,1
5774,2887,497,1038.64553,2
5775,2888,505,1171.403966,1
5776,2888,504,1401.325786,2
5777,2889,484,102.7730254,1
5778,2889,477,813.8874122,2
5779,2890,484,133.4032089,1
5780,2890,477,590.3771146,2
5781,2891,479,12.96964397,1
5782,2891,482,110.1542561,2
5783,2892,484,323.4547903,1
5784,2892,477,399.7382595,2
5785,2893,397,2311.751131,1
5786,2893,386,2361.08171,2
5787,2894,491,961.7085331,1
5788,2894,505,1752.698594,2
5789,2895,397,2291.614556,1
5790,2895,386,2341.602182,2
5791,2896,485,115.8460568,1
5792,2896,486,164.3690655,2
5793,2897,478,0,1
5794,2897,476,72.06141222,2
5795,2898,505,1052.500158,1
5796,2898,504,1303.169008,2
5797,2899,505,1072.912166,1
5798,2899,504,1318.606533,2
5799,2900,479,0,1
5800,2900,482,139.6921309,2
5801,2901,505,1018.960554,1
5802,2901,504,1275.495652,2
5803,2902,505,1107.202246,1
5804,2902,504,1343.81739,2
5805,2903,477,5.665734606,1
5806,2903,485,61.66808358,2
5807,2904,491,1091.571637,1
5808,2904,505,1617.125141,2
5809,2905,479,129.1279082,1
5810,2905,482,299.5404422,2
5811,2906,505,998.2366509,1
5812,2906,504,1256.739748,2
5813,2907,485,184.3997582,1
5814,2907,486,201.7606942,2
5815,2908,491,1165.38392,1
5816,2908,505,1552.547332,2
5817,2909,485,43.91766142,1
5818,2909,477,120.7747147,2
5819,2910,491,1025.874484,1
5820,2910,505,1675.8722,2
5821,2911,505,1041.644171,1
5822,2911,504,1285.030893,2
5823,2912,479,45.96903201,1
5824,2912,482,62.56861482,2
5825,2913,505,964.0930257,1
5826,2913,504,1226.169494,2
5827,2914,478,21.48747702,1
5828,2914,476,91.47010885,2
5829,2915,491,1237.930012,1
5830,2915,505,1497.179787,2
5831,2916,493,665.5470002,1
