OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK
314,157,29,125.2849611,2
315,158,35,158.4407243,1
316,158,32,189.1017366,2
317,159,21,408.7973202,1
318,159,26,423.1861083,2
319,160,35,127.7934534,1
320,160,32,199.916319,2
321,161,35,166.593418,1
322,161,32,232.6165865,2
323,162,35,252.2376592,1
324,162,32,316.4539001,2
325,163,33,412.8047985,1
326,163,4,416.4834071,2
327,164,33,436.0731931,1
328,164,4,468.3319581,2
329,165,37,170.4467508,1
330,165,38,286.8339738,2
331,166,33,464.5848818,1
332,166,4,506.7881823,2
333,167,33,513.9334705,1
334,167,4,566.8810526,2
335,168,37,61.27823051,1
336,168,39,183.7060155,2
337,169,37,0,1
338,169,38,70.02559361,2
339,170,46,465.0389839,1
340,170,51,527.2809235,2
341,171,38,0,1
342,171,37,70.02559361,2
343,172,46,444.3928967,1
344,172,50,510.799151,2
345,173,39,10.43587626,1
346,173,37,20.12478218,2
347,174,48,485.0836082,1
348,174,50,520.8005606,2
349,175,46,497.999977,1
350,175,51,499.8094765,2
351,176,48,495.1217722,1
352,176,50,563.5705691,2
353,177,46,395.9248524,1
354,177,50,481.9682746,2
355,178,48,442.4440714,1
356,178,50,474.467004,2
357,179,39,0,1
358,179,40,12.19473863,2
359,180,48,686.5258231,1
360,180,66,794.199255,2
361,181,46,299.2820518,1
362,181,50,395.831144,2
363,182,51,393.9400724,1
364,182,46,398.2767147,2
365,183,40,0,1
366,183,39,12.19473863,2
367,184,41,0,1
368,184,44,33.25359325,2
369,185,46,320.2625084,1
370,185,48,343.3559403,2
371,186,48,548.823078,1
372,186,50,678.2422574,2
373,187,48,290.6673421,1
374,187,50,336.0133557,2
375,188,51,307.8545357,1
376,188,46,315.2997073,2
377,189,48,543.0267656,1
378,189,57,670.7843455,2
379,190,42,0,1
380,190,40,24.39593387,2
381,191,43,0.746732473,1
382,191,42,95.40945388,2
383,192,46,139.7259641,1
384,192,51,201.6034893,2
385,193,43,0,1
386,193,42,123.1050607,2
387,194,44,28.67235097,1
388,194,45,47.27980031,2
389,195,44,0,1
390,195,45,17.05327472,2
391,196,43,56.24619591,1
392,196,42,111.6829582,2
393,197,43,9.184218009,1
394,197,47,187.9598292,2
395,198,43,8.644196723,1
396,198,47,164.8179968,2
397,199,51,283.1924004,1
398,199,46,379.7954855,2
399,200,51,319.0239269,1
400,200,46,427.0013963,2
401,201,44,333.1323525,1
402,201,41,338.4640147,2
403,202,46,46.66094637,1
404,202,51,140.0319436,2
405,203,51,196.8693422,1
406,203,46,306.5632686,2
407,204,45,0,1
408,204,44,17.05327472,2
409,205,47,33.18253992,1
410,205,49,105.9072661,2
411,206,43,137.0719303,1
412,206,53,145.5544076,2
413,207,50,37.28736566,1
414,207,46,72.84617038,2
415,208,51,63.63007318,1
416,208,46,200.698381,2
417,209,46,0,1
418,209,52,36.14874754,2
419,210,50,4.76540999,1
420,210,54,69.79951937,2
421,211,47,0,1
422,211,53,8.229044016,2
423,212,48,0,1
424,212,50,48.68724746,2
425,213,49,0,1
426,213,45,22.38545459,2
427,214,52,6.730614966,1
428,214,46,34.92252926,2
429,215,50,0,1
430,215,54,8.57368921,2
431,216,50,1.156975865,1
432,216,54,10.93484018,2
433,217,53,83.88583977,1
434,217,55,99.88404567,2
435,218,53,21.95924045,1
436,218,55,44.1734295,2
437,219,51,0,1
438,219,46,89.03002057,2
439,220,52,0,1
440,220,56,14.54334282,2
441,221,53,0,1
442,221,47,8.229044016,2
443,222,54,0,1
444,222,50,8.57368921,2
445,223,66,152.4937444,1
446,223,48,1081.308614,2
447,224,57,18.88310714,1
448,224,48,76.91387243,2
449,225,51,27.00338254,1
450,225,65,114.3313911,2
451,226,66,106.3270233,1
452,226,48,985.7444215,2
453,227,60,63.96041594,1
454,227,58,74.28538496,2
455,228,51,20.03909413,1
456,228,65,55.90619583,2
457,229,48,366.0443058,1
458,229,57,368.7472169,2
459,230,55,0,1
460,230,53,13.91402632,2
461,231,56,0,1
462,231,52,14.54334282,2
463,232,57,0,1
464,232,62,18.96254496,2
465,233,57,353.1943869,1
466,233,48,368.0846308,2
467,234,66,396.5432133,1
468,234,57,503.6083545,2
469,235,58,0,1
470,235,55,16.98458864,2
471,236,59,0,1
472,236,68,60.33797721,2
473,237,60,0,1
474,237,58,55.92554975,2
475,238,61,0,1
476,238,59,158.822903,2
477,239,62,0,1
478,239,57,18.96254496,2
479,240,62,2.053687247,1
480,240,63,15.51535711,2
481,241,63,0,1
482,241,57,27.05816042,2
483,242,66,330.0403043,1
484,242,57,668.0349425,2
485,243,66,24.81324965,1
486,243,48,934.9969948,2
487,244,64,0,1
488,244,67,10.39573993,2
489,245,65,0,1
490,245,69,98.58046991,2
491,246,66,103.7087583,1
492,246,57,869.9084195,2
493,247,66,336.3055524,1
494,247,57,665.6273206,2
495,248,66,13.32498081,1
496,248,57,981.8448462,2
497,249,66,0,1
498,249,57,1021.678692,2
499,250,67,0,1
500,250,64,10.39573993,2
501,251,58,31.14203389,1
502,251,55,90.38182112,2
503,252,60,120.8325309,1
504,252,58,212.8880998,2
505,253,68,0,1
506,253,71,21.87551516,2
507,254,67,45.30608773,1
508,254,63,72.40063169,2
509,255,66,105.3483006,1
510,255,57,816.638771,2
511,256,71,102.6823046,1
512,256,68,103.7656804,2
513,257,66,268.9338885,1
514,257,57,686.7915612,2
515,258,57,478.9754016,1
516,258,62,487.9054734,2
517,259,66,345.2912841,1
518,259,57,696.4663301,2
519,260,69,0,1
520,260,70,34.39733789,2
521,261,70,0,1
522,261,69,34.39733789,2
523,262,68,200.914451,1
524,262,74,211.1897942,2
525,263,71,0,1
526,263,68,21.87551516,2
527,264,62,403.3929061,1
528,264,57,418.2593796,2
529,265,62,415.8099908,1
530,265,57,423.7562537,2
531,266,69,117.1968469,1
532,266,67,118.5296087,2
533,267,72,0,1
534,267,73,15.37626115,2
535,268,74,98.15370826,1
536,268,71,158.1457622,2
537,269,74,41.08594673,1
538,269,71,113.4761976,2
539,270,73,0,1
540,270,75,13.35044635,2
541,271,74,0,1
542,271,71,79.44109443,2
543,272,75,0,1
544,272,73,13.35044635,2
545,273,62,414.3666727,1
546,273,57,435.2869571,2
547,274,76,0,1
548,274,70,42.29320927,2
549,275,66,321.3255227,1
550,275,108,862.6538094,2
551,276,83,213.3445157,1
552,276,74,227.4542442,2
553,277,66,322.6201829,1
554,277,108,762.0180409,2
555,278,74,8.188020601,1
556,278,71,74.93137965,2
557,279,62,505.2314991,1
558,279,57,533.2497072,2
559,280,74,146.1664047,1
560,280,83,209.9577499,2
561,281,66,503.9056292,1
562,281,62,722.2155322,2
563,282,77,27.6487372,1
564,282,73,79.2195899,2
565,283,77,118.7715887,1
566,283,76,130.9447314,2
567,284,66,409.7523182,1
568,284,108,714.6611452,2
569,285,66,443.1896755,1
570,285,108,788.5382296,2
571,286,62,538.7638988,1
572,286,63,576.0482105,2
573,287,83,80.41141229,1
574,287,88,156.7584838,2
575,288,84,282.751694,1
576,288,74,363.0243218,2
577,289,83,68.24581586,1
578,289,88,122.093672,2
579,290,84,67.90672436,1
580,290,85,94.8526503,2
581,291,62,561.506033,1
582,291,57,598.7333478,2
583,292,66,421.436416,1
584,292,108,628.443184,2
585,293,84,49.17250159,1
586,293,85,91.72063527,2
587,294,84,331.8842654,1
588,294,85,420.2680592,2
589,295,77,0,1
590,295,76,71.03486825,2
591,296,66,443.245253,1
592,296,105,567.057451,2
593,297,66,514.9210095,1
594,297,101,528.4380341,2
595,298,66,522.6764443,1
596,298,108,572.9472873,2
597,299,78,0,1
598,299,107,83.26144706,2
599,300,79,0,1
600,300,81,43.79447591,2
601,301,80,0,1
602,301,116,37.60440394,2
603,302,81,0,1
604,302,121,0.522593082,2
605,303,82,0,1
606,303,133,15.20499098,2
607,304,86,15.88342836,1
608,304,77,104.0486873,2
609,305,62,673.6328721,1
610,305,66,681.1916054,2
611,306,66,626.3420291,1
612,306,108,695.7542099,2
613,307,89,364.6019417,1
614,307,78,505.125022,2
615,308,83,0,1
616,308,88,23.23549146,2
617,309,84,0,1
618,309,85,38.82269154,2
619,310,62,670.6685639,1
620,310,86,686.3192755,2
621,311,77,35.86819371,1
622,311,86,125.9031162,2
623,312,85,0,1
624,312,84,38.82269154,2
625,313,77,142.1507956,1
626,313,93,152.7825171,2
627,314,85,13.93580212,1
628,314,84,15.62555847,2
629,315,86,0,1
630,315,77,101.7614096,2
631,316,101,364.6330641,1
632,316,105,382.3063137,2
633,317,93,180.6390699,1
634,317,77,192.0289973,2
635,318,89,26.51506237,1
636,318,95,199.7988757,2
637,319,95,142.0408003,1
638,319,89,204.494099,2
639,320,101,332.6062213,1
640,320,105,375.4062177,2
641,321,86,21.81704334,1
642,321,93,37.499518,2
643,322,87,0,1
644,322,88,15.57113378,2
645,323,89,133.3833643,1
646,323,78,370.8343197,2
647,324,89,274.9436808,1
648,324,78,389.2204504,2
649,325,87,36.2623443,1
650,325,88,70.11239231,2
651,326,88,0,1
652,326,87,15.57113378,2
653,327,89,23.1179442,1
654,327,95,205.4079206,2
655,328,89,0,1
656,328,95,253.8601862,2
657,329,108,392.4052874,1
658,329,106,421.3796597,2
659,330,89,71.39862218,1
660,330,78,326.779807,2
661,331,92,146.2313127,1
662,331,94,153.8781339,2
663,332,92,5.512349158,1
664,332,94,57.23939759,2
665,333,87,56.11320531,1
666,333,88,91.73239641,2
667,334,111,537.1729996,1
668,334,114,665.4676507,2
669,335,114,587.8083728,1
670,335,111,593.0536168,2
671,336,90,0,1
672,336,91,27.86934279,2
673,337,95,56.88197128,1
674,337,89,201.9465999,2
675,338,93,131.2507339,1
676,338,94,193.6067135,2
677,339,89,112.7286245,1
678,339,78,296.3846284,2
679,340,108,328.9566891,1
680,340,106,363.493458,2
681,341,91,0,1
682,341,90,27.86934279,2
683,342,92,12.75217324,1
684,342,94,25.77618333,2
685,343,89,136.1419423,1
686,343,78,273.5151959,2
687,344,92,0,1
688,344,94,11.12173941,2
689,345,93,0,1
690,345,86,112.8709553,2
691,346,111,502.8521448,1
692,346,106,518.4880238,2
693,347,111,535.3048771,1
694,347,114,551.0094263,2
695,348,108,272.5931543,1
696,348,105,289.6013427,2
697,349,104,293.8369788,1
698,349,115,554.6309725,2
699,350,94,0,1
700,350,92,11.12173941,2
701,351,111,453.5987071,1
702,351,79,560.0207907,2
703,352,114,510.8165855,1
704,352,111,528.243773,2
705,353,89,256.4501609,1
706,353,78,258.564268,2
707,354,111,428.3698582,1
708,354,79,522.5314402,2
709,355,95,0,1
710,355,89,253.8601862,2
711,356,89,124.4990873,1
712,356,95,245.1002197,2
713,357,101,135.1483422,1
714,357,105,172.4167399,2
715,358,101,257.8000179,1
716,358,78,304.3426554,2
717,359,108,275.8770615,1
718,359,106,294.461481,2
719,360,94,13.20027075,1
720,360,98,30.27526391,2
721,361,101,143.9971343,1
722,361,105,196.0423828,2
723,362,105,171.8971238,1
724,362,101,181.6208488,2
725,363,104,186.1585796,1
726,363,115,540.9532375,2
727,364,93,17.508381,1
728,364,86,228.1140699,2
729,365,108,198.9876127,1
730,365,105,237.8955317,2
731,366,95,83.46665491,1
732,366,89,146.933701,2
733,367,114,453.9387493,1
734,367,111,477.3442332,2
735,368,101,126.154384,1
736,368,105,131.6636583,2
737,369,111,430.1977573,1
738,369,106,440.3777204,2
739,370,89,149.4780978,1
740,370,78,162.5022559,2
741,371,96,9.892247059,1
742,371,100,27.00006077,2
743,372,96,0,1
744,372,97,17.73115035,2
745,373,111,381.119265,1
746,373,79,561.2390707,2
747,374,95,147.7262114,1
748,374,89,428.252767,2
749,375,111,375.2876905,1
750,375,79,523.9694878,2
751,376,104,271.973608,1
752,376,115,459.6299428,2
753,377,106,359.425781,1
754,377,108,374.3715395,2
755,378,95,84.2906744,1
756,378,89,364.0169391,2
757,379,111,365.0636791,1
758,379,79,534.3359612,2
759,380,98,17.04594079,1
760,380,94,86.47180856,2
761,381,104,368.7305199,1
762,381,115,403.1973105,2
763,382,93,128.5751731,1
764,382,98,152.8347583,2
765,383,114,358.7245865,1
766,383,111,513.8839274,2
767,384,97,0,1
768,384,96,17.73115035,2
769,385,114,367.3996511,1
770,385,111,429.1695917,2
771,386,98,0,1
772,386,103,17.0640253,2
773,387,78,62.82095801,1
774,387,107,187.695714,2
775,388,99,0,1
776,388,102,35.09402523,2
777,389,100,0,1
778,389,97,20.35996769,2
779,390,101,0,1
780,390,105,31.13241129,2
781,391,109,180.7396634,1
782,391,78,223.8495832,2
783,392,104,223.0748529,1
784,392,115,322.3547133,2
785,393,98,108.7582559,1
786,393,103,163.9330344,2
787,394,108,34.01180756,1
788,394,105,91.70164886,2
789,395,78,7.800286774,1
790,395,107,132.7469047,2
791,396,100,58.09531514,1
792,396,97,108.2528018,2
793,397,115,277.1910973,1
794,397,95,426.1227838,2
795,398,102,0,1
796,398,99,35.09402523,2
797,399,115,259.5172139,1
798,399,104,325.719337,2
799,400,103,0,1
800,400,98,17.0640253,2
801,401,98,113.3333938,1
802,401,103,129.4037414,2
803,402,115,239.9492267,1
804,402,104,389.7192144,2
805,403,106,44.04400044,1
806,403,108,73.03660655,2
807,404,106,149.3857763,1
808,404,108,198.7451483,2
809,405,109,86.38263434,1
810,405,107,213.5581231,2
811,406,104,0,1
812,406,115,491.6056669,2
813,407,104,12.27282833,1
814,407,115,577.9677582,2
815,408,100,69.76277367,1
816,408,97,163.0858603,2
817,409,109,63.94987321,1
818,409,107,154.6846199,2
819,410,115,209.0008639,1
820,410,104,451.1921306,2
821,411,105,0,1
822,411,101,31.13241129,2
823,412,106,0,1
824,412,108,33.3977247,2
825,413,115,299.984873,1
826,413,95,362.5893296,2
827,414,100,147.4460982,1
828,414,97,230.8651113,2
829,415,100,210.9823709,1
830,415,97,304.1573761,2
831,416,111,109.0949772,1
832,416,79,298.8073633,2
833,417,95,291.1013172,1
834,417,78,451.9677343,2
835,418,115,338.1653741,1
836,418,95,338.3375156,2
837,419,109,31.61449839,1
838,419,107,185.6909348,2
839,420,115,211.0115882,1
840,420,95,409.1433297,2
841,421,115,188.6803755,1
842,421,95,464.1649864,2
843,422,104,218.6974583,1
844,422,115,250.0402281,2
845,423,115,299.2058883,1
846,423,95,364.0977672,2
847,424,115,193.9928866,1
848,424,104,240.8231175,2
849,425,100,143.0571748,1
850,425,102,170.438387,2
851,426,114,97.93257211,1
852,426,111,421.8383595,2
853,427,103,117.7790345,1
854,427,98,136.6674813,2
855,428,107,0,1
856,428,110,39.65460653,2
857,429,100,262.5356578,1
858,429,97,357.149567,2
859,430,108,0,1
860,430,106,33.3977247,2
861,431,115,87.46734026,1
862,431,104,348.613575,2
863,432,104,219.3553194,1
864,432,115,226.6445286,2
865,433,112,5.625234055,1
866,433,102,69.79705353,2
867,434,109,0,1
868,434,117,142.3776891,2
869,435,108,21.26987139,1
870,435,120,48.92357025,2
871,436,106,40.51254236,1
872,436,108,40.89168938,2
873,437,79,67.30860806,1
874,437,118,121.9367299,2
875,438,110,0,1
876,438,107,39.65460653,2
877,439,111,0,1
878,439,79,264.0581256,2
879,440,114,160.0022196,1
880,440,111,296.0934096,2
881,441,112,0,1
882,441,102,190.0199207,2
883,442,107,384.2400926,1
884,442,110,399.5678354,2
885,443,115,228.4120939,1
886,443,104,234.5723935,2
887,444,107,281.204703,1
888,444,110,292.46033,2
889,445,115,268.8444159,1
890,445,95,343.2454071,2
891,446,112,2.046846742,1
892,446,122,201.3386749,2
893,447,112,39.83161323,1
894,447,102,220.0764109,2
895,448,112,223.0803526,1
896,448,100,285.2665023,2
897,449,115,129.1195451,1
898,449,104,345.4290664,2
899,450,111,56.20576135,1
900,450,114,334.4429969,2
901,451,115,94.77694675,1
902,451,95,582.8302659,2
903,452,113,0,1
904,452,120,87.84098683,2
905,453,112,198.8538072,1
906,453,122,299.2140548,2
907,454,112,348.5949812,1
908,454,100,375.6455186,2
909,455,114,0,1
910,455,111,480.5719535,2
911,456,112,286.9255734,1
912,456,100,329.0737724,2
913,457,104,898.0000021,1
914,457,115,1355.862667,2
915,458,115,0,1
916,458,104,491.6056669,2
917,459,116,0,1
918,459,80,37.60440394,2
919,460,110,365.8102361,1
920,460,107,366.3975221,2
921,461,104,907.0975663,1
922,461,115,1363.539687,2
923,462,117,0,1
924,462,110,131.4143383,2
925,463,112,55.18536166,1
926,463,122,165.8690963,2
927,464,104,469.8935095,1
928,464,115,883.1820405,2
929,465,120,21.53346427,1
930,465,113,40.15658346,2
931,466,118,0,1
932,466,79,70.28550002,2
933,467,119,53.457449,1
934,467,122,91.17348577,2
935,468,112,196.5017713,1
936,468,122,232.6406024,2
937,469,119,0,1
938,469,122,145.8559821,2
939,470,112,333.9501798,1
940,470,122,377.7168235,2
941,471,112,277.546449,1
942,471,122,317.6646451,2
943,472,120,0,1
944,472,116,59.62554177,2
945,473,104,304.3406637,1
946,473,115,539.5369942,2
947,474,115,28.26178215,1
948,474,95,607.7666433,2
949,475,104,537.7666958,1
950,475,115,930.0369324,2
951,476,104,957.1253896,1
952,476,139,1376.386612,2
953,477,117,187.3968995,1
954,477,110,212.3830409,2
955,478,79,75.8625569,1
956,478,81,121.1374095,2
957,479,104,1032.813082,1
958,479,139,1428.188881,2
959,480,111,182.4578261,1
960,480,79,212.0181509,2
961,481,114,180.2617825,1
962,481,111,335.6832713,2
963,482,111,104.8707871,1
964,482,79,316.8108759,2
965,483,104,1099.66375,1
966,483,139,1475.593912,2
967,484,122,18.25156914,1
968,484,119,75.60704337,2
969,485,104,384.131122,1
970,485,115,506.014555,2
971,486,81,79.01059538,1
972,486,79,80.31393144,2
973,487,122,175.1294067,1
974,487,112,205.5702348,2
975,488,122,328.2312799,1
976,488,112,333.5085528,2
977,489,122,264.5458118,1
978,489,112,277.4759306,2
979,490,104,391.2864088,1
980,490,115,484.8888514,2
981,491,104,1239.241292,1
982,491,139,1544.985973,2
983,492,117,139.7806339,1
984,492,110,229.8504812,2
985,493,104,1264.799827,1
986,493,139,1549.646233,2
987,494,121,66.93860679,1
988,494,81,73.21223402,2
989,495,122,240.2583777,1
990,495,112,293.3213781,2
991,496,114,131.5046064,1
992,496,111,448.2252445,2
993,497,104,1045.796725,1
994,497,139,1378.47779,2
995,498,104,1126.821077,1
996,498,139,1436.446595,2
997,499,104,409.8936741,1
998,499,115,542.6008189,2
999,500,117,204.5004942,1
1000,500,110,265.9900299,2
1001,501,114,164.7666579,1
1002,501,111,519.138175,2
1003,502,104,1208.912043,1
1004,502,139,1495.614304,2
1005,503,111,257.6770284,1
1006,503,121,317.1093455,2
1007,504,81,52.99379401,1
1008,504,121,104.9760386,2
1009,505,122,289.1000322,1
1010,505,112,337.302211,2
1011,506,121,0,1
1012,506,81,0.522593082,2
1013,507,122,0,1
1014,507,119,145.8559821,2
1015,508,115,419.9637378,1
1016,508,110,564.3525356,2
1017,509,111,319.8555523,1
1018,509,121,370.8862328,2
1019,510,104,1133.779011,1
1020,510,139,1389.098744,2
1021,511,81,67.72043672,1
1022,511,121,106.6954303,2
1023,512,104,1338.482544,1
1024,512,139,1558.893797,2
1025,513,115,228.3000688,1
1026,513,104,587.5822135,2
1027,514,104,525.7265927,1
1028,514,115,787.1129298,2
1029,515,123,0,1
1030,515,124,69.3042399,2
1031,516,122,54.05403995,1
1032,516,119,254.9352313,2
