OBJECTID,IN_FID,Near_exp_dist,Near_exp_rank,Near_dest,Near_dst_rank
13406,6703,2485.909107,2,19.94659647,2
13407,6704,2554.874761,1,0,1
13408,6704,2758.453947,2,34.77114896,2
13409,6705,444.1213201,1,0,1
13410,6705,479.1023255,2,25.82788734,2
13411,6706,2613.563264,1,0,1
13412,6706,2751.523865,2,14.50790609,2
13413,6707,2980.777103,1,0,1
13414,6707,8183.238871,2,39.63496526,2
13415,6708,2540.746117,1,0,1
13416,6708,2769.819843,2,14.50790609,2
13417,6709,348.8944589,1,0,1
13418,6709,633.3953131,2,25.82788734,2
13419,6710,2822.06977,1,0,1
13420,6710,8199.156553,2,37.13949006,2
13421,6711,2000.824302,1,0,1
13422,6711,2481.491354,2,19.94659647,2
13423,6712,2613.029186,1,0,1
13424,6712,2710.115406,2,34.77114896,2
13425,6713,903.9250295,1,0,1
13426,6713,904.1141251,2,460.6126445,2
13427,6714,1579.65227,1,0,1
13428,6714,2006.129106,2,125.1199204,2
13429,6715,2271.947816,1,0,1
13430,6715,2779.682822,2,43.71708481,2
13431,6716,2318.803662,1,0,1
13432,6716,3021.807148,2,7.09967864,2
13433,6717,3034.833887,1,0,1
13434,6717,3292.130758,2,1256.338148,2
13435,6718,741.1368231,1,0,1
13436,6718,1427.665892,2,195.9157401,2
13437,6719,2352.420483,1,0,1
13438,6719,3027.887572,2,7.09967864,2
13439,6720,608.265728,1,0,1
13440,6720,688.5012393,2,114.324885,2
13441,6721,2740.32048,1,0,1
13442,6721,8079.374593,2,37.13949006,2
13443,6722,2163.272771,1,0,1
13444,6722,2676.791186,2,43.71708481,2
13445,6723,710.6455552,1,0,1
13446,6723,804.9996581,2,0.109006468,2
13447,6724,1771.042773,1,0,1
13448,6724,2454.255942,2,43.42900431,2
13449,6725,0,1,0,1
13450,6725,2447.026752,2,53.34586894,2
13451,6726,53.34586894,1,0,1
13452,6726,2561.373249,2,53.34586894,2
13453,6727,1871.149688,1,0,1
13454,6727,2551.213691,2,43.42900431,2
13455,6728,2094.447271,1,0,1
13456,6728,2639.18858,2,43.990956,2
13457,6729,853.7831243,1,0,1
13458,6729,1072.022581,2,556.559527,2
13459,6730,282.0965261,1,0,1
13460,6730,776.0222008,2,17.70081161,2
13461,6731,1059.371561,1,0,1
13462,6731,1215.607038,2,75.96118906,2
13463,6732,733.7405681,1,0,1
13464,6732,807.5974042,2,0.109006468,2
13465,6733,1657.296969,1,0,1
13466,6733,2190.299222,2,4.759882683,2
13467,6734,175.5993178,1,0,1
13468,6734,808.0578336,2,17.70081161,2
13469,6735,1931.227341,1,0,1
13470,6735,2465.719147,2,59.80892187,2
13471,6736,2299.174446,1,0,1
13472,6736,2993.738932,2,77.46306361,2
13473,6737,500.9569439,1,0,1
13474,6737,1112.169424,2,89.47245711,2
13475,6738,1675.135146,1,0,1
13476,6738,2222.474808,2,4.759882683,2
13477,6739,611.719523,1,0,1
13478,6739,1066.487967,2,89.47245711,2
13479,6740,2437.185761,1,0,1
13480,6740,2909.886031,2,77.46306361,2
13481,6741,0,1,0,1
13482,6741,907.6825311,2,115.9161102,2
13483,6742,118.0640029,1,0,1
13484,6742,2604.678537,2,79.25558908,2
13485,6743,1066.751293,1,0,1
13486,6743,1079.156428,2,75.96118906,2
13487,6744,178.4075978,1,0,1
13488,6744,1059.179476,2,178.4075978,2
13489,6745,668.9978744,1,0,1
13490,6745,1210.586016,2,454.7875587,2
13491,6746,2683.305502,1,0,1
13492,6746,2705.124783,2,21.24790906,2
13493,6747,2201.347805,1,0,1
13494,6747,2821.735645,2,123.9684323,2
13495,6748,2630.60807,1,0,1
13496,6748,2742.902361,2,21.24790906,2
13497,6749,2451.811004,1,0,1
13498,6749,2946.893563,2,117.0060184,2
13499,6750,194.6139086,1,0,1
13500,6750,687.2670555,2,5.762538334,2
