OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,Buildings_ParcelID_DINS_ID_Build
723,145,12,246.7059777,3,142
724,145,29,295.8918139,4,142
725,145,7,408.5557816,5,142
726,146,31,0,1,143
727,146,32,0,1,143
728,146,37,73.77938444,2,143
729,146,27,101.4019435,3,143
730,146,28,102.7484877,4,143
731,147,31,0,1,143
732,147,32,0,1,143
733,147,37,73.77938444,2,143
734,147,27,101.4019435,3,143
735,147,28,102.7484877,4,143
736,148,34,18.78115737,1,144
737,148,38,69.27032245,2,144
738,148,40,71.28690102,3,144
739,148,35,106.9897583,4,144
740,148,20,151.9944273,5,144
741,149,25,10.40105433,1,145
742,149,38,24.71789559,2,145
743,149,17,82.45789592,3,145
744,149,22,94.11807896,4,145
745,149,27,120.6949387,5,145
746,150,27,40.737778,1,146
747,150,22,57.89362118,2,146
748,150,37,64.5423134,3,146
749,150,25,80.15512256,4,146
750,150,18,109.0961968,5,146
751,151,33,0,1,147
752,151,36,10.31400992,2,147
753,151,26,68.60643853,3,147
754,151,39,106.7995092,4,147
755,151,23,113.9920836,5,147
756,152,34,0,1,148
757,152,35,70.91122116,2,148
758,152,40,96.26967132,3,148
759,152,38,127.2597176,4,148
760,152,20,198.7603351,5,148
761,153,35,0,1,149
762,153,34,70.91122116,2,149
763,153,40,165.6839218,3,149
764,153,20,180.5952146,4,149
765,153,38,219.1727867,5,149
766,154,36,26.65842476,1,150
767,154,39,32.12911332,2,150
768,154,33,64.42604238,3,150
769,154,26,199.2495222,4,150
770,154,23,256.8700174,5,150
771,155,36,0,1,151
772,155,33,10.31400992,2,151
773,155,39,49.1066329,3,151
774,155,26,140.9812854,4,151
775,155,23,201.5658144,5,151
776,156,37,0,1,152
777,156,27,58.91425225,2,152
778,156,31,73.77938444,3,152
779,156,32,73.77938444,3,152
780,156,22,157.721852,4,152
781,157,38,0,1,153
782,157,40,13.31185628,2,153
783,157,25,64.6821632,3,153
784,157,17,111.7030302,4,153
785,157,11,124.9100028,5,153
786,158,21,230.2111586,1,154
787,158,13,376.2774128,2,154
788,158,10,410.5523251,3,154
789,158,28,431.7368554,4,154
790,158,8,476.6241725,5,154
791,159,39,0,1,155
792,159,36,49.1066329,2,155
793,159,33,106.7995092,3,155
794,159,26,237.3046435,4,155
795,159,23,297.7885246,5,155
796,160,40,0,1,156
797,160,38,13.31185628,2,156
798,160,34,96.26967132,3,156
799,160,35,165.6839218,4,156
800,160,25,170.9052285,5,156
801,161,36,96.94777895,1,157
802,161,33,125.2849611,2,157
803,161,39,129.2712144,3,157
804,161,26,194.3190501,4,157
805,161,29,236.6755962,5,157
806,162,39,158.4407243,1,158
807,162,36,189.1017366,2,158
808,162,33,227.4567898,3,158
809,162,26,304.745882,4,158
810,162,23,347.346038,5,158
811,163,21,408.7973202,1,159
812,163,28,423.1861083,2,159
813,163,13,495.4357056,3,159
814,163,10,531.1353723,4,159
815,163,31,564.7310893,5,159
816,164,39,127.7934534,1,160
817,164,36,199.916319,2,160
818,164,33,251.0016358,3,160
819,164,26,366.7561384,4,160
820,164,23,423.5341672,5,160
821,165,39,166.593418,1,161
822,165,36,232.6165865,2,161
823,165,33,277.7489203,3,161
824,165,26,382.0958948,4,161
825,165,23,434.8291287,5,161
826,166,39,252.2376592,1,162
827,166,36,316.4539001,2,162
828,166,33,358.8438767,3,162
829,166,26,454.6148108,4,162
830,166,23,503.2667716,5,162
831,167,37,412.8047985,1,163
832,167,31,416.4834071,2,163
833,167,32,416.4834071,2,163
834,167,28,476.5398996,3,163
835,167,27,509.4372797,4,163
836,168,37,436.0731931,1,164
837,168,31,468.3319581,2,164
838,168,32,468.3319581,2,164
839,168,27,537.0684311,3,164
840,168,28,541.183152,4,164
841,169,41,170.4467508,1,165
842,169,42,286.8339738,2,165
843,169,43,296.0602262,3,165
844,169,44,384.7638133,4,165
845,169,45,416.2888084,5,165
846,170,37,464.5848818,1,166
847,170,31,506.7881823,2,166
848,170,32,506.7881823,2,166
849,170,27,568.0175376,3,166
850,170,28,581.4145255,4,166
851,171,37,513.9334705,1,167
852,171,31,566.8810526,2,167
853,171,32,566.8810526,2,167
854,171,40,608.8088501,3,167
855,171,27,619.8870747,4,167
856,172,41,61.27823051,1,168
857,172,43,183.7060155,2,168
858,172,42,185.615404,3,168
859,172,44,269.9322544,4,168
860,172,45,301.8925802,5,168
861,173,41,0,1,169
862,173,42,70.02559361,2,169
863,173,43,129.2501971,3,169
864,173,45,187.9653414,4,169
865,173,44,191.8376963,5,169
866,174,50,465.0389839,1,170
867,174,55,527.2809235,2,170
868,174,56,576.078447,3,170
