OBJECTID,IN_FID,Near_dest,Near_dst_rank
224,104,123.0052654,1
1,105,0,1
2,105,0,1
3,106,0,1
4,106,0,1
225,107,171.6264464,1
226,107,177.121645,2
227,108,119.9295161,1
228,108,119.9295161,1
229,109,0,1
230,109,6.374171901,2
231,110,0,1
232,110,23.37195488,2
233,111,0,1
234,111,112.8913154,2
235,112,38.10204566,1
236,112,107.9549302,2
237,113,15.76397074,1
238,113,139.5178952,2
239,114,20.32326255,1
240,114,20.32326255,1
241,115,0,1
242,115,6.374171901,2
5,116,0,1
6,116,0,1
7,117,0,1
8,117,0,1
243,118,115.2819697,1
244,118,132.4591413,2
245,119,15.91917283,1
246,119,15.91917283,1
247,120,0,1
248,120,22.9984723,2
249,121,0,1
250,121,23.37195488,2
251,122,23.86792152,1
252,122,164.7436844,2
253,123,0,1
254,123,12.97194136,2
255,124,0,1
256,124,126.4437838,2
257,125,32.39091036,1
258,125,63.95412636,2
259,126,0,1
260,126,25.72704326,2
261,127,20.9027423,1
262,127,20.9027423,1
263,128,37.44058667,1
264,128,102.1540585,2
265,129,30.97292796,1
266,129,130.9206999,2
267,130,0,1
268,130,68.92226568,2
269,131,20.90391348,1
270,131,20.90391348,1
271,132,0,1
272,132,12.97194136,2
9,133,0,1
10,133,0,1
11,134,0,1
12,134,0,1
273,135,103.8038974,1
274,135,123.9237313,2
275,136,0,1
276,136,41.87999182,2
277,137,130.9814213,1
278,137,213.3086553,2
279,138,0,1
280,138,7.350082404,2
281,139,0,1
282,139,29.46749119,2
283,140,0,1
284,140,95.59186061,2
285,141,69.83623765,1
286,141,177.6069363,2
287,142,0,1
288,142,73.75773157,2
289,143,23.0124134,1
290,143,61.14878317,2
291,144,111.759335,1
292,144,126.4642816,2
293,145,0,1
294,145,126.4437838,2
13,146,0,1
14,146,0,1
15,147,0,1
16,147,0,1
295,148,18.78115737,1
296,148,69.27032245,2
297,149,10.40105433,1
298,149,24.71789559,2
299,150,40.737778,1
300,150,57.89362118,2
301,151,0,1
302,151,10.31400992,2
303,152,0,1
304,152,70.91122116,2
305,153,0,1
306,153,70.91122116,2
307,154,26.65842476,1
308,154,32.12911332,2
309,155,0,1
310,155,10.31400992,2
311,156,0,1
312,156,58.91425225,2
313,157,0,1
314,157,13.31185628,2
315,158,230.2111586,1
316,158,376.2774128,2
317,159,0,1
318,159,49.1066329,2
319,160,0,1
320,160,13.31185628,2
321,161,96.94777895,1
322,161,125.2849611,2
323,162,158.4407243,1
324,162,189.1017366,2
325,163,408.7973202,1
326,163,423.1861083,2
327,164,127.7934534,1
328,164,199.916319,2
329,165,166.593418,1
330,165,232.6165865,2
331,166,252.2376592,1
332,166,316.4539001,2
333,167,412.8047985,1
334,167,416.4834071,2
335,168,436.0731931,1
336,168,468.3319581,2
337,169,170.4467508,1
338,169,286.8339738,2
339,170,464.5848818,1
340,170,506.7881823,2
341,171,513.9334705,1
342,171,566.8810526,2
343,172,61.27823051,1
344,172,183.7060155,2
345,173,0,1
346,173,70.02559361,2
347,174,465.0389839,1
348,174,527.2809235,2
349,175,0,1
350,175,70.02559361,2
351,176,444.3928967,1
352,176,510.799151,2
353,177,10.43587626,1
354,177,20.12478218,2
355,178,485.0836082,1
356,178,520.8005606,2
357,179,497.999977,1
358,179,499.8094765,2
359,180,495.1217722,1
360,180,563.5705691,2
361,181,395.9248524,1
362,181,481.9682746,2
363,182,442.4440714,1
364,182,474.467004,2
365,183,0,1
366,183,12.19473863,2
367,184,686.5258231,1
368,184,794.199255,2
369,185,299.2820518,1
370,185,395.831144,2
371,186,393.9400724,1
372,186,398.2767147,2
373,187,0,1
374,187,12.19473863,2
375,188,0,1
376,188,33.25359325,2
377,189,320.2625084,1
378,189,343.3559403,2
379,190,548.823078,1
380,190,678.2422574,2
381,191,290.6673421,1
382,191,336.0133557,2
383,192,307.8545357,1
384,192,315.2997073,2
385,193,543.0267656,1
386,193,670.7843455,2
387,194,0,1
388,194,24.39593387,2
389,195,0.746732473,1
390,195,95.40945388,2
391,196,139.7259641,1
392,196,201.6034893,2
393,197,0,1
394,197,123.1050607,2
395,198,28.67235097,1
396,198,47.27980031,2
397,199,0,1
398,199,17.05327472,2
399,200,56.24619591,1
400,200,111.6829582,2
401,201,9.184218009,1
402,201,187.9598292,2
403,202,8.644196723,1
404,202,164.8179968,2
405,203,283.1924004,1
406,203,379.7954855,2
407,204,319.0239269,1
408,204,427.0013963,2
409,205,333.1323525,1
410,205,338.4640147,2
411,206,46.66094637,1
412,206,140.0319436,2
413,207,196.8693422,1
414,207,306.5632686,2
415,208,0,1
416,208,17.05327472,2
417,209,33.18253992,1
418,209,105.9072661,2
419,210,137.0719303,1
420,210,145.5544076,2
421,211,37.28736566,1
422,211,72.84617038,2
423,212,63.63007318,1
424,212,200.698381,2
425,213,0,1
426,213,36.14874754,2
427,214,4.76540999,1
428,214,69.79951937,2
429,215,0,1
430,215,8.229044016,2
431,216,0,1
432,216,48.68724746,2
433,217,0,1
434,217,22.38545459,2
435,218,6.730614966,1
436,218,34.92252926,2
437,219,0,1
438,219,8.57368921,2
439,220,1.156975865,1
440,220,10.93484018,2
441,221,83.88583977,1
442,221,99.88404567,2
443,222,21.95924045,1
444,222,44.1734295,2
445,223,0,1
446,223,89.03002057,2
447,224,0,1
448,224,14.54334282,2
449,225,0,1
450,225,8.229044016,2
451,226,0,1
452,226,8.57368921,2
453,227,152.4937444,1
454,227,1081.308614,2
455,228,18.88310714,1
456,228,76.91387243,2
457,229,27.00338254,1
458,229,114.3313911,2
459,230,106.3270233,1
460,230,985.7444215,2
461,231,63.96041594,1
462,231,74.28538496,2
463,232,20.03909413,1
464,232,55.90619583,2
465,233,366.0443058,1
466,233,368.7472169,2
467,234,0,1
468,234,13.91402632,2
469,235,0,1
470,235,14.54334282,2
471,236,0,1
472,236,18.96254496,2
473,237,353.1943869,1
474,237,368.0846308,2
475,238,396.5432133,1
476,238,503.6083545,2
477,239,0,1
478,239,16.98458864,2
479,240,0,1
480,240,60.33797721,2
481,241,0,1
482,241,55.92554975,2
483,242,0,1
484,242,158.822903,2
485,243,0,1
486,243,18.96254496,2
487,244,2.053687247,1
488,244,15.51535711,2
489,245,0,1
490,245,27.05816042,2
491,246,330.0403043,1
492,246,668.0349425,2
493,247,24.81324965,1
494,247,934.9969948,2
495,248,0,1
496,248,10.39573993,2
497,249,0,1
498,249,98.58046991,2
499,250,103.7087583,1
500,250,869.9084195,2
501,251,336.3055524,1
502,251,665.6273206,2
503,252,13.32498081,1
504,252,981.8448462,2
505,253,0,1
506,253,1021.678692,2
507,254,0,1
508,254,10.39573993,2
509,255,31.14203389,1
510,255,90.38182112,2
511,256,120.8325309,1
512,256,212.8880998,2
513,257,0,1
514,257,21.87551516,2
515,258,45.30608773,1
516,258,72.40063169,2
517,259,105.3483006,1
518,259,816.638771,2
519,260,102.6823046,1
520,260,103.7656804,2
521,261,268.9338885,1
522,261,686.7915612,2
523,262,478.9754016,1
524,262,487.9054734,2
525,263,345.2912841,1
526,263,696.4663301,2
527,264,0,1
528,264,34.39733789,2
529,265,0,1
530,265,34.39733789,2
531,266,200.914451,1
532,266,211.1897942,2
533,267,0,1
534,267,21.87551516,2
535,268,403.3929061,1
536,268,418.2593796,2
537,269,415.8099908,1
538,269,423.7562537,2
539,270,117.1968469,1
540,270,118.5296087,2
541,271,0,1
542,271,15.37626115,2
543,272,98.15370826,1
544,272,158.1457622,2
545,273,41.08594673,1
546,273,113.4761976,2
547,274,0,1
548,274,13.35044635,2
549,275,0,1
550,275,79.44109443,2
551,276,0,1
552,276,13.35044635,2
553,277,414.3666727,1
554,277,435.2869571,2
555,278,0,1
556,278,42.29320927,2
557,279,321.3255227,1
558,279,862.6538094,2
559,280,213.3445157,1
560,280,227.4542442,2
561,281,322.6201829,1
562,281,762.0180409,2
563,282,8.188020601,1
564,282,74.93137965,2
565,283,505.2314991,1
566,283,533.2497072,2
567,284,146.1664047,1
568,284,209.9577499,2
569,285,503.9056292,1
570,285,722.2155322,2
571,286,27.6487372,1
572,286,79.2195899,2
573,287,118.7715887,1
574,287,130.9447314,2
575,288,409.7523182,1
576,288,714.6611452,2
577,289,443.1896755,1
578,289,788.5382296,2
579,290,538.7638988,1
580,290,576.0482105,2
581,291,80.41141229,1
582,291,156.7584838,2
583,292,282.751694,1
584,292,363.0243218,2
585,293,68.24581586,1
586,293,122.093672,2
587,294,67.90672436,1
588,294,94.8526503,2
589,295,561.506033,1
590,295,598.7333478,2
591,296,421.436416,1
592,296,628.443184,2
593,297,49.17250159,1
594,297,91.72063527,2
595,298,331.8842654,1
596,298,420.2680592,2
597,299,0,1
598,299,71.03486825,2
599,300,443.245253,1
600,300,567.057451,2
601,301,514.9210095,1
602,301,528.4380341,2
603,302,522.6764443,1
604,302,572.9472873,2
623,303,15.88342836,1
624,303,104.0486873,2
625,304,673.6328721,1
626,304,681.1916054,2
627,305,626.3420291,1
628,305,695.7542099,2
629,306,364.6019417,1
630,306,505.125022,2
631,307,0,1
632,307,23.23549146,2
633,308,0,1
634,308,38.82269154,2
635,309,670.6685639,1
636,309,686.3192755,2
637,310,35.86819371,1
638,310,125.9031162,2
639,311,0,1
640,311,38.82269154,2
641,312,142.1507956,1
642,312,152.7825171,2
643,313,13.93580212,1
644,313,15.62555847,2
645,314,0,1
646,314,101.7614096,2
647,315,364.6330641,1
648,315,382.3063137,2
649,316,180.6390699,1
650,316,192.0289973,2
651,317,26.51506237,1
652,317,199.7988757,2
653,318,142.0408003,1
654,318,204.494099,2
655,319,332.6062213,1
656,319,375.4062177,2
657,320,21.81704334,1
658,320,37.499518,2
659,321,0,1
660,321,15.57113378,2
661,322,133.3833643,1
662,322,370.8343197,2
663,323,274.9436808,1
664,323,389.2204504,2
665,324,36.2623443,1
666,324,70.11239231,2
667,325,0,1
668,325,15.57113378,2
669,326,23.1179442,1
670,326,205.4079206,2
671,327,0,1
672,327,253.8601862,2
673,328,392.4052874,1
674,328,421.3796597,2
675,329,71.39862218,1
676,329,326.779807,2
677,330,146.2313127,1
678,330,153.8781339,2
679,331,5.512349158,1
680,331,57.23939759,2
681,332,56.11320531,1
682,332,91.73239641,2
683,333,537.1729996,1
684,333,665.4676507,2
685,334,587.8083728,1
686,334,593.0536168,2
687,335,0,1
688,335,27.86934279,2
689,336,56.88197128,1
690,336,201.9465999,2
691,337,131.2507339,1
692,337,193.6067135,2
693,338,112.7286245,1
694,338,296.3846284,2
695,339,328.9566891,1
696,339,363.493458,2
697,340,0,1
698,340,27.86934279,2
699,341,12.75217324,1
700,341,25.77618333,2
701,342,136.1419423,1
702,342,273.5151959,2
703,343,0,1
704,343,11.12173941,2
705,344,0,1
706,344,112.8709553,2
707,345,502.8521448,1
708,345,518.4880238,2
709,346,535.3048771,1
710,346,551.0094263,2
711,347,272.5931543,1
712,347,289.6013427,2
713,348,293.8369788,1
714,348,554.6309725,2
715,349,0,1
716,349,11.12173941,2
717,350,453.5987071,1
718,350,560.0207907,2
719,351,510.8165855,1
720,351,528.243773,2
721,352,256.4501609,1
722,352,258.564268,2
723,353,428.3698582,1
724,353,522.5314402,2
725,354,0,1
726,354,253.8601862,2
727,355,124.4990873,1
728,355,245.1002197,2
729,356,135.1483422,1
730,356,172.4167399,2
731,357,257.8000179,1
732,357,304.3426554,2
733,358,275.8770615,1
734,358,294.461481,2
735,359,13.20027075,1
736,359,30.27526391,2
737,360,143.9971343,1
738,360,196.0423828,2
739,361,171.8971238,1
740,361,181.6208488,2
741,362,186.1585796,1
742,362,540.9532375,2
743,363,17.508381,1
744,363,228.1140699,2
745,364,198.9876127,1
746,364,237.8955317,2
747,365,83.46665491,1
748,365,146.933701,2
749,366,453.9387493,1
750,366,477.3442332,2
751,367,126.154384,1
752,367,131.6636583,2
753,368,430.1977573,1
754,368,440.3777204,2
755,369,149.4780978,1
756,369,162.5022559,2
757,370,9.892247059,1
758,370,27.00006077,2
759,371,0,1
760,371,17.73115035,2
761,372,381.119265,1
762,372,561.2390707,2
763,373,147.7262114,1
764,373,428.252767,2
765,374,375.2876905,1
766,374,523.9694878,2
767,375,271.973608,1
768,375,459.6299428,2
769,376,359.425781,1
770,376,374.3715395,2
771,377,84.2906744,1
772,377,364.0169391,2
773,378,365.0636791,1
774,378,534.3359612,2
775,379,17.04594079,1
776,379,86.47180856,2
777,380,368.7305199,1
778,380,403.1973105,2
779,381,128.5751731,1
780,381,152.8347583,2
781,382,358.7245865,1
782,382,513.8839274,2
783,383,0,1
784,383,17.73115035,2
785,384,367.3996511,1
786,384,429.1695917,2
787,385,0,1
788,385,17.0640253,2
789,386,62.82095801,1
790,386,62.82095801,1
791,387,0,1
792,387,35.09402523,2
793,388,0,1
794,388,20.35996769,2
795,389,0,1
796,389,31.13241129,2
797,390,180.7396634,1
798,390,223.8495832,2
799,391,223.0748529,1
800,391,322.3547133,2
801,392,108.7582559,1
802,392,163.9330344,2
803,393,34.01180756,1
804,393,91.70164886,2
805,394,7.800286774,1
806,394,7.800286774,1
807,395,58.09531514,1
808,395,108.2528018,2
809,396,277.1910973,1
810,396,426.1227838,2
811,397,0,1
812,397,35.09402523,2
813,398,259.5172139,1
814,398,325.719337,2
815,399,0,1
816,399,17.0640253,2
817,400,113.3333938,1
818,400,129.4037414,2
819,401,239.9492267,1
820,401,389.7192144,2
605,402,0,1
606,402,0,1
607,403,0,1
608,403,0,1
821,404,44.04400044,1
822,404,73.03660655,2
823,405,149.3857763,1
824,405,198.7451483,2
825,406,86.38263434,1
826,406,213.5581231,2
827,407,0,1
828,407,491.6056669,2
829,408,12.27282833,1
830,408,577.9677582,2
831,409,69.76277367,1
832,409,163.0858603,2
833,410,63.94987321,1
834,410,154.6846199,2
835,411,209.0008639,1
836,411,451.1921306,2
837,412,0,1
838,412,31.13241129,2
839,413,0,1
840,413,33.3977247,2
841,414,299.984873,1
842,414,362.5893296,2
843,415,147.4460982,1
844,415,230.8651113,2
845,416,210.9823709,1
846,416,304.1573761,2
847,417,109.0949772,1
848,417,298.8073633,2
849,418,291.1013172,1
850,418,451.9677343,2
851,419,338.1653741,1
852,419,338.3375156,2
853,420,31.61449839,1
854,420,185.6909348,2
855,421,211.0115882,1
856,421,409.1433297,2
857,422,188.6803755,1
858,422,464.1649864,2
859,423,218.6974583,1
860,423,250.0402281,2
861,424,299.2058883,1
862,424,364.0977672,2
863,425,193.9928866,1
864,425,240.8231175,2
865,426,143.0571748,1
866,426,170.438387,2
867,427,97.93257211,1
868,427,421.8383595,2
869,428,117.7790345,1
870,428,136.6674813,2
871,429,0,1
872,429,39.65460653,2
873,430,262.5356578,1
874,430,357.149567,2
875,431,0,1
876,431,33.3977247,2
877,432,87.46734026,1
878,432,348.613575,2
879,433,219.3553194,1
880,433,226.6445286,2
881,434,5.625234055,1
882,434,69.79705353,2
883,435,0,1
884,435,142.3776891,2
885,436,21.26987139,1
886,436,48.92357025,2
887,437,40.51254236,1
888,437,40.89168938,2
889,438,67.30860806,1
890,438,67.30860806,1
891,439,0,1
892,439,39.65460653,2
893,440,0,1
894,440,264.0581256,2
895,441,160.0022196,1
896,441,296.0934096,2
897,442,0,1
898,442,190.0199207,2
899,443,384.2400926,1
900,443,399.5678354,2
901,444,228.4120939,1
902,444,234.5723935,2
903,445,281.204703,1
904,445,292.46033,2
905,446,268.8444159,1
906,446,343.2454071,2
907,447,2.046846742,1
908,447,201.3386749,2
909,448,39.83161323,1
910,448,220.0764109,2
911,449,223.0803526,1
912,449,285.2665023,2
913,450,129.1195451,1
914,450,345.4290664,2
915,451,56.20576135,1
916,451,334.4429969,2
917,452,94.77694675,1
918,452,582.8302659,2
919,453,0,1
920,453,87.84098683,2
921,454,198.8538072,1
922,454,299.2140548,2
923,455,348.5949812,1
924,455,375.6455186,2
925,456,0,1
926,456,480.5719535,2
927,457,286.9255734,1
928,457,329.0737724,2
929,458,898.0000021,1
930,458,1355.862667,2
931,459,0,1
932,459,491.6056669,2
933,460,0,1
934,460,37.60440394,2
935,461,365.8102361,1
936,461,366.3975221,2
937,462,907.0975663,1
938,462,1363.539687,2
939,463,0,1
940,463,131.4143383,2
941,464,55.18536166,1
942,464,165.8690963,2
943,465,469.8935095,1
944,465,883.1820405,2
945,466,21.53346427,1
946,466,40.15658346,2
947,467,0,1
948,467,70.28550002,2
949,468,53.457449,1
950,468,91.17348577,2
951,469,196.5017713,1
952,469,232.6406024,2
953,470,0,1
954,470,145.8559821,2
955,471,333.9501798,1
956,471,377.7168235,2
957,472,277.546449,1
958,472,317.6646451,2
959,473,0,1
960,473,59.62554177,2
961,474,304.3406637,1
962,474,539.5369942,2
963,475,28.26178215,1
964,475,607.7666433,2
965,476,537.7666958,1
966,476,930.0369324,2
609,477,0,1
610,477,0,1
611,478,0,1
612,478,0,1
967,479,957.1253896,1
968,479,1376.386612,2
969,480,187.3968995,1
970,480,212.3830409,2
971,481,75.8625569,1
972,481,75.8625569,1
973,482,1032.813082,1
974,482,1428.188881,2
975,483,182.4578261,1
976,483,212.0181509,2
977,484,180.2617825,1
978,484,335.6832713,2
979,485,104.8707871,1
980,485,316.8108759,2
981,486,1099.66375,1
982,486,1475.593912,2
983,487,18.25156914,1
984,487,75.60704337,2
985,488,384.131122,1
986,488,506.014555,2
987,489,79.01059538,1
988,489,79.01059538,1
613,490,0,1
614,490,0,1
615,491,0,1
616,491,0,1
989,492,175.1294067,1
990,492,205.5702348,2
991,493,328.2312799,1
992,493,333.5085528,2
993,494,264.5458118,1
994,494,277.4759306,2
995,495,391.2864088,1
996,495,484.8888514,2
997,496,1239.241292,1
998,496,1544.985973,2
999,497,139.7806339,1
1000,497,229.8504812,2
1001,498,1264.799827,1
1002,498,1549.646233,2
1003,499,66.93860679,1
1004,499,73.21223402,2
1005,500,240.2583777,1
1006,500,293.3213781,2
1007,501,131.5046064,1
1008,501,448.2252445,2
1009,502,1045.796725,1
1010,502,1378.47779,2
617,503,0,1
618,503,0,1
619,504,0,1
620,504,0,1
1011,505,1126.821077,1
1012,505,1436.446595,2
1013,506,409.8936741,1
1014,506,542.6008189,2
1015,507,204.5004942,1
1016,507,265.9900299,2
1017,508,164.7666579,1
1018,508,519.138175,2
1019,509,1208.912043,1
1020,509,1495.614304,2
1021,510,257.6770284,1
1022,510,317.1093455,2
1023,511,52.99379401,1
1024,511,52.99379401,1
1025,512,289.1000322,1
1026,512,337.302211,2
1027,513,0,1
1028,513,0.522593082,2
1029,514,0,1
1030,514,145.8559821,2
1031,515,419.9637378,1
1032,515,564.3525356,2
1033,516,319.8555523,1
1034,516,370.8862328,2
1035,517,1133.779011,1
1036,517,1389.098744,2
1037,518,67.72043672,1
1038,518,67.72043672,1
1039,519,1338.482544,1
1040,519,1558.893797,2
1041,520,228.3000688,1
1042,520,587.5822135,2
1043,521,525.7265927,1
1044,521,787.1129298,2
1045,522,0,1
1046,522,69.3042399,2
1047,523,54.05403995,1
1048,523,254.9352313,2
1049,524,254.4406235,1
1050,524,524.1377194,2
1051,525,244.7263743,1
1052,525,635.7871137,2
1053,526,1412.382568,1
1054,526,1597.059375,2
1055,527,689.8239651,1
1056,527,876.7139955,2
1057,528,410.893573,1
1058,528,500.8073951,2
1059,529,1360.757058,1
1060,529,1519.214711,2
1061,530,663.4208563,1
1062,530,820.9996269,2
1063,531,1238.49227,1
1064,531,1412.910479,2
1065,532,102.2659751,1
1066,532,295.9657263,2
1067,533,177.9146703,1
1068,533,360.7837522,2
1069,534,1526.07779,1
1070,534,1628.238422,2
1071,535,524.9096986,1
1072,535,547.9998573,2
1073,536,111.5319074,1
1074,536,148.7130269,2
1075,537,1273.525823,1
1076,537,1385.511513,2
1077,538,1535.841442,1
1078,538,1654.081372,2
1079,539,407.0868716,1
1080,539,410.6237208,2
1081,540,338.0191651,1
1082,540,363.7093103,2
1083,541,1494.162888,1
1084,541,1575.352889,2
1085,542,168.7932256,1
1086,542,183.827693,2
1087,543,211.4758312,1
1088,543,241.8207974,2
1089,544,1455.940579,1
1090,544,1530.748541,2
1091,545,178.2908852,1
1092,545,380.1236776,2
1093,546,566.7304611,1
1094,546,765.0464434,2
1095,547,271.525876,1
1096,547,301.8862394,2
1097,548,1774.718288,1
1098,548,1824.30225,2
1099,549,1389.321831,1
1100,549,1452.163901,2
1101,550,366.1032694,1
1102,550,423.0729345,2
1103,551,450.5262335,1
1104,551,640.9179739,2
1105,552,329.1563925,1
1106,552,388.4098873,2
1107,553,250.6868861,1
1108,553,275.5408917,2
1109,554,188.1707195,1
1110,554,367.1371333,2
1111,555,806.2228111,1
1112,555,808.3364155,2
1113,556,274.4494561,1
1114,556,284.7007729,2
1115,557,1775.213323,1
1116,557,1782.810485,2
1117,558,462.5293733,1
1118,558,528.1508933,2
1119,559,477.7039966,1
1120,559,526.0011604,2
1121,560,279.2008979,1
1122,560,655.498959,2
1123,561,137.5780503,1
1124,561,256.1151794,2
1125,562,743.8748115,1
1126,562,744.2430727,2
1127,563,401.7735677,1
1128,563,628.3524505,2
1129,564,459.3070493,1
1130,564,772.2277126,2
1131,565,0,1
1132,565,69.3042399,2
1133,566,51.30937358,1
1134,566,350.1866402,2
1135,567,1717.971075,1
1136,567,1774.507748,2
1137,568,425.8490377,1
1138,568,515.0566825,2
1139,569,552.384918,1
1140,569,759.3943163,2
1141,570,892.0060668,1
1142,570,1012.000737,2
1143,571,605.6147912,1
1144,571,662.4010795,2
1145,572,517.8077266,1
1146,572,748.5642847,2
1147,573,448.1737448,1
1148,573,542.281153,2
1149,574,196.7679939,1
1150,574,202.3560584,2
1151,575,472.0894973,1
1152,575,562.8688264,2
1153,576,1806.227697,1
1154,576,1844.945978,2
1155,577,2243.680693,1
1156,577,2249.217383,2
1157,578,492.4805796,1
1158,578,666.1751791,2
1159,579,2266.931619,1
1160,579,2277.251534,2
1161,580,895.5020055,1
1162,580,1071.633136,2
1163,581,1487.194656,1
1164,581,1524.192026,2
1165,582,849.2699418,1
1166,582,1017.423615,2
1167,583,1769.148784,1
1168,583,1808.737463,2
1169,584,538.4934851,1
1170,584,858.5075946,2
1171,585,2233.923392,1
1172,585,2293.885964,2
1173,586,1667.850318,1
1174,586,1720.593226,2
1175,587,630.9822005,1
1176,587,703.8929689,2
1177,588,806.4386617,1
1178,588,1021.808204,2
1179,589,923.0795456,1
1180,589,1121.0252,2
1181,590,1398.723488,1
1182,590,1474.740027,2
1183,591,203.967729,1
1184,591,429.5819593,2
1185,592,1805.822519,1
1186,592,1838.905468,2
1187,593,0,1
1188,593,353.8440482,2
1189,594,522.2120179,1
1190,594,542.6290608,2
1191,595,165.4206534,1
1192,595,544.7135847,2
1193,596,1725.092197,1
1194,596,1764.003594,2
1195,597,2177.07138,1
1196,597,2264.04101,2
1197,598,955.0202967,1
1198,598,1171.691143,2
1199,599,829.0079547,1
1200,599,1094.677646,2
