OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,Buildings_ParcelID_DINS_ID_Build
29298,5860,1205,620.2674221,3,5800
29299,5860,1192,649.7340851,4,5800
29300,5860,1234,700.3668377,5,5800
29301,5861,1205,458.8565917,1,5801
29302,5861,1202,520.381683,2,5801
29303,5861,1197,587.5287444,3,5801
29304,5861,1191,653.5241895,4,5801
29305,5861,1192,795.2636262,5,5801
29306,5862,1225,114.1106828,1,5802
29307,5862,1215,123.6153973,2,5802
29308,5862,1212,346.5979776,3,5802
29309,5862,1232,467.3244947,4,5802
29310,5862,1210,594.603716,5,5802
29311,5863,1204,474.6827884,1,5803
29312,5863,1234,549.9868774,2,5803
29313,5863,1196,606.9137475,3,5803
29314,5863,1240,698.9974349,4,5803
29315,5863,1241,745.9052327,5,5803
29316,5864,1240,918.7282699,1,5804
29317,5864,1188,995.6688377,2,5804
29318,5864,1229,1046.855354,3,5804
29319,5864,1234,1079.946926,4,5804
29320,5864,1204,1147.050845,5,5804
29321,5865,1204,487.5595411,1,5805
29322,5865,1234,547.9310949,2,5805
29323,5865,1196,611.1983877,3,5805
29324,5865,1240,710.778707,4,5805
29325,5865,1241,731.6622212,5,5805
29326,5866,1204,511.6659069,1,5806
29327,5866,1196,574.7544943,2,5806
29328,5866,1234,633.3709142,3,5806
29329,5866,1192,681.2827818,4,5806
29330,5866,1205,682.9440864,5,5806
29331,5867,1205,529.6422999,1,5807
29332,5867,1202,579.5531305,2,5807
29333,5867,1197,652.2197386,3,5807
29334,5867,1227,677.5090702,4,5807
29335,5867,1191,705.7907705,5,5807
29336,5868,1204,480.8135666,1,5808
29337,5868,1196,564.0892074,2,5808
29338,5868,1234,579.6617525,3,5808
29339,5868,1192,699.0313472,4,5808
29340,5868,1241,705.3820222,5,5808
29341,5869,1204,501.2830941,1,5809
29342,5869,1234,553.7366619,2,5809
29343,5869,1196,599.2356803,3,5809
29344,5869,1241,700.1861995,4,5809
29345,5869,1192,758.0334079,5,5809
29346,5870,1490,7442.465287,1,5810
29347,5870,1411,9413.579202,2,5810
29348,5870,1408,9443.711347,3,5810
29349,5870,1409,9443.711347,3,5810
29350,5870,1417,9468.87786,4,5810
29351,5871,1213,273.1021982,1,5811
29352,5871,1216,519.0368707,2,5811
29353,5871,1217,519.0368707,2,5811
29354,5871,1198,653.530166,3,5811
29355,5871,1221,809.8339832,4,5811
29356,5872,1204,508.9842845,1,5812
29357,5872,1234,534.3647869,2,5812
29358,5872,1196,619.1096868,3,5812
29359,5872,1241,696.6676714,4,5812
29360,5872,1240,727.2238082,5,5812
29361,5873,1220,0,1,5813
29362,5873,1233,788.5089473,2,5813
29363,5873,1258,796.7229217,3,5813
29364,5873,1247,896.8285097,4,5813
29365,5873,1230,904.7546049,5,5813
29366,5874,1490,6962.265391,1,5814
29367,5874,1411,11304.47881,2,5814
29368,5874,1408,11336.04541,3,5814
29369,5874,1409,11336.04541,3,5814
29370,5874,1417,11357.89889,4,5814
29371,5875,1213,300.1369691,1,5815
29372,5875,1216,578.6463431,2,5815
29373,5875,1217,578.6463431,2,5815
29374,5875,1198,697.699722,3,5815
29375,5875,1221,872.1322688,4,5815
29376,5876,1222,238.4992619,1,5816
29377,5876,1229,246.8670606,2,5816
29378,5876,1228,382.0917982,3,5816
29379,5876,1230,587.680747,4,5816
29380,5876,1235,645.4626065,5,5816
29381,5877,1204,606.8467137,1,5817
29382,5877,1234,608.2945618,2,5817
29383,5877,1196,660.1574849,3,5817
29384,5877,1205,677.4922167,4,5817
29385,5877,1241,682.6892336,5,5817
29386,5878,1223,51.14814023,1,5818
29387,5878,1224,51.14814023,1,5818
29388,5878,1227,178.3980598,2,5818
29389,5878,1214,180.5600503,3,5818
29390,5878,1206,537.6069505,4,5818
29391,5879,1225,236.0107225,1,5819
29392,5879,1212,346.8460484,2,5819
29393,5879,1215,353.6666727,3,5819
29394,5879,1232,466.6797935,4,5819
29395,5879,1236,543.7258136,5,5819
29396,5880,1216,161.278014,1,5820
29397,5880,1217,161.278014,1,5820
29398,5880,1221,190.3668185,2,5820
29399,5880,1213,633.4951209,3,5820
29400,5880,1198,670.3698223,4,5820
29401,5881,1490,7091.732123,1,5821
29402,5881,1411,10471.43218,2,5821
29403,5881,1408,10502.78024,3,5821
29404,5881,1409,10502.78024,3,5821
29405,5881,1417,10525.15692,4,5821
29406,5882,1490,6866.36713,1,5822
29407,5882,1411,12050.20737,2,5822
29408,5882,1408,12082.50453,3,5822
29409,5882,1409,12082.50453,3,5822
29410,5882,1417,12102.61507,4,5822
29411,5883,1205,523.9136501,1,5823
29412,5883,1202,626.5507374,2,5823
29413,5883,1192,665.9585456,3,5823
29414,5883,1197,666.4981252,4,5823
29415,5883,1243,676.2566938,5,5823
29416,5884,1219,93.09113749,1,5824
29417,5884,1209,640.7632323,2,5824
29418,5884,1402,1768.180345,3,5824
29419,5884,1161,1859.232617,4,5824
29420,5884,1400,1900.148797,5,5824
29421,5885,1221,0,1,5825
29422,5885,1216,317.3303314,2,5825
29423,5885,1217,317.3303314,2,5825
29424,5885,1198,775.5415221,3,5825
29425,5885,1189,815.7146099,4,5825
29426,5886,1222,0,1,5826
29427,5886,1228,144.5441815,2,5826
29428,5886,1229,293.088788,3,5826
29429,5886,1230,299.0096073,4,5826
29430,5886,1231,377.9124408,5,5826
29431,5887,1490,6840.969346,1,5827
29432,5887,1411,12012.75791,2,5827
29433,5887,1408,12045.1051,3,5827
29434,5887,1409,12045.1051,3,5827
29435,5887,1417,12065.09592,4,5827
29436,5888,1220,58.14764792,1,5828
29437,5888,1258,711.2657512,2,5828
29438,5888,1233,755.1415753,3,5828
29439,5888,1247,820.7421212,4,5828
29440,5888,1230,899.8081996,5,5828
29441,5889,1205,544.5680295,1,5829
29442,5889,1202,628.1954674,2,5829
29443,5889,1197,687.3280366,3,5829
29444,5889,1191,764.903262,4,5829
29445,5889,1243,768.7241069,5,5829
29446,5890,1229,218.3615203,1,5830
29447,5890,1222,378.3578994,2,5830
29448,5890,1228,463.0263189,3,5830
29449,5890,1230,665.4866717,4,5830
29450,5890,1235,673.5564744,5,5830
29451,5891,1205,562.920788,1,5831
29452,5891,1243,655.4279419,2,5831
29453,5891,1202,664.1593197,3,5831
29454,5891,1197,706.8347877,4,5831
29455,5891,1246,706.8363567,5,5831
29456,5892,1229,252.7589567,1,5832
29457,5892,1222,403.7752194,2,5832
29458,5892,1228,493.1884946,3,5832
29459,5892,1230,696.6586637,4,5832
29460,5892,1235,707.8649265,5,5832
29461,5893,1225,57.93906368,1,5833
29462,5893,1215,220.0474772,2,5833
29463,5893,1232,341.6325945,3,5833
29464,5893,1212,526.8526316,4,5833
29465,5893,1239,548.3870196,5,5833
29466,5894,1411,7661.058161,1,5834
29467,5894,1408,7689.856058,2,5834
29468,5894,1409,7689.856058,2,5834
29469,5894,1417,7717.982531,3,5834
29470,5894,1405,7790.884971,4,5834
29471,5895,1225,222.8341896,1,5835
29472,5895,1215,384.5281885,2,5835
29473,5895,1232,399.5969151,3,5835
29474,5895,1212,407.7431382,4,5835
29475,5895,1236,470.1606282,5,5835
29476,5896,1223,0,1,5836
29477,5896,1224,0,1,5836
