x,y,ymin,ymax,iv
0,0,0,0,build_p_tree_100
7.359915874412517,-0.2513528793468446,-0.28012556219244034,-0.22258019650124883,build_p_tree_100
10.778265260227938,-0.6698932966116482,-0.7228978589864926,-0.6168887342368038,build_p_tree_100
13.641851658754767,-0.7269055172845992,-0.7821317315589187,-0.6716793030102797,build_p_tree_100
15.84698992422069,-0.7109042544096729,-0.7655868128192809,-0.6562216960000649,build_p_tree_100
17.857142857142858,-0.8542065722185264,-0.9141870450116676,-0.7942260994253851,build_p_tree_100
19.869674582582345,-0.8663773741646458,-0.92685996666382,-0.8058947816654716,build_p_tree_100
21.800942485663995,-0.7862689182414085,-0.8479811026671471,-0.72455673381567,build_p_tree_100
23.66670312950606,-0.780275033109337,-0.8426102894350345,-0.7179397767836395,build_p_tree_100
25.61781513563883,-0.6410762405695444,-0.698756404565585,-0.5833960765735038,build_p_tree_100
27.5966333648127,-0.5199680545224471,-0.5815066022516423,-0.4584295067932519,build_p_tree_100
29.744837698040985,-0.4158018073949223,-0.47423318440227097,-0.3573704303875736,build_p_tree_100
31.829428558480988,-0.3854293317197053,-0.4434433336335948,-0.3274153298058158,build_p_tree_100
34.461409107412436,-0.16418497248320338,-0.21572672569357026,-0.11264321927283648,build_p_tree_100
37.324968470070814,0.2501445094697823,0.21422148730805143,0.2860675316315131,build_p_tree_100
40.58127803371948,0.31025951789519074,0.2748223412007251,0.3456966945896564,build_p_tree_100
44.183665606182366,0.40022460647662234,0.36678586892540194,0.43366334402784273,build_p_tree_100
48.605886020164675,0.4514959313439117,0.4184664269570943,0.4845254357307291,build_p_tree_100
54.783358329692135,0.5336214150304459,0.5002889993273455,0.5669538307335463,build_p_tree_100
64.22840571704758,0.6589727840278315,0.6252310602533891,0.692714507802274,build_p_tree_100
99.01383108767014,0.7500119187966239,0.7162245606504266,0.7837992769428211,build_p_tree_100
