inner_x;inner_y;level_name;class_name;Mean nDSM Tree Canopy Sub-Objects;Rel. area of sub objects Tree Canopy (1);"ID_Build"  Buildings
2516;1417;Level 3;Buildings;undefined;0;6638
2142;1550;Level 3;Buildings;undefined;0;6626
4646;8034;Level 3;Buildings;undefined;0;5749
4868;7692;Level 3;Buildings;7.05840206769557;0.0701030927835052;5827
2260;1439;Level 3;Buildings;6.34665934244792;0.0011333585190782;6635
6600;5812;Level 3;Buildings;undefined;0;6222
4517;8408;Level 3;Buildings;undefined;0;5656
4516;8409;Level 3;Buildings;undefined;0;5656
4783;7038;Level 3;Buildings;undefined;0;5925
4099;7880;Level 3;Buildings;undefined;0;5796
3973;7902;Level 3;Buildings;undefined;0;5788
556;8694;Level 3;Buildings;undefined;0;5609
4557;8220;Level 3;Buildings;undefined;0;5705
4545;8168;Level 3;Buildings;undefined;0;5718
4442;8234;Level 3;Buildings;undefined;0;5701
4431;8332;Level 3;Buildings;undefined;0;5671
4529;8258;Level 3;Buildings;undefined;0;5693
2509;1257;Level 3;Buildings;undefined;0;6649
6041;6173;Level 3;Buildings;22.7511189778646;0.00411522633744856;6135
4742;7159;Level 3;Buildings;undefined;0;5904
3914;7435;Level 3;Buildings;undefined;0;5856
4032;7402;Level 3;Buildings;undefined;0;5864
4906;7723;Level 3;Buildings;undefined;0;5822
2715;7740;Level 3;Buildings;undefined;0;5821
4483;8264;Level 3;Buildings;undefined;0;5692
4456;8300;Level 3;Buildings;undefined;0;5681
4524;8398;Level 3;Buildings;undefined;0;5656
4515;8410;Level 3;Buildings;undefined;0;5656
4570;8288;Level 3;Buildings;undefined;0;5683
1150;8498;Level 3;Buildings;undefined;0;5641
569;8726;Level 3;Buildings;undefined;0;5604
548;8757;Level 3;Buildings;undefined;0;5596
5972;6242;Level 3;Buildings;31.7646905050161;0.0972162278808805;6124
5817;6298;Level 3;Buildings;31.5205764869978;0.237387805632931;6107
5763;6410;Level 3;Buildings;7.12002563476563;0.000333555703802535;6082
5060;7014;Level 3;Buildings;35.6960700484347;0.22;5931
5139;7382;Level 3;Buildings;27.3731312627378;0.0208031837916064;5869
1371;7801;Level 3;Buildings;14.9825722036575;0.063984962406015;5810
3863;7780;Level 3;Buildings;15.4825032552083;0.00143163922691482;5814
3791;7937;Level 3;Buildings;29.0399703757061;0.350715746421268;5774
4627;8119;Level 3;Buildings;10.6618097478693;0.00438771439968089;5729
4586;8238;Level 3;Buildings;3.72999064127604;0.00739827373612824;5699
4390;8303;Level 3;Buildings;11.1258341471354;0.0168539325842697;5680
571;8770;Level 3;Buildings;23.3549191268844;0.0366212734633787;5594
1337;8885;Level 3;Buildings;25.4020867598684;0.0113432835820896;5570
6595;5815;Level 3;Buildings;undefined;0;6222
6106;6244;Level 3;Buildings;30.665817067593;0.123824451410658;6122
5833;6455;Level 3;Buildings;33.2799010405669;0.491694352159468;6073
