inner_x;inner_y;level_name;class_name;Mean nDSM Tree Canopy Sub-Objects;Rel. area of sub objects Tree Canopy (1);"ID_Build"  Buildings
6287;780;Level 3;Buildings;8.47219894639212;0.0879169427877181;undefined
6213;858;Level 3;Buildings;undefined;0;11035
9856;1137;Level 3;Buildings;undefined;0;10994
6264;2446;Level 3;Buildings;undefined;0;10676
4948;2794;Level 3;Buildings;undefined;0;10571
9302;3005;Level 3;Buildings;undefined;0;10502
13622;1075;Level 3;Buildings;undefined;0;11005
13630;1081;Level 3;Buildings;undefined;0;11005
13632;1082;Level 3;Buildings;undefined;0;11005
4829;1944;Level 3;Buildings;undefined;0;10821
8741;3105;Level 3;Buildings;undefined;0;10472
5540;2448;Level 3;Buildings;undefined;0;10675
6541;402;Level 3;Buildings;undefined;0;11123
6079;446;Level 3;Buildings;undefined;0;11118
11143;607;Level 3;Buildings;undefined;0;11088
6341;481;Level 3;Buildings;undefined;0;11111
6073;767;Level 3;Buildings;undefined;0;11054
8655;1162;Level 3;Buildings;undefined;0;10991
8580;1224;Level 3;Buildings;undefined;0;10978
8443;1383;Level 3;Buildings;undefined;0;10956
4831;1945;Level 3;Buildings;undefined;0;10821
5092;1942;Level 3;Buildings;undefined;0;10822
5192;2225;Level 3;Buildings;undefined;0;10738
6428;2187;Level 3;Buildings;undefined;0;10748
6492;2228;Level 3;Buildings;undefined;0;10736
6168;2197;Level 3;Buildings;undefined;0;10745
5197;2314;Level 3;Buildings;undefined;0;10713
5159;2406;Level 3;Buildings;undefined;0;10687
5143;2482;Level 3;Buildings;undefined;0;10661
5376;3058;Level 3;Buildings;undefined;0;10490
2309;4201;Level 3;Buildings;undefined;0;10176
6202;2090;Level 3;Buildings;32.2330181478969;0.172720881181158;10784
6283;2057;Level 3;Buildings;33.7647049847771;0.0602836879432624;10790
6364;2119;Level 3;Buildings;17.2935660226004;0.00631626438078051;10769
6095;2361;Level 3;Buildings;14.4099675958807;0.00326700326700327;10700
6060;2451;Level 3;Buildings;12.3679093070652;0.0252802813805232;10674
6307;613;Level 3;Buildings;14.6200358072917;0.000542299349240781;11085
6206;601;Level 3;Buildings;18.3880871582031;0.00977039570102589;11090
6014;803;Level 3;Buildings;16.6670043945313;0.000674036128336479;11047
12043;1009;Level 3;Buildings;12.0049682617187;0.00125833647917453;11014
12155;1064;Level 3;Buildings;19.5404324001736;0.0131219245489338;11006
8502;1307;Level 3;Buildings;21.0163153286638;0.0148059904697073;10968
5160;2044;Level 3;Buildings;9;0.000199640646835696;10794
5196;2130;Level 3;Buildings;11.099027745864;0.0285927863950663;10764
6130;2287;Level 3;Buildings;27.797435284669;0.11245839277223;10721
5108;2557;Level 3;Buildings;19.0521111739309;0.00265622815601845;10638
5460;3060;Level 3;Buildings;22.287861328125;0.0304568527918782;10489
5301;3017;Level 3;Buildings;15.6900947384718;0.0180776014109347;10497
10608;3835;Level 3;Buildings;15.2575378417969;0.000677736360555744;10261
10701;3884;Level 3;Buildings;19.5566268967278;0.078877966914409;10249
10614;4123;Level 3;Buildings;16.4488884420956;0.00326860219188618;10197
10572;4121;Level 3;Buildings;9.5698723468302;0.0964396819910128;10200
11495;273;Level 3;Buildings;undefined;0;11135
11415;291;Level 3;Buildings;undefined;0;11133
11311;313;Level 3;Buildings;undefined;0;11130
11350;610;Level 3;Buildings;undefined;0;11086
11635;617;Level 3;Buildings;undefined;0;11081
11821;670;Level 3;Buildings;undefined;0;11070
11962;738;Level 3;Buildings;16.259326171875;0.00303520841764468;11058
12059;808;Level 3;Buildings;undefined;0;11045
12183;911;Level 3;Buildings;undefined;0;11032
8573;977;Level 3;Buildings;undefined;0;11022
8390;1458;Level 3;Buildings;6.18001302083333;0.000480384307445957;10940
8369;1570;Level 3;Buildings;undefined;0;10915
4910;1991;Level 3;Buildings;undefined;0;10807
6554;2298;Level 3;Buildings;undefined;0;10718
6317;2361;Level 3;Buildings;22.8423558285362;0.00997899159663865;10699
6043;2528;Level 3;Buildings;17.2995406749637;0.0119146577999446;10647
6040;2620;Level 3;Buildings;10.8153454196069;0.0753891050583658;10621
4937;2768;Level 3;Buildings;undefined;0;10581
5915;2770;Level 3;Buildings;34.9164993851273;0.0756302521008403;10582
4996;2810;Level 3;Buildings;4.88498942057292;0.00238568588469185;10567
5080;2877;Level 3;Buildings;8.71108719206204;0.0272311667660505;10542
5113;2944;Level 3;Buildings;24.0298555162218;0.0389926888708367;10522
5201;2978;Level 3;Buildings;23.8159790039063;0.0156555772994129;10513
8855;3456;Level 3;Buildings;undefined;0;10356
10733;4112;Level 3;Buildings;undefined;0;10201
