inner_x;inner_y;level_name;class_name;Mean nDSM Tree Canopy Sub-Objects;Rel. area of sub objects Tree Canopy (1);"ID_Build"  Buildings
8218;7895;Level 3;Buildings;undefined;0;6772
6054;5693;Level 3;Buildings;undefined;0;7017
5461;7397;Level 3;Buildings;46.5186107928936;0.972164520149564;6806
2077;3698;Level 3;Buildings;34.1756948559825;0.67177033492823;7829
3345;5028;Level 3;Buildings;26.4218155347769;0.854132416679121;7245
4021;5232;Level 3;Buildings;38.6422155185009;0.377863731032431;7155
4352;6613;Level 3;Buildings;27.2463527817324;0.860103626943005;6862
4373;6632;Level 3;Buildings;25.220296526487;0.940559440559441;6861
4421;6797;Level 3;Buildings;24.8813590372415;0.99774943735934;6848
7356;6821;Level 3;Buildings;undefined;0;6846
4700;7137;Level 3;Buildings;27.76580795364;0.757775683317625;6825
6076;7473;Level 3;Buildings;12.8877990722656;0.0155933260564478;6800
6007;7835;Level 3;Buildings;29.0685406928282;0.0598247809762203;6778
6633;8103;Level 3;Buildings;11.9115119376771;0.694055944055944;6749
8617;9767;Level 3;Buildings;11.5693691030242;0.139908952959029;6633
8244;10349;Level 3;Buildings;21.5468146663973;0.664403903266865;6598
1873;2213;Level 3;Buildings;undefined;0;8521
1493;2829;Level 3;Buildings;undefined;0;8276
6378;6902;Level 3;Buildings;undefined;0;6837
5199;7354;Level 3;Buildings;33.3246434171435;0.229773462783172;6810
5318;7360;Level 3;Buildings;0.987083435058594;0.058252427184466;6809
2974;3831;Level 3;Buildings;undefined;0;7752
7335;6602;Level 3;Buildings;undefined;0;6865
7320;6838;Level 3;Buildings;undefined;0;6844
5921;7015;Level 3;Buildings;undefined;0;6832
6176;7113;Level 3;Buildings;undefined;0;6826
6226;7416;Level 3;Buildings;undefined;0;6805
6685;7424;Level 3;Buildings;undefined;0;6804
6392;7450;Level 3;Buildings;undefined;0;6801
7363;7819;Level 3;Buildings;undefined;0;6779
7427;8040;Level 3;Buildings;undefined;0;6757
7597;8617;Level 3;Buildings;7.54951695033482;0.0439330543933054;6711
10157;8672;Level 3;Buildings;undefined;0;6708
9892;8758;Level 3;Buildings;undefined;0;6698
10186;8910;Level 3;Buildings;undefined;0;6687
9047;9406;Level 3;Buildings;undefined;0;6660
4206;6479;Level 3;Buildings;undefined;0;6879
4234;6517;Level 3;Buildings;undefined;0;6876
4335;6551;Level 3;Buildings;undefined;0;6870
5633;7689;Level 3;Buildings;undefined;0;6789
6872;8047;Level 3;Buildings;undefined;0;6755
6790;8149;Level 3;Buildings;undefined;0;6745
8990;10268;Level 3;Buildings;undefined;0;6603
1618;2058;Level 3;Buildings;undefined;0;8593
1636;2060;Level 3;Buildings;undefined;0;8590
1633;2079;Level 3;Buildings;undefined;0;8579
1614;2075;Level 3;Buildings;undefined;0;8582
1172;2213;Level 3;Buildings;undefined;0;8520
5607;6606;Level 3;Buildings;undefined;0;6864
5572;6652;Level 3;Buildings;undefined;0;6859
6078;7071;Level 3;Buildings;undefined;0;6828
6596;7191;Level 3;Buildings;undefined;0;6821
6710;7242;Level 3;Buildings;undefined;0;6817
6558;7207;Level 3;Buildings;undefined;0;6819
5366;7319;Level 3;Buildings;undefined;0;6814
5330;7354;Level 3;Buildings;undefined;0;6811
6571;7374;Level 3;Buildings;undefined;0;6808
6594;8503;Level 3;Buildings;undefined;0;6718
6557;8548;Level 3;Buildings;undefined;0;6714
5604;8739;Level 3;Buildings;32.7658762122845;0.99862258953168;6700
6259;8896;Level 3;Buildings;undefined;0;6688
7817;9213;Level 3;Buildings;undefined;0;6673
8289;10268;Level 3;Buildings;undefined;0;6604
1320;2153;Level 3;Buildings;32.3715917075553;0.00164430808718843;8544
1098;2326;Level 3;Buildings;13.010009765625;0.000339827820570911;8473
1450;2589;Level 3;Buildings;10.3933308919271;0.000423668973308855;8375
1473;3535;Level 3;Buildings;29.7783483160823;0.540548510763787;7953
2835;3591;Level 3;Buildings;14.1071515764509;0.0157657657657658;7896
1981;3628;Level 3;Buildings;51.8860866696066;1;7862
2664;3592;Level 3;Buildings;29.6032157290766;0.12036651395252;7892
1772;3605;Level 3;Buildings;21.495602190647;0.123460688348595;7882
2896;4110;Level 3;Buildings;27.155749819323;0.447743467933492;7602
3035;4325;Level 3;Buildings;23.0304425874928;1;7510
3093;4446;Level 3;Buildings;26.2425115978335;1;7465
3160;4479;Level 3;Buildings;29.6271965410456;0.555038759689922;7451
3205;4647;Level 3;Buildings;27.6894545346896;1;7401
3856;5108;Level 3;Buildings;25.2265270511419;0.385821161382259;7209
3556;5167;Level 3;Buildings;21.632471585561;0.508266993263931;7188
3782;5125;Level 3;Buildings;26.575190933296;0.374161073825503;7201
3467;5182;Level 3;Buildings;30.2377269453697;0.420489544496677;7179
1515;2592;Level 3;Buildings;7.13198106553819;0.0592105263157895;8372
1587;2893;Level 3;Buildings;49.330173298464;0.0101899827288428;8251
1999;3055;Level 3;Buildings;23.6895960887487;0.125084288604181;8194
1867;3147;Level 3;Buildings;10.1654774058949;0.00422102839600921;8162
1860;3183;Level 3;Buildings;38.8231841820672;0.203190904089492;8149
2781;3495;Level 3;Buildings;12.2746963500977;0.00931044515565901;7978
3955;5260;Level 3;Buildings;19.9845425692472;0.0679012345679012;7145
4700;5479;Level 3;Buildings;11.0900085449219;0.000921913893242371;7069
4136;6527;Level 3;Buildings;26.0317853938388;0.246948029298919;6875
4439;6536;Level 3;Buildings;23.6074545461422;1;6873
4490;6585;Level 3;Buildings;43.5504008159379;1;6867
4395;6701;Level 3;Buildings;20.1610328411234;0.012035692052293;6856
4518;6784;Level 3;Buildings;38.1013365065579;0.633244843781907;6849
4651;6850;Level 3;Buildings;53.3048230532942;1;6842
4672;6870;Level 3;Buildings;44.1664975090944;1;6839
4778;7648;Level 3;Buildings;35.2305158098167;0.0874897792313982;6794
7257;6710;Level 3;Buildings;14.2487497965495;0.02776492364646;6855
5517;6744;Level 3;Buildings;10.8688555630771;0.0287112561174551;6854
5236;7199;Level 3;Buildings;26.4438957493967;0.141011443337025;6820
5427;6806;Level 3;Buildings;22.7747430316472;0.0128205128205128;6847
7378;6864;Level 3;Buildings;18.251868767467;0.103885135135135;6841
6174;6908;Level 3;Buildings;14.0386198786379;0.06036866359447;6836
6688;7050;Level 3;Buildings;6.38266805013021;0.00451739195904231;6829
6752;7191;Level 3;Buildings;15.1100463867188;0.00128700128700129;6822
6778;7276;Level 3;Buildings;10.1877159705529;0.0172872340425532;6816
5535;7402;Level 3;Buildings;40.523862860838;0.0459953827028947;6807
6114;7163;Level 3;Buildings;9.0400390625;0.000117302052785924;6824
6713;7329;Level 3;Buildings;40.1530803973858;0.213114754098361;6812
5749;7226;Level 3;Buildings;13.3985799153646;0.000570946956308964;6818
6086;7322;Level 3;Buildings;12.5131416320801;0.00143936667866139;6813
5500;7436;Level 3;Buildings;21.6777682834201;0.00103436386622227;6802
5992;7549;Level 3;Buildings;35.2230223668926;0.053092277486911;6799
6073;7743;Level 3;Buildings;31.2304356015962;0.0295541401273885;6785
5640;7744;Level 3;Buildings;16.6052044995258;0.0211543164587919;6784
6252;7713;Level 3;Buildings;18.490119934082;0.0117785630153121;6788
6172;7838;Level 3;Buildings;10.3366658528646;0.0217076700434153;6777
7001;8078;Level 3;Buildings;8.37832641601563;0.0202020202020202;6751
6995;8106;Level 3;Buildings;22.9185994466146;0.0312185297079557;6748
6703;8283;Level 3;Buildings;28.4525463609406;0.7586782376502;6734
6638;8002;Level 3;Buildings;5.71443006727431;0.00421348314606742;6762
6672;8100;Level 3;Buildings;6.87750244140625;0.00686695278969957;6750
6496;8123;Level 3;Buildings;17.7207534790039;0.00526870389884088;6746
6625;8372;Level 3;Buildings;14.5199584960938;0.000786163522012579;6725
5891;8685;Level 3;Buildings;14.6304517148146;0.17005076142132;6706
5638;8668;Level 3;Buildings;37.5552208824495;0.135410425404434;6710
5781;8721;Level 3;Buildings;36.1351923624674;0.378548895899054;6703
6091;8726;Level 3;Buildings;28.3607406382896;0.122839969947408;6702
6310;8781;Level 3;Buildings;12.784170416337;0.0585185185185185;6695
6611;9026;Level 3;Buildings;15.2768707275391;0.00282286520818631;6684
9090;9495;Level 3;Buildings;7.20874150594075;0.0237859266600595;6651
8763;9573;Level 3;Buildings;10.4491401157496;0.532679738562091;6648
8521;9729;Level 3;Buildings;17.4955304974481;0.289828431372549;6637
8115;10215;Level 3;Buildings;30.3678149287565;0.274082840236686;6609
8245;10250;Level 3;Buildings;44.7234634355693;0.160570508396595;6606
8225;10113;Level 3;Buildings;38.3794926510582;0.00312129593046227;6614
8607;10301;Level 3;Buildings;32.7217951295602;0.201642335766423;6601
8048;10170;Level 3;Buildings;20.8848545026064;0.177336878707302;6612
8920;10287;Level 3;Buildings;12.5995369844658;0.0290736984448952;6602
