inner_x;inner_y;level_name;class_name;Mean nDSM Tree Canopy Sub-Objects;Rel. area of sub objects Tree Canopy (1);"ID_Build"  Buildings
6811;2908;Level 3;Buildings;9.12095036582341;0.0853658536585366;5293
386;3869;Level 3;Buildings;14.8699951171875;0.00125078173858662;5168
5553;4294;Level 3;Buildings;undefined;0;5121
7681;6331;Level 3;Buildings;9.35028525904605;0.0144179693428441;4959
12423;7416;Level 3;Buildings;undefined;0;4888
12416;7451;Level 3;Buildings;undefined;0;4884
12446;7451;Level 3;Buildings;undefined;0;4883
12402;7444;Level 3;Buildings;undefined;0;4886
12529;7507;Level 3;Buildings;undefined;0;4881
12470;7540;Level 3;Buildings;undefined;0;4876
12558;7514;Level 3;Buildings;undefined;0;4880
4018;3563;Level 3;Buildings;18.6521953632305;0.683229813664596;5236
4268;4415;Level 3;Buildings;7.83844434600515;0.168402777777778;5103
2611;4527;Level 3;Buildings;24.1284344951923;0.987841945288754;5093
1786;4581;Level 3;Buildings;10.4173789284446;0.922431865828092;5087
8077;6876;Level 3;Buildings;20.5197244920495;0.940199335548173;4918
13300;7750;Level 3;Buildings;undefined;0;4862
10041;2696;Level 3;Buildings;undefined;0;5301
2927;2888;Level 3;Buildings;undefined;0;5294
740;4259;Level 3;Buildings;15.9714661343941;0.998474446987033;5124
1035;4657;Level 3;Buildings;undefined;0;5078
4339;4516;Level 3;Buildings;19.7583138327928;0.239097744360902;5094
8254;4968;Level 3;Buildings;36.3592842920145;0.568873260969271;5045
6554;5359;Level 3;Buildings;11.9866095864849;0.258649093904448;5004
808;5176;Level 3;Buildings;undefined;0;5026
6323;5449;Level 3;Buildings;undefined;0;4998
5291;6038;Level 3;Buildings;undefined;0;4970
4649;6987;Level 3;Buildings;undefined;0;4912
4424;7152;Level 3;Buildings;undefined;0;4901
13528;7726;Level 3;Buildings;undefined;0;4864
13242;7750;Level 3;Buildings;undefined;0;4863
3074;2643;Level 3;Buildings;undefined;0;5306
2798;2759;Level 3;Buildings;undefined;0;5295
1774;3181;Level 3;Buildings;undefined;0;5282
3736;3210;Level 3;Buildings;undefined;0;5278
564;3405;Level 3;Buildings;undefined;0;5255
2810;4101;Level 3;Buildings;undefined;0;5141
3739;3882;Level 3;Buildings;undefined;0;5165
3793;3871;Level 3;Buildings;undefined;0;5167
3566;4003;Level 3;Buildings;undefined;0;5150
2913;4038;Level 3;Buildings;undefined;0;5147
3472;4018;Level 3;Buildings;undefined;0;5149
3722;4219;Level 3;Buildings;undefined;0;5126
3276;4068;Level 3;Buildings;undefined;0;5144
3394;4341;Level 3;Buildings;undefined;0;5115
3316;4390;Level 3;Buildings;undefined;0;5109
1530;4353;Level 3;Buildings;undefined;0;5112
2934;4574;Level 3;Buildings;undefined;0;5088
961;4986;Level 3;Buildings;undefined;0;5040
3104;5166;Level 3;Buildings;undefined;0;5028
2489;5359;Level 3;Buildings;undefined;0;5005
5653;5636;Level 3;Buildings;undefined;0;4986
7763;6840;Level 3;Buildings;undefined;0;4925
7843;6851;Level 3;Buildings;undefined;0;4923
4344;7017;Level 3;Buildings;undefined;0;4908
12789;7625;Level 3;Buildings;undefined;0;4870
5867;2164;Level 3;Buildings;26.9480548237645;0.0823229100191449;5332
6343;2189;Level 3;Buildings;23.7620520958534;0.0705244122965642;5331
3283;2412;Level 3;Buildings;11.3205912575793;0.038483630097645;5318
2854;2579;Level 3;Buildings;16.3999633789063;0.00253485424588086;5307
2799;2664;Level 3;Buildings;10.5102113873771;0.111528822055138;5303
3962;2702;Level 3;Buildings;31.3292490641276;0.027176648213387;5300
6965;2971;Level 3;Buildings;10.6988272582286;0.237359550561798;5290
3931;3356;Level 3;Buildings;12.5309613361451;0.388732394366197;5262
7288;3418;Level 3;Buildings;28.4453132458471;0.184725357411588;5253
7667;4428;Level 3;Buildings;10.800256677576;0.0446859903381642;5102
3573;4728;Level 3;Buildings;30.3357411368948;0.197650870797894;5072
3730;4784;Level 3;Buildings;21.7866821289063;0.0101867572156197;5062
3477;4774;Level 3;Buildings;28.3255972024451;0.452451708766716;5064
6955;6252;Level 3;Buildings;18.3511673445554;0.125;4962
6857;2664;Level 3;Buildings;25.3099553034856;0.0766366739062985;5304
3690;2680;Level 3;Buildings;14.9149780273438;0.00054525627044711;5302
3819;2718;Level 3;Buildings;27.7198776245117;0.100041684035015;5298
3729;2727;Level 3;Buildings;20.0413623457195;0.115421920465567;5297
816;3147;Level 3;Buildings;25.8770706741898;0.0180722891566265;5284
833;3574;Level 3;Buildings;25.1810050545158;0.733870967741935;5230
1440;3189;Level 3;Buildings;17.8271044426158;0.136096718480138;5280
1374;3330;Level 3;Buildings;21.4750823974609;0.0563103617613357;5267
970;3256;Level 3;Buildings;21.5701612661316;0.0508107170727478;5273
727;3627;Level 3;Buildings;2.41748046875;0.0036607687614399;5215
2013;3314;Level 3;Buildings;18.5635192871094;0.00132135306553911;5268
947;3450;Level 3;Buildings;11.8548909505208;0.0137111517367459;5251
1038;3476;Level 3;Buildings;26.798337916324;0.385135135135135;5249
1055;3546;Level 3;Buildings;27.6255707047943;0.0417558886509636;5239
1116;3612;Level 3;Buildings;13.260062944771;0.68552036199095;5220
861;3608;Level 3;Buildings;28.0850393429749;0.367915465898175;5221
693;3859;Level 3;Buildings;15.6002541934743;0.0144976974245267;5171
3945;3848;Level 3;Buildings;17.8615447568222;0.015209940017138;5173
3707;3943;Level 3;Buildings;11.2446572946948;0.00696018128844286;5157
648;4160;Level 3;Buildings;13.2795155307703;1;5136
749;4127;Level 3;Buildings;23.7932418205835;0.0877059569074778;5138
661;4208;Level 3;Buildings;19.577810160319;1;5129
3428;4280;Level 3;Buildings;14.9690662730824;0.018819503849444;5122
3971;4092;Level 3;Buildings;11.6985822405134;0.00267635251385968;5142
2661;4120;Level 3;Buildings;23.9534214564732;0.00887198986058302;5139
2569;4193;Level 3;Buildings;14.7139282226563;0.00576725025746653;5132
3849;4170;Level 3;Buildings;18.0302617321276;0.0153846153846154;5134
3336;4345;Level 3;Buildings;12.8974914550781;0.00367647058823529;5113
3114;4410;Level 3;Buildings;37.2689552912636;1;5105
2794;4466;Level 3;Buildings;23.7007055260047;0.117402164862614;5100
2526;4499;Level 3;Buildings;20.7944235879867;0.0147735529183822;5096
3055;4609;Level 3;Buildings;6.7401123046875;0.000264270613107822;5084
3121;4661;Level 3;Buildings;17.9401577062774;0.0523415977961433;5077
2907;4856;Level 3;Buildings;1.02001953125;0.00021551724137931;5055
1867;4332;Level 3;Buildings;7.89495849609375;0.000351432085749429;5116
4041;4298;Level 3;Buildings;5.760009765625;0.000564227948091029;5120
