inner_x;inner_y;level_name;class_name;Mean nDSM Tree Canopy Sub-Objects;Rel. area of sub objects Tree Canopy (1);"ID_Build"  Buildings
3062;8429;Level 3;Buildings;16.4342744184304;0.807604562737643;1702
8229;6300;Level 3;Buildings;undefined;0;2473
8325;8160;Level 3;Buildings;undefined;0;1804
3880;8423;Level 3;Buildings;61.6352664667227;0.990135635018496;1704
5454;8662;Level 3;Buildings;undefined;0;1612
3741;8807;Level 3;Buildings;14.8838203548359;0.99486301369863;1558
6917;9144;Level 3;Buildings;7.15264607589069;0.269392033542977;1428
4731;9191;Level 3;Buildings;15.9524998664856;0.0156402737047898;1411
5529;10858;Level 3;Buildings;undefined;0;987
4865;10972;Level 3;Buildings;undefined;0;974
6361;11163;Level 3;Buildings;1.76363580877131;0.00253106304647952;944
4274;9064;Level 3;Buildings;43.8046919933857;0.392298435619735;1459
8900;6670;Level 3;Buildings;undefined;0;2364
8914;6692;Level 3;Buildings;undefined;0;2358
2155;7276;Level 3;Buildings;21.7342378820927;0.5552353506244;2120
5746;8009;Level 3;Buildings;7.7235948083999;0.44205298013245;1868
3794;8087;Level 3;Buildings;undefined;0;1832
8260;8143;Level 3;Buildings;undefined;0;1810
1717;8539;Level 3;Buildings;28.0709432477328;0.905368516833485;1657
4238;8900;Level 3;Buildings;28.2539748316826;0.645327102803738;1516
4035;9273;Level 3;Buildings;10.7902485785356;0.981203007518797;1386
5070;9238;Level 3;Buildings;14.9712650464929;0.0471838866094741;1395
4033;9439;Level 3;Buildings;14.3659711665435;0.998470948012232;1324
6267;9712;Level 3;Buildings;21.9665143388256;0.274226804123711;1238
1982;9807;Level 3;Buildings;10.036699464808;0.918269230769231;1213
8259;9899;Level 3;Buildings;16.4723521492698;0.979955456570156;1185
6553;10553;Level 3;Buildings;12.3007734510634;0.0413033501606241;1037
5469;10852;Level 3;Buildings;10.4783881270645;0.0413659078289839;991
5997;11628;Level 3;Buildings;undefined;0;845
3779;12360;Level 3;Buildings;8.11000061035156;0.0021953896816685;609
8887;6647;Level 3;Buildings;undefined;0;2368
9717;6863;Level 3;Buildings;undefined;0;2297
5792;8018;Level 3;Buildings;7.81266744948778;0.782682512733446;1859
5853;8286;Level 3;Buildings;undefined;0;1757
5648;8972;Level 3;Buildings;undefined;0;1489
5677;9054;Level 3;Buildings;undefined;0;1462
5602;9543;Level 3;Buildings;undefined;0;1287
5593;9571;Level 3;Buildings;undefined;0;1279
5692;9646;Level 3;Buildings;undefined;0;1263
6518;10499;Level 3;Buildings;undefined;0;1049
6482;11120;Level 3;Buildings;24.7233661792896;0.973557692307692;950
5088;11179;Level 3;Buildings;undefined;0;941
5257;12030;Level 3;Buildings;undefined;0;730
2838;7720;Level 3;Buildings;undefined;0;1965
3099;9131;Level 3;Buildings;undefined;0;1436
2954;9420;Level 3;Buildings;undefined;0;1329
3574;10364;Level 3;Buildings;undefined;0;1077
8300;6314;Level 3;Buildings;undefined;0;2469
2079;6808;Level 3;Buildings;undefined;0;2324
10032;7524;Level 3;Buildings;undefined;0;2026
8267;8016;Level 3;Buildings;undefined;0;1860
7312;8953;Level 3;Buildings;undefined;0;1498
7234;9197;Level 3;Buildings;undefined;0;1408
7290;9121;Level 3;Buildings;undefined;0;1442
1234;9481;Level 3;Buildings;undefined;0;1305
2601;10138;Level 3;Buildings;undefined;0;1127
1170;10474;Level 3;Buildings;undefined;0;1054
1286;10758;Level 3;Buildings;undefined;0;1003
3252;11686;Level 3;Buildings;18.2441892531551;0.992312620115311;831
3394;11914;Level 3;Buildings;undefined;0;763
1667;12056;Level 3;Buildings;9.60212261040494;0.942424242424242;718
3360;12351;Level 3;Buildings;undefined;0;615
9125;6669;Level 3;Buildings;undefined;0;2363
9129;6741;Level 3;Buildings;undefined;0;2343
9295;6757;Level 3;Buildings;undefined;0;2337
9263;6774;Level 3;Buildings;undefined;0;2331
9667;6859;Level 3;Buildings;undefined;0;2299
9442;7484;Level 3;Buildings;undefined;0;2039
10227;7557;Level 3;Buildings;undefined;0;2018
2331;7589;Level 3;Buildings;undefined;0;2007
10290;7674;Level 3;Buildings;undefined;0;1979
8957;7718;Level 3;Buildings;undefined;0;1966
8473;7731;Level 3;Buildings;undefined;0;1961
2060;8338;Level 3;Buildings;undefined;0;1737
1851;8291;Level 3;Buildings;undefined;0;1755
