inner_x;inner_y;level_name;class_name;Mean nDSM Tree Canopy Sub-Objects;Rel. area of sub objects Tree Canopy (1);"ID_Build"  Buildings
3935;5791;Level 3;Buildings;undefined;0;5316
5581;4672;Level 3;Buildings;15.4199829101563;0.00156617071260767;5368
5159;6735;Level 3;Buildings;undefined;0;5254
5217;4458;Level 3;Buildings;undefined;0;5377
4837;4812;Level 3;Buildings;undefined;0;5363
5787;6586;Level 3;Buildings;undefined;0;5272
4548;2523;Level 3;Buildings;undefined;0;5490
5522;4773;Level 3;Buildings;undefined;0;5365
5904;6671;Level 3;Buildings;undefined;0;5265
5796;7053;Level 3;Buildings;undefined;0;5189
405;2208;Level 3;Buildings;20.966005859375;0.00786163522012579;5522
5515;8158;Level 3;Buildings;15.7744479709201;0.0159151193633952;5058
5258;8289;Level 3;Buildings;17.6764759736903;0.15370705244123;5044
3032;4968;Level 3;Buildings;32.3077279129879;0.13039263208919;5354
6057;6674;Level 3;Buildings;0.0525054931640625;0.00103225806451613;5263
7864;9814;Level 3;Buildings;10.4464141010876;0.0714751249185314;4955
7278;9864;Level 3;Buildings;undefined;0;4953
7359;9878;Level 3;Buildings;undefined;0;4952
7373;9889;Level 3;Buildings;undefined;0;4951
7537;9776;Level 3;Buildings;36.9017741320605;0.179842277361031;4957
