inner_x;inner_y;level_name;class_name;Mean nDSM Tree Canopy Sub-Objects;Rel. area of sub objects Tree Canopy (1);"ID_Build"  Buildings
13660;6987;Level 3;Buildings;undefined;0;7025
6610;2975;Level 3;Buildings;undefined;0;8814
13718;3802;Level 3;Buildings;20.3265253231055;0.0572504344468044;8427
13453;4595;Level 3;Buildings;undefined;0;8131
13715;4715;Level 3;Buildings;undefined;0;8069
13724;4793;Level 3;Buildings;undefined;0;8006
12490;4879;Level 3;Buildings;11.489990234375;0.00153846153846154;7956
12284;4898;Level 3;Buildings;16.4789618130388;0.0102928127772848;7940
13220;5433;Level 3;Buildings;undefined;0;7615
15928;6494;Level 3;Buildings;undefined;0;7194
14331;7082;Level 3;Buildings;undefined;0;7007
14665;7079;Level 3;Buildings;undefined;0;7009
2954;337;Level 3;Buildings;undefined;0;9278
2957;345;Level 3;Buildings;undefined;0;9278
12614;3228;Level 3;Buildings;29.4362673291973;0.0699588477366255;8691
14751;4404;Level 3;Buildings;36.2003436244152;0.0893193896794102;8195
13209;4757;Level 3;Buildings;undefined;0;8038
14295;4804;Level 3;Buildings;undefined;0;7997
13211;4808;Level 3;Buildings;undefined;0;7994
13750;4854;Level 3;Buildings;14.6362888502038;0.0669577874818049;7974
14322;5272;Level 3;Buildings;7.40177917480469;0.00608563355792219;7697
14831;5321;Level 3;Buildings;undefined;0;7668
14305;5735;Level 3;Buildings;undefined;0;7491
14403;7083;Level 3;Buildings;undefined;0;7006
14093;7393;Level 3;Buildings;undefined;0;6946
12727;3247;Level 3;Buildings;undefined;0;8674
12267;3627;Level 3;Buildings;undefined;0;8496
12436;4908;Level 3;Buildings;undefined;0;7933
13536;5008;Level 3;Buildings;undefined;0;7846
15891;5643;Level 3;Buildings;undefined;0;7524
15847;5656;Level 3;Buildings;8.41299167831374;0.570680628272251;7515
13615;6887;Level 3;Buildings;undefined;0;7052
14913;7103;Level 3;Buildings;undefined;0;6996
14329;7480;Level 3;Buildings;undefined;0;6930
15249;13105;Level 3;Buildings;undefined;0;6458
1958;180;Level 3;Buildings;undefined;0;9306
7932;1686;Level 3;Buildings;undefined;0;9079
9251;1761;Level 3;Buildings;undefined;0;9058
14528;2371;Level 3;Buildings;undefined;0;8935
12635;3229;Level 3;Buildings;undefined;0;8686
14364;3203;Level 3;Buildings;undefined;0;8709
14695;3257;Level 3;Buildings;undefined;0;8667
12501;3205;Level 3;Buildings;undefined;0;8707
13152;3202;Level 3;Buildings;undefined;0;8711
12600;3270;Level 3;Buildings;undefined;0;8653
12814;3316;Level 3;Buildings;22.3050019020258;0.0109568097846859;8636
14474;3444;Level 3;Buildings;undefined;0;8567
14301;3441;Level 3;Buildings;undefined;0;8569
15152;3383;Level 3;Buildings;undefined;0;8601
14765;3473;Level 3;Buildings;undefined;0;8555
12671;3486;Level 3;Buildings;undefined;0;8550
13529;3672;Level 3;Buildings;undefined;0;8475
12912;3619;Level 3;Buildings;undefined;0;8500
12657;3724;Level 3;Buildings;undefined;0;8456
12690;3583;Level 3;Buildings;undefined;0;8513
14108;3509;Level 3;Buildings;undefined;0;8542
15346;3563;Level 3;Buildings;undefined;0;8522
12851;3632;Level 3;Buildings;undefined;0;8490
12695;3617;Level 3;Buildings;undefined;0;8501
14845;3759;Level 3;Buildings;39.1867193683674;0.216183329953356;8438
12706;3716;Level 3;Buildings;undefined;0;8461
12436;3706;Level 3;Buildings;undefined;0;8464
15166;3862;Level 3;Buildings;undefined;0;8403
12237;3727;Level 3;Buildings;undefined;0;8453
12434;3799;Level 3;Buildings;undefined;0;8426
15243;3826;Level 3;Buildings;undefined;0;8414
13619;3783;Level 3;Buildings;undefined;0;8433
14259;3881;Level 3;Buildings;undefined;0;8395
12511;4467;Level 3;Buildings;undefined;0;8176
12421;3890;Level 3;Buildings;undefined;0;8388
15211;4077;Level 3;Buildings;undefined;0;8313
