inner_x;inner_y;level_name;class_name;Mean nDSM Tree Canopy Sub-Objects;Rel. area of sub objects Tree Canopy (1);"ID_Build"  Buildings
9018;11256;Level 3;Buildings;undefined;0;2332
10271;12938;Level 3;Buildings;undefined;0;1693
6209;13328;Level 3;Buildings;undefined;0;1543
6003;13339;Level 3;Buildings;9.11418995777322;0.155112651646447;1537
5383;16965;Level 3;Buildings;undefined;0;577
4177;10263;Level 3;Buildings;9.48905206853693;0.97864768683274;2638
3556;12141;Level 3;Buildings;undefined;0;1984
4686;13234;Level 3;Buildings;9.74250327216254;0.0437424058323208;1586
5799;13758;Level 3;Buildings;29.138617255471;0.949640287769784;1387
4234;13765;Level 3;Buildings;29.2671635471173;0.888397790055249;1383
4498;14399;Level 3;Buildings;13.9365260549438;0.979851537645811;1181
7154;14533;Level 3;Buildings;undefined;0;1172
5714;14752;Level 3;Buildings;13.9742095801248;0.434963579604579;1103
5486;12286;Level 3;Buildings;undefined;0;1933
6107;12613;Level 3;Buildings;undefined;0;1820
5761;12799;Level 3;Buildings;undefined;0;1742
3985;10232;Level 3;Buildings;undefined;0;2646
7035;12563;Level 3;Buildings;8.97618684314546;0.0195530726256983;1836
3654;12456;Level 3;Buildings;undefined;0;1873
6558;13141;Level 3;Buildings;undefined;0;1617
6304;13553;Level 3;Buildings;undefined;0;1458
5454;16917;Level 3;Buildings;undefined;0;589
4072;5977;Level 3;Buildings;undefined;0;3623
4239;7793;Level 3;Buildings;undefined;0;3248
5048;9162;Level 3;Buildings;undefined;0;2870
5526;9718;Level 3;Buildings;undefined;0;2760
6498;9772;Level 3;Buildings;undefined;0;2752
3984;10186;Level 3;Buildings;undefined;0;2655
3504;10276;Level 3;Buildings;undefined;0;2632
6355;10431;Level 3;Buildings;undefined;0;2587
3016;11298;Level 3;Buildings;undefined;0;2323
10813;11435;Level 3;Buildings;38.1056632728843;0.0342597029228558;2268
6060;11650;Level 3;Buildings;undefined;0;2171
9318;11736;Level 3;Buildings;undefined;0;2125
8465;11872;Level 3;Buildings;undefined;0;2073
6804;12257;Level 3;Buildings;undefined;0;1947
4354;12528;Level 3;Buildings;undefined;0;1851
10029;12677;Level 3;Buildings;undefined;0;1797
6955;12739;Level 3;Buildings;undefined;0;1771
10230;12931;Level 3;Buildings;undefined;0;1696
10428;12913;Level 3;Buildings;undefined;0;1703
6171;12970;Level 3;Buildings;undefined;0;1680
4715;13087;Level 3;Buildings;undefined;0;1638
6770;13194;Level 3;Buildings;undefined;0;1603
5012;13480;Level 3;Buildings;undefined;0;1480
5493;13633;Level 3;Buildings;undefined;0;1426
5759;14113;Level 3;Buildings;undefined;0;1265
6412;14344;Level 3;Buildings;undefined;0;1197
5094;15906;Level 3;Buildings;undefined;0;903
5343;16986;Level 3;Buildings;undefined;0;571
4316;6091;Level 3;Buildings;14.9633336950231;0.0181573638197714;3590
3264;7574;Level 3;Buildings;6.50943840874566;0.0181543116490166;3292
4070;7854;Level 3;Buildings;14.0499964300192;0.048938134810711;3233
3598;7817;Level 3;Buildings;6.60666232638889;0.00451807228915663;3244
2136;9278;Level 3;Buildings;33.9200922470271;0.0495266682059571;2840
2329;9127;Level 3;Buildings;31.8553563526699;0.0599411292480599;2881
5367;9445;Level 3;Buildings;7.15997924804688;0.00126550240445457;2804
5432;9573;Level 3;Buildings;18.1054429274339;0.0238897396630934;2782
6498;9703;Level 3;Buildings;4.37778727213542;0.00376884422110553;2763
5236;9699;Level 3;Buildings;6.09626770019531;0.0104849279161206;2764
5456;9801;Level 3;Buildings;22.757568359375;0.0179934569247546;2747
5854;9904;Level 3;Buildings;13.5122477213542;0.000689919509390571;2725
2846;10076;Level 3;Buildings;8.13390359460595;1;2677
2709;10064;Level 3;Buildings;36.2297769872154;0.056383222553289;2688
6810;10369;Level 3;Buildings;25.1926109677269;0.0338300443012485;2604
6779;10439;Level 3;Buildings;21.8165874178447;0.0173386541901748;2584
6300;9994;Level 3;Buildings;21.9937628300376;0.0489920300046882;2705
6075;9987;Level 3;Buildings;13.7904404393885;0.0854394568087514;2707
3966;9996;Level 3;Buildings;0;0.000540784136998648;2704
2494;10119;Level 3;Buildings;12.7256005859375;0.0652741514360313;2669
2509;10201;Level 3;Buildings;30.9400024414063;0.000231481481481481;2652
3940;10205;Level 3;Buildings;13.205146558357;0.0424164524421594;2650
6439;10213;Level 3;Buildings;18.2229362936581;0.00360398558405766;2648
3723;10144;Level 3;Buildings;12.8770025634766;0.00386966953022212;2663
4164;10302;Level 3;Buildings;7.9156386866714;0.266558966074313;2618
4068;10438;Level 3;Buildings;19.4263916015625;0.303262955854127;2586
4197;10426;Level 3;Buildings;9.49016427993774;0.0069960647135986;2591
3219;10456;Level 3;Buildings;15.3183476257324;0.0175330937143859;2580
3609;10912;Level 3;Buildings;7.59999287923177;0.0139990667288847;2423
3545;10938;Level 3;Buildings;18.2248026529948;0.0238625517021954;2412
6046;10694;Level 3;Buildings;22.6775054931641;0.000541638456330399;2505
6108;10750;Level 3;Buildings;16.5615279487942;0.210045662100457;2487
3026;11711;Level 3;Buildings;34.7182640219634;1;2141
3094;11679;Level 3;Buildings;8.75837868703923;0.13421550094518;2152
2940;11854;Level 3;Buildings;24.4501689328986;0.0856313497822932;2079
3473;12174;Level 3;Buildings;11.9908495110981;0.052491103202847;1977
4156;12242;Level 3;Buildings;26.5192400699761;0.0799070432606364;1952
3497;12259;Level 3;Buildings;2.68173881199049;0.00600522193211488;1946
3600;12403;Level 3;Buildings;27.6990070996065;0.864285714285714;1896
3771;12565;Level 3;Buildings;90.205115288496;0.296639629200463;1834
3748;12830;Level 3;Buildings;25.129061625554;0.516770186335404;1734
3940;13341;Level 3;Buildings;26.1508126513217;0.154459848286686;1545
4332;13373;Level 3;Buildings;22.1866952575352;0.30351262349067;1524
4248;13569;Level 3;Buildings;20.0769042836065;1;1454
4181;13606;Level 3;Buildings;24.5457873158641;0.207387456714121;1443
4731;13742;Level 3;Buildings;19.3568062778645;0.50210970464135;1390
4099;13903;Level 3;Buildings;21.9242320863327;1;1330
4545;14183;Level 3;Buildings;33.8969405492147;0.331090174966353;1244
5956;10974;Level 3;Buildings;23.6145491166548;0.002776375567895;2403
2881;11033;Level 3;Buildings;29.7729509191759;0.269598089932352;2392
11104;11345;Level 3;Buildings;7.28999328613281;0.00385208012326656;2298
10843;11646;Level 3;Buildings;11.3686065673828;0.0113600504891133;2173
11057;11520;Level 3;Buildings;1.66181807084517;0.00130208333333333;2235
