inner_x;inner_y;level_name;class_name;Distance to Buildings (Pxl);"ID_Build"  Buildings
3736;161;Level 3;Buildings;93.5791066427312;11134
503;293;Level 3;Buildings;32.1060554887348;11120
623;824;Level 3;Buildings;93.0903466187134;11030
629;1067;Level 3;Buildings;31.6753513896777;10985
659;1062;Level 3;Buildings;31.6753513896777;10987
1099;957;Level 3;Buildings;67.6232817854851;11004
1064;1127;Level 3;Buildings;63.1583132911772;10973
880;1281;Level 3;Buildings;86.0065486577004;10951
950;1506;Level 3;Buildings;66.2249860299642;10902
731;1849;Level 3;Buildings;61.2686840577967;10815
847;1906;Level 3;Buildings;31.5109025235912;10797
847;1937;Level 3;Buildings;31.5109025235912;10787
717;1939;Level 3;Buildings;31.7266060086753;10786
870;2486;Level 3;Buildings;30.3162037624019;10625
9595;918;Level 3;Buildings;121.147723390262;11026
2164;1682;Level 3;Buildings;59.6007326145337;10856
2195;1736;Level 3;Buildings;59.6007326145337;10843
3610;1697;Level 3;Buildings;114.08127548693;10855
9702;1784;Level 3;Buildings;111.632198210822;10834
1979;1953;Level 3;Buildings;46.408470621167;10785
2009;2002;Level 3;Buildings;46.2415557364567;10767
1742;2153;Level 3;Buildings;59.6905440041413;10726
1621;2423;Level 3;Buildings;87.3755377706467;10643
2715;2840;Level 3;Buildings;132.928683651185;10516
2447;3222;Level 3;Buildings;108.190206053513;10392
2558;3270;Level 3;Buildings;81.701426183497;10377
2521;3378;Level 3;Buildings;81.701426183497;10345
1092;2859;Level 3;Buildings;82.3052630738675;10509
712;2966;Level 3;Buildings;86.2562587883095;10476
952;3643;Level 3;Buildings;81.2976252106375;10279
525;3181;Level 3;Buildings;69.0541195039849;10408
9201;3473;Level 3;Buildings;140.564918514022;10316
569;3610;Level 3;Buildings;31.4594910282853;10290
9721;5642;Level 3;Buildings;120.625516479332;9830
3604;4211;Level 3;Buildings;114.766364633291;10143
3784;4710;Level 3;Buildings;97.8117432482725;10018
11878;5265;Level 3;Buildings;980.595951552541;9897
9797;5739;Level 3;Buildings;120.625516479332;9798
1990;6141;Level 3;Buildings;85.2058746767624;9738
3835;6942;Level 3;Buildings;81.2331276924414;9659
3434;7620;Level 3;Buildings;291.809456253216;9617
12941;7912;Level 3;Buildings;85.151547197007;9613
