inner_x;inner_y;level_name;class_name;Distance to Buildings (Pxl);"ID_Build"  Buildings
2493;1020;Level 3;Buildings;1568.86727105604;11002
5737;2766;Level 3;Buildings;125.131201066105;10553
4546;3252;Level 3;Buildings;38.8033599117083;10400
4017;1629;Level 3;Buildings;101.762086805644;10885
3934;1661;Level 3;Buildings;121.678405658447;10876
4432;1765;Level 3;Buildings;125.708407547446;10849
4311;1845;Level 3;Buildings;151.183087421772;10829
2840;2626;Level 3;Buildings;75.9499068273605;10597
4121;2043;Level 3;Buildings;127.26323720845;10775
4674;2288;Level 3;Buildings;167.281216151683;10701
5304;2759;Level 3;Buildings;163.338563117632;10556
5340;2916;Level 3;Buildings;163.338563117632;10508
4125;2537;Level 3;Buildings;108.931527993004;10626
4405;2602;Level 3;Buildings;113.688205085704;10605
3125;2717;Level 3;Buildings;128.074822477258;10577
3788;2718;Level 3;Buildings;58.8108149747957;10576
3382;2673;Level 3;Buildings;127.539892497974;10587
2649;2828;Level 3;Buildings;127.602117010948;10534
2772;2889;Level 3;Buildings;114.44796571264;10517
3098;2821;Level 3;Buildings;110.415975896853;10535
4591;3222;Level 3;Buildings;38.8033599117083;10411
5416;3075;Level 3;Buildings;173.076265436011;10457
3336;3076;Level 3;Buildings;108.848294632461;10456
3409;3234;Level 3;Buildings;111.086882515261;10407
5514;3161;Level 3;Buildings;179.149592502401;10432
2555;3179;Level 3;Buildings;138.791830440261;10424
5697;3225;Level 3;Buildings;189.593642293925;10409
2681;3311;Level 3;Buildings;123.710332568483;10381
3309;3502;Level 3;Buildings;138.234730306754;10320
5555;3495;Level 3;Buildings;190.565312490293;10323
4934;3706;Level 3;Buildings;148.166543291134;10275
5268;3759;Level 3;Buildings;175.596112580169;10264
5645;3834;Level 3;Buildings;261.33501704099;10245
4812;4086;Level 3;Buildings;103.418495075722;10189
4780;3952;Level 3;Buildings;103.418495075722;10223
5151;4040;Level 3;Buildings;169.575182490924;10202
7028;5842;Level 3;Buildings;177.482546882798;9790
4575;1390;Level 3;Buildings;147.838815204901;10939
4392;1410;Level 3;Buildings;134.882460210637;10933
4756;1557;Level 3;Buildings;127.923647943667;10903
4358;1528;Level 3;Buildings;130.702261309233;10910
4890;1656;Level 3;Buildings;127.923647943667;10878
4235;1579;Level 3;Buildings;130.702261309233;10895
4541;1685;Level 3;Buildings;125.708407547446;10869
4106;1649;Level 3;Buildings;101.762086805644;10881
4618;1636;Level 3;Buildings;126.380339912341;10884
3813;1978;Level 3;Buildings;92.1709980149387;10792
3973;1912;Level 3;Buildings;174.052860064717;10810
4547;2048;Level 3;Buildings;150.605683589409;10771
3839;2037;Level 3;Buildings;92.1709980149387;10777
4773;2016;Level 3;Buildings;201.479482571826;10782
4448;2067;Level 3;Buildings;150.605683589409;10762
4267;2261;Level 3;Buildings;127.090232511825;10711
4157;2414;Level 3;Buildings;128.040869350367;10660
4182;2156;Level 3;Buildings;127.090232511825;10737
5183;2279;Level 3;Buildings;119.086881410672;10707
3863;2177;Level 3;Buildings;117.575579784679;10731
5260;2324;Level 3;Buildings;119.086881410672;10691
5339;2441;Level 3;Buildings;123.53317010477;10654
3867;2297;Level 3;Buildings;117.575579784679;10696
3795;2415;Level 3;Buildings;126.010626989533;10659
4871;2320;Level 3;Buildings;191.239780039572;10692
4496;2360;Level 3;Buildings;150.507614920479;10679
4437;2480;Level 3;Buildings;135.871759277364;10639
5042;2458;Level 3;Buildings;193.366750017316;10648
4090;2653;Level 3;Buildings;108.931527993004;10591
3775;2533;Level 3;Buildings;114.275703623161;10628
5400;2572;Level 3;Buildings;144.380528418588;10613
4384;2727;Level 3;Buildings;113.688205085704;10572
2818;2623;Level 3;Buildings;75.9499068273605;10600
2892;2645;Level 3;Buildings;90.0777404277021;10592
3729;2642;Level 3;Buildings;58.8108149747957;10593
5110;2639;Level 3;Buildings;161.302886011382;10594
3460;2754;Level 3;Buildings;127.539892497974;10560
3189;2889;Level 3;Buildings;116.706269269401;10518
3230;3015;Level 3;Buildings;108.848294632461;10481
