inner_x;inner_y;level_name;class_name;Distance to Buildings (Pxl);"ID_Build"  Buildings
9161;2689;Level 3;Buildings;100.038748255506;8442
8874;4161;Level 3;Buildings;240.943772632745;7732
7566;5069;Level 3;Buildings;98.0776639072201;7349
4839;5025;Level 3;Buildings;249.986037731846;7369
6496;5317;Level 3;Buildings;102.379163873029;7249
9707;6286;Level 3;Buildings;85.383291292303;6954
10055;6507;Level 3;Buildings;61.4277008582889;6918
9800;6532;Level 3;Buildings;136.934068058278;6911
8953;2993;Level 3;Buildings;31.1629717842625;8325
8943;3383;Level 3;Buildings;113.961105279598;8183
8729;4427;Level 3;Buildings;119.539537196396;7590
8638;4575;Level 3;Buildings;61.3635529991419;7532
8914;4523;Level 3;Buildings;172.927599182195;7553
9245;5079;Level 3;Buildings;87.5302562681917;7346
4245;5456;Level 3;Buildings;75.0768009839611;7187
9656;5360;Level 3;Buildings;86.4296887572887;7228
7436;5408;Level 3;Buildings;189.552845374769;7215
8558;5611;Level 3;Buildings;47.2508145069749;7122
7902;5848;Level 3;Buildings;114.9612533643;7043
9751;5943;Level 3;Buildings;93.3098563443071;7023
10427;6098;Level 3;Buildings;149.088985345601;6986
8965;6199;Level 3;Buildings;160.658774205082;6973
8210;6382;Level 3;Buildings;221.524717015086;6939
10042;6564;Level 3;Buildings;61.4277008582889;6905
8172;2218;Level 3;Buildings;136.775467370733;8650
9091;2564;Level 3;Buildings;104.558226386837;8499
9086;2735;Level 3;Buildings;100.038748255506;8428
8831;3013;Level 3;Buildings;62.4417562365513;8314
8386;4596;Level 3;Buildings;117.157167218942;7518
9816;5040;Level 3;Buildings;41.0556976090599;7362
5814;5163;Level 3;Buildings;75.3840796506082;7313
8358;6856;Level 3;Buildings;133.366553992957;6869
8348;7162;Level 3;Buildings;55.679353976987;6840
8077;2021;Level 3;Buildings;167.725511574198;8760
8248;2182;Level 3;Buildings;136.775467370733;8678
8987;2674;Level 3;Buildings;104.558226386837;8451
8800;2949;Level 3;Buildings;62.4417562365513;8343
8920;2998;Level 3;Buildings;31.1629717842625;8321
9208;2988;Level 3;Buildings;70.2304605564888;8329
9386;3436;Level 3;Buildings;88.404159811703;8164
8171;3838;Level 3;Buildings;199.793514149305;7945
8603;4281;Level 3;Buildings;119.539537196396;7662
9598;4307;Level 3;Buildings;159.96643210963;7650
9030;4734;Level 3;Buildings;172.927599182195;7469
7515;4304;Level 3;Buildings;193.781839436581;7652
8473;4506;Level 3;Buildings;108.106507505266;7560
9655;4420;Level 3;Buildings;163.633287108681;7593
9313;4732;Level 3;Buildings;146.391104417001;7471
6537;4863;Level 3;Buildings;145.70265994469;7418
6783;4654;Level 3;Buildings;102.532709922799;7500
6065;4849;Level 3;Buildings;114.183825009777;7424
4236;5001;Level 3;Buildings;105.688646846321;7382
4487;5053;Level 3;Buildings;252.36365414181;7355
4033;5053;Level 3;Buildings;229.034268981632;7357
4274;5079;Level 3;Buildings;105.688646846321;7343
8785;5021;Level 3;Buildings;106.978262251977;7370
5033;5005;Level 3;Buildings;249.986037731846;7378
3439;5082;Level 3;Buildings;211.473411193184;7341
5588;5354;Level 3;Buildings;212.340116650419;7231
5826;5205;Level 3;Buildings;75.3840796506082;7292
5009;5378;Level 3;Buildings;130.800712386696;7218
5205;5624;Level 3;Buildings;92.4140228503969;7115
5220;5795;Level 3;Buildings;179.344705631633;7061
3815;5412;Level 3;Buildings;119.31708301825;7204
4514;5319;Level 3;Buildings;251.734514247158;7247
3977;5327;Level 3;Buildings;119.31708301825;7241
3608;5266;Level 3;Buildings;188.975513388769;7262
7560;5502;Level 3;Buildings;189.552845374769;7166
4707;5594;Level 3;Buildings;114.250213850868;7131
4537;5573;Level 3;Buildings;207.029799000957;7138
10470;5755;Level 3;Buildings;146.523679118656;7076
10412;5560;Level 3;Buildings;146.523679118656;7142
4963;5600;Level 3;Buildings;143.305036980826;7128
10097;5622;Level 3;Buildings;208.868940439355;7117
4767;5622;Level 3;Buildings;114.250213850868;7118
9959;5758;Level 3;Buildings;87.9322276600064;7075
9438;5706;Level 3;Buildings;226.444193836653;7087
8005;5898;Level 3;Buildings;92.9588996017895;7033
5513;5887;Level 3;Buildings;316.314816075236;7036
7466;6049;Level 3;Buildings;110.252073193571;6995
9708;6200;Level 3;Buildings;85.383291292303;6972
7710;6241;Level 3;Buildings;211.241559060397;6965
10313;6424;Level 3;Buildings;113.927756710285;6929
10199;6596;Level 3;Buildings;125.279260730024;6899
8760;6659;Level 3;Buildings;122.5261098936;6893
8400;7125;Level 3;Buildings;55.679353976987;6845
8386;1695;Level 3;Buildings;156.167662671309;8873
8224;1874;Level 3;Buildings;167.725511574198;8836
8543;2016;Level 3;Buildings;128.295135950532;8762
8380;2076;Level 3;Buildings;128.295135950532;undefined
8419;1798;Level 3;Buildings;156.167662671309;8856
8892;2854;Level 3;Buildings;116.318467325093;8383
9013;3004;Level 3;Buildings;63.8674431577014;8318
9258;3048;Level 3;Buildings;70.2304605564888;8305
9274;3126;Level 3;Buildings;70.3423075669324;8273
9334;3195;Level 3;Buildings;70.3423075669324;8244
9073;3213;Level 3;Buildings;144.87818222323;8239
9051;3421;Level 3;Buildings;113.961105279598;8171
9354;3291;Level 3;Buildings;65.5780613740432;8213
9118;3342;Level 3;Buildings;117.314526099506;8196
9372;3351;Level 3;Buildings;65.5780613740432;8193
9243;3669;Level 3;Buildings;126.939603371081;8062
9429;3809;Level 3;Buildings;125.09612056163;7966
9340;3655;Level 3;Buildings;125.09612056163;8070
8676;4003;Level 3;Buildings;128.358542620193;7815
8275;3998;Level 3;Buildings;114.640052340898;7832
8354;3887;Level 3;Buildings;114.640052340898;7888
8586;3914;Level 3;Buildings;98.4127715132592;7870
8749;3829;Level 3;Buildings;129.378297063253;7950
8517;4010;Level 3;Buildings;98.4127715132592;7808
7167;4348;Level 3;Buildings;252.837655898301;7642
6824;4790;Level 3;Buildings;102.532709922799;7439
6681;5018;Level 3;Buildings;132.524242274692;7374
7013;4967;Level 3;Buildings;124.225630337573;7393
6537;5381;Level 3;Buildings;102.379163873029;7216
8308;4253;Level 3;Buildings;154.118307940361;7674
7680;4247;Level 3;Buildings;156.375444346494;7681
7824;4210;Level 3;Buildings;156.375444346494;7700
9462;4383;Level 3;Buildings;159.96643210963;7609
8457;4303;Level 3;Buildings;151.87056294758;7655
7151;4527;Level 3;Buildings;252.837655898301;7550
9287;4557;Level 3;Buildings;146.391104417001;7541
8661;4769;Level 3;Buildings;193.683863957603;7454
9597;4734;Level 3;Buildings;69.5808092989104;7467
9605;4822;Level 3;Buildings;73.4950996036865;7431
6831;4477;Level 3;Buildings;184.237343263995;7569
7810;4479;Level 3;Buildings;142.878043537284;7568
8583;4562;Level 3;Buildings;61.3635529991419;7537
7422;4492;Level 3;Buildings;191.487809092352;7565
7677;4599;Level 3;Buildings;142.878043537284;7517
7485;4657;Level 3;Buildings;191.487809092352;7499
6105;4794;Level 3;Buildings;114.183825009777;7438
9836;4682;Level 3;Buildings;261.227239106426;7492
9640;4688;Level 3;Buildings;69.5808092989104;7486
7031;4924;Level 3;Buildings;124.225630337573;7405
6449;4618;Level 3;Buildings;240.278000203924;7509
7703;5069;Level 3;Buildings;113.946309639975;7347
7539;5120;Level 3;Buildings;98.0776639072201;7327
7684;5213;Level 3;Buildings;201.876357267982;7287
7660;4781;Level 3;Buildings;138.462812130706;7447
6675;4829;Level 3;Buildings;135.718781898958;7428
5843;4880;Level 3;Buildings;227.958108184424;7414
7647;4904;Level 3;Buildings;113.946309639975;7409
6542;5001;Level 3;Buildings;155.914187011052;7383
10040;5020;Level 3;Buildings;165.617526393311;7372
3600;5055;Level 3;Buildings;211.473411193184;7354
9590;5040;Level 3;Buildings;155.357946654408;7361
5408;5037;Level 3;Buildings;245.41065553839;7364
7303;5003;Level 3;Buildings;197.742755599272;7381
6772;5084;Level 3;Buildings;132.524242274692;7339
7108;4985;Level 3;Buildings;143.226292743011;7388
9715;5014;Level 3;Buildings;41.0556976090599;7377
8852;5045;Level 3;Buildings;106.978262251977;7360
9297;5114;Level 3;Buildings;87.5302562681917;7329
8707;5005;Level 3;Buildings;132.6675921156;7380
5152;5561;Level 3;Buildings;92.4140228503969;7141
9113;5190;Level 3;Buildings;172.059121658479;7302
5620;5101;Level 3;Buildings;172.578192220531;7335
10000;5316;Level 3;Buildings;151.786634214533;7251
9504;5166;Level 3;Buildings;139.101599448103;7308
9690;5282;Level 3;Buildings;86.4296887572887;7258
8581;5567;Level 3;Buildings;47.2508145069749;7140
8725;5696;Level 3;Buildings;186.086644047027;7089
8589;5822;Level 3;Buildings;179.400881263349;7055
8731;5831;Level 3;Buildings;189.290032369812;7050
6056;5197;Level 3;Buildings;196.154704018649;7297
9414;5197;Level 3;Buildings;114.426125084777;7296
6950;5337;Level 3;Buildings;95.8972232968761;7234
7001;5476;Level 3;Buildings;95.8972232968761;7177
9850;5286;Level 3;Buildings;151.786634214533;7256
5461;5317;Level 3;Buildings;234.986487323615;7250
4786;5516;Level 3;Buildings;127.436804395145;7160
8707;5260;Level 3;Buildings;159.479446269347;7270
4792;5290;Level 3;Buildings;157.573217988882;7254
5811;5413;Level 3;Buildings;185.230820919111;7202
5993;5510;Level 3;Buildings;88.3958794508659;7161
6690;5392;Level 3;Buildings;219.978336348205;7211
7132;5358;Level 3;Buildings;198.057999048411;7229
8915;5368;Level 3;Buildings;110.533946968742;7223
6285;5334;Level 3;Buildings;204.322912340518;7236
7823;5370;Level 3;Buildings;201.876357267982;7221
8840;5470;Level 3;Buildings;110.533946968742;7181
4213;5360;Level 3;Buildings;75.0768009839611;7227
6149;5537;Level 3;Buildings;79.4039543473976;7150
10313;5369;Level 3;Buildings;222.769157746797;7222
4145;5506;Level 3;Buildings;101.059037353244;7164
9830;5408;Level 3;Buildings;122.842321378143;7207
8433;5541;Level 3;Buildings;148.69415499924;7149
8469;5694;Level 3;Buildings;162.078783084944;7091
8060;5387;Level 3;Buildings;199.438669501372;7213
8212;5413;Level 3;Buildings;174.048735131172;7203
9553;5422;Level 3;Buildings;181.987609299317;7198
6006;5622;Level 3;Buildings;88.3958794508659;7116
9608;5712;Level 3;Buildings;190.818601805578;7085
9726;5982;Level 3;Buildings;93.3098563443071;7018
6894;5773;Level 3;Buildings;321.411399393657;7070
9153;5500;Level 3;Buildings;256.274832325286;7168
6171;5589;Level 3;Buildings;79.4039543473976;7134
6560;5662;Level 3;Buildings;186.136229199368;7104
7747;5678;Level 3;Buildings;127.56246188308;7099
8334;5719;Level 3;Buildings;140.660039885639;7082
8280;5924;Level 3;Buildings;140.660039885639;7026
7719;6000;Level 3;Buildings;213.320160094314;7013
6310;5615;Level 3;Buildings;164.292358529512;7119
9878;5675;Level 3;Buildings;87.9322276600064;7100
9844;5791;Level 3;Buildings;123.005075643311;7065
7809;5689;Level 3;Buildings;114.9612533643;7094
8038;5792;Level 3;Buildings;92.9588996017895;7064
6531;5803;Level 3;Buildings;186.136229199368;7058
10228;5897;Level 3;Buildings;133.085376549689;7034
10335;5915;Level 3;Buildings;133.085376549689;7028
10263;6112;Level 3;Buildings;149.088985345601;6984
9915;5989;Level 3;Buildings;137.758549264703;7016
7176;5989;Level 3;Buildings;261.160087285965;7015
