inner_x;inner_y;level_name;class_name;Distance to Buildings (Pxl);"ID_Build"  Buildings
6225;1699;Level 3;Buildings;99.4775832228661;4885
6569;2136;Level 3;Buildings;1.4142135623731;4855
6570;2137;Level 3;Buildings;1.80277563773199;4855
6571;2139;Level 3;Buildings;1.4142135623731;4855
6572;2140;Level 3;Buildings;1.4142135623731;4855
6573;2141;Level 3;Buildings;2.47487373415292;4855
7117;3139;Level 3;Buildings;15.2037468176176;4787
7119;3141;Level 3;Buildings;15.2037468176176;4787
7142;3171;Level 3;Buildings;41.9093137830199;4786
7663;3612;Level 3;Buildings;60.4291289859033;4749
7662;3679;Level 3;Buildings;63.021683345584;4740
5831;1082;Level 3;Buildings;62.8944307439522;4927
6032;3519;Level 3;Buildings;45.8026949526866;4764
7390;3673;Level 3;Buildings;167.38585144599;4741
6089;3545;Level 3;Buildings;64.6649194258413;4761
5801;1055;Level 3;Buildings;62.8944307439522;4933
5814;1261;Level 3;Buildings;146.015677072396;4910
6011;1504;Level 3;Buildings;118.245471225226;4897
6070;1639;Level 3;Buildings;87.0498480545002;4891
6003;1687;Level 3;Buildings;87.0498480545002;4887
6276;1778;Level 3;Buildings;67.4198505246234;4877
6357;1845;Level 3;Buildings;84.1809375570882;4871
6157;1838;Level 3;Buildings;101.089785455077;4872
6550;2110;Level 3;Buildings;18.2956548428903;4855
6568;2135;Level 3;Buildings;1.4142135623731;4855
7224;3420;Level 3;Buildings;54.9267849943227;4778
7155;3438;Level 3;Buildings;58.9439860923451;4775
7203;3471;Level 3;Buildings;54.9267849943227;4772
6997;3493;Level 3;Buildings;77.4665200507529;4770
7131;3495;Level 3;Buildings;59.3512271237998;4769
7296;3504;Level 3;Buildings;101.195570471851;4768
7173;3532;Level 3;Buildings;59.9908156339365;4763
7064;3508;Level 3;Buildings;59.3512271237998;4766
6943;3568;Level 3;Buildings;43.3497712603328;4756
6017;3570;Level 3;Buildings;45.8026949526866;4755
6886;3588;Level 3;Buildings;43.3497712603328;4754
7607;3597;Level 3;Buildings;49.8320933841872;4752
7506;3554;Level 3;Buildings;85.7130530723378;4760
6872;3631;Level 3;Buildings;56.9452792781181;4747
7117;3637;Level 3;Buildings;59.4815043117942;4744
7621;3643;Level 3;Buildings;49.8320933841872;4743
6074;3607;Level 3;Buildings;53.541362234672;4750
7205;3598;Level 3;Buildings;89.1105885933492;4751
6853;3694;Level 3;Buildings;65.5982533144665;4739
7059;3630;Level 3;Buildings;59.4815043117942;4748
6777;3764;Level 3;Buildings;55.4797602202301;4736
7612;3753;Level 3;Buildings;96.9912594797707;4738
6785;3822;Level 3;Buildings;55.4797602202301;4732
5891;1125;Level 3;Buildings;58.723949241686;4919
6106;1740;Level 3;Buildings;101.089785455077;4882
6299;1770;Level 3;Buildings;67.4198505246234;4879
6771;2213;Level 3;Buildings;106.203762341412;4842
6584;2190;Level 3;Buildings;91.4258406608949;4845
5542;938;Level 3;Buildings;171.054364352062;4942
5720;999;Level 3;Buildings;77.6645106747373;4936
5952;1154;Level 3;Buildings;58.723949241686;4915
6289;1416;Level 3;Buildings;281.28162864662;4900
6613;2154;Level 3;Buildings;56.4528556259166;4851
6793;2267;Level 3;Buildings;106.203762341412;4836
