inner_x;inner_y;level_name;class_name;Distance to Buildings (Pxl);"ID_Build"  Buildings
8895;4381;Level 3;Buildings;59.2968430420512;6259
7923;6263;Level 3;Buildings;70.7240036410428;5849
1193;9506;Level 3;Buildings;57.1608695994976;5441
8100;4764;Level 3;Buildings;63.3361121691091;6186
7921;4798;Level 3;Buildings;70.0241124844664;6173
9858;4821;Level 3;Buildings;101.615062330554;6169
8377;4914;Level 3;Buildings;67.3502754425646;6150
8202;5219;Level 3;Buildings;80.2996493550911;6078
8576;5976;Level 3;Buildings;58.5649466335648;5898
8001;6254;Level 3;Buildings;70.7240036410428;5851
515;8021;Level 3;Buildings;165.986686252707;5521
1070;9547;Level 3;Buildings;56.7727986228955;5434
10456;1622;Level 3;Buildings;36.3589477925071;6525
10663;2257;Level 3;Buildings;78.871732803519;6456
10779;2069;Level 3;Buildings;127.063032199737;6492
8693;4509;Level 3;Buildings;64.6572284659055;6234
7960;4502;Level 3;Buildings;65.5828737933121;6247
7906;4497;Level 3;Buildings;92.462454812806;6250
8129;5285;Level 3;Buildings;58.7914179642977;6054
1064;9594;Level 3;Buildings;55.5722705246065;5429
1040;9777;Level 3;Buildings;74.2480791331119;5414
2685;11222;Level 3;Buildings;969.171911648199;5336
10828;1036;Level 3;Buildings;268.788829198313;6579
9701;2666;Level 3;Buildings;117.389487511513;6417
10167;2796;Level 3;Buildings;206.502605582169;6401
10454;2781;Level 3;Buildings;206.502605582169;6403
8692;4373;Level 3;Buildings;65.2491495042529;6262
8611;4369;Level 3;Buildings;66.1751579274948;6266
8543;4366;Level 3;Buildings;66.1751579274948;6270
8746;4370;Level 3;Buildings;65.2491495042529;6264
8156;4347;Level 3;Buildings;63.8891396581859;6279
8091;4369;Level 3;Buildings;61.386041416284;6265
8288;4367;Level 3;Buildings;61.4749132423105;6269
8039;4365;Level 3;Buildings;61.386041416284;6271
7786;4367;Level 3;Buildings;60.8320836830612;6267
7848;4355;Level 3;Buildings;60.8320836830612;6278
8233;4358;Level 3;Buildings;61.4749132423105;6277
8864;4359;Level 3;Buildings;59.2968430420512;6274
8490;4381;Level 3;Buildings;66.7716846728939;6260
8430;4505;Level 3;Buildings;64.6663013256594;6244
8554;4641;Level 3;Buildings;66.1783199230319;6212
8633;4648;Level 3;Buildings;66.1783199230319;6208
8637;4507;Level 3;Buildings;64.6572284659055;6240
8762;4509;Level 3;Buildings;67.2181788559324;6235
7990;4568;Level 3;Buildings;65.5828737933121;6227
8368;4637;Level 3;Buildings;64.3560279815619;6214
8233;4631;Level 3;Buildings;66.0096226285842;6218
8167;4632;Level 3;Buildings;56.887403744645;6217
8485;4650;Level 3;Buildings;68.0125562609145;6207
8915;4660;Level 3;Buildings;70.4935198997845;6201
7993;4704;Level 3;Buildings;67.5169857402888;6195
8424;4635;Level 3;Buildings;66.3917520400604;6215
9408;4733;Level 3;Buildings;68.6406186647942;6190
8433;4779;Level 3;Buildings;65.9555552104484;6179
8622;4779;Level 3;Buildings;70.5049541825819;6178
7968;4839;Level 3;Buildings;68.2923072280141;6167
9201;4817;Level 3;Buildings;65.2167774201597;6171
8893;4850;Level 3;Buildings;59.8879864740476;6164
8101;4882;Level 3;Buildings;64.6586715641958;6156
8777;4907;Level 3;Buildings;63.3228975362526;6151
8294;4923;Level 3;Buildings;66.1850558599059;6146
8884;4910;Level 3;Buildings;57.9147435547445;6148
7987;4981;Level 3;Buildings;67.1602625779529;6129
7636;5114;Level 3;Buildings;69.5490965595426;6097
8915;5116;Level 3;Buildings;69.4452294025401;6095
8626;5152;Level 3;Buildings;60.8118721895051;6089
7722;5115;Level 3;Buildings;66.7343937022887;6096
7868;5202;Level 3;Buildings;69.2288813333639;6081
7733;5246;Level 3;Buildings;62.5015528976327;6071
7686;5257;Level 3;Buildings;62.5015528976327;6068
9076;5338;Level 3;Buildings;52.1204609407019;6038
8224;5398;Level 3;Buildings;78.7502092631921;6020
8912;5514;Level 3;Buildings;65.354435580105;5989
8634;5565;Level 3;Buildings;51.5054953040291;5979
8134;5661;Level 3;Buildings;63.4550951837483;5959
8722;5842;Level 3;Buildings;59.5737905581304;5921
8309;5853;Level 3;Buildings;62.5966208873454;5917
8540;5848;Level 3;Buildings;66.4481300918665;5918
8118;5949;Level 3;Buildings;59.4145783085902;5902
649;7907;Level 3;Buildings;165.986686252707;5532
