inner_x;inner_y;level_name;class_name;Distance to Buildings (Pxl);"ID_Build"  Buildings
3935;5791;Level 3;Buildings;1205.32571447199;5316
5581;4672;Level 3;Buildings;170.785189296391;5368
5159;6735;Level 3;Buildings;617.005418007371;5254
5217;4458;Level 3;Buildings;437.356844935841;5377
4837;4812;Level 3;Buildings;506.530283944844;5363
5787;6586;Level 3;Buildings;180.437937731772;5272
4548;2523;Level 3;Buildings;1996.26959617843;5490
5522;4773;Level 3;Buildings;170.785189296391;5365
5904;6671;Level 3;Buildings;180.056360800888;5265
5796;7053;Level 3;Buildings;386.095871852062;5189
405;2208;Level 3;Buildings;3803.86037178409;5522
5515;8158;Level 3;Buildings;299.90841614531;5058
5258;8289;Level 3;Buildings;299.90841614531;5044
3032;4968;Level 3;Buildings;1205.32571447199;5354
6057;6674;Level 3;Buildings;180.056360800888;5263
7864;9814;Level 3;Buildings;404.47510069522;4955
7278;9864;Level 3;Buildings;85.3522992059394;4953
7359;9878;Level 3;Buildings;20.5654272587878;4952
7373;9889;Level 3;Buildings;20.5654272587878;4951
7537;9776;Level 3;Buildings;108.249841445445;4957
